time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/loss,train/n_updates,train/explained_variance,train/std,train/approx_kl,train/clip_range,eval/mean_reward,eval/mean_ep_length
209,1,32768,589.9591836734694,156,364.28506,,,,,,,,,,,,,
200,2,65536,592.265306122449,327,414.26468,-0.0005239587231699261,-2.462083943374455,0.0017303466796875,1e-05,15602.020330810547,6739.66650390625,2470,0.6780547499656677,0.44950008392333984,0.0018988433,0.2,,
196,3,98304,591.94,499,512.6778,-4.7021900900290345e-05,-2.462015315145254,0.0051910400390625,1e-05,15942.783523178101,7682.56396484375,2480,0.6824794709682465,0.44948437809944153,0.002383989,0.2,,
195,4,131072,595.09,670,626.1451,-0.00010982333706124336,-2.461746544018388,0.0092620849609375,1e-05,16393.500840759276,3806.439453125,2490,0.7280358672142029,0.44944289326667786,0.0032517738,0.2,,
194,5,163840,589.72,843,681.7032,-0.0006599674610697548,-2.461300151608884,0.017486572265625,1e-05,16787.40096168518,7362.4580078125,2500,0.7159536480903625,0.44938451051712036,0.0037696986,0.2,,
193,6,196608,589.72,1016,532.8202,-0.0008515260789863533,-2.4608711294829844,0.005615234375,1e-05,17040.174570846557,6647.70361328125,2510,0.7256141006946564,0.44934946298599243,0.0028266124,0.2,,
192,7,229376,592.12,1188,527.8411,-0.0005559616925438604,-2.460593182593584,0.0014251708984375,1e-05,16142.221601486206,3891.252197265625,2520,0.7461443543434143,0.4493224620819092,0.0014724676,0.2,,
192,8,262144,582.06,1359,620.1927,-0.00031628703509340995,-2.4604266503825785,0.007464599609375,1e-05,15398.71577835083,4613.873046875,2530,0.7649770379066467,0.4493117928504944,0.002846783,0.2,,
192,9,294912,580.34,1531,646.26996,-0.0004108144388737855,-2.460392311401665,0.0026611328125,1e-05,17562.908209228517,7899.3193359375,2540,0.7595109939575195,0.44931232929229736,0.0017911418,0.2,,
192,10,327680,580.77,1703,806.42114,-0.00031611868653271815,-2.460277770459652,0.0020843505859375,1e-05,20909.516926574706,11519.158203125,2550,0.7120136320590973,0.44927823543548584,0.0017979975,0.2,,
192,11,360448,586.83,1874,847.8108,-0.0004252770469065581,-2.4602419016882777,0.003985595703125,1e-05,19160.519063186646,7457.0185546875,2560,0.7297002077102661,0.4493054747581482,0.0019790188,0.2,,
192,12,393216,591.87,2045,897.6072,-0.0003213326562217844,-2.4601964438334107,0.0027008056640625,1e-05,20207.474872970583,7422.8447265625,2570,0.7543235868215561,0.4492630958557129,0.0017497907,0.2,,
192,13,425984,596.14,2217,716.30194,-3.629984494182281e-05,-2.4600025273859503,0.004669189453125,1e-05,17204.247771072387,6671.03759765625,2580,0.7606610059738159,0.4492584466934204,0.0022322098,0.2,,
192,14,458752,596.14,2388,628.7703,-0.00028740438419845306,-2.4599208710715175,0.0026947021484375,1e-05,18010.089548492433,7476.77099609375,2590,0.7743997126817703,0.44924110174179077,0.0019636366,0.2,,
191,15,491520,591.46,2560,574.2118,-0.00026208364906779027,-2.4599844703450797,0.002508544921875,1e-05,15342.200370788574,7691.302734375,2600,0.748333603143692,0.44926825165748596,0.0017511216,0.2,,
191,16,524288,592.97,2731,775.43945,-0.0005326984034581983,-2.4601523626595734,0.0035491943359375,1e-05,18000.123203277588,6834.6708984375,2610,0.7676489353179932,0.4492701292037964,0.0021560458,0.2,,
191,17,557056,592.96,2904,702.2317,-0.0006236184955014324,-2.460116010531783,0.0028961181640625,1e-05,20056.333779144286,6759.68994140625,2620,0.7312504053115845,0.449267715215683,0.0021117995,0.2,,
191,18,589824,592.86,3077,846.1426,-0.0010404944303445518,-2.459870309755206,0.0135955810546875,1e-05,18727.879735565184,7330.94384765625,2630,0.701688140630722,0.44921839237213135,0.0034685219,0.2,,
191,19,622592,598.37,3248,963.1334,-0.00045641413398698203,-2.4595348697155712,0.008648681640625,1e-05,20451.76605491638,8690.47265625,2640,0.7516924440860748,0.4491890072822571,0.0032437844,0.2,,
191,20,655360,590.76,3421,917.0327,-0.00034682047116803006,-2.459361338801682,0.004052734375,1e-05,20788.07412071228,10707.3515625,2650,0.7131598889827728,0.44917452335357666,0.0024276474,0.2,,
191,21,688128,586.01,3592,741.6714,-0.0002195118284362252,-2.459288726747036,0.004852294921875,1e-05,19165.977973556517,6572.1806640625,2660,0.7130499482154846,0.4491678774356842,0.0024519698,0.2,,
191,22,720896,589.62,3764,658.47925,-0.0002736329141043825,-2.4591907085850835,0.0034942626953125,1e-05,16731.731699752807,5466.09375,2670,0.749643087387085,0.4491563141345978,0.0018644239,0.2,,
191,23,753664,585.02,3935,828.3689,-0.0006671039147931879,-2.458970974944532,0.00546875,1e-05,19238.76566581726,7824.87255859375,2680,0.7059066593647003,0.4491148293018341,0.0025715136,0.2,,
191,24,786432,573.77,4107,794.2221,-0.00018393996924714884,-2.4586313048377635,0.0026123046875,1e-05,20819.89002532959,10492.3701171875,2690,0.6979833245277405,0.4490831196308136,0.001938292,0.2,,
191,25,819200,575.26,4279,733.8043,-0.00023838984470785362,-2.4584925031289457,0.0055267333984375,1e-05,22301.608854293823,8073.37939453125,2700,0.6708872020244598,0.44908156991004944,0.0023915106,0.2,,
191,26,851968,587.96,4452,717.2244,-0.0005389032216044143,-2.4583341320976615,0.00450439453125,1e-05,18027.901988983154,8209.087890625,2710,0.7220981121063232,0.4490523636341095,0.0025373716,0.2,,
