rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/explained_variance,train/clip_range,train/learning_rate,train/std,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
301.0,275,31,253952,689.0254,920,3532.70166015625,0.33575910329818726,0.2,0.001,0.9919540882110596,-5.642364850640297,0.0022901977034052836,0.0025402945,14270.260787963867,300,0.02281494140625,,
301.0,276,32,262144,662.18146,949,10083.3076171875,0.3635442852973938,0.2,0.001,0.9917385578155518,-5.642007571458817,-0.0001814883256884059,0.0016385525,15593.260443115234,310,0.0092041015625,,
301.0,276,33,270336,640.37714,977,2372.604248046875,0.4770168662071228,0.2,0.001,0.9911714196205139,-5.640547645092011,0.0014341384106955958,0.004849064,8487.186137390137,320,0.02301025390625,,
301.0,276,34,278528,630.4965,1006,6785.521484375,0.45081162452697754,0.2,0.001,0.9904049634933472,-5.6381025344133375,-0.0014110136835370213,0.0031705205,12082.346228027343,330,0.0198974609375,,
301.0,276,35,286720,561.9048,1035,2747.24853515625,0.49070966243743896,0.2,0.001,0.990019679069519,-5.635381227731704,-0.001730766488617519,0.002347524,8713.668835449218,340,0.0173828125,,
301.0,277,36,294912,605.7495,1064,4151.78466796875,0.43476980924606323,0.2,0.001,0.9900507926940918,-5.634260439872742,-0.0008921779328375124,0.00392602,8471.330298614503,350,0.03526611328125,,
301.0,277,37,303104,555.7185,1093,5420.09033203125,0.4882625341415405,0.2,0.001,0.9899892807006836,-5.634344047307968,-0.0012265979799849446,0.003108329,10105.575592041016,360,0.05281982421875,,
301.0,277,38,311296,617.0494,1121,1639.7818603515625,0.528030127286911,0.2,0.001,0.9894688725471497,-5.633417016267776,0.0015621661936165766,0.004076427,6123.12661895752,370,0.0418701171875,,
301.0,277,39,319488,622.8814,1150,3442.423828125,0.4816403388977051,0.2,0.001,0.9890187978744507,-5.631245842576027,0.0007785972164128907,0.0034315684,10288.437725830077,380,0.0352783203125,,
301.0,277,40,327680,645.39734,1179,4473.89599609375,0.5770301818847656,0.2,0.001,0.9890018701553345,-5.6302316904067995,0.00016636935106362216,0.00376787,7032.953732299805,390,0.0430908203125,,
301.0,278,41,335872,663.6273,1208,1672.7528076171875,0.4342905282974243,0.2,0.001,0.988634467124939,-5.629465851187706,0.0015438730479218066,0.004335492,9399.02027130127,400,0.0435546875,,
301.0,278,42,344064,616.9102,1237,2933.335205078125,0.5325265228748322,0.2,0.001,0.988756537437439,-5.628788051009178,-0.00047881216451060025,0.0031578867,7764.988992309571,410,0.0264404296875,,
301.0,278,43,352256,624.283,1266,3340.83154296875,0.5112650990486145,0.2,0.001,0.9887377023696899,-5.628969636559487,2.804090763675049e-05,0.0041383225,8774.113739013672,420,0.04112548828125,,
301.0,278,44,360448,664.53345,1294,3957.05322265625,0.4608168601989746,0.2,0.001,0.9886943101882935,-5.62894232571125,0.0016690963544533587,0.00747901,8437.040608215331,430,0.06279296875,,
301.0,278,45,368640,666.84186,1323,3414.322509765625,0.3275095224380493,0.2,0.001,0.9885355830192566,-5.6286423116922375,0.002709624289855128,0.0033404245,9928.223445129395,440,0.036669921875,,
301.0,278,46,376832,673.515,1352,4244.5712890625,0.5258970558643341,0.2,0.001,0.9882869720458984,-5.6279487162828445,-0.0003102465758274775,0.0035602753,7954.389799499511,450,0.02825927734375,,
301.0,278,47,385024,720.15295,1382,3281.871337890625,0.39476829767227173,0.2,0.001,0.9884787201881409,-5.627444812655449,0.002494087332888739,0.0042107482,9686.363780212403,460,0.04512939453125,,
301.0,278,48,393216,815.984,1411,7080.4462890625,0.435899019241333,0.2,0.001,0.9885616898536682,-5.628079661726952,0.004564167746866588,0.00512584,12107.94712524414,470,0.056298828125,,
,,,400000,,,12226.6943359375,0.3178864121437073,0.2,0.001,0.9887254238128662,-5.628530597686767,-0.0008432995186012704,0.0034395799,20661.62908325195,480,0.022802734375,-153.90023803710938,301.0
301.0,261,49,401408,845.7388,1536,,,,,,,,,,,,,
301.0,261,50,409600,852.00006,1567,3417.310546875,0.4141310453414917,0.2,0.001,0.988183856010437,-5.6279726177453995,-0.0029161170386942104,0.0050504263,8728.12322692871,490,0.03804931640625,,
301.0,261,51,417792,797.3335,1598,10127.041015625,0.3872295618057251,0.2,0.001,0.9877115488052368,-5.625796952843666,-0.00018467266781954094,0.0040958906,12372.406576538086,500,0.03155517578125,,
301.0,261,52,425984,728.47266,1628,6185.29248046875,0.3240111470222473,0.2,0.001,0.987489640712738,-5.624136486649514,-0.0007526335510192439,0.0038184074,8852.511839294433,510,0.031201171875,,
301.0,261,53,434176,720.46326,1657,3351.8740234375,0.42164158821105957,0.2,0.001,0.9874051809310913,-5.623472321033478,0.0004274601873476058,0.0040097972,7347.89757232666,520,0.029296875,,
301.0,262,54,442368,723.1655,1687,2053.202392578125,0.4167267680168152,0.2,0.001,0.9871914386749268,-5.622752627730369,0.00013295615062816068,0.003173674,7213.376989746093,530,0.0234375,,
301.0,262,55,450560,786.4119,1715,2167.464599609375,0.4224547743797302,0.2,0.001,0.9871228933334351,-5.62223727107048,-0.0009653315013565589,0.0030523504,9467.448733520509,540,0.03251953125,,
301.0,262,56,458752,883.5184,1745,8163.7275390625,0.42787206172943115,0.2,0.001,0.9868204593658447,-5.62147246003151,0.001370053920254577,0.003179105,13460.399826049805,550,0.02491455078125,,
301.0,263,57,466944,940.9604,1774,5170.6611328125,0.49326568841934204,0.2,0.001,0.986444354057312,-5.619966846704483,7.576595089631155e-05,0.004177463,12171.437554931641,560,0.03006591796875,,
301.0,263,58,475136,1027.4014,1803,5365.818359375,0.36709702014923096,0.2,0.001,0.9862755537033081,-5.618714052438736,0.000992714343010448,0.004249096,13522.001034545898,570,0.03690185546875,,
301.0,263,59,483328,1045.3207,1832,4802.40869140625,0.4245721101760864,0.2,0.001,0.9863130450248718,-5.618307089805603,-4.742595774587244e-06,0.0031543248,13875.064566040039,580,0.01796875,,
301.0,264,60,491520,1077.412,1861,6896.76904296875,0.43193936347961426,0.2,0.001,0.9862861633300781,-5.618351492285728,0.0005371175226173364,0.0047919187,12934.414263916016,590,0.0556640625,,
301.0,264,61,499712,1036.1276,1889,8878.392578125,0.3680514097213745,0.2,0.001,0.986586332321167,-5.618943545222282,0.00392609806440305,0.008213971,15042.600369262695,600,0.106396484375,,
301.0,264,62,507904,1007.17725,1918,6858.17724609375,0.4151884913444519,0.2,0.001,0.9861661195755005,-5.618928709626198,0.000585582905478077,0.0047281426,14260.431503295898,610,0.04322509765625,,
301.0,265,63,516096,1017.05225,1947,7183.73974609375,0.37291157245635986,0.2,0.001,0.9857865571975708,-5.616981637477875,0.0014030277285201008,0.005238858,14402.739126586914,620,0.04979248046875,,
301.0,265,64,524288,1064.6449,1976,5824.69482421875,0.40390288829803467,0.2,0.001,0.9857374429702759,-5.616144642233849,0.0004117308082641102,0.007225099,15937.433468627929,630,0.091162109375,,
301.0,265,65,532480,1083.0468,2006,5787.19384765625,0.3817230463027954,0.2,0.001,0.9852420091629028,-5.615214243531227,-0.00019985935068689287,0.004508567,14066.522814941407,640,0.0463623046875,,
301.0,265,66,540672,1131.5662,2036,5373.36083984375,0.47143638134002686,0.2,0.001,0.9847774505615234,-5.613282427191734,0.0014206116407876833,0.006523056,11198.751229858399,650,0.064697265625,,
301.0,265,67,548864,1139.5289,2066,4521.359375,0.48874950408935547,0.2,0.001,0.9838292598724365,-5.6104878932237625,0.00035201902355765926,0.006878438,13768.024288940429,660,0.06021728515625,,
301.0,265,68,557056,1082.9362,2096,11375.333984375,0.3838382363319397,0.2,0.001,0.9829928874969482,-5.6065298974514,0.0019877539059962148,0.007269216,17208.350982666016,670,0.07899169921875,,
301.0,265,69,565248,1139.0585,2126,3508.790283203125,0.4534153342247009,0.2,0.001,0.9829639196395874,-5.604423493146896,0.003935579460812732,0.0078093647,11478.658349609375,680,0.10316162109375,,
301.0,265,70,573440,1163.5402,2156,4637.013671875,0.5230884850025177,0.2,0.001,0.9832846522331238,-5.604935756325721,-5.618196773866657e-05,0.004808514,12771.697082519531,690,0.0390625,,
301.0,265,71,581632,1160.302,2186,6460.25830078125,0.4539375305175781,0.2,0.001,0.9831652641296387,-5.605565395951271,0.00114764219179051,0.005703993,13006.932836914062,700,0.04896240234375,,
301.0,266,72,589824,1283.9496,2217,5718.58984375,0.541467696428299,0.2,0.001,0.983929455280304,-5.6062529951334,-0.0001977612977498211,0.00679997,13012.451638793946,710,0.06212158203125,,
301.0,266,73,598016,1293.9274,2247,5618.43017578125,0.4738239645957947,0.2,0.001,0.9838788509368896,-5.608158847689628,0.0006795464338210877,0.008094069,16171.272567749023,720,0.06495361328125,,
301.0,266,74,606208,1367.4973,2277,5473.14111328125,0.4522552490234375,0.2,0.001,0.9827564358711243,-5.606179004907608,-0.0002353801035496872,0.0074480204,15471.042288208007,730,0.07137451171875,,
301.0,266,75,614400,1326.1466,2306,6406.73291015625,0.3988182544708252,0.2,0.001,0.9826892614364624,-5.602935373783112,0.0024091090162983164,0.0080913035,18080.696530151366,740,0.0892578125,,
301.0,266,76,622592,1344.0531,2336,4069.8564453125,0.5719305276870728,0.2,0.001,0.980012059211731,-5.598917031288147,0.0004967959204805084,0.0038711824,9939.206253051758,750,0.03375244140625,,
301.0,266,77,630784,1335.1132,2367,7272.798828125,0.5115421414375305,0.2,0.001,0.9792107939720154,-5.590393695235252,-0.0006774184614187107,0.005088765,16401.06347351074,760,0.03443603515625,,
301.0,266,78,638976,1271.0311,2396,5563.4208984375,0.6034013628959656,0.2,0.001,0.9792177677154541,-5.588956436514854,-8.010683159227483e-05,0.005685336,15562.107333374024,770,0.0460205078125,,
301.0,266,79,647168,1300.2913,2427,5007.431640625,0.6681706607341766,0.2,0.001,0.9785188436508179,-5.587476420402527,-0.0015947570733260362,0.0060884403,12504.810668945312,780,0.048876953125,,
301.0,266,80,655360,1298.2386,2456,10045.4423828125,0.6246258318424225,0.2,0.001,0.978740394115448,-5.58607262969017,0.0010558305184531491,0.0068574864,15053.519506835937,790,0.05802001953125,,
301.0,266,81,663552,1334.9872,2487,4164.89404296875,0.6449475288391113,0.2,0.001,0.9776002764701843,-5.584719547629357,0.0004562779125990346,0.008393661,10836.862512207032,800,0.08992919921875,,
301.0,266,82,671744,1365.9241,2517,4517.74951171875,0.6557110548019409,0.2,0.001,0.977616548538208,-5.582190290093422,0.006097155771567486,0.008527203,12024.315319824218,810,0.10489501953125,,
301.0,266,83,679936,1366.239,2547,5319.5625,0.606490284204483,0.2,0.001,0.9752154350280762,-5.578446221351624,-0.0008407130470004631,0.009171063,13626.085382080078,820,0.11837158203125,,
301.0,266,84,688128,1482.9368,2577,4718.34228515625,0.5964638590812683,0.2,0.001,0.9744342565536499,-5.570130145549774,0.00010319126740796492,0.00697832,13814.507348632813,830,0.055859375,,
301.0,267,85,696320,1509.3186,2607,8111.58740234375,0.5231293141841888,0.2,0.001,0.9718731045722961,-5.5649397522211075,0.0016198770143091678,0.009964711,22223.207739257814,840,0.10760498046875,,
301.0,267,86,704512,1525.513,2637,5364.0693359375,0.6244046986103058,0.2,0.001,0.9706742167472839,-5.555973163247108,-3.731362739927136e-05,0.0059179952,13096.705401611329,850,0.07144775390625,,
301.0,267,87,712704,1611.7694,2667,4132.0576171875,0.5988202095031738,0.2,0.001,0.9711393713951111,-5.554594200849533,0.0002894007426220924,0.008294843,12097.604397583007,860,0.0828125,,
301.0,267,88,720896,1575.6207,2698,4359.4541015625,0.5090385377407074,0.2,0.001,0.9677495360374451,-5.549816218018532,0.00019097489275736733,0.007680745,17870.8271484375,870,0.07579345703125,,
301.0,267,89,729088,1614.8671,2729,6267.79150390625,0.5605445504188538,0.2,0.001,0.9651254415512085,-5.536447158455848,4.598989398800768e-05,0.0057835146,19970.692788696288,880,0.0433349609375,,
301.0,267,90,737280,1627.061,2759,6147.1728515625,0.4901190400123596,0.2,0.001,0.9649971723556519,-5.529520574212074,0.001548188441665843,0.007994939,14900.197549438477,890,0.09051513671875,,
301.0,267,91,745472,1622.2277,2790,6703.5595703125,0.5760780870914459,0.2,0.001,0.9660971164703369,-5.53222853243351,0.0026351476648414974,0.006651451,12770.441442871093,900,0.06949462890625,,
301.0,267,92,753664,1580.4315,2821,5153.4462890625,0.568765789270401,0.2,0.001,0.9643236994743347,-5.530771613121033,0.0013987946178531275,0.006984758,13081.004080200195,910,0.080224609375,,
301.0,267,93,761856,1620.071,2852,5122.58837890625,0.5996009409427643,0.2,0.001,0.9637532830238342,-5.525166556239128,0.00011107007303507998,0.008761309,13817.879040527343,920,0.08641357421875,,
301.0,267,94,770048,1615.7621,2882,5525.25244140625,0.6198989152908325,0.2,0.001,0.96340012550354,-5.522722771763801,-0.0013435606226266828,0.0070427875,24230.147174072266,930,0.07138671875,,
301.0,267,95,778240,1605.467,2913,2880.37255859375,0.7320491671562195,0.2,0.001,0.962721586227417,-5.52012836933136,-0.000820033649506513,0.008263859,10689.890194702148,940,0.0875244140625,,
301.0,267,96,786432,1689.6364,2943,6032.49609375,0.7429270148277283,0.2,0.001,0.9620837569236755,-5.517027348279953,0.0015387788334919605,0.008583686,11555.748486328124,950,0.0804931640625,,
301.0,267,97,794624,1698.2555,2973,5885.33251953125,0.6395733952522278,0.2,0.001,0.9608612656593323,-5.5140931695699695,0.002878522524406435,0.012530624,16326.98115234375,960,0.10079345703125,,
,,,800000,,,6106.34326171875,0.6161801815032959,0.2,0.001,0.9605734348297119,-5.5107516020536425,0.0008282114315079526,0.0074939737,22191.465048217775,970,0.06971435546875,3028.740966796875,301.0
301.0,259,98,802816,1796.7208,3099,,,,,,,,,,,,,
301.0,259,99,811008,1830.6514,3128,11593.376953125,0.6292462646961212,0.2,0.001,0.9585803151130676,-5.5064105719327925,0.00034005361958406867,0.010092878,21821.636968994142,980,0.13082275390625,,
301.0,259,100,819200,1918.1279,3158,14146.1376953125,0.6273302733898163,0.2,0.001,0.9575086236000061,-5.49905434846878,7.982676106621511e-05,0.011919888,20572.583462524413,990,0.1216064453125,,
301.0,259,101,827392,1841.1442,3187,3387.56982421875,0.6092297434806824,0.2,0.001,0.9551693201065063,-5.492942458391189,0.0002557147170591634,0.008995645,16668.482849121094,1000,0.0974609375,,
301.0,259,102,835584,1758.8374,3218,3218.49853515625,0.7089625895023346,0.2,0.001,0.9554298520088196,-5.487103751301765,0.00035405289600021206,0.009846939,11555.380065917969,1010,0.09229736328125,,
301.0,259,103,843776,1697.0602,3248,3141.001220703125,0.7673409581184387,0.2,0.001,0.9563938975334167,-5.490567806363106,0.000782896093733143,0.010127769,8330.78099822998,1020,0.10263671875,,
301.0,259,104,851968,1705.8416,3279,8495.7001953125,0.6760654151439667,0.2,0.001,0.9553966522216797,-5.491224035620689,-0.0005067893867817475,0.008015854,14325.074685668946,1030,0.099267578125,,
301.0,259,105,860160,1736.713,3310,4961.8408203125,0.6583458781242371,0.2,0.001,0.9545580148696899,-5.487396296858788,0.0025617269100621344,0.012323954,13187.297073364258,1040,0.13109130859375,,
301.0,259,106,868352,1787.647,3340,3577.502685546875,0.7485872209072113,0.2,0.001,0.9528466463088989,-5.481902009248733,0.0008590896148234605,0.01117384,11453.530558776856,1050,0.1161376953125,,
301.0,259,107,876544,1811.6422,3372,2585.989501953125,0.7225890159606934,0.2,0.001,0.9506444334983826,-5.473808541893959,-0.0012733412870147732,0.008790937,11379.416136169433,1060,0.0798828125,,
301.0,260,108,884736,1900.2489,3402,3355.64306640625,0.6827137768268585,0.2,0.001,0.9508841037750244,-5.4686304301023485,0.004072584839741466,0.008856786,14634.347790527343,1070,0.1154052734375,,
301.0,260,109,892928,2017.8743,3433,9058.48828125,0.6473293602466583,0.2,0.001,0.9494492411613464,-5.467788207530975,0.0024862143298378216,0.00955862,22644.834213256836,1080,0.1074951171875,,
301.0,260,110,901120,2085.7654,3464,5027.0703125,0.6857580244541168,0.2,0.001,0.9467565417289734,-5.459297862648964,-3.302080876892433e-05,0.009954791,15873.138986206055,1090,0.1118896484375,,
301.0,260,111,909312,2051.1296,3495,5148.77197265625,0.6567314565181732,0.2,0.001,0.947055995464325,-5.452358585596085,0.0011891339032445102,0.01005887,15651.976007080078,1100,0.09134521484375,,
301.0,260,112,917504,2034.076,3525,5016.2431640625,0.6653147637844086,0.2,0.001,0.9457403421401978,-5.451733642816544,0.004661138988012681,0.009746939,16695.2107421875,1110,0.135107421875,,
301.0,260,113,925696,1999.6525,3556,4664.35009765625,0.7219181656837463,0.2,0.001,0.9441524744033813,-5.4450152814388275,0.0018460115570633207,0.009154277,14578.542190551758,1120,0.10159912109375,,
301.0,260,114,933888,1922.9208,3586,5937.455078125,0.7312065064907074,0.2,0.001,0.9418292045593262,-5.436683544516564,-0.001174419152084738,0.009452533,14154.633755493163,1130,0.08289794921875,,
301.0,260,115,942080,2029.5155,3616,2449.484130859375,0.758188471198082,0.2,0.001,0.9399596452713013,-5.426607403159141,0.003565824416727992,0.008924566,10246.114134216308,1140,0.098046875,,
301.0,260,116,950272,2132.1208,3646,5970.392578125,0.6077829301357269,0.2,0.001,0.9378868937492371,-5.418571743369102,-0.0013310437192558312,0.009926025,15812.52317199707,1150,0.1029296875,,
301.0,260,117,958464,2278.3835,3677,8892.8369140625,0.6553139090538025,0.2,0.001,0.9344882369041443,-5.407694447040558,0.0024348922233912162,0.011842137,18812.389584350585,1160,0.12535400390625,,
301.0,260,118,966656,2488.298,3706,7730.732421875,0.6570988297462463,0.2,0.001,0.9343612790107727,-5.398261666297913,0.002796990786737297,0.010562062,23104.60919799805,1170,0.114453125,,
301.0,260,119,974848,2558.367,3736,7136.9384765625,0.6770229637622833,0.2,0.001,0.9336838722229004,-5.397315332293511,0.0021497301146155222,0.008692101,18577.624838256837,1180,0.08353271484375,,
301.0,260,120,983040,2456.5745,3766,5890.53955078125,0.6346181631088257,0.2,0.001,0.9328840970993042,-5.393462023139,-4.366000357549638e-05,0.008857211,21893.072161865235,1190,0.09949951171875,,
301.0,261,121,991232,2491.304,3797,4611.65625,0.7173711657524109,0.2,0.001,0.9320083260536194,-5.3890371292829515,0.001764771025045775,0.008874826,15935.367932128906,1200,0.1139892578125,,
301.0,261,122,999424,2298.7131,3827,5958.982421875,0.6438300013542175,0.2,0.001,0.9311350584030151,-5.3850063443183895,6.318834202829748e-05,0.008735977,18362.76130065918,1210,0.08486328125,,
301.0,261,123,1007616,2198.4104,3857,4837.525390625,0.6697611212730408,0.2,0.001,0.9302864670753479,-5.381690657138824,0.0008125324027787428,0.0094901305,19252.314047241212,1220,0.0929931640625,,
