rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
601.0,233,32768,1,140,973.58545,,,,,,,,,,,,,
595.4845360824743,230,65536,2,284,1156.5654,0.2621055245399475,0.08967089,4513.96337890625,0.6438798904418945,0.5696319580078125,0.0637503451496741,1240,0.2,21983.33992652893,0.001,-3.8814720997586845,,
585.45,231,98304,3,425,1373.2355,0.3509848117828369,0.06175051,4918.93310546875,0.6510655283927917,0.466009521484375,0.03278826823916461,1250,0.2,14924.887183761597,0.001,-3.91879551038146,,
590.8,230,131072,4,568,1457.0776,0.2667004466056824,0.045170933,2659.379150390625,0.6530057191848755,0.4050506591796875,0.02004074330761796,1260,0.2,11234.667074012756,0.001,-3.9450934432446956,,
598.81,236,163840,5,694,1364.6278,0.24535024166107178,0.048047528,1690.538818359375,0.6535627841949463,0.4121429443359375,0.01960913291404722,1270,0.2,9998.378247261047,0.001,-3.9524573773145675,,
593.07,243,196608,6,809,1153.1808,0.3440721035003662,0.044647746,938.1536254882812,0.6566941738128662,0.388543701171875,0.016861727586365303,1280,0.2,6265.687054634094,0.001,-3.966534332372248,,
590.72,246,229376,7,930,1054.021,0.41780805587768555,0.036634307,827.1253051757812,0.6575145125389099,0.3490386962890625,0.01029895518458943,1290,0.2,5915.882027339935,0.001,-3.9730625834316013,,
590.82,249,262144,8,1050,1169.9504,0.3406645655632019,0.034492068,726.7218017578125,0.6547825932502747,0.3419403076171875,0.00909031789888104,1300,0.2,5085.316790676117,0.001,-3.9660514594987033,,
593.12,251,294912,9,1172,1120.8223,0.3854401111602783,0.040735666,914.8902587890625,0.6534691452980042,0.36004638671875,0.00971484660403803,1310,0.2,5064.92760424614,0.001,-3.9589853109791875,,
593.12,254,327680,10,1288,994.7823,0.35238051414489746,0.035152853,861.4207763671875,0.6530969142913818,0.329156494140625,0.008881166189348732,1320,0.2,4053.9824058532713,0.001,-3.951061237975955,,
