time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
247,1,1851392,8409.987,33,1286.56,,,,,,,,,,,
212,2,1859584,8064.373,77,1265.37,4730,1937.0745849609375,0.2,0.3684857189655304,-1.6711868343874812,12945.428367233277,0.8237082958221436,0.079931640625,0.008200232,0.0003,-0.0037999531092282267
195,3,1867776,8046.632,125,1274.84,4740,7373.89794921875,0.2,0.3683270812034607,-1.6703617027029396,16408.41971206665,0.8943380564451218,0.1361328125,0.010798258,0.0003,-0.0008291986137919594
191,4,1875968,7979.5073,170,1311.83,4750,3003.137939453125,0.2,0.368237167596817,-1.669225173443556,13460.359943008423,0.795803427696228,0.1102294921875,0.010435052,0.0003,-0.0003294125923275715
186,5,1884160,7771.6846,220,1331.34,4760,2426.903076171875,0.2,0.36815518140792847,-1.6682956758886576,12107.551483917236,0.7286465167999268,0.0958984375,0.009239348,0.0003,-0.001569540624768706
187,6,1892352,7704.1577,262,1331.33,4770,3425.458251953125,0.2,0.3681110739707947,-1.667755546607077,12771.543947601318,0.8668158054351807,0.10380859375,0.008781115,0.0003,-0.002318024158194021
183,7,1900544,7825.6543,312,1376.88,4780,6019.20703125,0.2,0.36804282665252686,-1.666840467043221,12476.359965896607,0.6840616762638092,0.087646484375,0.0077115363,0.0003,-0.0013553151737141888
180,8,1908736,8248.374,362,1432.05,4790,3756.85009765625,0.2,0.3680805265903473,-1.6666809350252152,13114.412537765504,0.8755453303456306,0.09066162109375,0.008004783,0.0003,-0.0018256749975989806
179,9,1916928,8254.247,410,1394.21,4800,3633.32275390625,0.2,0.36788198351860046,-1.6658461451530457,10845.78999557495,0.782050371170044,0.0870361328125,0.0086008785,0.0003,-0.0029328667355002836
178,10,1925120,8636.959,457,1450.9,4810,2269.697265625,0.2,0.3676655888557434,-1.6633186630904675,14978.670952987672,0.6971123218536377,0.10067138671875,0.009035807,0.0003,-0.0022133629436211777
179,11,1933312,8652.091,503,1441.27,4820,3062.888427734375,0.2,0.36728763580322266,-1.6600545262917876,10448.52275276184,0.7561602145433426,0.0845703125,0.008552993,0.0003,-0.0023146684310631827
178,12,1941504,8889.935,551,1452.56,4830,2453.7890625,0.2,0.3674030601978302,-1.6585318936035036,13779.058702468872,0.7669108957052231,0.1037841796875,0.008763095,0.0003,-0.003325561436940916
178,13,1949696,8882.028,596,1445.61,4840,2077.3359375,0.2,0.36714839935302734,-1.65826903488487,14714.891817474365,0.6307731568813324,0.0763916015625,0.007659919,0.0003,0.00015594404940202366
178,14,1957888,8371.738,641,1419.18,4850,4270.8154296875,0.2,0.3672041893005371,-1.6569044049829245,13804.039567565918,0.8191810995340347,0.11334228515625,0.010030977,0.0003,-0.0003670435475214617
178,15,1966080,8536.331,688,1404.29,4860,2899.15087890625,0.2,0.36717063188552856,-1.657046409510076,16428.39423522949,0.8964537233114243,0.0742919921875,0.007832318,0.0003,0.0006390145257682889
177,16,1974272,8585.473,737,1438.63,4870,3949.183349609375,0.2,0.36665332317352295,-1.6543158369138837,13220.235835266114,0.8963017538189888,0.077880859375,0.0070906677,0.0003,-0.0014072704299906036
176,17,1982464,8453.193,787,1458.72,4880,3149.92578125,0.2,0.366668701171875,-1.6513462353497743,11483.609407043457,0.8097846955060959,0.07694091796875,0.007508399,0.0003,-0.002345904381945729
176,18,1990656,8703.96,834,1514.05,4890,2356.712646484375,0.2,0.3666880130767822,-1.6516295751556753,10743.94675693512,0.9092163294553757,0.1022216796875,0.010004433,0.0003,-0.002663566923729377
176,19,1998848,8739.114,884,1526.16,4900,2739.0224609375,0.2,0.3663151264190674,-1.6500047050416469,9452.497313690186,0.8857736885547638,0.07471923828125,0.007426621,0.0003,-0.0023763153974869057
175,20,2007040,8688.054,933,1534.67,4910,3654.18603515625,0.2,0.36627787351608276,-1.6475570775568484,12292.102465820313,0.9153615683317184,0.06859130859375,0.0071188314,0.0003,-0.0021363213711083516
175,21,2015232,8787.381,977,1546.84,4920,2618.5419921875,0.2,0.36627358198165894,-1.6474087119102478,11753.91838684082,0.8717638701200485,0.08851318359375,0.008323661,0.0003,-0.002543891879031435
175,22,2023424,9143.105,1026,1604.08,4930,3733.452880859375,0.2,0.3659535050392151,-1.6461238013580441,14618.671276473999,0.9020960330963135,0.09224853515625,0.008553411,0.0003,3.65590527508175e-05
175,23,2031616,9064.501,1073,1588.11,4940,1217.5211181640625,0.2,0.3656410872936249,-1.642779851704836,8783.966785812378,0.9442049004137516,0.07481689453125,0.007900881,0.0003,-0.0030721967988938557
175,24,2039808,9321.565,1120,1584.88,4950,1441.55859375,0.2,0.36558881402015686,-1.6404473222792149,10580.793173980714,0.8200453221797943,0.09232177734375,0.009134759,0.0003,-0.0008457634256046731
175,25,2048000,9572.381,1166,1620.02,4960,3535.3291015625,0.2,0.36542564630508423,-1.6394267441704868,12540.67919960022,0.9094970598816872,0.08690185546875,0.008942993,0.0003,-0.0015734159449493745
