time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/std,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
101,323,2073.5413,312.0,32768,1,,,,,,,,,,,
343,190,2721.314,348.0,65536,2,0.006973879819463491,0.019452062,36014.50390625,0.21614990234375,-1.9477486766176297,0.03823387622833252,0.39466434717178345,2480,0.2,0.0001,55831.363456726074
585,167,2151.0671,310.63,98304,3,0.0018524744319847741,0.011099886,25676.94921875,0.117950439453125,-1.9459772357484326,0.2660831809043884,0.3942646086215973,2490,0.2,0.0001,47073.49137253761
