time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,489,66,-211.98573,,,,,,,,,,,
2,144.36,65536,446,146,-1861.083,0.2,0.01,0.9985504150390625,10,155.94725,99.56177278161049,1.0064927339553833,0.31655379486546736,-5.697764983028174,58.18677520751953,-0.00011920928955078125
3,139.85,98304,418,234,-1762.0469,0.2,0.01,0.992889404296875,20,1603.3306,49085.670239257815,1.0131012201309204,0.27050864247430584,-5.724141520634293,27801.724609375,1.7881393432617188e-07
4,124.04,131072,406,322,-1706.9738,0.2,0.01,0.99390869140625,30,338.45218,36480.14132232666,1.0327736139297485,0.28109059589260144,-5.7975968942046165,17231.916015625,-1.1920928955078125e-07
5,124.04,163840,402,406,-1666.976,0.2,0.01,0.99827880859375,40,140.898,23441.191478729248,1.041020154953003,0.2952821743951063,-5.830385496839881,9056.669921875,5.960464477539063e-08
6,124.07,196608,401,489,-1697.2964,0.2,0.01,0.998858642578125,50,368.81598,18855.917768096922,1.0480091571807861,0.2918458910484333,-5.856670482456684,14135.228515625,-1.1920928955078125e-07
7,301.0,229376,400,572,-539.3538,0.2,0.01,0.9991546630859375,60,978.3856,13936.411164093017,1.0413635969161987,0.29493984336731954,-5.832071710005403,9187.712890625,1.1920928955078125e-07
8,157.0,262144,400,654,-1712.7074,0.2,0.01,0.99871826171875,70,29013.29,9175.308825683594,1.267898440361023,0.22976705726468935,-6.448013021424413,3840.7900390625,0.0
9,157.0,294912,399,738,-1712.7622,0.2,0.01,0.9991973876953125,80,206.03864,14975.45874786377,1.2759218215942383,0.29501286263985094,-6.480665890127421,6918.79833984375,0.0
10,158.1,327680,399,821,-1724.8383,0.2,0.01,0.9991485595703125,90,12768.074,12964.281090545654,1.3346197605133057,0.2981620058300905,-6.614278785511852,6131.66845703125,-1.1920928955078125e-07
11,295.28,360448,398,903,-526.0235,0.2,0.01,0.99921875,100,14016.788,13852.89338684082,1.3380427360534668,0.2858415951792267,-6.630215862765908,5480.548828125,0.0
12,301.0,393216,398,985,-497.4519,0.2,0.01,0.99921875,110,2307.8757,7622.399988746643,1.3525700569152832,0.21022034023626474,-6.663238500803709,5130.3212890625,0.0
13,301.0,425984,398,1069,-494.60788,0.2,0.01,0.9991241455078125,120,1880.9675,6248.747431945801,1.3755671977996826,0.22221982202026994,-6.722008224576712,3627.533447265625,0.0
14,157.0,458752,397,1152,-1713.2712,0.2,0.01,0.99921875,130,252.51416,4379.645225143433,1.3932578563690186,0.22192254253895954,-6.771323755010963,2158.4453125,0.0
15,295.24,491520,397,1235,-530.84576,0.2,0.01,0.999102783203125,140,347.80176,22035.94950942993,1.4084359407424927,0.2907455446489621,-6.812022197619081,12689.9072265625,-1.1920928955078125e-07
16,301.0,524288,397,1319,-493.10086,0.2,0.01,0.9991973876953125,150,550.76294,4088.0556477546693,1.3989038467407227,0.2102529866650002,-6.820255648717284,1643.3179931640625,-1.1920928955078125e-07
17,301.0,557056,397,1402,-496.0664,0.2,0.01,0.999114990234375,160,6272.91,3372.951766204834,1.4987964630126953,0.22311824138450903,-7.141682734712958,1585.274169921875,0.0
18,301.0,589824,397,1485,-497.2699,0.2,0.01,0.9990753173828125,170,720.6791,2501.8861660957336,1.4389314651489258,0.22212242544264882,-7.021675448864698,1753.9908447265625,0.0
19,301.0,622592,397,1567,-524.96405,0.2,0.01,0.998992919921875,180,493.93317,1898.3721565246583,1.4592267274856567,0.22208221647160825,-7.093621299415827,788.23046875,0.0
20,208.61,655360,397,1650,-1987.1334,0.2,0.01,0.999169921875,190,1831.4744,1493.4547200679779,1.4868868589401245,0.21714812818536303,-7.162955324724317,849.1261596679688,5.960464477539063e-08
21,139.86,688128,397,1733,-1792.0719,0.2,0.01,0.9991424560546875,200,841.15045,25000.29808731079,1.4769728183746338,0.25934260652284136,-7.1217799808830025,10113.1513671875,0.0
22,157.65,720896,396,1816,-1779.683,0.2,0.01,0.998846435546875,210,314.18018,28616.08160018921,1.485809564590454,0.2842477911952301,-7.178048471733928,16879.888671875,0.0
23,139.84,753664,396,1898,-1822.004,0.2,0.01,0.998797607421875,220,296.6865,30013.236656951904,1.5398223400115967,0.2631267159158597,-7.358705143630504,25190.978515625,0.0
24,139.79,786432,396,1981,-1801.655,0.2,0.01,0.998828125,230,330.76517,20776.439155578613,1.6334969997406006,0.2713215843439684,-7.599725469946861,11017.6455078125,0.0
25,296.17,819200,396,2063,-636.6203,0.2,0.01,0.9982635498046875,240,2185.9248,17864.545650482178,2.023242235183716,0.2754499828450207,-8.452981352433563,7939.65185546875,1.1920928955078125e-07
26,301.0,851968,396,2146,-496.58716,0.2,0.01,0.9941314697265625,250,163.5788,7840.830384063721,2.2127668857574463,0.20692047658521914,-8.830915094912053,3788.85009765625,0.0
27,301.0,884736,396,2228,-496.55844,0.2,0.01,0.9927764892578125,260,2647.939,5946.940246486663,2.4861950874328613,0.21135749800450868,-9.255157205462456,2735.820556640625,0.0
28,301.0,917504,396,2311,-496.65262,0.2,0.01,0.9923431396484375,270,1592.0848,4571.2801303863525,3.110145092010498,0.21953523505289924,-10.110421069711446,1335.7169189453125,0.0
29,169.99,950272,397,2393,-1842.7906,0.2,0.01,0.9942291259765625,280,1247.9294,3266.6467162132262,3.3908863067626953,0.22001266769657377,-10.456741575151682,1579.965576171875,0.0
30,157.6,983040,397,2475,-1718.8375,0.2,0.01,0.9876495361328125,290,234.7025,25804.517433166504,4.052115440368652,0.2709079738735454,-11.201353380829095,15749.169921875,-1.1920928955078125e-07
31,157.65,1015808,397,2558,-1728.5552,0.2,0.01,0.9988555908203125,300,3063.2007,25704.260567474365,4.3478779792785645,0.27217108840995935,-11.316288893669844,14054.66015625,-1.1920928955078125e-07
