time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,train/n_updates,train/clip_range,train/clip_fraction,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/entropy_loss,train/loss,eval/mean_ep_length,eval/mean_reward
6363,29,950272,149,597.32,588.0852,0.6795106530189514,1510,0.2,0.3424285888671875,0.001,0.03825857,0.008167426141085343,6301.742107880115,0.49573779106140137,-4.122887737862766,1046.6015625,,
6588,30,983040,149,595.35,665.7555,0.682782769203186,1520,0.2,0.349212646484375,0.001,0.040621106,0.007791712400830875,5310.301071691513,0.5260627865791321,-4.112512132432312,574.9541625976562,,
6813,31,1015808,149,595.35,684.2126,0.6814490556716919,1530,0.2,0.359930419921875,0.001,0.039825737,0.008144448579332674,6360.306150662899,0.44044017791748047,-4.127274315524846,1549.9307861328125,,
7038,32,1048576,148,601.0,714.8898,0.6800152659416199,1540,0.2,0.3390350341796875,0.001,0.036316913,0.00619657539139098,7129.435895419121,0.47078937292099,-4.119245839770883,1070.8924560546875,,
7263,33,1081344,148,601.0,808.72485,0.6807730197906494,1550,0.2,0.32266845703125,0.001,0.034603655,0.006830149932989115,7499.372334158421,0.5268253087997437,-4.1121904865838586,1707.0152587890625,,
7487,34,1114112,148,601.01,876.1329,0.6789153218269348,1560,0.2,0.2883697509765625,0.001,0.028836247,0.004582295638988399,8334.537649285794,0.5190534591674805,-4.107901658769697,1697.546875,,
7712,35,1146880,148,596.35,888.37445,0.6776478886604309,1570,0.2,0.3134918212890625,0.001,0.031714287,0.005725494876719495,7314.056422615051,0.5312092900276184,-4.104856503661722,1818.9495849609375,,
7936,36,1179648,148,596.35,932.3886,0.6755300164222717,1580,0.2,0.3027008056640625,0.001,0.03331226,0.006665691183275158,7687.226100873947,0.5124274492263794,-4.090429250430316,1351.013916015625,,
8160,37,1212416,148,601.0,1030.4524,0.6739380955696106,1590,0.2,0.3072723388671875,0.001,0.034437314,0.00800870742814368,9496.697132730484,0.48035210371017456,-4.076293924450875,4401.3515625,,
8385,38,1245184,148,601.0,1157.8745,0.671715259552002,1600,0.2,0.31748046875,0.001,0.033844434,0.006552881065658767,8772.792935156822,0.4979540705680847,-4.065982211660594,1984.6390380859375,,
8611,39,1277952,148,601.0,1399.8252,0.6716735363006592,1610,0.2,0.33438720703125,0.001,0.03548235,0.008593128563052232,9635.209929656983,0.5664950311183929,-4.065380803588778,2211.76220703125,,
8838,40,1310720,148,601.0,1048.9633,0.6738989353179932,1620,0.2,0.3295501708984375,0.001,0.035199568,0.008213234924119206,10266.302481436729,0.5239596366882324,-4.069402248505503,3774.514892578125,,
9063,41,1343488,148,587.01,690.2605,0.6779773235321045,1630,0.2,0.3252716064453125,0.001,0.03446542,0.006186247279060808,7904.621535527706,0.5641784369945526,-4.09498128881678,2596.607421875,,
9288,42,1376256,148,593.71,727.3903,0.6806666851043701,1640,0.2,0.3152862548828125,0.001,0.033486634,0.005766362364965971,7242.402657699585,0.5984381139278412,-4.112772703077644,2254.86767578125,,
9515,43,1409024,148,598.51,720.6934,0.6850525140762329,1650,0.2,0.331640625,0.001,0.033051882,0.009280974106604844,9522.254637861251,0.5950162708759308,-4.138065307214856,6769.39013671875,,
9741,44,1441792,148,601.0,731.23,0.6859322190284729,1660,0.2,0.3386993408203125,0.001,0.038727164,0.009039050468891219,8507.504124236108,0.6618228256702423,-4.138728495221585,1590.561767578125,,
9968,45,1474560,147,601.0,908.26917,0.6876078248023987,1670,0.2,0.3250518798828125,0.001,0.03446997,0.00869493035729647,10056.22061433792,0.6078423857688904,-4.153064567130059,8307.26171875,,
10197,46,1507328,147,599.83,827.74756,0.6878700852394104,1680,0.2,0.334649658203125,0.001,0.036657102,0.009480652115007615,11706.524353528022,0.6267057359218597,-4.154482031241059,926.0513916015625,,
10422,47,1540096,147,595.28,847.7413,0.6868284344673157,1690,0.2,0.3697235107421875,0.001,0.04310373,0.011195993047840603,12228.178381347656,0.6529434025287628,-4.155009284522384,6174.6259765625,,
10649,48,1572864,147,592.39,1027.0304,0.6864986419677734,1700,0.2,0.371441650390625,0.001,0.043898076,0.016611755429403276,13436.959106826782,0.6669199168682098,-4.1448629785329105,3771.947265625,,
,,1600000,,,,0.6824976205825806,1710,0.2,0.37662353515625,0.001,0.041920677,0.015635589429564334,17257.9683082819,0.591231107711792,-4.134425105992705,2084.580078125,264.79,-432.1046447753906
11028,49,1605632,145,585.85,843.9959,,,,,,,,,,,,,
11255,50,1638400,145,584.01,266.6146,0.6854743957519531,1720,0.2,0.35732421875,0.001,0.04145074,0.015052350289170135,11484.102916526794,0.6852124631404877,-4.140371844079345,5642.45556640625,,
11483,51,1671168,145,567.48,-460.13812,0.6961368918418884,1730,0.2,0.4041961669921875,0.001,0.057348453,0.02001962137640021,9592.055143284797,0.6438068747520447,-4.16911798408255,3486.590087890625,,
11711,52,1703936,145,568.92,-824.76666,0.7006658315658569,1740,0.2,0.3804595947265625,0.001,0.04319205,0.019587284512408588,16066.908310770988,0.6646859347820282,-4.238188985362649,5486.52587890625,,
11940,53,1736704,145,584.32,-282.4635,0.7039318084716797,1750,0.2,0.325372314453125,0.001,0.041240767,0.015699048752139788,15396.904739427566,0.7333757877349854,-4.227373977564275,3351.9755859375,,
12169,54,1769472,145,596.82,87.11213,0.705236554145813,1760,0.2,0.34122314453125,0.001,0.04278834,0.018228001024317562,13320.891323375701,0.7522870153188705,-4.2557715780101715,5588.37939453125,,
12398,55,1802240,145,597.05,-5.9206142,0.7112264633178711,1770,0.2,0.343353271484375,0.001,0.03860084,0.017660763678077274,13093.802911543846,0.6884809136390686,-4.268506876379251,3003.8671875,,
12628,56,1835008,145,598.95,-101.96201,0.7161521911621094,1780,0.2,0.376458740234375,0.001,0.04386449,0.023128821167892964,11317.046733427047,0.6578148007392883,-4.312291150540114,1880.720458984375,,
12861,57,1867776,145,600.81,35.428295,0.7195477485656738,1790,0.2,0.3317779541015625,0.001,0.041067015,0.022938411756240385,11392.407843720914,0.6227114796638489,-4.335649382136762,12213.1953125,,
13094,58,1900544,145,601.0,123.336395,0.7119686007499695,1800,0.2,0.2517913818359375,0.001,0.023016619,0.013237929334377441,11844.04688977003,0.603373795747757,-4.30369677497074,1545.9849853515625,,
13327,59,1933312,145,600.28,21.241743,0.7140735387802124,1810,0.2,0.211578369140625,0.001,0.017782884,0.011577795060202335,11902.532417500019,0.5509803295135498,-4.300477450434118,9778.3525390625,,
13562,60,1966080,144,599.91,-46.972816,0.7100154757499695,1820,0.2,0.2113372802734375,0.001,0.02191072,0.009525803300823555,10679.859560525418,0.5689501166343689,-4.296393372863531,6431.70263671875,,
13798,61,1998848,144,600.39,-100.83547,0.7160220146179199,1830,0.2,0.177239990234375,0.001,0.016136698,0.008048619148803482,12336.83096704483,0.4280320405960083,-4.2815051978454,8149.25341796875,,
14032,62,2031616,144,601.0,-159.79262,0.7096719741821289,1840,0.2,0.14423828125,0.001,0.015486065,0.004350325522727872,9248.012080240249,0.4803979992866516,-4.299447588250041,1156.69482421875,,
