time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,57,-225.51172,570,32768,301.0,,,,,,,,,,,
2,168,-120.419815,388,65536,301.0,36.07596206665039,10,-5.661098986212164,-0.0076984030725270715,0.008493655,97.27689671292902,0.2,0.166070556640625,-0.0002809762954711914,0.9946422576904297,0.001
3,284,-28.304693,345,98304,301.0,63.168663024902344,20,-5.640602675639093,-0.014973830371036456,0.009731368,111.79857413470745,0.2,0.119873046875,0.251589298248291,0.9871135950088501,0.001
4,400,139.22343,327,131072,301.0,61.067256927490234,30,-5.585925201326608,-0.019064668746887038,0.012093349,123.60067544877529,0.2,0.177740478515625,0.40529483556747437,0.9794213175773621,0.001
5,516,230.66339,317,163840,301.0,89.9456787109375,40,-5.543869920540601,-0.015428551221475573,0.011648857,1024.3290631398559,0.2,0.1732177734375,0.15320974588394165,0.9638988375663757,0.001
6,631,109.005135,311,196608,301.0,151.4589080810547,50,-5.466902633197606,-0.005728581339781158,0.008950042,3467.3780413866043,0.2,0.1272491455078125,0.06103783845901489,0.9583228230476379,0.001
7,747,98.319435,306,229376,301.0,132.61082458496094,60,-5.47185920830816,-0.0032295888824137365,0.0069455337,1355.2719420701264,0.2,0.0761077880859375,0.04464399814605713,0.9465442299842834,0.001
8,863,71.15606,303,262144,301.0,108.8066177368164,70,-5.4089807430282235,-0.004825434973236042,0.0077601946,1353.6663851842284,0.2,0.0797119140625,0.12897765636444092,0.9409698843955994,0.001
9,979,70.78732,301,294912,301.0,112.36936950683594,80,-5.417827376816422,-0.003866016064830546,0.0066384436,521.8709870070219,0.2,0.0659881591796875,0.47591179609298706,0.9410185813903809,0.001
10,1096,44.557636,298,327680,301.0,103.17632293701172,90,-5.4160022190772,-0.004867520446759954,0.0074455114,736.4666564077139,0.2,0.0918426513671875,0.5137779116630554,0.9326474070549011,0.001
11,1212,120.444405,297,360448,301.0,94.68749237060547,100,-5.369426289200783,-0.0046542092812160265,0.008196539,210.37607111781836,0.2,0.0984039306640625,0.8005210161209106,0.9261884689331055,0.001
12,1331,139.92152,295,393216,301.0,85.37015533447266,110,-5.344536899682135,-0.004396576356839432,0.010524452,1038.6293183624744,0.2,0.1170135498046875,0.5310193598270416,0.9185927510261536,0.001
13,1450,139.58438,293,425984,301.0,4998.53564453125,120,-5.323212257213891,-0.004112027066173596,0.009153134,533.5982359603047,0.2,0.112908935546875,0.6575925946235657,0.913806140422821,0.001
14,1570,107.59609,292,458752,301.0,135.95098876953125,130,-5.2875818001106385,-0.003241944555111331,0.0083623845,803.256206125021,0.2,0.1075164794921875,0.5636696517467499,0.9099674224853516,0.001
15,1689,231.74918,290,491520,301.0,190.29739379882812,140,-5.272376593388617,-0.004573067771843853,0.011947292,818.4453303277493,0.2,0.1387542724609375,0.6261678040027618,0.9060379266738892,0.001
16,1808,269.34177,289,524288,301.0,150.71009826660156,150,-5.246553115732968,-0.0025362475279052886,0.01126592,2905.177425476909,0.2,0.1500274658203125,0.273526132106781,0.8980194330215454,0.001
17,1927,358.81763,289,557056,301.0,7489.51904296875,160,-5.192495606094599,-0.0018302147530448564,0.013188953,1395.6055219650268,0.2,0.1702392578125,0.3363848924636841,0.8853685259819031,0.001
18,2046,431.89288,288,589824,301.0,100.40538787841797,170,-5.157223687507212,0.0006803876615776971,0.013025656,2535.633774316311,0.2,0.1926116943359375,0.18268394470214844,0.8827505707740784,0.001
19,2167,377.30023,287,622592,301.0,5575.7431640625,180,-5.140555787552148,0.004364940647724325,0.014780943,5201.380901822447,0.2,0.19420166015625,0.0929613709449768,0.8775551319122314,0.001
20,2288,248.68521,286,655360,301.0,6587.87890625,190,-5.104777242429554,0.003036603703435503,0.015029523,4791.993069535494,0.2,0.1773101806640625,0.12957453727722168,0.8649832010269165,0.001
21,2409,457.72308,285,688128,301.0,1207.83203125,200,-5.051134724915028,-0.0009140750045162349,0.015971607,2114.171796557307,0.2,0.1980194091796875,0.30371302366256714,0.8602332472801208,0.001
22,2528,331.98685,285,720896,301.0,786.2598876953125,210,-5.024293089658022,0.00434901530281877,0.016975686,4270.469540593028,0.2,0.1984344482421875,0.11694556474685669,0.8512792587280273,0.001
23,2647,387.74786,284,753664,301.0,236.7193145751953,220,-4.9785764993168415,0.004147786975318013,0.015321635,3245.3121423065663,0.2,0.1617431640625,0.1682490110397339,0.8426278829574585,0.001
24,2767,451.73685,284,786432,301.0,344.0989685058594,230,-4.943114321585744,0.003300817244007703,0.015144054,4676.017981031537,0.2,0.19073486328125,0.18726956844329834,0.831000566482544,0.001
25,2886,373.8559,283,819200,301.0,7258.830078125,240,-4.89195965602994,0.00015192080336419168,0.012543638,4613.608399000764,0.2,0.1725738525390625,0.16656029224395752,0.8300668001174927,0.001
26,3005,349.55524,283,851968,301.0,561.5911865234375,250,-4.8836485640145835,0.0032798191851270532,0.014210732,3579.260587579012,0.2,0.1591094970703125,0.2190004587173462,0.8251663446426392,0.001
27,3124,560.92224,283,884736,301.0,212.33877563476562,260,-4.862953710835427,0.0002584354081818674,0.0145258475,2806.59464302063,0.2,0.179180908203125,0.19996333122253418,0.8193541169166565,0.001
28,3243,336.4152,282,917504,301.0,1726.7889404296875,270,-4.837656789552421,0.004314645902786652,0.018739697,7194.156400984526,0.2,0.1773223876953125,0.13886332511901855,0.81777024269104,0.001
29,3362,419.46973,282,950272,301.0,296.36328125,280,-4.808952065277845,0.00290961327077639,0.014265619,3329.080252671242,0.2,0.146539306640625,0.22767937183380127,0.8141880035400391,0.001
30,3481,434.35794,282,983040,301.0,1686.836669921875,290,-4.824299502186477,0.0021201953034506007,0.012286566,4910.591258370876,0.2,0.1538177490234375,0.19924581050872803,0.808719277381897,0.001
31,3600,551.1687,282,1015808,301.0,594.3156127929688,300,-4.765194720495492,0.0011262408646416588,0.01163993,5175.044433051347,0.2,0.1546417236328125,0.22550982236862183,0.8006064295768738,0.001
