time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/loss,train/learning_rate,train/value_loss,train/clip_fraction,train/n_updates,train/std,train/entropy_loss,train/approx_kl,train/clip_range,eval/mean_ep_length,eval/mean_reward
32768,117,1,365.0609756097561,870.21063,280,,,,,,,,,,,,,
65536,266,2,365.53,998.92847,246,0.004127516461721825,0.049237728118896484,14331.3271484375,0.0001,50942.97149238586,0.1547760009765625,2480,0.3943265676498413,-1.9459043095353992,0.014522811,0.2,,
98304,418,3,403.86,1142.9977,234,0.00021166196752346876,0.2905448079109192,17669.16796875,0.0001,47818.141516494754,0.1053619384765625,2490,0.39417535066604614,-1.9439053034875542,0.009921639,0.2,,
131072,573,4,448.47,1151.8191,228,0.0014760082521661389,0.386854350566864,9621.6064453125,0.0001,40026.04073257446,0.123822021484375,2500,0.39397192001342773,-1.942285601515323,0.011441665,0.2,,
163840,725,5,439.69,1163.978,225,0.0011579695268665092,0.48340481519699097,6475.8076171875,0.0001,31008.131109619142,0.0811248779296875,2510,0.39380139112472534,-1.9402430289424957,0.008952884,0.2,,
196608,878,6,469.1,1504.7834,223,0.0017481584495271818,0.49258244037628174,12210.119140625,0.0001,31516.330595970154,0.0808868408203125,2520,0.39362579584121704,-1.9386276856530458,0.009232616,0.2,,
229376,1032,7,499.11,1842.038,222,0.00020433954105101293,0.5611870884895325,5197.19091796875,0.0001,33477.4509979248,0.0796356201171875,2530,0.39349666237831116,-1.9370628486387431,0.00847337,0.2,,
262144,1186,8,475.69,1747.2983,220,-0.0005772832214006485,0.62834033370018,12634.5556640625,0.0001,30360.15003738403,0.0583648681640625,2540,0.39339831471443176,-1.9358654125593602,0.0072412677,0.2,,
294912,1340,9,508.15,1929.9531,219,0.0008189910045075521,0.6312307417392731,11867.8154296875,0.0001,32239.78904132843,0.0497711181640625,2550,0.3933274745941162,-1.9350676047150046,0.006117696,0.2,,
327680,1493,10,491.95,1951.0452,219,-0.00022221673477815785,0.708464503288269,5619.9052734375,0.0001,27858.7952293396,0.06075439453125,2560,0.3932918310165405,-1.934586305497214,0.0072293268,0.2,,
360448,1647,11,474.35,1785.6089,218,-0.00022254355153563665,0.6892527937889099,15742.90234375,0.0001,34138.49030342102,0.06072998046875,2570,0.3933238089084625,-1.9344505526591091,0.006868504,0.2,,
393216,1799,12,479.57,1752.7908,218,-0.0004244383658260631,0.6731330156326294,20371.583984375,0.0001,31541.402928733827,0.0702880859375,2580,0.39327698945999146,-1.934377217385918,0.00704611,0.2,,
425984,1952,13,500.5,1977.318,218,0.0008094998648175533,0.7117705941200256,7316.32080078125,0.0001,33356.223068237305,0.0581146240234375,2590,0.39310383796691895,-1.933222721517086,0.0065892655,0.2,,
458752,2107,14,528.39,2076.5076,217,-0.0007022619312010647,0.7655175924301147,6908.9716796875,0.0001,25886.88268222809,0.0581878662109375,2600,0.3930925130844116,-1.9322370638605206,0.00689145,0.2,,
