rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/clip_fraction,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
962.3571428571429,32768,1,350,93,3192.6782,,,,,,,,,,,,,
980.7457627118644,65536,2,353,185,3209.014,0.001383833960426273,0.394569993019104,0.0765472412109375,0.07736432552337646,0.2,0.0001,18027.865234375,0.008920761,46185.95458374023,2480,-1.9473147213459014,,
974.0322580645161,98304,3,354,277,3236.994,0.0002644250984303653,0.39453741908073425,0.04117431640625,0.18296653032302856,0.2,0.0001,17187.38671875,0.006336812,44000.57157592774,2490,-1.9470316398888827,,
968.85,131072,4,353,370,3227.1812,0.0014977156453824137,0.3945274353027344,0.055194091796875,0.19291293621063232,0.2,0.0001,14726.689453125,0.0075667677,45697.96363525391,2500,-1.9468280602246524,,
959.34,163840,5,354,461,3321.6453,0.00036113300593569874,0.3945227861404419,0.0433319091796875,0.2722622752189636,0.2,0.0001,17038.814453125,0.006491521,43533.92056274414,2510,-1.9467709079384803,,
959.71,196608,6,356,551,3488.694,0.0001221928556333296,0.39448344707489014,0.0406158447265625,0.29645901918411255,0.2,0.0001,15569.3212890625,0.0059375972,42667.008807373044,2520,-1.9465852826833725,,
932.28,229376,7,357,642,3304.208,0.0008329341464559548,0.3944421410560608,0.0447998046875,0.29163408279418945,0.2,0.0001,14187.4482421875,0.0063443207,41327.4369140625,2530,-1.9461275074630975,,
926.04,262144,8,357,732,3152.7458,2.3612599761690944e-05,0.3944116234779358,0.029351806640625,0.3314308524131775,0.2,0.0001,13133.70703125,0.0048940834,39221.58090209961,2540,-1.9457270570099354,,
931.04,294912,9,357,823,3507.9075,0.000246717561094556,0.3943431079387665,0.026446533203125,0.3437621593475342,0.2,0.0001,15640.9599609375,0.0047254143,43159.848315429685,2550,-1.945257207378745,,
926.05,327680,10,357,915,3811.426,0.0003878704832459334,0.39431843161582947,0.04832763671875,0.348027765750885,0.2,0.0001,17383.681640625,0.0060760844,43422.28922119141,2560,-1.944783239811659,,
964.7,360448,11,356,1010,4402.3037,-0.0008300863672047853,0.39429110288619995,0.044036865234375,0.3812207579612732,0.2,0.0001,19789.103515625,0.0064432723,44448.06756591797,2570,-1.9445359721779822,,
951.07,393216,12,356,1103,4584.457,0.0008589959797973279,0.394298255443573,0.0338348388671875,0.39503175020217896,0.2,0.0001,13537.6435546875,0.0053876024,40437.64828491211,2580,-1.944428963586688,,
925.67,425984,13,356,1194,4748.1543,-0.00018537965806899592,0.3942211866378784,0.03046875,0.43396222591400146,0.2,0.0001,15803.3203125,0.0048470665,42751.863885498045,2590,-1.9441153060644865,,
916.59,458752,14,356,1288,4913.6455,-0.0009356045949971304,0.3942188322544098,0.0447052001953125,0.3624269366264343,0.2,0.0001,19504.71484375,0.006317511,50852.502661132814,2600,-1.9436752784997224,,
905.68,491520,15,355,1380,4982.0034,2.8468390519265084e-05,0.3941839337348938,0.034393310546875,0.36419957876205444,0.2,0.0001,14224.46484375,0.005619649,40999.64599609375,2610,-1.9434805992990731,,
946.8,524288,16,355,1475,5656.792,0.00038671946967951956,0.3941054940223694,0.0315185546875,0.3689843416213989,0.2,0.0001,14593.51171875,0.0056164972,45104.07676391602,2620,-1.9429227977991104,,
915.54,557056,17,355,1566,5672.3926,-4.500234208535403e-05,0.39412033557891846,0.0293182373046875,0.4070603847503662,0.2,0.0001,18225.17578125,0.0051736096,45119.788763427736,2630,-1.942579298093915,,
866.37,589824,18,355,1658,5909.9443,-7.408099190797657e-06,0.39408987760543823,0.0218536376953125,0.34439510107040405,0.2,0.0001,23460.06640625,0.004067925,52983.84588623047,2640,-1.9425222244113685,,
890.25,622592,19,355,1751,6159.3296,0.0001348386074823793,0.39403921365737915,0.016888427734375,0.4348899722099304,0.2,0.0001,17460.703125,0.0038465047,52735.663049316405,2650,-1.942127439752221,,
915.55,655360,20,355,1845,6461.112,-0.0008733366448723245,0.39400309324264526,0.0227813720703125,0.47984880208969116,0.2,0.0001,16389.779296875,0.004717877,45993.83701171875,2660,-1.9417050801217557,,
945.5,688128,21,355,1937,6699.996,5.944424447079655e-05,0.39400237798690796,0.009539794921875,0.4508061408996582,0.2,0.0001,20120.58984375,0.00291395,50842.95048828125,2670,-1.9414719618856906,,
913.32,720896,22,354,2032,6728.3477,-4.8261564370477575e-05,0.3939574956893921,0.0152191162109375,0.4667229652404785,0.2,0.0001,19749.841796875,0.0037235818,48857.48909912109,2680,-1.941266779229045,,
