time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/approx_kl,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/clip_range
1,301.0,-766.7752,32768,560,58,,,,,,,,,,,
2,301.0,-754.9819,65536,539,121,808.0711669921875,0.04978001117706299,0.032208905,0.7217936515808105,630,0.01903944954974577,-4.371281471848488,0.333746337890625,8542.806328964234,0.001,0.2
3,301.0,-713.382,98304,532,184,575.672119140625,0.2580280303955078,0.02115572,0.7226629257202148,640,0.00625147355676745,-4.369303189218044,0.2456817626953125,4932.0253999710085,0.001,0.2
4,301.0,-810.72943,131072,529,247,354.2651062011719,0.33442509174346924,0.01937497,0.7215054035186768,650,0.003486063597665634,-4.368854877352715,0.222332763671875,3663.178165054321,0.001,0.2
5,301.0,-809.31995,163840,527,310,211.801025390625,0.4468913674354553,0.019057598,0.7204368114471436,660,7.99436093075201e-06,-4.3621569007635115,0.2069305419921875,2030.6831137657166,0.001,0.2
6,301.0,-684.34375,196608,525,373,188.70443725585938,0.4034922122955322,0.01939391,0.7141691446304321,670,-7.22755074093584e-05,-4.33720711171627,0.224951171875,1752.3626200675965,0.001,0.2
7,301.0,-702.9196,229376,524,436,257.6206970214844,0.3780366778373718,0.02042025,0.713412880897522,680,0.0005574199738475726,-4.32249740511179,0.2291778564453125,1936.147264766693,0.001,0.2
8,298.95,-798.03546,262144,524,500,224.08241271972656,0.47919732332229614,0.020533891,0.7076500058174133,690,0.00018591960979392753,-4.302585083246231,0.2247100830078125,1581.4664433479309,0.001,0.2
9,301.0,-843.31714,294912,523,563,650.8120727539062,0.4634729027748108,0.02178527,0.7068967819213867,700,-0.0027436134303570727,-4.286674296855926,0.219622802734375,1552.508142900467,0.001,0.2
10,301.01,-753.7587,327680,523,626,80.99459075927734,0.543046772480011,0.021132968,0.7085525393486023,710,-0.0005860560031578643,-4.289899872243405,0.2367828369140625,793.1887716770173,0.001,0.2
11,301.0,-593.2998,360448,522,689,211.4149627685547,0.4837397336959839,0.021894427,0.7053502798080444,720,0.0006915821599250193,-4.283792126178741,0.2273040771484375,1523.188683795929,0.001,0.2
12,301.0,-474.62317,393216,522,752,407.7019348144531,0.35032927989959717,0.01830447,0.7015741467475891,730,-0.0005917192185734166,-4.263844141364098,0.2170166015625,2411.506364154816,0.001,0.2
13,301.0,-635.5174,425984,522,815,370.342041015625,0.38990581035614014,0.01759827,0.6981598734855652,740,0.000122717190606636,-4.245680204033851,0.20067138671875,2569.927450752258,0.001,0.2
14,301.0,-489.77777,458752,521,878,463.4355163574219,0.3839971423149109,0.01748593,0.6917874217033386,750,-0.0012124294516979717,-4.216124394536019,0.1951202392578125,1927.9826746940612,0.001,0.2
15,301.0,-474.41165,491520,521,942,255.63214111328125,0.37480980157852173,0.016113523,0.6837210655212402,760,-0.00027485432437970305,-4.173409666121006,0.19144287109375,2409.2889843940734,0.001,0.2
16,299.8,-273.84488,524288,521,1005,259.89617919921875,0.42291927337646484,0.014444847,0.6739044785499573,770,-0.0017535784525534836,-4.12412052154541,0.166754150390625,2573.8049495697023,0.001,0.2
17,299.16,-438.58313,557056,521,1068,331.38958740234375,0.398637592792511,0.014358284,0.6666586995124817,780,-0.0012848078982642618,-4.075592428445816,0.16402587890625,2974.2107433319093,0.001,0.2
18,296.26,-278.31778,589824,521,1131,536.0317993164062,0.44142019748687744,0.015015101,0.6603206992149353,790,-0.001129360808772617,-4.031582659482956,0.1612274169921875,2715.4066329956054,0.001,0.2
19,301.0,-243.08885,622592,521,1194,396.626220703125,0.43210017681121826,0.014091691,0.657417356967926,800,-0.0011692033825966065,-4.003969279676676,0.1695465087890625,3129.11093788147,0.001,0.2
20,290.8,-461.38724,655360,521,1257,411.9566650390625,0.5718097984790802,0.012431344,0.6521797776222229,810,-0.0006203406141139567,-3.9790369525551794,0.144140625,3150.2862504959107,0.001,0.2
21,297.33,-238.23126,688128,520,1320,411.6663513183594,0.346257746219635,0.013640472,0.6503031253814697,820,-0.0016474984799060622,-3.9583196364343167,0.158135986328125,3517.6874389648438,0.001,0.2
22,292.25,-133.98462,720896,520,1385,1062.3026123046875,0.4572771191596985,0.012976248,0.6467107534408569,830,0.00043735869003285187,-3.9428805887699125,0.14888916015625,3693.892616081238,0.001,0.2
23,296.85,-115.860344,753664,520,1448,896.34130859375,0.44253432750701904,0.011988911,0.6450978517532349,840,-3.298717856523581e-05,-3.926039157062769,0.1472015380859375,4576.961310958863,0.001,0.2
24,299.26,-13.06696,786432,520,1511,737.8905639648438,0.4821418523788452,0.012763984,0.6398099064826965,850,-0.0017172783922433156,-3.9041027441620826,0.13857421875,2995.20223236084,0.001,0.2
25,299.47,13.189707,819200,520,1574,589.9132690429688,0.5459871590137482,0.013884072,0.6377162933349609,860,-0.0010122279072675155,-3.881358315050602,0.1550323486328125,3780.6099811553954,0.001,0.2
26,285.73,-38.75943,851968,520,1638,356.0839538574219,0.571970134973526,0.01400437,0.6334770917892456,870,-0.0009612771105821594,-3.862665218859911,0.1529022216796875,3626.796834564209,0.001,0.2
27,291.98,80.05647,884736,519,1702,912.8138427734375,0.47252631187438965,0.01439818,0.6301658749580383,880,3.431199656915851e-05,-3.8378740534186364,0.153643798828125,5893.050218582153,0.001,0.2
28,297.72,-35.978165,917504,519,1766,628.4130249023438,0.4913395643234253,0.012269141,0.6299815773963928,890,-0.000881210438819835,-3.826438595354557,0.13521728515625,4315.155106163025,0.001,0.2
29,290.09,306.2001,950272,518,1831,907.9271850585938,0.5150865018367767,0.013850283,0.6278342008590698,900,-0.0010905318315053592,-3.8179818600416184,0.164111328125,3857.1410892486574,0.001,0.2
30,297.25,40.615555,983040,518,1895,728.08935546875,0.46906566619873047,0.016023062,0.6240343451499939,910,0.0014293731313955505,-3.800669061392546,0.17735595703125,5924.275386428833,0.001,0.2
31,293.68,133.72984,1015808,518,1959,602.3323974609375,0.5008014738559723,0.013772063,0.6216206550598145,920,3.0818844606983475e-05,-3.7811800822615624,0.148876953125,4726.442412185669,0.001,0.2
