time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-207.98848,57,301.0,32768,571,,,,,,,,,,,,,
2,-153.40857,225,301.0,65536,290,83.62726029232144,0.0001,0.109515380859375,-5.666936774365604,33.18749237060547,0.00032651424407958984,0.2,10,0.008097576,-0.011583463392707927,0.9958496689796448,,
3,-1.9486499,398,301.0,98304,246,101.96340778786688,0.0001,0.166259765625,-5.62886971286498,57.2973518371582,0.29475367069244385,0.2,20,0.010613296,-0.01810131632332741,0.9861193895339966,,
4,106.36912,573,301.0,131072,228,395.3125069901347,0.0001,0.1657989501953125,-5.591316073434427,53.4847526550293,0.20292454957962036,0.2,30,0.011256269,-0.0175073027948315,0.977361798286438,,
5,221.18478,750,301.0,163840,218,983.580617699027,0.0001,0.1430084228515625,-5.547298647556454,92.33495330810547,0.1413831114768982,0.2,40,0.009590671,-0.01428804383061788,0.9664216041564941,,
6,102.81884,929,301.0,196608,211,2982.8731197603047,0.0001,0.103350830078125,-5.5030663582030686,78.32942962646484,0.044789791107177734,0.2,50,0.008424288,-0.007546668327114503,0.9562979936599731,,
7,49.55917,1110,301.0,229376,206,1893.5351432971656,0.0001,0.077178955078125,-5.45882677435875,93.11872863769531,0.0012441277503967285,0.2,60,0.006671662,-0.005809324106519398,0.9446123838424683,,
8,35.097702,1295,301.0,262144,202,1209.9173745013773,0.0001,0.094549560546875,-5.43877655020915,176.21124267578125,-0.009742021560668945,0.2,70,0.0071934373,0.000899536130202705,0.9439554214477539,,
9,15.2345495,1483,301.0,294912,198,821.7956327974796,0.0001,0.07816162109375,-5.41307526640594,122.5086898803711,-1.1920928955078125e-07,0.2,80,0.0066849533,-0.002992144828090204,0.935591459274292,,
10,16.012852,1673,301.0,327680,195,855.887491234392,0.0001,0.07625732421875,-5.3950287542771544,129.25436401367188,5.960464477539063e-08,0.2,90,0.0069756787,-0.003099995749721529,0.9279990792274475,,
11,68.57642,1865,301.0,360448,193,271.93661776706574,0.0001,0.0722015380859375,-5.366008815960958,120.58108520507812,-1.1920928955078125e-07,0.2,100,0.0068320036,-0.004083461661025467,0.9246260523796082,,
12,21.831465,2057,301.0,393216,191,1389.3336090907455,0.0001,0.076983642578125,-5.333620484638959,138.90472412109375,0.0,0.2,110,0.0066931224,-0.003780880060514846,0.9142263531684875,,
13,-59.004528,2249,301.0,425984,189,902.3872008815408,0.0001,0.055975341796875,-5.285779254371301,221.15945434570312,-1.1920928955078125e-07,0.2,120,0.0064267684,-0.002213656422986787,0.9034523963928223,,
14,-51.459927,2443,301.0,458752,187,509.4472305998206,0.0001,0.0387481689453125,-5.250957973161713,265.3475646972656,0.0,0.2,130,0.0055962196,-0.0007080512913148595,0.8964034914970398,,
15,-55.902416,2637,301.0,491520,186,1141.3104046672584,0.0001,0.0256072998046875,-5.216657591424882,269.0045166015625,0.0,0.2,140,0.0025473763,-2.2593163384954097e-05,0.8877369165420532,,
16,15.278134,2831,301.0,524288,185,485.4107774540782,0.0001,0.025115966796875,-5.202466002944857,316.5716247558594,0.0,0.2,150,0.0041751205,-0.0003949244428440579,0.8877894282341003,,
17,-23.500948,3025,301.0,557056,184,363.0477324977517,0.0001,0.047479248046875,-5.202119384193793,183.0486602783203,0.0,0.2,160,0.0033877748,-0.0028367369035322554,0.8906054496765137,,
18,-67.79727,3218,301.0,589824,183,962.987001863867,0.0001,0.02083740234375,-5.199717248883099,147.43899536132812,0.0,0.2,170,0.003950516,-0.0009207934059759282,0.8879392743110657,,
19,-37.000523,3411,301.0,622592,182,271.3449956275523,0.0001,0.0146331787109375,-5.192918465938419,81.955078125,0.5885717570781708,0.2,180,0.0035992386,-0.0016676260688200273,0.8845298290252686,,
20,-54.16725,3606,301.0,655360,181,1427.1409557409584,0.0001,0.0189361572265625,-5.1595418587327,139.89837646484375,0.5038416087627411,0.2,190,0.004435199,-0.0012695728745825362,0.8776642084121704,,
21,-53.506084,3800,301.0,688128,181,603.1374191962183,0.0001,0.0313873291015625,-5.136164743034169,115.91590118408203,0.7762035429477692,0.2,200,0.004855116,-0.0027129347386335213,0.8720426559448242,,
22,20.893963,3993,301.0,720896,180,363.305623523891,0.0001,0.0180084228515625,-5.1320753752719614,65.31224060058594,0.8823085874319077,0.2,210,0.003796704,-0.0016339790710276248,0.8730531930923462,,
23,103.2733,4187,301.0,753664,179,384.5586512744427,0.0001,0.0147857666015625,-5.12558521553874,151.0482635498047,0.8859374895691872,0.2,220,0.0035619389,-0.0013822812013813746,0.8716925978660583,,
24,91.18341,4381,301.0,786432,179,2045.6346169039607,0.0001,0.0348602294921875,-5.106859181495383,191.1324462890625,0.6078541874885559,0.2,230,0.0049146824,-0.002272111499962648,0.8678371906280518,,
25,107.56667,4575,301.0,819200,179,1503.0559703163804,0.0001,0.0345184326171875,-5.095939414622262,233.08587646484375,0.6561063230037689,0.2,240,0.0047894605,-0.0031897457434183706,0.8654146194458008,,
26,181.12575,4769,301.0,851968,178,641.2819334447383,0.0001,0.0298065185546875,-5.094626265764236,149.7625274658203,0.7746105939149857,0.2,250,0.004759098,-0.0028686628874766027,0.8671495914459229,,
27,172.26198,4963,301.0,884736,178,1858.0481536239386,0.0001,0.03316650390625,-5.0827163890004154,192.12222290039062,0.41328608989715576,0.2,260,0.00500793,-0.0026495956311777037,0.8625643849372864,,
