time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/approx_kl,train/std,train/value_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,eval/mean_reward,eval/mean_ep_length
1,471,69,1386.7266,32768,501.2037037037037,,,,,,,,,,,,,
2,482,135,1764.5359,65536,537.47,-1.9473016180098057,0.009027214,0.39457088708877563,36335.7666015625,0.002029441839840729,2480,0.0001,0.069403076171875,-0.0056574344635009766,0.2,14378.330078125,,
3,481,204,1812.6735,98304,551.58,-1.9470526836812496,0.0071787266,0.3945363461971283,33435.81075439453,-0.000162422054563649,2490,0.0001,0.04842529296875,0.15372401475906372,0.2,12137.4267578125,,
4,481,272,2079.626,131072,566.0,-1.9468520261347293,0.0066831587,0.39453741908073425,35919.281311035156,-0.0010574952910246793,2500,0.0001,0.0422821044921875,0.22386419773101807,0.2,12159.966796875,,
5,482,339,2427.8682,163840,588.23,-1.946744404733181,0.006343561,0.3945164680480957,36360.41337890625,0.001209618672146462,2510,0.0001,0.039739990234375,0.28695452213287354,0.2,15401.6015625,,
6,482,407,3106.941,196608,640.52,-1.9465389505028725,0.0060435226,0.39449313282966614,33352.86439208985,-0.0009642600998631679,2520,0.0001,0.03270263671875,0.3519479036331177,0.2,14037.728515625,,
7,485,472,3072.0715,229376,637.68,-1.9461833141744136,0.005321876,0.3944440484046936,33859.17200927735,-0.0005441908884677105,2530,0.0001,0.025506591796875,0.41342997550964355,0.2,14542.5146484375,,
8,485,540,3323.767,262144,658.18,-1.9456598915159702,0.006187968,0.39439135789871216,36472.6578125,-0.00030352230969583617,2540,0.0001,0.03577880859375,0.42326611280441284,0.2,14715.4208984375,,
9,485,607,3695.37,294912,682.74,-1.9451328553259373,0.004890596,0.39434924721717834,31605.25955810547,-0.0002684703809791245,2550,0.0001,0.027630615234375,0.5144160985946655,0.2,11257.431640625,,
10,483,677,4142.131,327680,710.37,-1.944995705038309,0.004263753,0.39436525106430054,34881.194787597655,-0.0003416608858969994,2560,0.0001,0.017706298828125,0.5145581364631653,0.2,13171.6123046875,,
11,482,746,4637.849,360448,741.05,-1.9450237229466438,0.005088506,0.39435523748397827,37080.05119628906,-0.0002785099459288176,2570,0.0001,0.025701904296875,0.4992976784706116,0.2,14979.01171875,,
12,482,815,4607.0493,393216,737.61,-1.9449787817895412,0.005516085,0.3943662643432617,33913.16221923828,1.8492814706405625e-05,2580,0.0001,0.03406982421875,0.5301973223686218,0.2,12269.0224609375,,
13,481,885,4883.458,425984,758.86,-1.9449611015617847,0.0054709464,0.39434391260147095,35439.84796142578,-0.00037576144095510247,2590,0.0001,0.0319183349609375,0.5401170551776886,0.2,13956.697265625,,
14,478,958,5199.164,458752,782.0,-1.9447348803281783,0.0046150354,0.3943248987197876,36437.85809326172,0.00044182536730659195,2600,0.0001,0.0220977783203125,0.502065122127533,0.2,13847.8740234375,,
15,476,1031,5645.3394,491520,808.87,-1.9444744072854518,0.0050726375,0.39429333806037903,32717.078942871092,-0.0013698328992177266,2610,0.0001,0.02744140625,0.5345500409603119,0.2,11525.8115234375,,
16,475,1103,5563.9395,524288,784.0,-1.9441608153283596,0.0043165404,0.3942643702030182,37362.183557128905,-9.777921222848817e-05,2620,0.0001,0.0182830810546875,0.5163410604000092,0.2,14792.416015625,,
17,474,1174,5518.3467,557056,771.84,-1.943912396579981,0.004181369,0.39425331354141235,36440.07550048828,0.00015470009675482287,2630,0.0001,0.017437744140625,0.5216308832168579,0.2,15063.0048828125,,
18,473,1246,5753.0986,589824,786.54,-1.9436820909380912,0.003462765,0.39421340823173523,33873.16236572266,-0.0006662021740339696,2640,0.0001,0.011749267578125,0.5463545620441437,0.2,13074.8447265625,,
19,474,1311,5308.116,622592,752.76,-1.943423893302679,0.0037584896,0.3942084014415741,34559.16865234375,-0.0005519051584997215,2650,0.0001,0.011090087890625,0.5770215690135956,0.2,14020.396484375,,
20,474,1380,5006.072,655360,721.28,-1.943424478173256,0.0038535271,0.39421021938323975,38227.363342285156,-0.0003386996671906672,2660,0.0001,0.0171722412109375,0.5081589818000793,0.2,14546.046875,,
21,475,1448,5299.8667,688128,746.75,-1.9433464236557483,0.0037518577,0.39419251680374146,36065.65540771485,-0.0001485534776293207,2670,0.0001,0.0128326416015625,0.5917090773582458,0.2,12292.056640625,,
22,474,1518,6063.6313,720896,809.93,-1.9431220442056656,0.0033908745,0.3941637873649597,32345.738989257814,-0.00011179851571796462,2680,0.0001,0.011993408203125,0.5932665169239044,0.2,14089.2001953125,,
23,474,1587,5780.5083,753664,774.9,-1.943019201606512,0.003842818,0.39417293667793274,35759.57884521484,-0.00036797620487050153,2690,0.0001,0.0131683349609375,0.627101868391037,0.2,15347.5498046875,,
24,474,1657,5878.628,786432,772.62,-1.9431340850889682,0.0030273027,0.39418482780456543,41180.21684570312,-0.0003676429609186016,2700,0.0001,0.009222412109375,0.601235568523407,0.2,18107.73828125,,
25,474,1726,6169.3423,819200,779.15,-1.943206799775362,0.003705996,0.39418917894363403,36864.800305175784,-0.0007610072367242538,2710,0.0001,0.01463623046875,0.6239701509475708,0.2,14963.57421875,,
26,474,1797,6515.7686,851968,798.9,-1.942972442507744,0.003423413,0.3941355347633362,34968.057348632814,-0.00041132069964078255,2720,0.0001,0.0131378173828125,0.6458232402801514,0.2,13956.2646484375,,
27,473,1866,6303.9717,884736,781.07,-1.9425474777817726,0.0033566137,0.39411431550979614,35476.68887939453,-0.0003815822434262373,2730,0.0001,0.0109649658203125,0.6637324094772339,0.2,12534.92578125,,
28,473,1938,5970.541,917504,769.2,-1.9423699043691158,0.0033189044,0.39410364627838135,35307.507592773436,0.00018459752682247198,2740,0.0001,0.012322998046875,0.6549645662307739,0.2,13370.892578125,,
29,472,2012,5856.5337,950272,767.52,-1.942338542640209,0.003911319,0.3941035866737366,31398.038232421874,-0.0007690722661209293,2750,0.0001,0.0175689697265625,0.6600429713726044,0.2,13044.7373046875,,
30,471,2084,6147.375,983040,792.79,-1.9422046042978764,0.0032990896,0.39407503604888916,34926.94005126953,-0.000106308855174575,2760,0.0001,0.0121002197265625,0.6391200423240662,0.2,15631.46875,,
31,470,2158,6140.6323,1015808,766.58,-1.9418554708361626,0.003859288,0.3940376043319702,39184.05775146485,-0.0006285987394221593,2770,0.0001,0.014678955078125,0.6394925713539124,0.2,15821.4541015625,,
32,470,2228,6165.9917,1048576,742.82,-1.9414518654346467,0.0032875384,0.3939976692199707,38631.47468261719,-0.00031721034974907525,2780,0.0001,0.010693359375,0.6592390835285187,0.2,13836.595703125,,
33,470,2296,6011.6606,1081344,724.59,-1.9410348661243915,0.0035254913,0.3939589858055115,43041.015100097655,-0.0006170937856950331,2790,0.0001,0.0118072509765625,0.6157439351081848,0.2,18153.181640625,,
34,470,2366,5911.007,1114112,724.1,-1.940741692483425,0.004801179,0.3939388692378998,42417.18068847656,-5.523784930119291e-05,2800,0.0001,0.01951904296875,0.6370683312416077,0.2,19863.607421875,,
35,470,2438,6410.469,1146880,756.94,-1.940486665815115,0.0043311906,0.3939059376716614,42294.257385253906,-0.00019385811174288392,2810,0.0001,0.0191314697265625,0.6040683388710022,0.2,16401.255859375,,
36,470,2508,6603.917,1179648,782.18,-1.940176847577095,0.003482475,0.39387810230255127,34475.90366210938,-0.000790629473340232,2820,0.0001,0.01385498046875,0.6702820062637329,0.2,15339.6240234375,,
37,470,2578,6565.3623,1212416,775.09,-1.9398862257599832,0.0028012071,0.39384737610816956,38668.94744873047,-0.00021958765428280457,2830,0.0001,0.0107208251953125,0.6306207776069641,0.2,15477.951171875,,
38,469,2650,6376.3735,1245184,758.45,-1.939672338217497,0.0028496801,0.3938368260860443,40913.6673461914,-0.0008101820851152298,2840,0.0001,0.0072723388671875,0.6357941627502441,0.2,17048.275390625,,
39,469,2722,6222.393,1277952,749.58,-1.9395471662282944,0.0043887794,0.3938206136226654,39447.12548828125,-0.0010771512177598197,2850,0.0001,0.0190277099609375,0.6377198696136475,0.2,16457.259765625,,
40,468,2796,5877.043,1310720,725.98,-1.9393008038401605,0.003655852,0.3937852382659912,36345.918518066406,-0.0004885961854597554,2860,0.0001,0.0166748046875,0.6202209889888763,0.2,12448.34375,,
41,467,2871,5721.538,1343488,720.25,-1.9390075601637364,0.00324001,0.39376911520957947,37115.21083984375,0.0004271738696843386,2870,0.0001,0.01190185546875,0.6270499527454376,0.2,15330.6591796875,,
42,466,2947,6441.266,1376256,767.9,-1.9389536119997501,0.0031603253,0.39377519488334656,40693.55888671875,-0.0003218002690118738,2880,0.0001,0.009814453125,0.5632840692996979,0.2,15280.2275390625,,
43,466,3019,7163.675,1409024,815.18,-1.9390545129776,0.0036281785,0.3937828838825226,39148.86881103516,-0.0007298850141523872,2890,0.0001,0.0167236328125,0.588620126247406,0.2,13610.9970703125,,
44,466,3091,7309.733,1441792,830.65,-1.9389140099287032,0.0032692507,0.39373770356178284,38084.89411621094,-0.0007092470150382724,2900,0.0001,0.015142822265625,0.5832249820232391,0.2,14561.0634765625,,
45,465,3164,7418.346,1474560,839.4,-1.9385731779038906,0.003354038,0.3937259912490845,36748.63627929687,-0.00013909043336752803,2910,0.0001,0.0099609375,0.6459331214427948,0.2,14751.0927734375,,
46,465,3237,7173.9717,1507328,826.64,-1.938376023620367,0.003436714,0.39369505643844604,37392.141149902345,0.00013760029614786617,2920,0.0001,0.011639404296875,0.641728401184082,0.2,12590.857421875,,
47,465,3307,7007.1807,1540096,817.44,-1.9381982401013373,0.0030355793,0.3936988115310669,36539.3037109375,-0.00029208760024630466,2930,0.0001,0.0114471435546875,0.6159520149230957,0.2,14883.263671875,,
48,465,3380,7000.841,1572864,815.96,-1.9380230620503425,0.0037217676,0.39365118741989136,37771.29080810547,-0.00011337448959238827,2940,0.0001,0.0138763427734375,0.601211279630661,0.2,15093.0537109375,,
,,,,1600000,,-1.9376170694828034,0.0022723412,0.39362800121307373,36655.951110839844,-0.0002645942775416188,2950,0.0001,0.0083770751953125,0.656996339559555,0.2,15389.4072265625,4074.138671875,662.09
49,440,3642,7260.3745,1605632,829.35,,,,,,,,,,,,,
50,440,3720,8255.392,1638400,906.9,-1.9372812360525131,0.0027616094,0.3935786783695221,36421.07607421875,0.00043040519376518204,2960,0.0001,0.007708740234375,0.6563379764556885,0.2,13561.4013671875,,
51,439,3799,8937.284,1671168,949.49,-1.9367740347981452,0.0033031937,0.3935299813747406,30943.77169189453,-0.0009460789326112718,2970,0.0001,0.0136199951171875,0.6808300614356995,0.2,12470.7763671875,,
52,439,3876,8879.3955,1703936,947.02,-1.9363385811448097,0.0031887349,0.39349228143692017,34711.86779785156,1.0689596820157022e-06,2980,0.0001,0.0122528076171875,0.6832562983036041,0.2,15213.2529296875,,
53,439,3948,8531.932,1736704,926.4,-1.9360696464776992,0.0028806045,0.3934762179851532,37279.770959472655,-0.0003127826457784977,2990,0.0001,0.0066070556640625,0.6502887010574341,0.2,14459.822265625,,
54,439,4026,8050.784,1769472,897.65,-1.935818586498499,0.003371579,0.39344048500061035,36623.0189086914,-0.0006141529796877876,3000,0.0001,0.0097412109375,0.6477120518684387,0.2,15850.736328125,,
