rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
634.9772727272727,95,1834.4019,32768,342,1,,,,,,,,,,,,,
686.3218390804598,209,2557.626,65536,313,2,-1.9458924156147988,0.00311265292320968,0.2,2480,0.0001,0.012782267,0.1358001708984375,0.0037263035774230957,0.39433181285858154,13639.4326171875,30319.92012748718,,
655.19,313,2361.5032,98304,313,3,-1.9443433262873442,0.0006179023472213885,0.2,2490,0.0001,0.008950949,0.0912261962890625,0.1895323395729065,0.39425307512283325,8429.845703125,28628.01494693756,,
676.62,421,2674.7275,131072,311,4,-1.9430666700005532,0.0011075690127654524,0.2,2500,0.0001,0.009348327,0.090472412109375,0.16071337461471558,0.3940742313861847,13289.7216796875,27113.55591659546,,
752.09,528,3772.5806,163840,310,5,-1.9416956197936088,-0.0006680342403342365,0.2,2510,0.0001,0.007202622,0.0651611328125,0.26012474298477173,0.3939666152000427,10462.3857421875,30346.03478412628,,
783.63,644,4253.9795,196608,305,6,-1.9394792167469859,-7.610470202052965e-05,0.2,2520,0.0001,0.0076706307,0.0734649658203125,0.27298951148986816,0.3936443328857422,9270.376953125,30075.51234321594,,
816.65,759,4649.9727,229376,301,7,-1.9368917235173284,0.0006287173917371546,0.2,2530,0.0001,0.00814889,0.07353515625,0.4197889566421509,0.3934567868709564,7729.86181640625,27017.026447868346,,
809.14,871,4589.1064,262144,300,8,-1.93519483609125,-0.00038211354230952563,0.2,2540,0.0001,0.0075738495,0.0685333251953125,0.37613189220428467,0.3932840824127197,8455.7900390625,25957.179649543763,,
834.45,984,5008.433,294912,299,9,-1.9338496190030128,0.0006430184377677506,0.2,2550,0.0001,0.009212048,0.0865570068359375,0.385517954826355,0.3932366967201233,8243.197265625,28731.275051689146,,
844.94,1098,5037.4023,327680,298,10,-1.933011052943766,0.00035062129436482794,0.2,2560,0.0001,0.008926148,0.086883544921875,0.47290265560150146,0.3931027054786682,7140.849609375,26119.910864448546,,
875.96,1214,5442.632,360448,296,11,-1.9312513404525817,0.00047805156027607153,0.2,2570,0.0001,0.008113718,0.0810272216796875,0.44619035720825195,0.3929109275341034,7213.916015625,26086.155451393126,,
865.35,1325,5507.041,393216,296,12,-1.9295518445782363,0.002015093060254003,0.2,2580,0.0001,0.006874678,0.057891845703125,0.36675119400024414,0.3927622437477112,9504.7919921875,28165.853336524964,,
906.45,1434,6339.1963,425984,296,13,-1.9278427235316484,0.00166385421061932,0.2,2590,0.0001,0.008375071,0.076446533203125,0.5109350681304932,0.39258867502212524,6098.78759765625,25599.224690055846,,
950.94,1559,7050.865,458752,294,14,-1.9260528494603932,-0.00018395017596049002,0.2,2600,0.0001,0.006736861,0.05830078125,0.5713503658771515,0.39240947365760803,7298.37744140625,21864.329104232787,,
969.44,1673,7272.0557,491520,293,15,-1.9240390572231263,0.000841469527586014,0.2,2610,0.0001,0.007679559,0.0669189453125,0.5600954294204712,0.3922405242919922,5354.7978515625,24834.06201057434,,
986.32,1788,7627.0083,524288,293,16,-1.9227803578600287,0.0005437781339423964,0.2,2620,0.0001,0.0064446353,0.0564697265625,0.5694869458675385,0.392147421836853,4692.07373046875,22200.527192878722,,
978.03,1898,7678.814,557056,293,17,-1.9222058918792755,0.0005849338639563939,0.2,2630,0.0001,0.0062309066,0.05963134765625,0.6075305342674255,0.39213234186172485,9142.9482421875,23071.427861785887,,
985.46,2009,7920.428,589824,293,18,-1.9206989726051689,0.000979709578132315,0.2,2640,0.0001,0.007026468,0.06502685546875,0.555761307477951,0.3918394446372986,5508.06884765625,23220.220429801942,,
988.42,2134,7874.378,622592,291,19,-1.9182951231952756,0.0003564737067790702,0.2,2650,0.0001,0.006091583,0.0525848388671875,0.5689127743244171,0.39168691635131836,7516.5673828125,22901.49895038605,,
969.48,2256,7758.834,655360,290,20,-1.9168727891519666,-1.7662100526649736e-05,0.2,2660,0.0001,0.007114155,0.067755126953125,0.5360952317714691,0.3915700316429138,4786.91650390625,22916.721339416505,,
994.27,2370,8311.931,688128,290,21,-1.9162602850236,-0.00043706491005650604,0.2,2670,0.0001,0.00595989,0.048095703125,0.5492123663425446,0.3915507197380066,5309.0966796875,26313.658134078978,,
994.86,2480,8581.697,720896,290,22,-1.9152970475610345,-0.0007933133771075518,0.2,2680,0.0001,0.006410546,0.0549560546875,0.5582558214664459,0.3913966417312622,7899.7626953125,26083.784092330934,,
1013.5,2599,8966.931,753664,289,23,-1.914073120057583,0.0003537711687386036,0.2,2690,0.0001,0.0061957017,0.0575439453125,0.5335506200790405,0.39131593704223633,6894.49609375,23669.05844478607,,
1015.8,2717,8954.312,786432,289,24,-1.912615687167272,-0.00040094577534546263,0.2,2700,0.0001,0.00737412,0.06717529296875,0.5007610321044922,0.391091525554657,6108.57177734375,25289.40348854065,,
1032.16,2838,9126.075,819200,288,25,-1.9112193770240993,0.0007469965807104017,0.2,2710,0.0001,0.0076857563,0.0731170654296875,0.5005524754524231,0.3910609483718872,12739.8046875,24764.282413482666,,
