time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,581,56,-211.38274,,,,,,,,,,,
2,301.0,65536,499,131,-131.87584,0.2,0.001,0.135296630859375,10,0.0092966575,80.33364327102899,0.9934347867965698,-0.013166859331295199,-5.655098018795252,38.71723937988281,-5.0902366638183594e-05
3,301.0,98304,472,207,1.2058237,0.2,0.001,0.1653106689453125,20,0.010554686,106.5630324140191,0.9851784110069275,-0.01821946956733882,-5.62357349768281,35.871681213378906,0.30298304557800293
4,301.0,131072,460,284,154.63443,0.2,0.001,0.1814117431640625,30,0.011756204,400.0542982518673,0.9737919569015503,-0.017238287055624822,-5.581562424451112,44.49796676635742,0.2727457880973816
5,301.0,163840,452,361,119.28696,0.2,0.001,0.145697021484375,40,0.00962369,1850.135243344307,0.9625042676925659,-0.009540943575439087,-5.531523645482958,890.5675659179688,0.15216290950775146
6,301.0,196608,447,439,120.24917,0.2,0.001,0.1175689697265625,50,0.00983113,3262.553931105137,0.9513823390007019,-0.004854511186977106,-5.483948488533497,314.98004150390625,0.07865828275680542
7,301.0,229376,444,516,67.350586,0.2,0.001,0.12325439453125,60,0.0074906475,1934.1651230752468,0.9389364123344421,-0.0057105308886093555,-5.424856959655881,165.25177001953125,0.08534932136535645
8,301.0,262144,441,593,70.40649,0.2,0.001,0.0997833251953125,70,0.0076664044,789.1383953571319,0.9289980530738831,-0.005624013848637333,-5.378651614114642,108.33165740966797,-0.06210625171661377
9,301.0,294912,439,671,56.63039,0.2,0.001,0.0619964599609375,80,0.006231994,1100.1187470197679,0.9164746999740601,-0.003865541342111101,-5.331387644074857,382.6025085449219,0.1774316430091858
10,301.0,327680,437,749,-10.609777,0.2,0.001,0.059417724609375,90,0.006022921,1091.2314380943776,0.9108386039733887,-0.002960869905564323,-5.287753779627383,2535.352294921875,0.3712778091430664
11,301.0,360448,435,826,17.883242,0.2,0.001,0.069354248046875,100,0.006863312,1053.906930845976,0.9101085662841797,-0.0011109209563073819,-5.302312710508704,296.5557861328125,0.5161187052726746
12,301.0,393216,434,904,7.5155005,0.2,0.001,0.0799224853515625,110,0.008476948,828.1834806203842,0.9050194025039673,-0.0029598849735521073,-5.281877200305462,115.76412963867188,0.6934621334075928
13,301.0,425984,433,982,76.681755,0.2,0.001,0.0825469970703125,120,0.0065323324,550.2501560986042,0.9039990901947021,-0.002394066543865847,-5.26084814760834,155.38348388671875,0.7993612140417099
14,301.0,458752,432,1060,102.066025,0.2,0.001,0.087945556640625,130,0.007171545,297.1849994897842,0.8989296555519104,-0.003592829241870277,-5.243550586141646,150.82420349121094,0.8662158697843552
15,301.0,491520,432,1137,145.4018,0.2,0.001,0.0927093505859375,140,0.00857543,270.19345393776894,0.8867321014404297,-0.003085901722079143,-5.218225692212582,122.9808120727539,0.8490364253520966
16,301.0,524288,431,1215,134.0176,0.2,0.001,0.114178466796875,150,0.009815979,1391.0141398370265,0.8793126940727234,0.000448040538094574,-5.170582803525031,642.7802734375,0.4851992726325989
17,301.0,557056,430,1294,176.72931,0.2,0.001,0.1169097900390625,160,0.008921829,861.9196584999561,0.8754287362098694,-0.0015322216805543575,-5.130257366411388,731.7321166992188,0.6151173412799835
18,301.0,589824,429,1373,226.21835,0.2,0.001,0.13170166015625,170,0.012081281,857.5477348566055,0.8723502159118652,0.0009570004984198021,-5.124456650950014,169.5708770751953,0.5391193628311157
19,301.0,622592,428,1453,265.06357,0.2,0.001,0.120318603515625,180,0.009270981,570.2891337275505,0.8630784153938293,-7.249403943205834e-05,-5.076574507728219,136.44338989257812,0.6426004767417908
