rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/clip_fraction,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
800.125,32768,1,370,88,1888.3085,,,,,,,,,,,,,
878.2686567164179,65536,2,364,179,2660.0808,0.0006910897587658838,0.39445367455482483,0.1083648681640625,0.07256990671157837,0.2,0.0001,14454.787109375,0.011990899,46749.10004272461,2480,-1.94674587957561,,
895.49,98304,3,363,270,2633.3762,0.0007261729646415915,0.3943735361099243,0.058355712890625,0.09283626079559326,0.2,0.0001,22265.90234375,0.0077538546,48299.33392944336,2490,-1.9456891030073167,,
959.81,131072,4,359,364,3376.9607,0.0004999430355383083,0.3943163752555847,0.04071044921875,0.16633278131484985,0.2,0.0001,16404.01953125,0.0059719365,42051.19957885742,2500,-1.9449519116431475,,
966.32,163840,5,357,458,3177.5762,-0.0002718480231123976,0.3942520320415497,0.0440521240234375,0.1922892928123474,0.2,0.0001,16867.3125,0.0066816956,43506.250268554686,2510,-1.944338458776474,,
981.86,196608,6,360,545,3508.9612,-0.001077899270967464,0.3942469656467438,0.0335845947265625,0.3145010471343994,0.2,0.0001,16776.826171875,0.005546987,41637.10692749023,2520,-1.9439886085689069,,
987.43,229376,7,361,634,3455.2314,0.0008313802303746342,0.3941844403743744,0.0437652587890625,0.3099825978279114,0.2,0.0001,18904.388671875,0.006247606,41252.15338745117,2530,-1.9436968572437763,,
979.41,262144,8,362,724,3671.4092,8.540399867342784e-05,0.39412933588027954,0.0353179931640625,0.28965312242507935,0.2,0.0001,15371.4345703125,0.0058353157,40729.17385253906,2540,-1.943090543523431,,
1049.66,294912,9,360,816,3631.8716,0.001262094615958631,0.39414751529693604,0.05025634765625,0.16758006811141968,0.2,0.0001,40038.40625,0.0073386086,281889.45782470703,2550,-1.9428292620927095,,
1042.48,327680,10,359,910,3737.3647,0.00144709580054041,0.3940765857696533,0.051153564453125,0.3383985161781311,0.2,0.0001,17722.775390625,0.0070876935,44767.65150146485,2560,-1.9426577795296907,,
1086.46,360448,11,360,1000,4450.7485,0.00037443203036673366,0.3940623104572296,0.0387908935546875,0.3030734658241272,0.2,0.0001,16345.5908203125,0.0058575245,49087.338806152344,2570,-1.9421590842306613,,
1061.73,393216,12,360,1089,5370.759,0.0005400053240009583,0.3940139412879944,0.0344635009765625,0.2942993640899658,0.2,0.0001,16571.533203125,0.005559124,42679.57680664062,2580,-1.941856564581394,,
1079.98,425984,13,360,1180,5880.065,0.00033285744648310357,0.3939800262451172,0.038037109375,0.33336275815963745,0.2,0.0001,15979.439453125,0.0057987757,41740.34401245117,2590,-1.9414223346859216,,
1095.99,458752,14,360,1273,6023.942,0.0005289493645250331,0.3939386308193207,0.031103515625,0.33858227729797363,0.2,0.0001,19104.322265625,0.005333948,45330.11470336914,2600,-1.941058361157775,,
1104.12,491520,15,359,1365,6430.977,-0.0010505671965802322,0.3938670754432678,0.023455810546875,0.35968470573425293,0.2,0.0001,16631.970703125,0.0044926414,40130.52238769531,2610,-1.940519008412957,,
1113.14,524288,16,359,1458,6640.8833,-0.00010989497095579282,0.393851637840271,0.0315093994140625,0.4314252734184265,0.2,0.0001,12283.46484375,0.004786295,41673.83627929688,2620,-1.9400447454303502,,
1157.23,557056,17,358,1555,7349.335,-0.0004693892642535502,0.3937954604625702,0.0322784423828125,0.3938974142074585,0.2,0.0001,17589.35546875,0.0051191337,44975.50592651367,2630,-1.9397110007703304,,
1165.45,589824,18,357,1648,7697.1606,-0.00042813307118194643,0.3937762975692749,0.0329376220703125,0.4846941828727722,0.2,0.0001,12864.953125,0.0056913476,38917.359564208986,2640,-1.9393250867724419,,
1155.09,622592,19,357,1742,7971.9375,-0.00026633811503415925,0.39376914501190186,0.025128173828125,0.3658974766731262,0.2,0.0001,16861.396484375,0.0046560606,47010.73160400391,2650,-1.939179964736104,,
1155.85,655360,20,356,1837,7994.76,-0.0005865002138307318,0.3937581181526184,0.0235595703125,0.41091543436050415,0.2,0.0001,15394.7431640625,0.004793017,44597.60950927735,2660,-1.9390979014337062,,
1120.13,688128,21,355,1933,7475.8223,0.000706338958843844,0.39373379945755005,0.0280426025390625,0.6418374180793762,0.2,0.0001,20164.09765625,0.004639729,64809.92403564453,2670,-1.938905882462859,,
1141.59,720896,22,355,2028,7665.247,-0.00021868432959308847,0.3936704397201538,0.029229736328125,0.5134764015674591,0.2,0.0001,15030.54296875,0.0051948894,40008.275787353516,2680,-1.9384760733693838,,
1135.65,753664,23,355,2122,7954.268,-0.0005009933658584487,0.39364272356033325,0.019390869140625,0.588117390871048,0.2,0.0001,16233.8857421875,0.003962052,42519.41235961914,2690,-1.937950111925602,,
1115.6,786432,24,355,2215,7985.107,0.000759490262134932,0.3935824930667877,0.031622314453125,0.4807922840118408,0.2,0.0001,14352.0712890625,0.0055483794,39477.634765625,2700,-1.9374995399266481,,
