rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/approx_kl
1364.93,285,1,11724.479,28,1851392,,,,,,,,,,,
1379.14,226,2,11922.586,72,1859584,0.36489126086235046,-1.6364001404494046,0.0003,14390.639963150024,-0.0009156372096185805,0.09041748046875,4730,0.5187258124351501,0.2,3465.74755859375,0.008666104
1405.52,207,3,12346.829,118,1867776,0.36491721868515015,-1.6370436938479542,0.0003,15450.42359085083,-0.00191708782385831,0.10816650390625,4740,0.5848288238048553,0.2,4264.5048828125,0.009969182
1345.31,202,4,11866.287,161,1875968,0.3647359311580658,-1.6363789562135935,0.0003,11317.948099899291,-0.002035740302380873,0.10692138671875,4750,0.5057865977287292,0.2,1783.31884765625,0.009756491
1345.03,193,5,11974.175,211,1884160,0.36439788341522217,-1.633675742149353,0.0003,18218.742155456544,-0.0009575478368788026,0.1098388671875,4760,0.4363420605659485,0.2,2781.930908203125,0.009862234
1325.46,189,6,11897.071,259,1892352,0.36432722210884094,-1.6312881799414753,0.0003,12060.250452423095,-0.0008022894275200087,0.10509033203125,4770,0.5232543647289276,0.2,2413.59033203125,0.009605899
1266.54,187,7,10059.207,305,1900544,0.36453256011009216,-1.632109672576189,0.0003,13538.89356880188,-0.0004388469460536726,0.10892333984375,4780,0.7424012124538422,0.2,3909.806884765625,0.009697625
1266.35,187,8,10024.472,349,1908736,0.3646400570869446,-1.6337147017940878,0.0003,402342.70933151245,0.0077914763198350554,0.1443115234375,4790,0.4508875012397766,0.2,89670.8984375,0.011524811
1263.67,188,9,9925.729,390,1916928,0.36469537019729614,-1.6347801003605127,0.0003,24477.084120941163,0.0067017554916674275,0.1023681640625,4800,0.7862661778926849,0.2,6407.3212890625,0.0099990945
1227.62,187,10,9607.282,436,1925120,0.3643077611923218,-1.6333177885040642,0.0003,15908.980704498292,2.9654002355528063e-05,0.1111572265625,4810,0.5422497987747192,0.2,2158.543701171875,0.010295317
1264.83,187,11,9872.229,480,1933312,0.36433011293411255,-1.630917593277991,0.0003,13997.32145690918,-0.0013729520680499264,0.12603759765625,4820,0.7167631983757019,0.2,1889.615234375,0.011051251
1296.12,186,12,10370.415,527,1941504,0.3642140328884125,-1.6307008303701878,0.0003,15105.859422302246,0.0008062319713644684,0.13826904296875,4830,0.57572340965271,0.2,2676.00146484375,0.010692559
1278.66,186,13,10337.463,572,1949696,0.36418792605400085,-1.6297210017219186,0.0003,13231.763987350463,-0.0017433258599339752,0.09329833984375,4840,0.5535194873809814,0.2,2914.29638671875,0.008107394
1272.13,185,14,10326.236,618,1957888,0.36414334177970886,-1.6292265083640813,0.0003,16570.57830505371,-0.00025458513555349783,0.130908203125,4850,0.6699436604976654,0.2,4406.2724609375,0.011568116
1233.33,185,15,9962.359,661,1966080,0.36406946182250977,-1.628768539428711,0.0003,13033.323566436768,6.181898424983956e-05,0.0824462890625,4860,0.4470270872116089,0.2,2391.82763671875,0.007869129
1237.52,185,16,9999.084,707,1974272,0.36399537324905396,-1.6278164694085717,0.0003,15174.192385864259,0.00020052111794939266,0.09608154296875,4870,0.5540741980075836,0.2,2987.72119140625,0.008313597
1283.9,184,17,10398.436,752,1982464,0.3636280298233032,-1.6257732007652521,0.0003,12965.094369125367,-0.0009642099910706747,0.0937744140625,4880,0.7822387665510178,0.2,1915.3231201171875,0.008317162
1245.93,184,18,9998.568,798,1990656,0.3635860085487366,-1.623210833221674,0.0003,11882.936760520935,1.0590792953735217e-06,0.0927490234375,4890,0.6995536983013153,0.2,2465.5244140625,0.008936903
1246.89,184,19,9731.591,842,1998848,0.36325445771217346,-1.6210433976724743,0.0003,13560.086950683593,-0.0009826496150708408,0.10433349609375,4900,0.6852312386035919,0.2,4517.224609375,0.009360313
1249.48,184,20,9469.915,889,2007040,0.36269259452819824,-1.6163617219775914,0.0003,14161.180471420288,-0.002054587691600318,0.1103515625,4910,0.764812633395195,0.2,3423.341796875,0.010751442
1249.4,184,21,9864.13,934,2015232,0.3626352846622467,-1.61262275185436,0.0003,13794.969749069214,0.0001513476723630447,0.100048828125,4920,0.7669748067855835,0.2,2431.857177734375,0.008479721
1258.82,184,22,10030.9,978,2023424,0.3626011908054352,-1.6123496994376183,0.0003,14719.85611038208,-7.23334993381286e-05,0.126416015625,4930,0.540850967168808,0.2,2804.499267578125,0.010316256
1208.58,184,23,10994.563,1021,2031616,0.36247822642326355,-1.6115596344694496,0.0003,15841.926586532592,0.001348443259485066,0.11236572265625,4940,0.42082780599594116,0.2,10148.5908203125,0.009512114
1197.77,184,24,10915.701,1065,2039808,0.3625554144382477,-1.611349227465689,0.0003,17393.980876922607,-0.0017046491197106662,0.08531494140625,4950,0.26594090461730957,0.2,6940.404296875,0.009019831
1208.18,184,25,11074.903,1110,2048000,0.3624376058578491,-1.6112838964909315,0.0003,15847.04952468872,0.0009529589970043162,0.09735107421875,4960,0.4899216890335083,0.2,3419.989501953125,0.009466076
