rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,train/explained_variance,train/std,train/learning_rate,train/clip_fraction,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss
-233.37605,60,301.0,32768,1,543,,,,,,,,,,,
-136.32494,149,301.0,65536,2,439,0.0002899169921875,0.9930650591850281,0.001,0.14620361328125,0.009110936,10,0.2,-5.654740231484174,37.472782135009766,-0.010519144699264871,97.57152119576931
-4.9799376,239,301.0,98304,3,409,0.22258180379867554,0.9852694272994995,0.001,0.145477294921875,0.009986339,20,0.2,-5.625716832093895,43.490718841552734,-0.016888277915040818,104.05791020691395
160.90771,330,301.0,131072,4,396,0.2308064103126526,0.9745107293128967,0.001,0.169903564453125,0.01195391,30,0.2,-5.585301028750837,68.69195556640625,-0.017157024350399296,394.9370418548584
152.80937,420,301.0,163840,5,389,0.10715651512145996,0.9640470147132874,0.001,0.1478271484375,0.010402577,40,0.2,-5.54255736488849,6669.57958984375,-0.008577162035408037,2374.414950966835
113.23428,510,301.0,196608,6,384,0.053590357303619385,0.9526888132095337,0.001,0.1195648193359375,0.008371534,50,0.2,-5.49002734106034,197.323486328125,-0.0057094490311556,2172.0976257026196
62.6613,601,301.0,229376,7,381,0.05311918258666992,0.9470261931419373,0.001,0.1014617919921875,0.009332927,60,0.2,-5.437354044988751,98.48423767089844,-0.005206127031124197,1664.4927555203437
26.953804,691,301.0,262144,8,378,0.15087592601776123,0.9356094598770142,0.001,0.083990478515625,0.0076254182,70,0.2,-5.417556798458099,127.91679382324219,-0.004906057020480148,829.3134308993816
41.050797,782,301.0,294912,9,376,0.44818758964538574,0.9254953861236572,0.001,0.079168701171875,0.0071606473,80,0.2,-5.370586870424449,94.30245971679688,-0.0038332581166287127,539.3367615759373
61.740356,874,301.0,327680,10,374,0.48476356267929077,0.9215879440307617,0.001,0.0837554931640625,0.007310129,90,0.2,-5.3361628472805025,136.64694213867188,-0.0037061136678403273,835.1386805355548
93.027435,964,301.0,360448,11,373,0.7956374287605286,0.9189900159835815,0.001,0.0904571533203125,0.008340927,100,0.2,-5.328543995693326,90.25737762451172,-0.003965464634893579,234.2745444715023
97.550125,1055,301.0,393216,12,372,0.8298933357000351,0.9101052284240723,0.001,0.086517333984375,0.006909377,110,0.2,-5.307442546077072,112.73141479492188,-0.003978769983359598,220.56702914237977
150.23892,1146,301.0,425984,13,371,0.6392041444778442,0.9021908044815063,0.001,0.094488525390625,0.0077807363,120,0.2,-5.273037654906512,140.94949340820312,-0.0022411164793084025,831.2185772418976
149.28311,1237,301.0,458752,14,370,0.5162962675094604,0.8948115706443787,0.001,0.0964935302734375,0.008048643,130,0.2,-5.240690664760768,1426.644775390625,-0.0016309337204802432,1383.226589089632
195.33717,1328,301.0,491520,15,370,0.5644087493419647,0.8892524242401123,0.001,0.1193267822265625,0.009948866,140,0.2,-5.199868455156684,4184.20263671875,-0.003443775945925154,850.2836270689965
244.78227,1419,301.0,524288,16,369,0.6872875988483429,0.8833080530166626,0.001,0.12984619140625,0.009417783,150,0.2,-5.187178274802863,110.75474548339844,-0.002290483262095222,526.6757034599781
279.024,1510,301.0,557056,17,368,0.5111821591854095,0.8747475743293762,0.001,0.1476593017578125,0.011756565,160,0.2,-5.137249748967588,164.9318389892578,-0.002968582566427358,823.9004313588142
239.15996,1602,301.0,589824,18,368,0.35094743967056274,0.8723735809326172,0.001,0.1683624267578125,0.015239228,170,0.2,-5.110519615933299,287.2015075683594,0.0023464673706712347,1728.9992920219897
222.81676,1693,301.0,622592,19,367,0.4414505958557129,0.8630955219268799,0.001,0.146490478515625,0.013241614,180,0.2,-5.08173468131572,212.5353240966797,0.0004554485206881509,1097.559544956684
178.03801,1785,301.0,655360,20,367,0.22444599866867065,0.8533616065979004,0.001,0.174456787109375,0.014913704,190,0.2,-5.0529649963602425,249.5043487548828,0.0035986980058623887,2784.526634854078
258.5311,1877,301.0,688128,21,366,0.5658977329730988,0.8507862091064453,0.001,0.156219482421875,0.011617323,200,0.2,-5.013334744423628,138.71121215820312,-0.0014151983049487172,611.5755975008011
364.41736,1969,301.0,720896,22,366,0.28557777404785156,0.8477082848548889,0.001,0.1482330322265625,0.01422805,210,0.2,-4.990767757222057,1880.1148681640625,-0.0007003624138178566,1741.0026003837586
340.24957,2061,301.0,753664,23,365,0.20548373460769653,0.8325680494308472,0.001,0.1736846923828125,0.016528446,220,0.2,-4.961538739688694,1416.8095703125,0.002769778171705184,2880.7533559799194
332.80933,2153,301.0,786432,24,365,0.25478965044021606,0.8220109939575195,0.001,0.1656036376953125,0.010802908,230,0.2,-4.8892425516620275,622.4566650390625,0.004339428844104987,1737.145226353407
419.66925,2246,301.0,819200,25,364,0.33303773403167725,0.8130605816841125,0.001,0.1850738525390625,0.015218085,240,0.2,-4.841457605734467,264.3622741699219,0.004700338708971685,1521.0007372498512
437.48114,2339,301.0,851968,26,364,0.27465230226516724,0.8126753568649292,0.001,0.1832366943359375,0.019514177,250,0.2,-4.796111242286861,2091.09423828125,0.00426403853211923,2261.272684776783
379.65378,2432,301.0,884736,27,363,0.1769830584526062,0.8070865273475647,0.001,0.21309814453125,0.017131947,260,0.2,-4.794006730988622,2996.40869140625,0.0038155544579240087,4076.5216470122336
475.0603,2525,301.0,917504,28,363,0.31005001068115234,0.8084028363227844,0.001,0.2158721923828125,0.015121475,270,0.2,-4.7747164409607645,1789.3125,0.004030932058640246,2778.512349843979
348.28543,2618,301.0,950272,29,362,0.23436659574508667,0.8030833005905151,0.001,0.1875640869140625,0.017248226,280,0.2,-4.760951721854508,440.22918701171875,0.004389643924832853,3196.0783309936523
413.40588,2711,301.0,983040,30,362,0.18027985095977783,0.799885630607605,0.001,0.1709381103515625,0.012826517,290,0.2,-4.7376237463206055,284.5572204589844,0.003202241507551662,2601.0152084708216
390.53082,2805,301.0,1015808,31,362,0.19273525476455688,0.7941386699676514,0.001,0.202392578125,0.014433093,300,0.2,-4.717891914770007,312.0970764160156,0.004570020645678597,2165.782188165188
