time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,57,-225.14557,570,32768,301.0,,,,,,,,,,,
2,160,-146.3867,407,65536,301.0,36.49938201904297,10,-5.657127734553069,-0.013340853571526168,0.008635318,83.57755690813065,0.2,0.1246826171875,-3.314018249511719e-05,0.9947637319564819,0.0001
3,266,8.603394,369,98304,301.0,39.295772552490234,20,-5.6458560101687905,-0.016508568908102463,0.010025471,95.81453054249286,0.2,0.1456634521484375,0.23935675621032715,0.9904972314834595,0.0001
4,371,130.48045,352,131072,301.0,70.26168060302734,30,-5.62058457294479,-0.018824787951962206,0.011511574,404.05159486681225,0.2,0.168731689453125,0.19803208112716675,0.9844461679458618,0.0001
5,477,123.92798,342,163840,301.0,94.6656494140625,40,-5.585234202910215,-0.011082131861530797,0.00888958,2348.7993270993234,0.2,0.133258056640625,0.09758061170578003,0.9736635088920593,0.0001
6,584,64.77651,336,196608,301.0,735.9378662109375,50,-5.548249986115843,-0.006190881997349606,0.0073170606,3037.253455990553,0.2,0.092437744140625,0.06868690252304077,0.9668271541595459,0.0001
7,692,56.209576,331,229376,301.0,153.02142333984375,60,-5.510480851400644,-0.007675896534192361,0.007175974,1134.230698877573,0.2,0.0894500732421875,0.05810439586639404,0.9570273756980896,0.0001
8,799,32.92337,327,262144,301.0,176.48876953125,70,-5.457181700691581,-0.006821748986885723,0.00721446,796.0140965014696,0.2,0.075640869140625,0.16481143236160278,0.9427762031555176,0.0001
9,907,-57.999912,325,294912,301.0,148.18408203125,80,-5.433085129410029,-0.0024661851547080004,0.004728214,1418.0861464574932,0.2,0.0298919677734375,0.22483408451080322,0.940432608127594,0.0001
10,1016,-75.44118,322,327680,301.0,190.41958618164062,90,-5.435972914658487,-0.0017737555084295308,0.0034704246,844.714001145959,0.2,0.0232940673828125,0.5423073172569275,0.9436147212982178,0.0001
11,1126,-79.41299,319,360448,301.0,147.65113830566406,100,-5.440379830729216,-0.0010000010153362383,0.003237119,316.3036627531052,0.2,0.0133880615234375,0.8130577206611633,0.9423263072967529,0.0001
12,1237,-47.91576,317,393216,301.0,139.2162322998047,110,-5.435040952544659,-0.0012055363225044857,0.002913369,334.19867553412917,0.2,0.0101776123046875,0.8614082932472229,0.9392392635345459,0.0001
13,1349,-36.38177,315,425984,301.0,259.0093994140625,120,-5.437454766966402,-0.0012360865059690695,0.0037128776,958.2065669506788,0.2,0.015228271484375,0.7503697723150253,0.9449547529220581,0.0001
14,1462,-0.42605102,313,458752,301.0,374.7879638671875,130,-5.444609686825425,-0.0009717566760627961,0.002977833,649.7114577949047,0.2,0.011151123046875,0.8119801133871078,0.9417594075202942,0.0001
15,1575,50.69043,312,491520,301.0,230.6898956298828,140,-5.436085861362517,-0.002272138105945487,0.0042722058,382.17878822088244,0.2,0.0258514404296875,0.8836916089057922,0.9411481618881226,0.0001
16,1688,148.79054,310,524288,301.0,153.0516357421875,150,-5.423800394777208,-0.002293726887228331,0.0047231084,1199.5718321293593,0.2,0.02718505859375,0.7127550840377808,0.9387280941009521,0.0001
17,1803,109.73881,308,557056,301.0,523.8076171875,160,-5.424985943362117,-0.000918768976453066,0.004133643,2058.6427970588206,0.2,0.014697265625,0.5208698511123657,0.9392553567886353,0.0001
18,1917,175.70326,307,589824,301.0,186.45733642578125,170,-5.421534453332424,-0.002310937539846236,0.0042669987,347.3924548983574,0.2,0.0292266845703125,0.8389919251203537,0.9380964040756226,0.0001
19,2033,134.92316,306,622592,301.0,1896.909912109375,180,-5.414898569509387,-0.002387239058361956,0.0047697187,1186.9619354128838,0.2,0.0294647216796875,0.5565317273139954,0.9395025968551636,0.0001
20,2147,145.49742,305,655360,301.0,163.7927703857422,190,-5.396863024309278,-0.003023880084651864,0.00469905,1728.349069917202,0.2,0.033233642578125,0.48310160636901855,0.9306716322898865,0.0001
21,2262,126.58145,304,688128,301.0,149.23851013183594,200,-5.353940797690302,-0.0018869138895297511,0.0043821624,1228.4179936617613,0.2,0.0236785888671875,0.5649153590202332,0.9211509227752686,0.0001
22,2378,148.64948,303,720896,301.0,166.02838134765625,210,-5.32548096459359,-0.003405754785467252,0.0046739085,879.3797656923532,0.2,0.039697265625,0.67057666182518,0.9147734045982361,0.0001
23,2493,179.14664,302,753664,301.0,186.4138946533203,220,-5.298113266658038,-0.0021433139130294875,0.003812038,908.9399906069041,0.2,0.0246612548828125,0.6581721007823944,0.9096799492835999,0.0001
24,2609,178.10768,301,786432,301.0,123.67697143554688,230,-5.273834002763033,-0.0015330557506331387,0.0042991517,1210.0034813672305,0.2,0.0200775146484375,0.554205447435379,0.9027762413024902,0.0001
