time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,eval/mean_reward,eval/mean_ep_length
209,32768,601.0,2309.7297,156,1,,,,,,,,,,,,,
204,65536,591.6938775510204,2343.4026,319,2,0.023323987,1860,-2.7441063076257706,0.7320994436740875,550.01318359375,0.002681016840142547,0.48127344250679016,0.2374603271484375,4994.873034000397,0.2,0.001,,
203,98304,591.88,2478.906,483,3,0.021904742,1870,-2.736360830441117,0.7088959217071533,2315.32470703125,0.0018765635243653378,0.4807642996311188,0.232470703125,5855.936440372467,0.2,0.001,,
202,131072,601.0,2401.2764,646,4,0.019987658,1880,-2.722323124110699,0.7674005478620529,421.8188781738281,0.0012983782737137517,0.4780166447162628,0.21231689453125,3855.7005277633666,0.2,0.001,,
202,163840,601.0,2395.9177,809,5,0.021347739,1890,-2.7059711311012506,0.7187440991401672,539.9837036132812,0.0025455138629695284,0.47634071111679077,0.2272003173828125,5141.800623703003,0.2,0.001,,
202,196608,597.78,2285.6816,972,6,0.022071648,1900,-2.6875026516616343,0.7241697907447815,558.86279296875,0.0015500425713980803,0.4740908741950989,0.223663330078125,3970.4281770706175,0.2,0.001,,
201,229376,594.52,2381.3064,1135,7,0.02179522,1910,-2.6724937185645103,0.7829815596342087,482.3417053222656,3.9288405605475416e-05,0.47225505113601685,0.227679443359375,3690.676345729828,0.2,0.001,,
201,262144,597.74,2716.4143,1298,8,0.020399055,1920,-2.655073492228985,0.7192844152450562,771.8788452148438,0.00068416470039665,0.4698696434497833,0.2195159912109375,4983.601869106293,0.2,0.001,,
201,294912,599.27,2774.5725,1463,9,0.020996908,1930,-2.639232110232115,0.7680246233940125,492.73974609375,0.0009536044226479135,0.4682775139808655,0.2204833984375,4002.1289461135866,0.2,0.001,,
201,327680,594.2,2675.2878,1626,10,0.021128241,1940,-2.615183275192976,0.7238842844963074,826.23876953125,0.0020766470588569064,0.46491438150405884,0.2278533935546875,5860.4974659919735,0.2,0.001,,
201,360448,586.25,2672.6755,1789,11,0.023688443,1950,-2.591876682639122,0.7764838188886642,497.3057861328125,0.0016207800610573031,0.46246302127838135,0.23636474609375,4045.4288556098936,0.2,0.001,,
201,393216,591.87,2736.5835,1952,12,0.020767372,1960,-2.576604626327753,0.7606068253517151,758.1936645507812,0.0023492068643463427,0.4615079164505005,0.22884521484375,4776.824304294586,0.2,0.001,,
201,425984,595.29,2705.1106,2115,13,0.023775317,1970,-2.556241622567177,0.7753814160823822,476.4029235839844,0.0014645016619397211,0.4588527977466583,0.2477508544921875,4276.807661342621,0.2,0.001,,
201,458752,595.29,2714.468,2278,14,0.024486866,1980,-2.537963130697608,0.8197052180767059,401.3358459472656,0.003473654033950879,0.45634332299232483,0.2548736572265625,3509.6456745147707,0.2,0.001,,
201,491520,601.0,2747.997,2442,15,0.023252461,1990,-2.5132482565939425,0.7848440259695053,362.161376953125,0.002976594459323678,0.45391932129859924,0.2350830078125,3623.1098004341125,0.2,0.001,,
201,524288,592.97,2919.2588,2605,16,0.022207437,2000,-2.485452013462782,0.7950744181871414,637.424560546875,0.0013217817822805955,0.45026731491088867,0.2399658203125,4195.388835048676,0.2,0.001,,
201,557056,584.85,3073.2021,2768,17,0.023240544,2010,-2.460979839414358,0.7615771442651749,469.7238464355469,0.00223716638465703,0.44777271151542664,0.24407958984375,4530.618952655792,0.2,0.001,,
201,589824,587.91,2989.755,2931,18,0.022638466,2020,-2.4371129121631383,0.733972042798996,677.877685546875,7.472192010027356e-05,0.44457101821899414,0.228363037109375,5309.3006568908695,0.2,0.001,,
201,622592,601.0,3145.049,3094,19,0.021944012,2030,-2.4157757945358753,0.7207402288913727,1284.111328125,0.0016821161116240546,0.4430413246154785,0.22491455078125,4463.758558559418,0.2,0.001,,
201,655360,601.0,3103.1987,3257,20,0.023268284,2040,-2.394056060910225,0.7517469078302383,654.8710327148438,0.0012161919168647728,0.44013476371765137,0.2417572021484375,4266.877962589264,0.2,0.001,,
201,688128,595.32,3106.742,3420,21,0.023581939,2050,-2.3756303176283837,0.7702047377824783,395.5258483886719,0.0018640613671777827,0.4389150142669678,0.239532470703125,4027.048083114624,0.2,0.001,,
201,720896,595.32,3489.4473,3584,22,0.026296774,2060,-2.374783331528306,0.7812374234199524,1020.0401000976562,0.004950257086420606,0.4388883113861084,0.2616180419921875,4870.258040237427,0.2,0.001,,
201,753664,586.56,3255.1653,3747,23,0.022736035,2070,-2.3646756775677202,0.7514741271734238,645.9039916992188,0.0026136096676054876,0.4376899003982544,0.2373321533203125,5628.783156013489,0.2,0.001,,
201,786432,591.63,2968.5657,3910,24,0.023341406,2080,-2.3466062404215338,0.7759545296430588,488.57855224609375,0.0038240773777943105,0.43542203307151794,0.2431610107421875,4559.498785591126,0.2,0.001,,
201,819200,599.83,3013.4153,4073,25,0.023228891,2090,-2.3392920676618814,0.7591042816638947,1371.701904296875,0.0031206489414216778,0.4351778030395508,0.24346923828125,4624.701868343353,0.2,0.001,,
201,851968,595.36,2890.7456,4236,26,0.023135781,2100,-2.3280997656285765,0.7723772525787354,518.1722412109375,0.003692422061976686,0.433860182762146,0.240826416015625,4351.5615820884705,0.2,0.001,,
201,884736,595.63,2915.4468,4401,27,0.024139198,2110,-2.316316648572683,0.7508856058120728,1019.8065185546875,0.0028639110948461164,0.43226268887519836,0.2617645263671875,4609.260151958466,0.2,0.001,,
200,917504,595.62,3228.9556,4566,28,0.02584188,2120,-2.297103188931942,0.734150618314743,703.39501953125,0.006647657295798126,0.4297356903553009,0.2705169677734375,4931.2578280448915,0.2,0.001,,
200,950272,601.0,3559.5952,4730,29,0.025622992,2130,-2.2925153438001873,0.7322894632816315,1072.1959228515625,0.005758010059980734,0.43049246072769165,0.2605377197265625,6492.132244300842,0.2,0.001,,
200,983040,587.0,3241.4326,4893,30,0.021297358,2140,-2.2827631514519453,0.7371033132076263,656.59814453125,0.001577972077211598,0.4283435642719269,0.232177734375,5238.073171806335,0.2,0.001,,
200,1015808,591.39,3195.325,5057,31,0.0229955,2150,-2.263712626323104,0.7375996112823486,717.6387939453125,0.002338115570091759,0.42632395029067993,0.2346649169921875,5533.280729675293,0.2,0.001,,
200,1048576,593.1,3069.627,5220,32,0.021525927,2160,-2.249657455831766,0.7490000128746033,883.5182495117188,0.0020992646535887617,0.42481955885887146,0.2340240478515625,5268.062077331543,0.2,0.001,,
200,1081344,591.2,3379.3057,5384,33,0.022533234,2170,-2.239238404855132,0.7505217492580414,540.1171875,0.0032336468571884324,0.4244084358215332,0.232513427734375,5215.3147808074955,0.2,0.001,,
200,1114112,595.15,3227.8306,5547,34,0.02247481,2180,-2.2270681634545326,0.7486129701137543,662.301513671875,0.003072969082859345,0.4227195978164673,0.2370819091796875,4923.526149845124,0.2,0.001,,
200,1146880,596.21,3229.3628,5710,35,0.023173217,2190,-2.2115630846470595,0.7362689077854156,378.1214904785156,0.003312741649642703,0.4207766056060791,0.244781494140625,4827.244929790497,0.2,0.001,,
200,1179648,591.65,3309.52,5873,36,0.02215128,2200,-2.186969504132867,0.737625777721405,678.67822265625,0.004304069941645139,0.4175860285758972,0.2438201904296875,5357.001850700379,0.2,0.001,,
200,1212416,592.13,3324.1794,6036,37,0.025135348,2210,-2.166942485049367,0.7461834251880646,682.2784423828125,0.004992064372891037,0.4165218770503998,0.2611663818359375,5770.296774482727,0.2,0.001,,
200,1245184,577.83,2877.3728,6199,38,0.023920529,2220,-2.1549441806972025,0.7637154161930084,504.58416748046875,0.004353231731511187,0.41561785340309143,0.250726318359375,4419.758928012848,0.2,0.001,,
200,1277952,582.26,3066.0654,6362,39,0.0281372,2230,-2.1530954990535975,0.7974830269813538,1215.8759765625,0.005423505350972846,0.41539061069488525,0.26923828125,4408.056477355957,0.2,0.001,,
200,1310720,593.71,3427.99,6525,40,0.023815218,2240,-2.151850325614214,0.7136347889900208,757.8248901367188,0.005458084621386661,0.4154442548751831,0.2549102783203125,5855.412525463104,0.2,0.001,,
200,1343488,594.05,3101.9465,6688,41,0.026488822,2250,-2.1470931585878135,0.7474548518657684,1093.281494140625,0.004269692927664437,0.41454964876174927,0.2626251220703125,6181.904748535157,0.2,0.001,,
200,1376256,589.24,3244.7078,6852,42,0.024401799,2260,-2.1309447955340146,0.7561991959810257,533.2203369140625,0.00634315374563812,0.4125252068042755,0.252587890625,4503.286661148071,0.2,0.001,,
200,1409024,584.48,3039.2776,7015,43,0.023451746,2270,-2.120588441193104,0.7256141304969788,1376.0650634765625,0.004921777246272541,0.4120256304740906,0.248944091796875,5933.423034667969,0.2,0.001,,
200,1441792,589.67,3132.6716,7178,44,0.026331365,2280,-2.108346050605178,0.7255117297172546,1041.6322021484375,0.0051076125122563095,0.41050639748573303,0.25523681640625,4872.470007514954,0.2,0.001,,
200,1474560,590.43,3255.1409,7341,45,0.026371941,2290,-2.0898036520928143,0.7171362340450287,1670.75390625,0.004178564292669762,0.40777063369750977,0.257525634765625,5840.702692699432,0.2,0.001,,
200,1507328,584.32,2778.62,7505,46,0.02304123,2300,-2.072057402506471,0.7699541747570038,1067.93896484375,0.004588539938413305,0.4069804549217224,0.24130859375,4459.973892593383,0.2,0.001,,
200,1540096,585.51,2693.4417,7668,47,0.023588523,2310,-2.0596657782793044,0.7396357655525208,994.9038696289062,0.00398177831684734,0.40612608194351196,0.25458984375,4686.571239185333,0.2,0.001,,
200,1572864,580.2,2884.2456,7832,48,0.025508337,2320,-2.052387099713087,0.7830398976802826,1059.9190673828125,0.005070762836203358,0.4048774838447571,0.2648895263671875,5500.728015899658,0.2,0.001,,
,1600000,,,,,0.030139469,2330,-2.0372800823301076,0.771245464682579,1080.6619873046875,0.006880397531131166,0.40249010920524597,0.286248779296875,5500.083676242828,0.2,0.001,3745.195556640625,531.17
193,1605632,585.39,3230.0112,8296,49,,,,,,,,,,,,,
193,1638400,590.32,3269.0269,8460,50,0.028691065,2340,-2.00843606274575,0.7600639313459396,1051.7581787109375,0.005122448792099022,0.39976179599761963,0.2738983154296875,5589.357206630707,0.2,0.001,,
193,1671168,593.6,3265.4128,8624,51,0.025008218,2350,-1.9983505178242922,0.7507848292589188,572.733154296875,0.004034859312560002,0.40026718378067017,0.25040283203125,5268.218179416656,0.2,0.001,,
193,1703936,598.34,3402.9932,8787,52,0.025977362,2360,-1.9880882482975721,0.7196179926395416,691.41455078125,0.003838845686368586,0.3979746401309967,0.2567169189453125,5485.478740692139,0.2,0.001,,
194,1736704,601.0,3375.3623,8951,53,0.02483503,2370,-1.9631290951743723,0.7316642701625824,541.2489013671875,0.0031436593231774167,0.39528459310531616,0.257666015625,5123.386410808564,0.2,0.001,,
194,1769472,600.68,3306.824,9114,54,0.027858863,2380,-1.9484225215390325,0.7742767184972763,576.19091796875,0.005582597777174669,0.39465540647506714,0.2612762451171875,5328.954322910309,0.2,0.001,,
194,1802240,600.68,3442.6875,9277,55,0.024292242,2390,-1.924919737316668,0.7599653899669647,524.9776000976562,0.004800136346784711,0.3910175859928131,0.2522491455078125,4603.756038475037,0.2,0.001,,
194,1835008,593.57,3601.4968,9440,56,0.02775185,2400,-1.8981230864301324,0.7307803630828857,857.0592041015625,0.006284398147727188,0.3891596496105194,0.2771484375,5673.154239463806,0.2,0.001,,
194,1867776,593.57,3752.2407,9603,57,0.024308192,2410,-1.875790162011981,0.7204185426235199,1357.3095703125,0.00475740782894718,0.386697381734848,0.2459259033203125,5828.905122375489,0.2,0.001,,
194,1900544,595.21,3521.3047,9766,58,0.024799045,2420,-1.859456262178719,0.767524391412735,592.4324340820312,0.0047884262901789045,0.3856889605522156,0.2513641357421875,5346.8686667442325,0.2,0.001,,
194,1933312,592.49,3514.223,9929,59,0.029345997,2430,-1.856949015520513,0.7925705909729004,740.8949584960938,0.005351446992972342,0.38616156578063965,0.2735260009765625,5085.979344272613,0.2,0.001,,
194,1966080,585.25,4075.993,10092,60,0.027723815,2440,-1.8485796496272087,0.7711644023656845,624.794189453125,0.004967752565426054,0.3849937915802002,0.27786865234375,5994.570403862,0.2,0.001,,
194,1998848,583.02,3904.277,10256,61,0.027784925,2450,-1.8424692008644343,0.7060749530792236,1870.388671875,0.008178127987412154,0.38428518176078796,0.2830047607421875,8627.37020893097,0.2,0.001,,
194,2031616,586.79,3486.4802,10419,62,0.027277913,2460,-1.8331768481060862,0.7129918932914734,1909.3966064453125,0.0065239390187343815,0.38315635919570923,0.270648193359375,6589.987784957886,0.2,0.001,,
