rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/approx_kl
811.01,276,1,5654.5176,29,1646592,,,,,,,,,,,
837.99,213,2,5629.0215,76,1654784,0.37145280838012695,-1.7019114611670374,0.0003,284034.67944107053,0.00296128267846143,0.13135986328125,4480,0.4682844281196594,0.2,119002.59375,0.011526067
868.76,199,3,5555.6724,122,1662976,0.37149858474731445,-1.7023217663168908,0.0003,125894.12400054932,-0.0010446101956404163,0.10665283203125,4490,0.7611978352069855,0.2,1474.9288330078125,0.009998927
904.76,193,4,5727.1157,169,1671168,0.3715188801288605,-1.7028777135536075,0.0003,139893.4406730652,0.0008373842010769295,0.0878173828125,4500,0.7828410118818283,0.2,124273.0859375,0.009294888
947.66,189,5,6197.408,215,1679360,0.3713386058807373,-1.7019896818324924,0.0003,45610.84179611206,0.0017461950450524456,0.11251220703125,4510,0.806817427277565,0.2,3749.494140625,0.0100178365
972.51,188,6,6142.811,260,1687552,0.3712095022201538,-1.7001832200214266,0.0003,10721.194074630737,-0.0010511108917853561,0.08955078125,4520,0.6576034724712372,0.2,1945.3720703125,0.00780781
984.56,187,7,5828.8936,306,1695744,0.37120747566223145,-1.6993293806910514,0.0003,57914.83590049743,-0.0007540592361692689,0.09796142578125,4530,0.6614238023757935,0.2,1734.3128662109375,0.00895611
1003.67,186,8,5922.9126,352,1703936,0.3714357912540436,-1.7002965493127704,0.0003,282671.10486679076,0.0019124867380014622,0.1005126953125,4540,0.725623607635498,0.2,190982.46875,0.008174392
1007.26,185,9,5586.3687,397,1712128,0.3714972734451294,-1.7020137475803494,0.0003,11235.664633369446,-0.0009008504563098541,0.07650146484375,4550,0.7380324900150299,0.2,1440.296630859375,0.00838798
1045.6,184,10,5734.484,443,1720320,0.3716917335987091,-1.7031757479533554,0.0003,488756.3481262207,0.0013500817703970824,0.10382080078125,4560,0.7529242932796478,0.2,660531.625,0.010310221
1077.35,182,11,5548.8667,492,1728512,0.37148988246917725,-1.7033061634749174,0.0003,141938.83355255128,0.0006753725810995093,0.115771484375,4570,0.8041399866342545,0.2,159113.15625,0.009447329
1066.87,182,12,5067.998,537,1736704,0.3713723123073578,-1.7017850991338492,0.0003,502647.64177246095,8.321183377120178e-05,0.10054931640625,4580,0.7684348672628403,0.2,278814.1875,0.00984132
1072.96,182,13,4669.61,583,1744896,0.37122470140457153,-1.7007049093022943,0.0003,183511.93739089966,0.0016340480729923,0.1083251953125,4590,0.5988217294216156,0.2,41691.6015625,0.009897858
1079.82,182,14,5216.497,629,1753088,0.37138110399246216,-1.7003955135121942,0.0003,365014.8400154114,0.0006871608515211846,0.09388427734375,4600,0.8266148269176483,0.2,239464.296875,0.008967486
1050.55,182,15,5257.7705,673,1761280,0.3713431656360626,-1.701481699757278,0.0003,12132.809422683717,0.0002754828274191823,0.10322265625,4610,0.7657510936260223,0.2,2466.4404296875,0.009497872
1080.66,181,16,5712.71,721,1769472,0.3710981607437134,-1.700074847601354,0.0003,12291.30718307495,-8.792988846835214e-05,0.087841796875,4620,0.49352341890335083,0.2,2844.348876953125,0.008631392
1071.68,181,17,5687.5674,767,1777664,0.3709452450275421,-1.69781835321337,0.0003,10582.507642745972,-0.001127053588425042,0.0978759765625,4630,0.4644126892089844,0.2,2047.89208984375,0.009433227
1053.53,181,18,5020.9917,812,1785856,0.3708718419075012,-1.6969754783436657,0.0003,10837.243870162964,-0.00013447375495161394,0.1319580078125,4640,0.7832290530204773,0.2,2678.977294921875,0.011412719
1036.93,182,19,4806.4814,854,1794048,0.37079912424087524,-1.6963927935808898,0.0003,335976.4490894318,0.0017685035341855836,0.11673583984375,4650,0.7954677641391754,0.2,51739.3046875,0.010681385
1056.08,182,20,5252.422,900,1802240,0.3706752061843872,-1.6950001705437898,0.0003,13994.291996383667,0.0008510973239026498,0.11624755859375,4660,0.1283118724822998,0.2,2728.067138671875,0.009818144
1077.03,181,21,5425.8057,947,1810432,0.3708316385746002,-1.695201463252306,0.0003,15571.33168182373,0.0005535816395422444,0.1107421875,4670,0.8496254086494446,0.2,2930.59228515625,0.009699958
1106.94,181,22,6150.928,994,1818624,0.3707873523235321,-1.6959502529352903,0.0003,11891.027952575683,-0.000846680459289928,0.0993896484375,4680,0.7937983870506287,0.2,2644.642822265625,0.009044875
1116.38,181,23,6441.9795,1040,1826816,0.3706086277961731,-1.6946392569690942,0.0003,11648.687425041198,-5.4711742632207463e-05,0.1084716796875,4690,0.6655247211456299,0.2,1016.3394775390625,0.009713735
1138.66,180,24,5755.7188,1089,1835008,0.37037307024002075,-1.6922590455040336,0.0003,17670.189205169678,0.0023427321790222776,0.1230712890625,4700,0.8876999020576477,0.2,3937.217041015625,0.011045631
1141.73,179,25,6057.2295,1138,1843200,0.37010180950164795,-1.6896543825045227,0.0003,592043.7160499573,0.0037220137553958922,0.15267333984375,4710,0.4250725507736206,0.2,10365.671875,0.011406912
