rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-223.2227,301.0,1,32768,59,548,,,,,,,,,,,
-1762.0654,164.69,2,65536,248,264,0.99979248046875,0.2,10,102.71912260577082,43.277530670166016,434.96686,8.70823860168457e-05,0.32134553428513757,1.0249873399734497,0.01,-5.764991811476648
-1739.1996,157.61,3,98304,440,222,0.9997100830078125,0.2,20,43451.586497497556,14573.025390625,902.57477,0.0,0.2761391928379453,1.081321358680725,0.01,-5.977379473857582
-1729.0579,157.58,4,131072,634,206,0.999761962890625,0.2,30,41746.214073371884,14458.0849609375,679.338,-1.1920928955078125e-07,0.2761130493498058,1.0995945930480957,0.01,-6.044747446104884
-1708.5575,157.57,5,163840,827,197,0.9997650146484375,0.2,40,34536.83386287689,9378.2001953125,843.41016,0.0,0.27419656301353823,1.135499358177185,0.01,-6.160760501213372
-1710.5748,140.11,6,196608,1021,192,0.99979248046875,0.2,50,27544.154067993164,16896.931640625,1704.6523,0.0,0.2779552113010141,1.1594806909561157,0.01,-6.236228360142559
-1720.3738,140.08,7,229376,1214,188,0.999798583984375,0.2,60,18802.930562496185,10423.0751953125,531.5321,0.0,0.2857500789403275,1.1441854238510132,0.01,-6.182525511085987
-1696.7588,124.02,8,262144,1409,185,0.999798583984375,0.2,70,16836.45418767929,7265.51708984375,3627.8105,0.0,0.2879450825475942,1.1674582958221436,0.01,-6.272652731649577
-1710.8075,140.12,9,294912,1605,183,0.9998046875,0.2,80,12163.878542852402,5240.5712890625,55244.312,0.0,0.2952805885604903,1.1795637607574463,0.01,-6.236789501272142
-1720.8877,140.15,10,327680,1805,181,0.9998046875,0.2,90,14534.831471157075,10691.79296875,1274.406,5.960464477539063e-08,0.2785086130810669,1.2060790061950684,0.01,-6.3482291745953265
-1730.5763,140.1,11,360448,2007,179,0.9998046875,0.2,100,12833.789544057847,3963.984619140625,5224.241,0.0,0.280341608056915,1.2128092050552368,0.01,-6.342972089722752
