time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,557,58,-241.5009,,,,,,,,,,,
2,301.0,65536,265,246,-122.115524,0.2,0.0001,0.124639892578125,10,0.00874453,77.75308289360255,0.9946301579475403,-0.012010061974956443,-5.6591205126140265,27.162080764770508,-6.663799285888672e-05
3,301.0,98304,221,443,-1.2158265,0.2,0.0001,0.158245849609375,20,0.010570475,103.80794298388064,0.9890371561050415,-0.017668656360649494,-5.636459677061066,36.56019592285156,0.28010499477386475
4,301.0,131072,202,647,168.0103,0.2,0.0001,0.1833740234375,30,0.011870166,123.90731348022818,0.97683185338974,-0.02015370482295111,-5.592039460828528,83.29428100585938,0.40147829055786133
5,301.0,163840,191,854,125.95437,0.2,0.0001,0.1584442138671875,40,0.010459399,2047.6987146604806,0.9651601314544678,-0.014571251148095144,-5.547475308645517,159.4107666015625,0.09545737504959106
6,301.0,196608,184,1067,120.461876,0.2,0.0001,0.113079833984375,50,0.008255564,2699.3549234129487,0.9540044665336609,-0.009119465800927174,-5.492406610026956,112.20258331298828,0.06590473651885986
7,301.0,229376,178,1285,57.661915,0.2,0.0001,0.09140625,60,0.007493571,1935.15116610229,0.9444360733032227,-0.007076859193014684,-5.452465834934264,110.0722885131836,0.050024211406707764
8,301.0,262144,174,1505,-19.384262,0.2,0.0001,0.03466796875,70,0.0047515426,1284.6890966229141,0.9385673999786377,-0.0025103466297878184,-5.429076804406941,114.1307144165039,0.11422967910766602
9,301.0,294912,170,1729,-50.388027,0.2,0.0001,0.0255523681640625,80,0.0045483606,810.1810310870409,0.9370341300964355,-0.002218898445011064,-5.417408658610657,135.19482421875,0.4595629572868347
10,301.0,327680,167,1956,-41.493027,0.2,0.0001,0.0123138427734375,90,0.0030467522,591.7457183688879,0.9385755062103271,-0.0013104814171811085,-5.419359151134268,101.38993072509766,0.7200612425804138
11,301.0,360448,164,2184,-34.273632,0.2,0.0001,0.0153350830078125,100,0.0032731977,582.466673821956,0.9445772767066956,-0.0015941747569968357,-5.441435448778793,197.43829345703125,0.7890577018260956
12,301.0,393216,162,2414,-11.835692,0.2,0.0001,0.0175262451171875,110,0.0040691406,930.8659269757569,0.949981689453125,-0.0017318807847004792,-5.458945980109275,79.27764892578125,0.7382304072380066
13,301.0,425984,161,2645,10.85087,0.2,0.0001,0.012835693359375,120,0.0035720295,337.8554034382105,0.9513540267944336,-0.0015385538781174546,-5.475368511164561,166.12255859375,0.8735318779945374
14,301.0,458752,159,2880,81.558716,0.2,0.0001,0.0069732666015625,130,0.0028922476,346.4182763926685,0.9462909698486328,-0.0010809882249532166,-5.466452739853412,145.57090759277344,0.863870769739151
