time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/loss,train/entropy_loss,train/std,train/approx_kl,train/clip_range,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
,,,,,800000,2950,11424.7451171875,-1.931793101131916,0.3930988013744354,0.0051828586,0.2,0.0003,0.03353271484375,-0.0008979375830676873,34884.04072265625,0.6158555448055267,345.54,-654.42626953125
49,412.52,3025,265,1705.1461,802816,,,,,,,,,,,,,
50,441.33,3085,265,1986.1301,819200,2960,8310.767578125,-1.9316499635577202,0.3930598199367523,0.0053518265,0.2,0.0003,0.033563232421875,4.6432165981968863e-05,31282.43052368164,0.661872148513794,,
51,450.27,3144,265,2197.7776,835584,2970,6225.12109375,-1.931325589865446,0.39304137229919434,0.004864781,0.2,0.0003,0.03193359375,0.0004826139131182572,28259.586712646484,0.6966515183448792,,
52,460.62,3203,265,2467.8625,851968,2980,6705.263671875,-1.931139600276947,0.39300644397735596,0.0063769696,0.2,0.0003,0.049609375,-0.0015268271141394506,31930.07961425781,0.6099430918693542,,
53,433.97,3264,266,2358.7227,868352,2990,5911.91943359375,-1.9308785200119019,0.3929959833621979,0.006055111,0.2,0.0003,0.045751953125,0.0005584752216236666,28620.910021972657,0.6237549781799316,,
54,427.88,3324,266,2418.084,884736,3000,7765.37158203125,-1.9308545887470245,0.3929983079433441,0.004777032,0.2,0.0003,0.02432861328125,-0.0004747680417494848,31014.164196777343,0.6642833948135376,,
55,422.04,3383,266,2464.8875,901120,3010,7288.0244140625,-1.930729941278696,0.3929661512374878,0.005402537,0.2,0.0003,0.03529052734375,-0.0003489358619845007,26338.538317871094,0.7120343446731567,,
56,435.64,3443,266,2635.1755,917504,3020,9012.9423828125,-1.9306883819401264,0.39300188422203064,0.0032458282,0.2,0.0003,0.017913818359375,-0.0004682695980591234,32247.248486328124,0.6639498174190521,,
57,443.63,3504,266,2597.9092,933888,3030,7542.9326171875,-1.9307959750294685,0.3929719924926758,0.0050969096,0.2,0.0003,0.02979736328125,-0.0008591427504143212,33035.76772460937,0.6193481087684631,,
58,441.3,3564,266,2367.2163,950272,3040,9359.37109375,-1.9305931150913238,0.39297300577163696,0.0048086657,0.2,0.0003,0.030975341796875,0.00016651080586598254,27374.497186279295,0.6339981555938721,,
59,441.12,3624,266,2397.4006,966656,3050,7954.408203125,-1.9305686973035336,0.39296573400497437,0.005162269,0.2,0.0003,0.03497314453125,-0.0009361592863569967,31364.075897216797,0.588940292596817,,
60,427.73,3685,266,2212.578,983040,3060,6334.78466796875,-1.9303556472063064,0.3929315209388733,0.00492799,0.2,0.0003,0.031805419921875,-0.0004397117590997368,31011.753173828125,0.6458663642406464,,
61,410.18,3744,266,2164.662,999424,3070,11274.0712890625,-1.9301139175891877,0.39292895793914795,0.005680172,0.2,0.0003,0.0412353515625,-0.0001876896436442621,31935.29757080078,0.6921550333499908,,
62,425.59,3805,266,2241.3716,1015808,3080,9176.27734375,-1.9297167755663396,0.39284831285476685,0.0053570466,0.2,0.0003,0.03751220703125,-0.0007484228823159356,29368.05762939453,0.654453456401825,,
63,421.02,3866,266,2244.024,1032192,3090,8594.7021484375,-1.9289124064147471,0.39277565479278564,0.0046153585,0.2,0.0003,0.026470947265625,-0.0004324683941376861,32472.25615234375,0.6261311769485474,,
64,436.13,3925,267,2146.1401,1048576,3100,9311.134765625,-1.9281117603182794,0.3926776647567749,0.004937769,0.2,0.0003,0.03465576171875,0.0001415698978235014,32540.52084350586,0.649304062128067,,
65,437.14,3985,267,2050.527,1064960,3110,8839.0947265625,-1.927398256957531,0.39265403151512146,0.0065174634,0.2,0.0003,0.049603271484375,0.00103692993070581,30631.56591796875,0.6931267976760864,,
66,431.19,4044,267,1799.0952,1081344,3120,8938.30859375,-1.927213328331709,0.39264750480651855,0.006448291,0.2,0.0003,0.051470947265625,-5.940340561210178e-05,30807.77473754883,0.659597247838974,,
67,415.02,4104,267,1835.2488,1097728,3130,9259.8955078125,-1.9273355059325694,0.39268583059310913,0.0049394732,0.2,0.0003,0.033099365234375,6.556632433785125e-06,34869.56942138672,0.6384902894496918,,
68,391.83,4164,267,1824.2528,1114112,3140,10541.0703125,-1.927500484138727,0.392650842666626,0.0051525105,0.2,0.0003,0.036279296875,-0.0005735652397561352,37816.51696777344,0.6614614725112915,,
69,392.45,4224,267,1950.809,1130496,3150,11920.5517578125,-1.9271229043602944,0.3926194906234741,0.005383907,0.2,0.0003,0.041656494140625,-0.0003047088030143641,37196.7557800293,0.6619288325309753,,
70,408.83,4283,267,2199.202,1146880,3160,12128.9775390625,-1.9268479831516743,0.3925965428352356,0.0058352444,0.2,0.0003,0.04183349609375,0.0003175957426719833,39014.866198730466,0.613274335861206,,
71,422.06,4344,267,2294.6167,1163264,3170,7091.34375,-1.9265522547066212,0.39255404472351074,0.0046651745,0.2,0.0003,0.030474853515625,0.00036865024449070913,29463.506958007812,0.6487546563148499,,
72,447.56,4404,267,2600.7134,1179648,3180,6219.41552734375,-1.9261907696723939,0.39252910017967224,0.0060302867,0.2,0.0003,0.0447509765625,0.0001836084218666656,28916.80552368164,0.6980747282505035,,
73,423.43,4464,267,2203.071,1196032,3190,10858.8173828125,-1.9258952841162682,0.3924911618232727,0.0043364074,0.2,0.0003,0.031292724609375,-0.0005920749623328448,33267.39907226562,0.6534755527973175,,
74,407.59,4524,267,2004.1914,1212416,3200,10736.7646484375,-1.9253353737294674,0.3924208879470825,0.0048895786,0.2,0.0003,0.029595947265625,6.301226676441729e-07,33776.25838623047,0.6768430173397064,,
75,412.14,4584,268,1983.9348,1228800,3210,8964.7958984375,-1.9246882244944572,0.3923615515232086,0.00456571,0.2,0.0003,0.021209716796875,-0.00027425811713328586,33628.886889648435,0.6859118640422821,,
76,421.54,4644,268,2066.367,1245184,3220,7405.18408203125,-1.9243110962212087,0.3923637270927429,0.004535173,0.2,0.0003,0.023138427734375,-0.000533534976420924,32174.082849121092,0.684340238571167,,
77,420.08,4704,268,1960.869,1261568,3230,10645.2314453125,-1.924420727789402,0.3923749625682831,0.005197497,0.2,0.0003,0.0298095703125,-0.00023624892346560956,33908.95343017578,0.6584397852420807,,
78,434.21,4765,268,2042.1935,1277952,3240,8131.22021484375,-1.924330334365368,0.3923443555831909,0.004446807,0.2,0.0003,0.033447265625,-0.001035832426714478,30566.58865966797,0.72842738032341,,
79,438.87,4825,268,2184.1248,1294336,3250,7382.08056640625,-1.9241739004850387,0.3923514485359192,0.0056670858,0.2,0.0003,0.03887939453125,2.8416813438525424e-05,28846.153552246094,0.7362551391124725,,
80,451.84,4885,268,2226.503,1310720,3260,7178.5478515625,-1.9240707539021968,0.3923119306564331,0.005267532,0.2,0.0003,0.035015869140625,4.842529669986106e-05,28185.964166259764,0.7384378910064697,,
81,438.21,4945,268,2121.0146,1327104,3270,6084.9677734375,-1.9236397482454777,0.39226919412612915,0.0052883513,0.2,0.0003,0.03380126953125,-0.001200696045998484,23670.071655273438,0.7647526562213898,,
82,423.08,5006,268,1894.2184,1343488,3280,9439.56640625,-1.9232381656765938,0.3922412395477295,0.00515274,0.2,0.0003,0.031304931640625,-0.0003037409202079289,32596.81865234375,0.7257518470287323,,
83,421.95,5066,268,1895.3821,1359872,3290,10463.4072265625,-1.9231920890510081,0.3922632336616516,0.005140995,0.2,0.0003,0.041729736328125,-4.7789661039132625e-05,39075.60737304688,0.6499001681804657,,
84,426.78,5126,268,1884.6544,1376256,3300,11020.923828125,-1.9232251554727555,0.3922399580478668,0.0050987503,0.2,0.0003,0.03441162109375,0.0007483920177037362,36737.73604736328,0.693191796541214,,
85,418.6,5185,268,1797.2202,1392640,3310,11658.759765625,-1.9230584122240544,0.3922273814678192,0.004665711,0.2,0.0003,0.029156494140625,0.0003079250993323512,31133.453546142577,0.6803979873657227,,
86,437.7,5245,268,2279.3218,1409024,3320,9899.43359375,-1.9229133874177933,0.3922089636325836,0.00557631,0.2,0.0003,0.03336181640625,0.0007401692448183895,36424.22685546875,0.6470647156238556,,
87,450.49,5306,268,2401.6472,1425408,3330,8755.09765625,-1.9227139696478843,0.3922021687030792,0.004839708,0.2,0.0003,0.030291748046875,0.0005762372671597405,33100.58600463867,0.6274713277816772,,
88,428.17,5366,268,2190.5632,1441792,3340,6505.28173828125,-1.9226197391748427,0.39219504594802856,0.005854179,0.2,0.0003,0.039288330078125,0.0004367088353319559,28069.91145019531,0.6562324166297913,,
89,409.28,5426,268,1868.9507,1458176,3350,7398.12060546875,-1.9226697348058224,0.3922162353992462,0.005073785,0.2,0.0003,0.033074951171875,-0.00027424057989264836,24370.799578857423,0.7549826204776764,,
90,422.6,5486,268,2053.9685,1474560,3360,10739.1279296875,-1.9227152809500694,0.3921957015991211,0.005698733,0.2,0.0003,0.037713623046875,0.000708331056375755,30388.621948242188,0.6833929121494293,,
91,434.36,5546,268,2068.4514,1490944,3370,5767.68017578125,-1.9226050093770026,0.3922019600868225,0.0064029563,0.2,0.0003,0.052117919921875,-0.0006374730874085799,24079.88448486328,0.7496185302734375,,
92,426.04,5606,268,1887.2853,1507328,3380,7855.1142578125,-1.9225351125001908,0.39218077063560486,0.005485232,0.2,0.0003,0.035675048828125,0.0013122064869094175,25188.25424194336,0.7234959900379181,,
93,396.41,5666,268,1779.1176,1523712,3390,8897.7900390625,-1.922297751903534,0.3921593427658081,0.005871579,0.2,0.0003,0.037640380859375,-0.0004526185479335254,32350.362927246093,0.629472017288208,,
94,417.27,5726,268,2050.8418,1540096,3400,7763.99072265625,-1.9220215387642383,0.3921256959438324,0.003060114,0.2,0.0003,0.014593505859375,5.207137364777736e-05,31364.983782958985,0.6537959277629852,,
95,415.27,5785,269,1908.328,1556480,3410,7752.69140625,-1.9220694571733474,0.39218366146087646,0.007146514,0.2,0.0003,0.059869384765625,0.0003456009631918278,25383.06560668945,0.6910839378833771,,
96,423.44,5845,269,2139.535,1572864,3420,7513.30029296875,-1.9223424553871156,0.3921588957309723,0.0050634835,0.2,0.0003,0.02569580078125,-0.0005114630945172394,30940.5940612793,0.6602983474731445,,
97,422.59,5905,269,2120.118,1589248,3430,6900.4072265625,-1.9219923689961433,0.3921172022819519,0.005093959,0.2,0.0003,0.033941650390625,0.00044983967527514326,25901.36897583008,0.6817626655101776,,
,,,,,1600000,3440,7531.57666015625,-1.9217301309108734,0.3921186923980713,0.0049181944,0.2,0.0003,0.033563232421875,0.0005585434853855986,27021.110571289064,0.687343418598175,327.44,-1049.1849365234375
98,414.53,6046,265,2103.1665,1605632,,,,,,,,,,,,,
99,429.51,6105,265,2265.926,1622016,3450,9857.26953125,-1.9214690618216992,0.3920520842075348,0.0053877914,0.2,0.0003,0.03623046875,0.0004078214908076916,33032.62116699219,0.7111297845840454,,
100,422.49,6165,265,2205.4421,1638400,3460,4140.96044921875,-1.920697356015444,0.3919592499732971,0.005469782,0.2,0.0003,0.040313720703125,0.0008979879195976537,21760.893280029297,0.7283860445022583,,
101,425.25,6226,265,2188.3545,1654784,3470,9328.8505859375,-1.920042259991169,0.3919469714164734,0.006677093,0.2,0.0003,0.044866943359375,0.0006655317250988446,35459.07727050781,0.6110323369503021,,
102,408.04,6285,265,1908.101,1671168,3480,7829.07666015625,-1.9197557501494884,0.3918924033641815,0.006801947,0.2,0.0003,0.05810546875,0.0015945617109537126,30777.521514892578,0.6335342526435852,,
103,423.01,6345,265,1989.0101,1687552,3490,7949.67333984375,-1.919373592734337,0.3918830454349518,0.004825338,0.2,0.0003,0.0303955078125,-0.00046377702601603233,26598.101458740235,0.6989093124866486,,
104,420.32,6404,266,2199.3289,1703936,3500,9127.78125,-1.9192685253918171,0.3918745517730713,0.005850894,0.2,0.0003,0.043017578125,0.0002455975492921425,31754.743383789064,0.6252903044223785,,
105,426.81,6463,266,2432.8542,1720320,3510,7171.67333984375,-1.919225561618805,0.39187854528427124,0.0049998537,0.2,0.0003,0.030108642578125,0.0008406683329667431,30847.377185058594,0.6011021137237549,,
106,437.77,6523,266,2516.1838,1736704,3520,8220.4326171875,-1.919173040241003,0.3918619453907013,0.005074449,0.2,0.0003,0.037353515625,0.0005929992359597236,31250.775408935548,0.6440112590789795,,
107,445.58,6581,266,2808.1465,1753088,3530,10629.27734375,-1.9189977146685124,0.39184802770614624,0.0047028707,0.2,0.0003,0.028851318359375,0.0006674028954876121,33855.68554077148,0.6232801377773285,,
108,435.19,6641,266,2687.617,1769472,3540,13693.53515625,-1.9187648467719556,0.391812801361084,0.0050968067,0.2,0.0003,0.037335205078125,0.0002670117799425498,39170.526123046875,0.6000389754772186,,
109,426.22,6700,266,2508.3135,1785856,3550,9127.978515625,-1.9184805892407895,0.39179280400276184,0.004707102,0.2,0.0003,0.027874755859375,0.001609418765292503,34429.63162841797,0.6545039713382721,,
110,440.86,6759,266,2502.6465,1802240,3560,8758.294921875,-1.918236856907606,0.3917645812034607,0.005514218,0.2,0.0003,0.03826904296875,0.0010026048730651382,34388.72294921875,0.6884874403476715,,
111,423.31,6818,266,2355.7485,1818624,3570,10195.517578125,-1.9179955519735814,0.39175426959991455,0.00550576,0.2,0.0003,0.04290771484375,0.0010547938363743015,35001.10457763672,0.6743780076503754,,
112,434.95,6876,266,2726.3203,1835008,3580,10458.7587890625,-1.9178579173982144,0.39173072576522827,0.003982282,0.2,0.0003,0.02933349609375,-0.00030008536705281583,38458.2423828125,0.6537695527076721,,
113,428.22,6936,266,2619.1462,1851392,3590,12204.599609375,-1.917611937224865,0.3917149305343628,0.004215381,0.2,0.0003,0.023492431640625,-4.700644640251994e-05,34822.016796875,0.7104105353355408,,
114,434.84,6996,266,2609.5222,1867776,3600,9257.001953125,-1.917509138584137,0.3917120695114136,0.004458314,0.2,0.0003,0.024920654296875,-0.0011369794767233544,31696.37847290039,0.6528893709182739,,
115,417.54,7056,267,2192.5835,1884160,3610,11981.76171875,-1.917527575790882,0.3917168974876404,0.005282133,0.2,0.0003,0.0336669921875,0.00020363934490887913,36065.57608642578,0.6523257195949554,,
116,417.94,7116,267,2391.0276,1900544,3620,8894.08203125,-1.9174706026911736,0.3917001485824585,0.0052675214,0.2,0.0003,0.040802001953125,0.0004613917255483102,32688.57326660156,0.6344962418079376,,
117,425.86,7176,267,2463.3591,1916928,3630,11894.513671875,-1.9172611273825169,0.3916727602481842,0.0058037927,0.2,0.0003,0.041400146484375,-0.00030610986505053006,39252.48833007812,0.6216679215431213,,
118,434.32,7235,267,2435.0422,1933312,3640,8586.10546875,-1.9169796414673328,0.39164867997169495,0.005366811,0.2,0.0003,0.0349853515625,0.00019475149310892447,31772.807720947265,0.6654581725597382,,
119,423.06,7294,267,2235.6702,1949696,3650,8869.3671875,-1.9167883843183517,0.39163511991500854,0.004956036,0.2,0.0003,0.035528564453125,-0.0005698722627130337,32081.309954833985,0.6558298468589783,,
120,403.88,7353,267,2083.9778,1966080,3660,10864.44921875,-1.9166017219424247,0.3916132152080536,0.005330516,0.2,0.0003,0.035302734375,-0.0006578280837857165,34757.12872314453,0.6523518264293671,,
121,415.24,7412,267,2273.3894,1982464,3670,8332.7099609375,-1.916383185982704,0.3916008472442627,0.004693191,0.2,0.0003,0.03160400390625,0.00019747832775465212,30909.591052246094,0.697761595249176,,
122,429.07,7471,267,2568.451,1998848,3680,10228.8154296875,-1.9160827346146108,0.3915419280529022,0.006482103,0.2,0.0003,0.05572509765625,-0.0007257929624756798,31561.59685058594,0.68949955701828,,
123,457.96,7532,267,2751.6821,2015232,3690,10162.68359375,-1.915677747875452,0.3915333151817322,0.0053972276,0.2,0.0003,0.045391845703125,0.00117062385979807,31168.30228881836,0.6697017550468445,,
