time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
278,1,1236992,7921.1406,29,1067.89,,,,,,,,,,,
236,2,1245184,8206.568,69,1079.01,3980,5622.32373046875,0.2,0.38840776681900024,-1.8848201654851438,25242.904766845702,0.5827794969081879,0.052880859375,0.007508392,0.0003,-0.0007874364950112067
224,3,1253376,7526.3687,109,1030.17,3990,11761.080078125,0.2,0.3883739709854126,-1.8843359909951687,30703.553967285156,0.3662140369415283,0.04962158203125,0.005938839,0.0003,-0.0027900814024178545
216,4,1261568,7626.592,151,1039.42,4000,8129.666015625,0.2,0.38828617334365845,-1.8837446458637714,31119.100701904295,0.5156384110450745,0.03382568359375,0.0051159365,0.0003,-0.0004983887520211283
210,5,1269760,7728.3926,194,1048.64,4010,9715.6142578125,0.2,0.38823387026786804,-1.8829982042312623,28560.615338134765,0.42299896478652954,0.0578857421875,0.0070886253,0.0003,-0.001170421254937537
205,6,1277952,7212.1006,238,998.34,4020,6151.74169921875,0.2,0.3882432281970978,-1.8827890366315843,27392.75360107422,0.5451453328132629,0.04935302734375,0.0063720187,0.0003,-0.0009300600293499883
203,7,1286144,7131.9194,282,1020.08,4030,5809.39404296875,0.2,0.38819876313209534,-1.88265919983387,22524.657781982423,0.6127786338329315,0.04007568359375,0.0057559293,0.0003,0.000646349754970288
202,8,1294336,6876.945,323,1005.57,4040,24654.91015625,0.2,0.38822877407073975,-1.8824498601257802,60090.53719482422,0.6885993480682373,0.116357421875,0.011918725,0.0003,0.004446480260230601
201,9,1302528,6486.3413,366,980.24,4050,7718.3134765625,0.2,0.38822537660598755,-1.8826376616954803,27663.42053833008,0.4810652732849121,0.0440185546875,0.005897877,0.0003,-0.00027966478082817046
199,10,1310720,6750.978,409,1012.56,4060,5878.57080078125,0.2,0.3882085382938385,-1.882504042237997,30225.864971923827,0.5215042531490326,0.05462646484375,0.006994726,0.0003,-0.0008759138247114607
199,11,1318912,6848.46,452,1036.47,4070,6531.7978515625,0.2,0.3881336450576782,-1.882073137909174,24250.054449462892,0.8010483086109161,0.0468994140625,0.0058563338,0.0003,-0.0005998599590384401
199,12,1327104,7223.554,493,1034.65,4080,7555.8056640625,0.2,0.38812968134880066,-1.881653855741024,26952.977734375,0.6581067740917206,0.03587646484375,0.00526579,0.0003,-0.0027742370759369804
198,13,1335296,7347.679,535,1038.52,4090,6603.0546875,0.2,0.38812685012817383,-1.881688257306814,29089.18699951172,0.4880794882774353,0.03905029296875,0.0053451806,0.0003,-0.0014790140674449503
197,14,1343488,7489.2544,580,1044.38,4100,5795.31103515625,0.2,0.38813111186027527,-1.8816673070192338,22101.90870361328,0.5652399659156799,0.0391357421875,0.0056454237,0.0003,-0.0002085939035168849
197,15,1351680,7619.4844,621,1061.18,4110,6776.8447265625,0.2,0.38803112506866455,-1.881248590350151,24537.96137084961,0.6737073361873627,0.07552490234375,0.0073651224,0.0003,-0.0005977157707093284
197,16,1359872,7719.5015,663,1085.17,4120,5586.2548828125,0.2,0.38801494240760803,-1.8806257210671902,24796.00795288086,0.5367111265659332,0.05093994140625,0.0071631307,0.0003,-0.0009303159604314715
196,17,1368064,7769.9395,709,1117.37,4130,3361.702392578125,0.2,0.38797181844711304,-1.8803334094583988,18009.694290161133,0.7173845171928406,0.05191650390625,0.0064770207,0.0003,-0.0005766531183326151
194,18,1376256,7958.732,756,1153.72,4140,4821.7099609375,0.2,0.3879255950450897,-1.879904828220606,20357.2828918457,0.7036810517311096,0.06014404296875,0.0071663484,0.0003,-0.00023224673568620347
195,19,1384448,7733.905,796,1143.01,4150,6624.5703125,0.2,0.38783910870552063,-1.879212498664856,25006.70926513672,0.7895690202713013,0.0685546875,0.007257888,0.0003,0.0008883903130481486
195,20,1392640,7774.0093,838,1147.66,4160,7663.5517578125,0.2,0.3878447413444519,-1.8787394873797894,30667.896911621094,0.537705808877945,0.04210205078125,0.005585311,0.0003,-0.0009135818527283845
195,21,1400832,7553.0127,879,1096.35,4170,7259.89306640625,0.2,0.387746125459671,-1.8783879265189172,30082.81240234375,0.5528798997402191,0.04913330078125,0.006502268,0.0003,-0.0012636003768420779
196,22,1409024,7492.4917,919,1079.47,4180,11323.1259765625,0.2,0.3877897262573242,-1.8779850721359252,32620.355389404296,0.6155400574207306,0.0249755859375,0.0042682304,0.0003,2.897402155213058e-05
195,23,1417216,7604.49,961,1076.34,4190,12683.880859375,0.2,0.3877139389514923,-1.8779331862926483,40303.95194091797,0.28963661193847656,0.04388427734375,0.006161741,0.0003,-0.0006814978958573192
195,24,1425408,7826.3955,1004,1074.5,4200,5962.33203125,0.2,0.3876957297325134,-1.8773674547672272,28849.094274902345,0.48791563510894775,0.05452880859375,0.006624602,0.0003,-0.0006572883205080871
195,25,1433600,8093.8486,1046,1100.76,4210,10930.9287109375,0.2,0.38763952255249023,-1.8770137041807176,34978.90922851562,0.46821141242980957,0.047705078125,0.006395609,0.0003,-0.00249970436852891
