time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,train/clip_fraction,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/value_loss,train/loss,train/entropy_loss,train/std,train/explained_variance,eval/mean_ep_length,eval/mean_reward
1,-592.34735,32768,78,293.47,418,,,,,,,,,,,,,
2,-604.9911,65536,157,300.86,415,0.4222808837890625,0.04697738,1240,0.029957602958893402,0.2,0.001,34233.0930267334,6904.1611328125,-3.8665820732712746,0.6390494108200073,0.3896101117134094,,
3,-560.56274,98304,236,301.0,415,0.30009765625,0.02932791,1250,0.014157496434927452,0.2,0.001,18394.93896484375,4457.6533203125,-3.8655976340174676,0.6386069059371948,0.48204368352890015,,
4,-597.45953,131072,315,301.0,415,0.274603271484375,0.027089834,1260,0.012186841900256696,0.2,0.001,11623.913529205322,2941.094482421875,-3.8636119842529295,0.6386598348617554,0.4294700026512146,,
5,-576.49634,163840,394,301.0,415,0.2668426513671875,0.02508727,1270,0.008449510381979053,0.2,0.001,6769.3079647064205,1759.5208740234375,-3.859029570221901,0.6373788714408875,0.38991206884384155,,
6,-529.8997,196608,473,299.04,415,0.26146240234375,0.024536736,1280,0.007955493551344261,0.2,0.001,5362.246655273438,1029.4085693359375,-3.855204118043184,0.6374760270118713,0.40372490882873535,,
7,-547.36334,229376,552,301.0,414,0.247186279296875,0.02237494,1290,0.00610163149649452,0.2,0.001,4953.848797225952,1018.9035034179688,-3.853351549059153,0.6367170810699463,0.3174058794975281,,
8,-574.5756,262144,631,301.0,415,0.251239013671875,0.022505896,1300,0.006043869153654668,0.2,0.001,4217.733904647827,792.6484375,-3.8488435484468937,0.6354708671569824,0.2649860382080078,,
9,-629.4443,294912,710,298.57,415,0.2571624755859375,0.02487142,1310,0.003919872491678689,0.2,0.001,3442.2185241699217,542.2361450195312,-3.8419410318136213,0.6353567838668823,0.29219603538513184,,
10,-446.91617,327680,789,301.01,415,0.2644775390625,0.02369133,1320,0.005705636448328733,0.2,0.001,3449.6877841949463,475.6038818359375,-3.84796224758029,0.6368700861930847,0.2675709128379822,,
11,-465.332,360448,868,301.0,415,0.2291351318359375,0.021027684,1330,0.00427825439182925,0.2,0.001,4591.980767440796,550.7052001953125,-3.8468579307198523,0.6350677013397217,0.3621659278869629,,
12,-534.38574,393216,947,301.0,414,0.2200286865234375,0.018887604,1340,0.003790470052990713,0.2,0.001,3605.4998882293703,604.4315185546875,-3.8428081147372724,0.6353356838226318,0.35907191038131714,,
13,-614.2098,425984,1027,300.69,414,0.1879852294921875,0.017943313,1350,0.002126737215439789,0.2,0.001,3576.7369306564333,626.8715209960938,-3.832625335454941,0.6322373151779175,0.4059574604034424,,
14,-406.8435,458752,1106,298.96,414,0.2341064453125,0.020614441,1360,0.003846332895227533,0.2,0.001,3736.234536361694,555.5889892578125,-3.8198023341596126,0.6304010152816772,0.39451032876968384,,
15,-427.46262,491520,1186,301.0,414,0.172576904296875,0.015939258,1370,0.0019137986302666832,0.2,0.001,4760.645951080322,1072.0948486328125,-3.8103230118751528,0.62950599193573,0.4712987542152405,,
16,-509.59476,524288,1265,298.03,414,0.1637969970703125,0.016598392,1380,0.0017194606814882718,0.2,0.001,4692.089400863648,1525.5767822265625,-3.8001168720424174,0.6271665692329407,0.5215375423431396,,
17,-395.93063,557056,1344,301.01,414,0.168572998046875,0.0154589545,1390,0.0013805583967041457,0.2,0.001,4644.409257507325,895.1311645507812,-3.784143018722534,0.6246155500411987,0.4262385368347168,,
18,-254.43654,589824,1423,301.0,414,0.1852691650390625,0.01682977,1400,0.00235660914258915,0.2,0.001,4163.478018188476,1140.800537109375,-3.7700662948191166,0.6229109764099121,0.48084789514541626,,
19,-336.2333,622592,1503,301.0,414,0.1850189208984375,0.016037466,1410,0.0028903813417855417,0.2,0.001,4225.437964630127,610.0283813476562,-3.755776632577181,0.6201314330101013,0.5101066529750824,,
20,-238.94923,655360,1582,300.67,414,0.1551177978515625,0.01455685,1420,0.0012155519121733959,0.2,0.001,4343.8170177459715,949.4816284179688,-3.7371254079043865,0.6174586415290833,0.4988412857055664,,
