time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
114,8426.168,1,8192,970.3333333333334,71,,,,,,,,,,,
226,8334.513,2,16384,1041.923076923077,72,0.0001,0.4692307114601135,40447.69252929687,0.0036951178,3230,-0.0007918264163890854,0.3939476013183594,0.2,-1.9406726762652398,0.01011962890625,14219.12109375
341,7950.8726,3,24576,1042.4761904761904,71,0.0001,0.6888272762298584,37844.91401367188,0.0051596765,3240,-0.0004661131664761342,0.393951416015625,0.2,-1.9407206654548645,0.02459716796875,13906.65234375
467,7802.587,4,32768,1062.5714285714287,70,0.0001,0.6876520216464996,43112.01743164063,0.0041279923,3250,-0.0014644698407209945,0.3939341902732849,0.2,-1.9406673610210419,0.02198486328125,11163.4033203125
575,8230.534,5,40960,1060.1081081081081,71,0.0001,0.7189822196960449,41265.47182617187,0.0050103413,3260,0.00022542317601619287,0.39392220973968506,0.2,-1.9404966458678246,0.024560546875,13879.2626953125
689,8371.063,6,49152,1068.9772727272727,71,0.0001,0.5160853862762451,45332.87448730469,0.004821201,3270,-0.0006492745815194212,0.39390385150909424,0.2,-1.9403584420681,0.01688232421875,14445.6708984375
810,8510.315,7,57344,1081.32,70,0.0001,0.6309616565704346,37996.79892578125,0.005187179,3280,-0.0001905001641716808,0.3938834071159363,0.2,-1.9401778355240822,0.0263671875,13000.8486328125
922,8660.824,8,65536,1103.6379310344828,71,0.0001,0.5871894359588623,37336.421704101565,0.003829769,3290,-0.00038804073847131804,0.39388343691825867,0.2,-1.9400400146842003,0.02158203125,15453.1865234375
1043,8714.632,9,73728,1088.7384615384615,70,0.0001,0.5729352831840515,49075.06140136719,0.0044004447,3300,4.836933076148853e-05,0.3938811719417572,0.2,-1.9400387838482858,0.017919921875,17305.88671875
1159,8604.448,10,81920,1096.7397260273972,70,0.0001,0.48554831743240356,46011.27080078125,0.004491928,3310,0.0008666025052662008,0.39388102293014526,0.2,-1.9400310829281806,0.01517333984375,16362.765625
1273,8236.23,11,90112,1065.560975609756,70,0.0001,0.6571697890758514,47210.65974121094,0.0022599103,3320,-0.0007668853184441104,0.39387694001197815,0.2,-1.9399964302778243,0.0041015625,17461.279296875
1396,8295.333,12,98304,1064.0555555555557,70,0.0001,0.5927304029464722,43004.445971679685,0.0039217956,3330,-0.0010093090808368289,0.39386969804763794,0.2,-1.9399223431944848,0.01053466796875,13637.1552734375
1516,8194.282,13,106496,1058.2755102040817,70,0.0001,0.6227664053440094,37429.62543945313,0.005619799,3340,-0.0011423901654779912,0.3938622772693634,0.2,-1.9398189693689347,0.02801513671875,12067.0166015625
1639,8293.23,14,114688,1073.2,69,0.0001,0.6777886152267456,39679.1662109375,0.0034750514,3350,0.00019677467353176325,0.3938509225845337,0.2,-1.9397518694400788,0.01190185546875,14831.3505859375
1755,8316.332,15,122880,1074.76,70,0.0001,0.738502562046051,38837.23295898437,0.0052656773,3360,-0.0010249364670016803,0.39384347200393677,0.2,-1.9396487489342689,0.0222900390625,12900.7373046875
1874,8676.579,16,131072,1086.91,69,0.0001,0.7191660702228546,30415.688696289064,0.0029324284,3370,0.00025951514835469424,0.3938639760017395,0.2,-1.9396762043237685,0.012109375,9409.83984375
1983,8401.43,17,139264,1052.12,70,0.0001,0.412733793258667,40876.16909179687,0.004111683,3380,-9.463260794291272e-05,0.393865704536438,0.2,-1.9398566275835036,0.02276611328125,12536.0810546875
2107,8295.761,18,147456,1054.02,69,0.0001,0.356778085231781,46564.8162109375,0.0045896946,3390,-0.000822449081169907,0.3938525915145874,0.2,-1.9397764325141906,0.0151611328125,15482.33984375
2223,8225.561,19,155648,1058.73,70,0.0001,0.5738541781902313,38731.75712890625,0.0039772475,3400,-0.0003848387073958293,0.39384475350379944,0.2,-1.9396528244018554,0.01280517578125,10277.14453125
2339,8240.357,20,163840,1058.16,70,0.0001,0.593483567237854,41572.39855957031,0.0042749895,3410,-0.0012416786252288149,0.39382898807525635,0.2,-1.9395473957061768,0.0168701171875,13734.5029296875
2465,8037.9067,21,172032,1027.92,69,0.0001,0.5876243710517883,34210.85793457031,0.0032325773,3420,-0.00033306406694464383,0.3938092291355133,0.2,-1.9393607467412948,0.0079345703125,11578.7041015625
2578,8188.7573,22,180224,1047.6,69,0.0001,0.49257224798202515,46945.239965820314,0.004849861,3430,0.0012341623965767211,0.39381372928619385,0.2,-1.9392411544919015,0.02047119140625,16676.296875
2694,8487.621,23,188416,1031.6,69,0.0001,0.6970407068729401,37759.56198730469,0.0051220013,3440,-0.0010937524901237338,0.3938145339488983,0.2,-1.9393100410699844,0.031884765625,10480.7998046875
2808,8604.556,24,196608,1036.48,70,0.0001,0.5349332392215729,47229.43310546875,0.0027802251,3450,-0.0003558983327820897,0.393825888633728,0.2,-1.9393621161580086,0.01077880859375,18332.1484375
2933,8796.039,25,204800,1049.98,69,0.0001,0.5264029800891876,37535.53039550781,0.0035465225,3460,-0.0011877586002810858,0.39380237460136414,0.2,-1.939356192946434,0.01219482421875,14131.34375
