time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,59,-228.31496,554,32768,301.0,,,,,,,,,,,
2,171,-134.41402,382,65536,301.0,32.22407913208008,10,-5.656373978871852,-0.010498717977861815,0.008522729,83.8105633571744,0.2,0.15247802734375,-0.0002485513687133789,0.9929682016372681,0.001
3,286,19.66304,343,98304,301.0,43.692867279052734,20,-5.6353159353137015,-0.01732396292845806,0.010921542,101.85806028097868,0.2,0.149017333984375,0.25617295503616333,0.9895832538604736,0.001
4,401,171.47086,326,131072,301.0,60.14741516113281,30,-5.5907795089297,-0.017472158261125515,0.012628884,665.2664239659905,0.2,0.183624267578125,0.14778512716293335,0.9714558124542236,0.001
5,516,139.9626,317,163840,301.0,186.67245483398438,40,-5.51209804220125,-0.011223984754360572,0.010705857,2086.5118891701104,0.2,0.1602752685546875,0.09799736738204956,0.9617805480957031,0.001
6,632,45.688686,310,196608,301.0,623.2379150390625,50,-5.4796688504517075,-0.006265767284776303,0.008453546,2756.141675400734,0.2,0.1156280517578125,0.062025249004364014,0.951878547668457,0.001
7,748,41.031994,306,229376,301.0,121.54596710205078,60,-5.42313617374748,-0.00689802316985606,0.009673734,1108.583252763748,0.2,0.12020263671875,0.0623784065246582,0.9405829310417175,0.001
8,863,9.14422,303,262144,301.0,138.03439331054688,70,-5.391334609035402,-0.004187814814849844,0.007050344,1400.584989836812,0.2,0.07781982421875,0.10210496187210083,0.9362817406654358,0.001
9,979,-22.612713,300,294912,301.0,397.0485534667969,80,-5.382547981571406,-0.004039010309429614,0.006863862,1070.198538401723,0.2,0.0704833984375,0.3192775249481201,0.9321934580802917,0.001
10,1102,-74.87441,297,327680,301.0,150.49710083007812,90,-5.34971992848441,-0.0037303550430806353,0.0070040994,883.0289980471134,0.2,0.067291259765625,0.5295171737670898,0.916443407535553,0.001
11,1218,-54.27222,295,360448,301.0,132.84889221191406,100,-5.287259303033352,-0.0035044674793198284,0.005879441,584.2603424578905,0.2,0.0618316650390625,0.7082853019237518,0.9024713039398193,0.001
12,1335,-23.224817,294,393216,301.0,163.7012176513672,110,-5.219052002858371,-0.0034449115281404374,0.006611479,310.78433596789836,0.2,0.06973876953125,0.8518742173910141,0.8870118856430054,0.001
13,1453,-47.421925,293,425984,301.0,153.77426147460938,120,-5.154073487408459,-0.001971860754701993,0.005913598,1451.4818668156863,0.2,0.0634368896484375,0.6364379823207855,0.879511833190918,0.001
14,1571,-10.182421,291,458752,301.0,157.6594696044922,130,-5.135473800171167,-0.002228405109781306,0.0061112097,342.5793504655361,0.2,0.0570770263671875,0.882258266210556,0.8708008527755737,0.001
15,1690,47.00921,290,491520,301.0,159.7296600341797,140,-5.103378513641656,-0.0020112281158162658,0.005110146,643.3886850565672,0.2,0.05052490234375,0.7987848967313766,0.8680629730224609,0.001
16,1809,55.05502,289,524288,301.0,271.268310546875,150,-5.08354712408036,-0.003352965266594765,0.006347138,339.44533025324347,0.2,0.0767425537109375,0.8589258641004562,0.8634163737297058,0.001
