time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
280,301.0,1387.8176,1073152,3832,131,23139.420220947264,1300,0.005005911,0.0457763671875,0.913675844669342,6098.7958984375,-0.000131294819584582,0.2,0.001,0.21761131286621094,-5.313064762949944,,
280,301.0,1407.5802,1081344,3859,132,15203.14110107422,1310,0.004667363,0.03369140625,0.9123274683952332,5061.4091796875,-0.00018322381074540318,0.2,0.001,0.36850446462631226,-5.309997472167015,,
280,301.0,1395.7664,1089536,3887,133,13781.835891723633,1320,0.007699798,0.0744384765625,0.9115420579910278,3463.888427734375,-0.0016573056767811068,0.2,0.001,0.3978034257888794,-5.305284470319748,,
280,301.0,1404.9855,1097728,3914,134,17234.094320678712,1330,0.006460421,0.0567138671875,0.9112719893455505,3983.770751953125,2.9910496959928422e-05,0.2,0.001,0.4713008403778076,-5.302917557954788,,
280,301.0,1415.8868,1105920,3941,135,17855.42791748047,1340,0.006501723,0.051171875,0.909981369972229,4349.6875,-0.00031159868303802795,0.2,0.001,0.3906921148300171,-5.299501895904541,,
280,301.0,1429.8447,1114112,3969,136,15339.9583984375,1350,0.004970578,0.0396484375,0.9111701250076294,6551.50634765625,0.0013949936277640519,0.2,0.001,0.4216999411582947,-5.299552991986275,,
280,301.0,1456.4727,1122304,3996,137,17544.364559936523,1360,0.0057642586,0.05081787109375,0.9096856713294983,5479.623046875,-0.0013838963248417712,0.2,0.001,0.5156364738941193,-5.299356436729431,,
280,301.0,1485.5721,1130496,4025,138,15255.491195678711,1370,0.0058120247,0.04737548828125,0.9079198837280273,6093.8115234375,-0.0004457556293345988,0.2,0.001,0.4610447883605957,-5.291436398029328,,
280,301.0,1485.7947,1138688,4053,139,19815.409585571288,1380,0.005618344,0.0558349609375,0.9068547487258911,5788.49267578125,0.0018088586559315445,0.2,0.001,0.47505831718444824,-5.285278019309044,,
281,301.0,1584.0894,1146880,4081,140,17854.983923339845,1390,0.009535237,0.100244140625,0.9062132835388184,4948.06201171875,0.004139908072102116,0.2,0.001,0.4825160503387451,-5.2816636800765995,,
281,301.0,1579.674,1155072,4108,141,20944.07598876953,1400,0.00938956,0.10911865234375,0.9057984352111816,6059.0302734375,-0.0004590561751683708,0.2,0.001,0.4607303738594055,-5.279395788908005,,
281,301.0,1583.6503,1163264,4136,142,19204.340853881837,1410,0.0049915994,0.036572265625,0.9050747156143188,6152.6103515625,-0.00048583903844701126,0.2,0.001,0.47444993257522583,-5.276616880297661,,
281,301.0,1522.7798,1171456,4164,143,20319.452111816405,1420,0.006205356,0.05596923828125,0.9041245579719543,6920.6845703125,-0.0008287162912893109,0.2,0.001,0.4273136258125305,-5.273329904675483,,
281,301.0,1498.674,1179648,4192,144,15213.442456054687,1430,0.006679026,0.05177001953125,0.9037554264068604,6766.84033203125,0.0020237853859725874,0.2,0.001,0.42091721296310425,-5.270367914438248,,
281,301.0,1456.6072,1187840,4220,145,14845.320150756836,1440,0.0065558776,0.0446044921875,0.9040402173995972,3142.201171875,0.0002968872715428006,0.2,0.001,0.554620623588562,-5.270240512490273,,
281,301.0,1472.408,1196032,4248,146,13949.765322875977,1450,0.007928386,0.0750732421875,0.9033740758895874,3955.018798828125,-0.0008967145986389369,0.2,0.001,0.5039699673652649,-5.268604138493538,,
,,,1200000,,,18607.477478027344,1460,0.0057185884,0.040576171875,0.9014118909835815,3976.753173828125,0.0001630214937904384,0.2,0.001,0.5063382387161255,-5.263689228892327,2555.413818359375,301.0
276,301.0,1477.1167,1204224,4360,147,,,,,,,,,,,,,
276,301.0,1505.685,1212416,4388,148,13333.723559570313,1470,0.0074059954,0.0862060546875,0.8996530175209045,3200.952392578125,0.00202934837070643,0.2,0.001,0.42089974880218506,-5.255322417616844,,
276,301.0,1524.0333,1220608,4415,149,17588.720272827148,1480,0.009994683,0.11192626953125,0.8980172872543335,8152.044921875,-0.0015484190109418706,0.2,0.001,0.4596085548400879,-5.247155973315239,,
276,301.0,1500.1937,1228800,4443,150,13705.930624389648,1490,0.0068417154,0.06513671875,0.8992724418640137,3782.7783203125,-0.002033852483873488,0.2,0.001,0.5075906813144684,-5.246191078424454,,
276,301.0,1563.0747,1236992,4470,151,16653.000402832033,1500,0.009612922,0.111572265625,0.8988226652145386,4214.76123046875,0.003902930261392612,0.2,0.001,0.41589850187301636,-5.24812930226326,,
276,301.0,1556.7002,1245184,4498,152,13073.290975952148,1510,0.007297959,0.0638427734375,0.8966690301895142,3290.268798828125,3.412033474887721e-05,0.2,0.001,0.5985454618930817,-5.243020310997963,,
276,301.0,1617.6284,1253376,4525,153,13398.254376220702,1520,0.0068021836,0.06226806640625,0.8969626426696777,3895.956298828125,0.0010328084899811074,0.2,0.001,0.551778107881546,-5.237821665406227,,
277,301.0,1674.3411,1261568,4553,154,19073.43310546875,1530,0.007332489,0.05897216796875,0.8964202404022217,6586.66943359375,-0.0006230786122614518,0.2,0.001,0.5144316852092743,-5.237590518593788,,
277,301.0,1698.1854,1269760,4581,155,20277.515502929688,1540,0.00752732,0.07008056640625,0.895331621170044,5932.23193359375,0.0011780137916503008,0.2,0.001,0.40804076194763184,-5.234427118301392,,
277,301.0,1773.6217,1277952,4608,156,14746.424645996094,1550,0.010497649,0.113427734375,0.8939434885978699,4792.859375,-0.0015271458578354213,0.2,0.001,0.46777117252349854,-5.228450894355774,,
277,301.0,1680.5757,1286144,4636,157,17019.22214355469,1560,0.0051990254,0.047509765625,0.893894612789154,6408.45068359375,-0.001118965392379323,0.2,0.001,0.4941616654396057,-5.224934524297714,,
277,301.0,1681.845,1294336,4664,158,12771.41787109375,1570,0.008173097,0.072314453125,0.8928002715110779,2621.11572265625,-9.937504146364517e-05,0.2,0.001,0.4614769220352173,-5.222606262564659,,
277,301.0,1734.1329,1302528,4691,159,21007.605755615234,1580,0.008415355,0.0938232421875,0.8909279704093933,4619.626953125,-0.000617784927453613,0.2,0.001,0.37823784351348877,-5.215549820661545,,
277,301.0,1657.1014,1310720,4719,160,14612.84880065918,1590,0.0060409596,0.0503173828125,0.8908682465553284,4530.16259765625,0.0003825103492999915,0.2,0.001,0.516467809677124,-5.211274394392968,,
277,301.0,1736.0945,1318912,4747,161,15941.141476440429,1600,0.008922434,0.0982421875,0.8897281289100647,3333.79736328125,0.002288970650988631,0.2,0.001,0.5211449563503265,-5.208992540836334,,
277,301.0,1691.2289,1327104,4777,162,22057.004595947266,1610,0.008417219,0.0860595703125,0.8889589309692383,6322.38232421875,0.00015407030878122896,0.2,0.001,0.4017990827560425,-5.204662325978279,,
277,301.0,1734.1423,1335296,4807,163,16295.231988525391,1620,0.009991163,0.101953125,0.8853200674057007,2645.416015625,0.003404021572350757,0.2,0.001,0.43080639839172363,-5.1943903177976605,,
277,301.0,1713.4486,1343488,4836,164,22019.139678955078,1630,0.009534052,0.09569091796875,0.8853878378868103,5486.43115234375,-0.001008046195784118,0.2,0.001,0.4615747928619385,-5.186124575138092,,
277,301.0,1673.4044,1351680,4864,165,14843.849319458008,1640,0.007958457,0.08106689453125,0.8839174509048462,4096.27734375,0.0014963280395022594,0.2,0.001,0.5074873566627502,-5.183726859092713,,
277,301.0,1707.833,1359872,4892,166,15452.093865966797,1650,0.009717237,0.10401611328125,0.8816319108009338,3223.04443359375,0.001565838027454447,0.2,0.001,0.4057707190513611,-5.174536284804344,,
278,301.0,1743.5721,1368064,4920,167,14669.644546508789,1660,0.008957636,0.09306640625,0.8805627226829529,4602.85009765625,0.0009320075281721074,0.2,0.001,0.5261214077472687,-5.166545698046685,,
278,301.0,1787.7937,1376256,4948,168,22343.143328857423,1670,0.009358551,0.1000732421875,0.8800115585327148,8872.2138671875,0.0012836893431085628,0.2,0.001,0.489008367061615,-5.163161474466324,,
278,301.0,1784.8569,1384448,4976,169,19748.461547851562,1680,0.009141535,0.08431396484375,0.8789159059524536,7475.451171875,0.0020680606212408748,0.2,0.001,0.4722151756286621,-5.159741601347923,,
278,301.0,1850.2714,1392640,5004,170,15263.24850769043,1690,0.010423569,0.13148193359375,0.8769631385803223,3145.5439453125,0.0038659834186546504,0.2,0.001,0.417120099067688,-5.152516606450081,,
278,301.0,1752.3394,1400832,5032,171,19521.16483154297,1700,0.0098224785,0.1046875,0.875707745552063,7553.8466796875,0.0006026280301739462,0.2,0.001,0.40431827306747437,-5.145073190331459,,
278,301.0,1743.805,1409024,5060,172,15634.57185974121,1710,0.009976799,0.1035888671875,0.874751091003418,3788.859130859375,-0.0003198699152562767,0.2,0.001,0.4855386018753052,-5.140254831314087,,
278,301.0,1741.8331,1417216,5088,173,18093.292251586914,1720,0.014448876,0.166552734375,0.8750900030136108,5253.4033203125,0.0011707861034665258,0.2,0.001,0.37387609481811523,-5.139265552163124,,
278,301.0,1749.3616,1425408,5116,174,16680.13117675781,1730,0.011076611,0.1367919921875,0.8754904866218567,3175.519775390625,-0.0005671389430062845,0.2,0.001,0.4375523328781128,-5.140866884589196,,
278,301.0,1751.2781,1433600,5144,175,21349.190100097658,1740,0.008446754,0.09696044921875,0.8749058842658997,4587.095703125,0.0010735653951996938,0.2,0.001,0.4909479022026062,-5.140392795205116,,
278,301.0,1787.3057,1441792,5172,176,12420.261712646485,1750,0.009444416,0.08743896484375,0.8737683892250061,5370.4853515625,-0.001276486691494938,0.2,0.001,0.5167674720287323,-5.136774161458016,,
278,301.0,1870.1903,1449984,5200,177,21806.716577148436,1760,0.010151258,0.09525146484375,0.8727938532829285,5316.2421875,0.0022976401152845936,0.2,0.001,0.4557030200958252,-5.131505614519119,,
278,301.0,1809.5698,1458176,5228,178,30597.070513916016,1770,0.011570122,0.1213134765625,0.8727049827575684,5995.2080078125,0.0012483462178352056,0.2,0.001,0.2613433599472046,-5.128797838091851,,
278,301.0,1812.9011,1466368,5255,179,20992.65170288086,1780,0.009533262,0.0873779296875,0.8711235523223877,4998.81884765625,0.0018131151722627693,0.2,0.001,0.376897394657135,-5.125779846310616,,
279,301.0,1769.4921,1474560,5284,180,21003.561004638672,1790,0.012661802,0.15966796875,0.8704618215560913,6970.376953125,0.00592500709099113,0.2,0.001,0.3647215962409973,-5.120112591981888,,
279,301.0,1712.9543,1482752,5311,181,19820.02601928711,1800,0.009309553,0.10350341796875,0.8679354190826416,4187.41796875,0.0002896958842029562,0.2,0.001,0.3774014711380005,-5.113545760512352,,
279,301.0,1756.0496,1490944,5340,182,15101.079263305664,1810,0.008753543,0.08853759765625,0.8676906824111938,2987.885498046875,0.001300452107534511,0.2,0.001,0.39574187994003296,-5.106490510702133,,
279,301.0,1682.418,1499136,5368,183,25960.486358642578,1820,0.009906927,0.10179443359375,0.8670400977134705,8561.6962890625,0.00017767304307199084,0.2,0.001,0.37609773874282837,-5.104694372415542,,
279,301.0,1791.5581,1507328,5395,184,15007.489199829102,1830,0.008877406,0.0886474609375,0.8676628470420837,3337.242431640625,0.0005004036909667775,0.2,0.001,0.4493270516395569,-5.104428994655609,,
279,301.0,1786.2656,1515520,5423,185,24732.45833129883,1840,0.010167895,0.11009521484375,0.8659611940383911,7800.1357421875,0.0017807281721616164,0.2,0.001,0.2601858973503113,-5.102826327085495,,
279,301.0,1705.6733,1523712,5451,186,17008.239321899415,1850,0.010187754,0.1027587890625,0.8647658228874207,3846.91015625,-0.00090486666704237,0.2,0.001,0.44494950771331787,-5.095629498362541,,
279,301.0,1756.9993,1531904,5479,187,15909.625714111327,1860,0.010347323,0.11815185546875,0.8645063638687134,4414.181640625,0.0007959878916153684,0.2,0.001,0.3791921138763428,-5.092169767618179,,
279,301.0,1754.4816,1540096,5507,188,21394.91292114258,1870,0.010176818,0.0992431640625,0.8638246655464172,6803.3935546875,-8.395370459766128e-05,0.2,0.001,0.35831135511398315,-5.0903608977794645,,
279,301.0,1830.4186,1548288,5535,189,26655.757080078125,1880,0.01003393,0.10821533203125,0.8631502389907837,7003.42529296875,0.004463335462787654,0.2,0.001,0.30672651529312134,-5.086656120419502,,
279,301.0,1860.126,1556480,5563,190,22852.418853759766,1890,0.01159172,0.12353515625,0.8618732690811157,6256.564453125,0.002436756656243233,0.2,0.001,0.3230016827583313,-5.082066532969475,,
279,301.0,1955.5253,1564672,5590,191,17536.590536499025,1900,0.010853103,0.11168212890625,0.8613477945327759,4895.09130859375,0.004012101807165891,0.2,0.001,0.3029975891113281,-5.077953109145165,,
279,301.0,1804.6918,1572864,5619,192,25965.710162353516,1910,0.010927586,0.11807861328125,0.8604423403739929,4750.24658203125,0.0006950573122594505,0.2,0.001,0.26991087198257446,-5.074930509924888,,
280,301.0,1824.862,1581056,5646,193,16487.864166259766,1920,0.010711726,0.11099853515625,0.8611560463905334,5362.62158203125,0.0005729316617362201,0.2,0.001,0.3166264295578003,-5.074001729488373,,
280,301.0,1784.4574,1589248,5674,194,21109.594625854494,1930,0.0076353373,0.0745361328125,0.8609879016876221,8734.83203125,0.00038314197590807455,0.2,0.001,0.2840072512626648,-5.0759019404649734,,
280,301.0,1775.4666,1597440,5702,195,14701.31623840332,1940,0.008795276,0.111181640625,0.860647439956665,3466.13623046875,-0.0003517981633194722,0.2,0.001,0.38594740629196167,-5.074550196528435,,
,,,1600000,,,16739.94249572754,1950,0.009724711,0.0987060546875,0.858923077583313,5200.64013671875,0.0018946733085613231,0.2,0.001,0.4271394610404968,-5.069981527328491,1990.6986083984375,301.0
276,301.0,1823.2789,1605632,5816,196,,,,,,,,,,,,,
276,301.0,1768.5214,1613824,5845,197,15335.92807006836,1960,0.01032936,0.10904541015625,0.8588142395019531,2642.084716796875,0.0025090087539865634,0.2,0.001,0.4841054677963257,-5.065210446715355,,
276,301.0,1773.1333,1622016,5872,198,16704.536666870117,1970,0.009756267,0.10286865234375,0.8576012253761292,5911.30078125,-0.00022262376514845528,0.2,0.001,0.430331826210022,-5.062797230482102,,
276,301.0,1807.4708,1630208,5900,199,16162.147814941407,1980,0.010376863,0.119140625,0.8561018705368042,4455.47021484375,0.002159576468693558,0.2,0.001,0.39011186361312866,-5.056274935603142,,
276,301.0,1858.8341,1638400,5927,200,21108.21075744629,1990,0.011552076,0.12803955078125,0.8551467061042786,5762.06884765625,0.0027613442522124386,0.2,0.001,0.32647067308425903,-5.050042891502381,,
276,301.0,1844.1985,1646592,5955,201,21208.219970703125,2000,0.01027561,0.10931396484375,0.854957640171051,7422.990234375,0.0034746403529425153,0.2,0.001,0.33181923627853394,-5.047704562544823,,
276,301.0,1919.335,1654784,5983,202,15892.107208251953,2010,0.011633379,0.12581787109375,0.8535298109054565,3324.0546875,0.0008866904303431511,0.2,0.001,0.35117673873901367,-5.044456717371941,,
276,301.0,1849.8528,1662976,6011,203,26952.191796875,2020,0.010156332,0.0962158203125,0.8524364233016968,5306.7763671875,0.0011262556130532176,0.2,0.001,0.3367727994918823,-5.038075664639473,,
276,301.0,1872.1239,1671168,6038,204,17537.0895111084,2030,0.012171659,0.12735595703125,0.8517343401908875,5149.36767578125,0.0032818675419548525,0.2,0.001,0.3704437017440796,-5.0337745487689975,,
276,301.0,1873.2241,1679360,6066,205,18018.065234375,2040,0.013782857,0.15711669921875,0.8514454960823059,5279.47119140625,0.0018049142767267768,0.2,0.001,0.37725651264190674,-5.031455832719803,,
276,301.0,1690.299,1687552,6094,206,15168.389584350585,2050,0.00931973,0.09146728515625,0.8509407043457031,5185.86181640625,0.0012515791568148416,0.2,0.001,0.39825439453125,-5.029001161456108,,
277,301.0,1636.7756,1695744,6121,207,16675.946881103515,2060,0.013153749,0.139501953125,0.8515676259994507,3591.287841796875,0.002616229252453195,0.2,0.001,0.36744195222854614,-5.029820728302002,,
277,301.0,1637.611,1703936,6149,208,13097.28077392578,2070,0.009769811,0.10037841796875,0.8511492013931274,2856.684814453125,-0.0001527825224911794,0.2,0.001,0.4652722477912903,-5.0306207805871965,,
277,301.0,1682.2175,1712128,6177,209,15865.240716552735,2080,0.013965581,0.15887451171875,0.8504394292831421,4007.734375,0.00232222516569891,0.2,0.001,0.5361639559268951,-5.02812639772892,,
277,301.0,1708.2642,1720320,6205,210,16133.868756103515,2090,0.010583049,0.10863037109375,0.8492270708084106,3755.609375,-0.001009760647866642,0.2,0.001,0.48414403200149536,-5.024038237333298,,
277,301.0,1743.9615,1728512,6232,211,20069.19852294922,2100,0.010150047,0.0923583984375,0.8489236235618591,5530.8955078125,0.0002213859639596194,0.2,0.001,0.3283919095993042,-5.019828924536705,,
277,301.0,1783.3003,1736704,6260,212,16943.527233886718,2110,0.010791462,0.12437744140625,0.8473209142684937,6502.7705078125,0.0010197190786129795,0.2,0.001,0.48469024896621704,-5.016071239113808,,
277,301.0,1791.604,1744896,6287,213,20890.789129638673,2120,0.010027711,0.0978759765625,0.84614497423172,4940.16455078125,0.0005837337819684762,0.2,0.001,0.393505334854126,-5.009349343180657,,
277,301.0,1775.1318,1753088,6316,214,21467.08274230957,2130,0.013458507,0.132861328125,0.8451341986656189,5068.3828125,0.0011385375735699199,0.2,0.001,0.27041852474212646,-5.004030182957649,,
277,301.0,1783.1675,1761280,6343,215,21016.63671569824,2140,0.012393907,0.1328857421875,0.844416081905365,4372.501953125,0.002817042350943666,0.2,0.001,0.3016941547393799,-4.9999004930257795,,
277,301.0,1857.0364,1769472,6371,216,22082.239630126955,2150,0.013915438,0.18118896484375,0.8438819646835327,5705.90673828125,0.007209197191696148,0.2,0.001,0.23160606622695923,-4.99684447646141,,
277,301.0,1970.7583,1777664,6399,217,23632.286975097657,2160,0.010476602,0.115576171875,0.842918872833252,8549.5693359375,0.0008805980192846619,0.2,0.001,0.21201062202453613,-4.993629610538482,,
277,301.0,2057.0667,1785856,6426,218,23902.474243164062,2170,0.012862956,0.1398193359375,0.8421654105186462,8194.166015625,0.001027940031781327,0.2,0.001,0.2910204529762268,-4.989392551779747,,
277,301.0,1960.3026,1794048,6455,219,18268.43472595215,2180,0.009308772,0.10079345703125,0.841813862323761,4732.73095703125,0.0015145405472139829,0.2,0.001,0.2842986583709717,-4.986869528889656,,
277,301.0,1954.2115,1802240,6483,220,17031.51396789551,2190,0.011397556,0.13321533203125,0.8415090441703796,3404.435302734375,0.002655939184478484,0.2,0.001,0.4624404311180115,-4.98530852496624,,
278,301.0,1814.8553,1810432,6511,221,17419.408773803712,2200,0.013742867,0.163720703125,0.840787947177887,3308.93359375,0.00526774030222441,0.2,0.001,0.3584279417991638,-4.982489076256752,,
278,301.0,1811.4453,1818624,6539,222,17522.31085510254,2210,0.011158595,0.10975341796875,0.8391196727752686,3858.9765625,0.001818725315388292,0.2,0.001,0.420058012008667,-4.9775062799453735,,
278,301.0,1805.6831,1826816,6567,223,14823.764163208009,2220,0.011819121,0.12530517578125,0.8374900817871094,2422.43603515625,-0.001223648906307062,0.2,0.001,0.4351848363876343,-4.969689053297043,,
278,301.0,1750.9027,1835008,6595,224,15764.258114624023,2230,0.010343013,0.12249755859375,0.8361177444458008,5330.27392578125,3.747770606423728e-05,0.2,0.001,0.4185091257095337,-4.962533196806907,,
278,301.0,1813.4753,1843200,6623,225,17063.626220703125,2240,0.012707328,0.13804931640625,0.8353491425514221,3951.635986328125,0.0015561679159873166,0.2,0.001,0.22474205493927002,-4.956570795178413,,
278,301.0,1852.9531,1851392,6651,226,20290.583746337892,2250,0.012341657,0.13719482421875,0.8345763683319092,5620.1142578125,0.001763221690634964,0.2,0.001,0.2813371419906616,-4.953433719277382,,
278,301.0,1918.2825,1859584,6678,227,25367.274340820313,2260,0.014205108,0.16251220703125,0.8329578638076782,5237.0927734375,0.0017653675182373262,0.2,0.001,0.16260480880737305,-4.948019871115685,,
278,301.0,2014.5513,1867776,6706,228,19045.759884643554,2270,0.01345857,0.1471435546875,0.8306056261062622,5985.60400390625,0.003653310767549556,0.2,0.001,0.19258159399032593,-4.937921744585037,,
278,301.0,2052.7227,1875968,6734,229,21282.302960205077,2280,0.015694194,0.1787353515625,0.8287665843963623,3914.19921875,0.003932030993746593,0.2,0.001,0.1960362195968628,-4.928021314740181,,
278,301.0,1963.0518,1884160,6762,230,23068.473229980467,2290,0.0130211115,0.13990478515625,0.8276709914207458,5574.8359375,0.0019376999509404414,0.2,0.001,0.2506066560745239,-4.920619037747383,,
278,301.0,1968.3593,1892352,6789,231,17306.82503051758,2300,0.011560213,0.11971435546875,0.8276431560516357,3362.841796875,0.002832818037131801,0.2,0.001,0.15996527671813965,-4.918287593126297,,
278,301.0,2035.6495,1900544,6817,232,18461.77478942871,2310,0.012473099,0.1337646484375,0.8262066841125488,3589.275146484375,0.0002708894040551968,0.2,0.001,0.20461905002593994,-4.91460667848587,,
278,301.0,1980.805,1908736,6845,233,25287.36862792969,2320,0.014102733,0.14697265625,0.8251736760139465,5763.64013671875,0.005379072285722941,0.2,0.001,0.14688336849212646,-4.908648419380188,,
278,301.0,1997.9359,1916928,6873,234,20208.636297607423,2330,0.016265552,0.1860595703125,0.8247258067131042,5631.4697265625,0.0052549700696545186,0.2,0.001,0.18980664014816284,-4.904718223214149,,
278,301.0,2018.9454,1925120,6900,235,16923.67851867676,2340,0.012033928,0.1232421875,0.8247661590576172,3707.577880859375,0.0011371241169399581,0.2,0.001,0.34765708446502686,-4.904136139154434,,
279,301.0,1932.6477,1933312,6928,236,17808.097857666016,2350,0.014188934,0.16590576171875,0.8236569166183472,3520.275146484375,0.004045303995371796,0.2,0.001,0.21103435754776,-4.901233693957328,,
279,301.0,1993.7183,1941504,6956,237,21889.045736694337,2360,0.0135318,0.14766845703125,0.82259601354599,4832.30908203125,0.0034812063720892185,0.2,0.001,0.35723310708999634,-4.896543484926224,,
279,301.0,2043.7216,1949696,6983,238,26794.33215942383,2370,0.013831452,0.1485595703125,0.8222891092300415,6902.138671875,0.0045077097842295185,0.2,0.001,0.35693299770355225,-4.892725399136543,,
279,301.0,2080.2603,1957888,7011,239,22596.157159423827,2380,0.012851827,0.14547119140625,0.8218571543693542,5080.81787109375,0.0015436129491718021,0.2,0.001,0.28551316261291504,-4.891382163763046,,
279,301.0,2128.913,1966080,7039,240,25733.149816894533,2390,0.012268821,0.14873046875,0.8220416307449341,6089.1767578125,0.0011743702940293587,0.2,0.001,0.282569944858551,-4.890828678011895,,
279,301.0,2019.4452,1974272,7066,241,25619.26788330078,2400,0.013508572,0.14144287109375,0.8219987750053406,5719.09033203125,0.0030088095409155358,0.2,0.001,0.25286149978637695,-4.891120222210884,,
279,301.0,1936.0088,1982464,7094,242,22027.68980102539,2410,0.013679373,0.14315185546875,0.8213399648666382,4863.96728515625,0.002676016400073422,0.2,0.001,0.2140793800354004,-4.8892181605100635,,
279,301.0,1801.3888,1990656,7121,243,15536.752584838867,2420,0.014484413,0.16461181640625,0.8200991153717041,3097.67822265625,0.003351108128845226,0.2,0.001,0.3624390959739685,-4.88456084728241,,
279,301.0,1707.5767,1998848,7149,244,18965.163983154296,2430,0.013331061,0.1330322265625,0.8183106184005737,5015.212890625,0.002932863739260938,0.2,0.001,0.3916165232658386,-4.877503967285156,,
,,,2000000,,,17602.9021484375,2440,0.013127732,0.1404541015625,0.8182241320610046,2936.3056640625,0.0017977419731323608,0.2,0.001,0.3612437844276428,-4.872509771585465,1066.11865234375,274.84
276,301.0,1751.778,2007040,7263,245,,,,,,,,,,,,,
