rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/explained_variance,train/loss,train/value_loss,train/learning_rate,train/std,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,eval/mean_ep_length,eval/mean_reward
517.75836,28,301.0,420,2184,917504,0.0746734619140625,0.025871098041534424,661.958251953125,2681.1559211730955,0.001,0.9318143725395203,270,-5.3934186264872555,0.0003534246985509526,0.2,0.006749966,,
594.7431,29,301.0,419,2262,950272,0.070977783203125,0.048561275005340576,947.3290405273438,2721.3657207489014,0.001,0.9265416860580444,280,-5.374511285126209,-0.0002745320787653327,0.2,0.007027024,,
555.12897,30,301.0,419,2340,983040,0.1064056396484375,0.05184948444366455,890.9739379882812,3456.6915027618406,0.001,0.9224873781204224,290,-5.352062818408013,0.0008275258060166379,0.2,0.010511899,,
655.02704,31,301.0,419,2419,1015808,0.0839691162109375,0.018334507942199707,726.3287963867188,3185.7236000061034,0.001,0.9189262986183167,300,-5.334668147563934,0.0008455265313386917,0.2,0.007648908,,
537.27966,32,301.0,419,2497,1048576,0.096612548828125,0.05623912811279297,1195.3612060546875,4720.507093238831,0.001,0.9130040407180786,310,-5.3123946949839596,0.001110214743312099,0.2,0.009396164,,
610.36914,33,301.0,419,2576,1081344,0.12171630859375,0.07346034049987793,464.62481689453125,2666.933008766174,0.001,0.903564453125,320,-5.276708693802357,-0.00032968929008347914,0.2,0.010941919,,
603.68256,34,301.0,419,2654,1114112,0.1272705078125,0.027304112911224365,841.4148559570312,3539.7658512115477,0.001,0.8978886604309082,330,-5.244052939116955,0.0007888869844464352,0.2,0.011416199,,
787.9394,35,301.0,419,2732,1146880,0.1322662353515625,0.03237253427505493,1104.6553955078125,4344.952908706665,0.001,0.8925751447677612,340,-5.219594295322895,0.0019061785353187588,0.2,0.013097964,,
725.9718,36,301.0,419,2810,1179648,0.1249603271484375,0.01774728298187256,1390.1273193359375,5593.607950592041,0.001,0.8861796259880066,350,-5.193548049032688,0.0026449300603417214,0.2,0.011071428,,
624.9267,37,301.0,419,2888,1212416,0.0975830078125,0.1628093719482422,1007.4429931640625,4704.492699050903,0.001,0.882727861404419,360,-5.174293640255928,0.0016336520988261328,0.2,0.009286588,,
813.8875,38,301.0,419,2967,1245184,0.0990692138671875,0.1949770450592041,1179.57177734375,3765.933863449097,0.001,0.8761621117591858,370,-5.149130660295486,0.0008097520705632633,0.2,0.009691891,,
700.81256,39,301.0,419,3045,1277952,0.103338623046875,0.09677064418792725,1259.2293701171875,5712.123742675782,0.001,0.8738476634025574,380,-5.133200705051422,0.00132418109496939,0.2,0.009019279,,
799.07794,40,301.0,419,3123,1310720,0.131451416015625,0.21858280897140503,1949.3995361328125,4951.130509948731,0.001,0.8716520071029663,390,-5.119607557356358,0.0006756029106327333,0.2,0.012098644,,
732.3143,41,301.0,419,3201,1343488,0.134149169921875,0.18206161260604858,2031.500244140625,5044.145274353027,0.001,0.8697895407676697,400,-5.110788404941559,0.0028201485121826407,0.2,0.011333187,,
811.21313,42,301.0,419,3279,1376256,0.1103057861328125,0.16076397895812988,1539.102294921875,5012.519378662109,0.001,0.8678379058837891,410,-5.103949193656445,0.0011622297181020258,0.2,0.01056389,,
806.7369,43,301.0,419,3357,1409024,0.133135986328125,0.14346235990524292,1454.636962890625,5542.027007293701,0.001,0.8662299513816833,420,-5.095028045773506,0.0026767926003230967,0.2,0.010629132,,
844.2429,44,301.0,419,3435,1441792,0.1226348876953125,0.11484748125076294,1163.3345947265625,5386.827800750732,0.001,0.8645525574684143,430,-5.088053004443646,0.0008772298220719677,0.2,0.010964162,,
775.1571,45,301.0,419,3513,1474560,0.139874267578125,0.10974979400634766,1009.329833984375,5657.66640625,0.001,0.8604016304016113,440,-5.073773621022701,0.002480830856075045,0.2,0.013119247,,
904.2074,46,301.0,419,3591,1507328,0.1194000244140625,0.12508505582809448,1005.7108154296875,5235.075802612305,0.001,0.8575769662857056,450,-5.0581132367253305,0.0013662021992786322,0.2,0.011006996,,
936.2999,47,301.0,419,3668,1540096,0.156243896484375,0.23753029108047485,1563.4879150390625,5515.354418945312,0.001,0.8547792434692383,460,-5.044721737504005,0.0009113676984270569,0.2,0.013725313,,
1071.8085,48,301.0,419,3746,1572864,0.151605224609375,0.23403173685073853,1904.81884765625,6472.60788192749,0.001,0.8516783714294434,470,-5.030989138782024,0.0022290658178462765,0.2,0.01301791,,
,,,,,1600000,0.146649169921875,0.27196788787841797,2327.558837890625,7714.677054595947,0.001,0.8490800261497498,480,-5.01849974244833,0.0016314213527948596,0.2,0.013178576,301.0,2285.696533203125
1196.7777,49,301.0,412,3896,1605632,,,,,,,,,,,,,
1012.93396,50,301.0,412,3974,1638400,0.1464385986328125,0.1872292160987854,2842.224365234375,10152.13567352295,0.001,0.8491187691688538,490,-5.012972748279571,0.003946418015766539,0.2,0.013119804,,
1153.1927,51,301.0,412,4052,1671168,0.1575439453125,0.15858429670333862,2273.72509765625,7368.848934173584,0.001,0.8442235589027405,500,-5.001324351131916,0.0024017705636651954,0.2,0.013685546,,
1349.0878,52,301.0,412,4130,1703936,0.1484130859375,0.16397494077682495,1621.6351318359375,9247.754670715332,0.001,0.8409065008163452,510,-4.982325871288777,0.0028230497817276047,0.2,0.013867384,,
1071.6335,53,301.0,412,4209,1736704,0.17271728515625,0.22319412231445312,2040.7322998046875,9806.030304718017,0.001,0.8373270034790039,520,-4.9654539451003075,0.0046619143628049645,0.2,0.014146186,,
1291.914,54,301.0,412,4287,1769472,0.192388916015625,0.2014719843864441,2590.517578125,8321.808034515381,0.001,0.8334746360778809,530,-4.9470770582556725,0.005556467063433957,0.2,0.0163842,,
1353.2697,55,301.0,412,4365,1802240,0.2150177001953125,0.1806257963180542,2177.362548828125,9257.668077850341,0.001,0.8311116099357605,540,-4.933495330810547,0.006509328163883765,0.2,0.019502651,,
1324.5295,56,301.0,413,4443,1835008,0.1756072998046875,0.2025223970413208,2702.280517578125,10440.013439178467,0.001,0.8288677334785461,550,-4.921466732025147,0.004006401890001144,0.2,0.015279442,,
1592.4274,57,301.0,413,4521,1867776,0.17874755859375,0.2328624129295349,1975.60205078125,9865.005178070069,0.001,0.8245851397514343,560,-4.9066232040524485,0.002550298758160352,0.2,0.016180541,,
1398.5769,58,301.0,413,4598,1900544,0.2067138671875,0.24008512496948242,2770.107666015625,13172.703465270995,0.001,0.8217583298683167,570,-4.890152795612812,0.008680327270849376,0.2,0.01922328,,
1661.626,59,301.0,413,4677,1933312,0.175628662109375,0.3077087998390198,3775.24951171875,10683.029194641113,0.001,0.8169915676116943,580,-4.871399687230587,0.003983663908365997,0.2,0.016087174,,
1930.405,60,301.0,413,4755,1966080,0.2065216064453125,0.30713438987731934,3004.23193359375,12912.246035766602,0.001,0.8098233938217163,590,-4.8420982792973515,0.005616219331204775,0.2,0.017632436,,
1795.9978,61,301.0,413,4833,1998848,0.2033599853515625,0.2192952036857605,4631.94580078125,16131.509701538085,0.001,0.8081164360046387,600,-4.819346985220909,0.006892759225593181,0.2,0.018009866,,
1820.8325,62,301.0,413,4911,2031616,0.1930450439453125,0.22740519046783447,2960.1591796875,14412.694116210938,0.001,0.8056149482727051,610,-4.809599760174751,0.006408422551612602,0.2,0.01723494,,
