time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/loss,train/entropy_loss,train/explained_variance,train/std,train/n_updates
58,-218.7155,32768,301.0,563,1,,,,,,,,,,,
238,-135.47581,65536,301.0,274,2,0.138250732421875,76.69743876550346,0.2,0.001,-0.011926251429213153,0.009422345,22.85778045654297,-5.650160925416276,-0.00079345703125,0.9892616271972656,10
422,-2.37014,98304,301.0,232,3,0.1510894775390625,105.07569082267582,0.2,0.001,-0.016187921024743444,0.010189088,41.3905143737793,-5.600449115922674,0.33712315559387207,0.9770869016647339,20
613,144.55046,131072,301.0,213,4,0.180621337890625,127.45313465036452,0.2,0.001,-0.01960357955948666,0.011626379,41.81159973144531,-5.543548803217709,0.481370747089386,0.9688929319381714,30
794,182.34593,163840,301.0,206,5,0.1705657958984375,2003.720650656894,0.2,0.001,-0.0145774608756426,0.011022177,113.94097900390625,-5.4890516677405685,0.112953782081604,0.9524062275886536,40
978,99.508446,196608,301.0,200,6,0.1278411865234375,5265.997437143325,0.2,0.001,-0.0077927715712917235,0.009897582,138.0294952392578,-5.419004253903404,0.05798470973968506,0.9313926696777344,50
1166,75.98107,229376,301.0,196,7,0.09754638671875,1628.436530006677,0.2,0.001,-0.006014576172344732,0.007465612,454.0654602050781,-5.342565223714336,0.03186255693435669,0.9237977862358093,60
1358,59.524853,262144,301.0,193,8,0.1039215087890625,877.2792296074331,0.2,0.001,-0.002393381405897799,0.0067478963,158.20977783203125,-5.323479228513316,-0.004371047019958496,0.920478105545044,70
1548,-21.119228,294912,301.0,190,9,0.0961334228515625,755.8045263752341,0.2,0.001,-0.0011470459505403597,0.007583747,305.9986572265625,-5.288372818427161,0.0009047389030456543,0.9120409488677979,80
1738,6.686217,327680,301.0,188,10,0.070404052734375,740.3715621426702,0.2,0.001,0.001630554623648095,0.006441164,195.20838928222656,-5.263918214198202,0.0,0.9167594313621521,90
1929,15.042203,360448,301.0,186,11,0.0944244384765625,341.5527519673109,0.2,0.001,-0.0014205812340719604,0.006633406,167.32568359375,-5.291229174053297,1.1920928955078125e-07,0.9062294960021973,100
2120,-36.876415,393216,301.0,185,12,0.0769317626953125,1301.358735357225,0.2,0.001,0.0009083455765107829,0.006534788,264.4404602050781,-5.255862124310807,0.0,0.8925873637199402,110
2311,-45.40222,425984,301.0,184,13,0.0663818359375,477.3425583168864,0.2,0.001,0.000739804625754914,0.005010102,210.53416442871094,-5.196564857708291,0.0,0.8878333568572998,120
2502,-83.45337,458752,301.0,183,14,0.0694549560546875,502.8789603620768,0.2,0.001,0.0009010423581457871,0.007773814,230.3428192138672,-5.161871336819604,0.0,0.8828629851341248,130
