time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/loss,train/entropy_loss,train/explained_variance,train/std,train/n_updates
2694,-55.159966,491520,301.0,182,15,0.0628570556640625,939.5514011532068,0.2,0.001,0.0014063099897498432,0.0068049766,318.472900390625,-5.1308630056679245,5.960464477539063e-08,0.8842728137969971,140
2885,-77.44412,524288,301.0,181,16,0.0496307373046875,1243.8188034802674,0.2,0.001,0.0012053898851718259,0.0048998185,268.5433349609375,-5.160122109204531,0.0,0.8737828731536865,150
3077,-98.66848,557056,301.0,181,17,0.051611328125,1252.1978644743563,0.2,0.001,0.0012239474367788717,0.005671224,294.1703186035156,-5.118099421774969,0.0,0.8697699308395386,160
3268,-163.55809,589824,301.0,180,18,0.057879638671875,1278.1497706353664,0.2,0.001,0.00017448717942443183,0.005174548,272.6455383300781,-5.101510700536892,-1.1920928955078125e-07,0.8750414252281189,170
3459,-157.46413,622592,301.0,179,19,0.0503082275390625,782.184851655364,0.2,0.001,0.0011493453445609702,0.0035720507,307.5511779785156,-5.129691487737,0.0,0.870507001876831,180
3651,-250.4862,655360,301.0,179,20,0.065570068359375,1118.1485384583473,0.2,0.001,0.0011626963185563,0.004861995,358.9017028808594,-5.087074386375025,0.0,0.8666742444038391,190
3846,-273.4083,688128,301.0,178,21,0.0536163330078125,1877.3634867221117,0.2,0.001,0.0016119758723789346,0.0048268656,579.554443359375,-5.07540602623485,0.0,0.8647885918617249,200
4043,-262.23645,720896,301.0,178,22,0.0663970947265625,950.970263016224,0.2,0.001,0.0021581895544215968,0.0052886372,561.106689453125,-5.064305346971378,0.0,0.8658538460731506,210
4241,-240.37875,753664,301.0,177,23,0.05272216796875,860.2399026095867,0.2,0.001,0.001068312005054395,0.0045384145,319.7425537109375,-5.0786239665932955,0.0,0.8758134841918945,220
4439,-306.69067,786432,301.0,177,24,0.0488983154296875,1550.3477069735527,0.2,0.001,0.0011298596076585454,0.0065334775,531.4086303710938,-5.0998497168067844,0.0,0.8691404461860657,230
4639,-107.32819,819200,301.0,176,25,0.05953369140625,965.9505450695754,0.2,0.001,0.0019325291340919648,0.0075370315,388.19476318359375,-5.085241129761561,0.0,0.8688936233520508,240
4842,-111.39624,851968,301.0,175,26,0.075927734375,1106.9263666942716,0.2,0.001,0.0026518325083770833,0.0055774525,210.87167358398438,-5.081284887576476,0.0,0.8623262643814087,250
5042,-123.534515,884736,301.0,175,27,0.0667266845703125,868.6066514968873,0.2,0.001,0.00030687301278931045,0.0073518376,182.5342559814453,-5.027775641949847,0.0,0.8578695058822632,260
5240,-183.58289,917504,301.0,175,28,0.0612335205078125,1282.811125126481,0.2,0.001,0.001208129222993648,0.008203551,364.1687927246094,-5.0154059518128635,0.0,0.860669732093811,270
5438,-209.01256,950272,301.0,174,29,0.0468597412109375,1010.360025113821,0.2,0.001,0.001553128182013097,0.0058986153,301.52459716796875,-5.0532174306456,0.0,0.8514842391014099,280
5635,-233.8158,983040,301.0,174,30,0.0522430419921875,768.8494836360217,0.2,0.001,0.001708495924572162,0.0094882175,443.2628479003906,-4.9916415815241635,0.0,0.8587864637374878,290
5834,-248.84029,1015808,301.0,174,31,0.0592315673828125,860.2891875118017,0.2,0.001,0.0016382176402544245,0.0050413497,586.9649047851562,-5.026967609860003,0.0,0.8605303168296814,300
