time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
16384,479,692.0,1,2779.8042,34,,,,,,,,,,,,,
32768,328,699.7619047619048,2,2653.543,99,5325.90966796875,0.2,0.0150286555,0.175927734375,0.004163645100197755,2480,0.39416196942329407,-1.9453894629143178,0.0003,18159.880346488953,0.08400094509124756,,
49152,300,718.5645161290323,3,2750.3987,163,3009.61083984375,0.2,0.01168233,0.1212890625,-0.00015461210077774012,2490,0.3935573995113373,-1.9404879660345613,0.0003,16062.06809272766,0.1378476619720459,,
65536,290,694.0,4,2560.4153,225,3300.08154296875,0.2,0.011171387,0.124249267578125,0.0028385473442540388,2500,0.39349672198295593,-1.9367676352150738,0.0003,15988.41626033783,0.37592393159866333,,
81920,284,679.98,5,2548.0884,288,3275.1904296875,0.2,0.012093462,0.134088134765625,0.0006313840132861515,2510,0.3928994834423065,-1.933625137899071,0.0003,16748.12881011963,0.2236575484275818,,
98304,279,702.28,6,2835.5847,351,4838.005859375,0.2,0.010561127,0.113153076171875,0.00030109189438007886,2520,0.39252394437789917,-1.9283774391748012,0.0003,15949.170108795166,0.312594473361969,,
114688,275,697.32,7,2928.259,415,6328.89501953125,0.2,0.010607636,0.1210205078125,0.0003677868213344482,2530,0.3924788236618042,-1.9264965520240367,0.0003,17003.17518005371,0.2925053834915161,,
131072,273,722.77,8,3298.6619,479,5747.439453125,0.2,0.009268101,0.1027099609375,0.0016536621191335144,2540,0.39230385422706604,-1.9252761255949735,0.0003,16902.0982837677,0.37045592069625854,,
147456,271,754.58,9,3710.3281,542,3919.40673828125,0.2,0.010758322,0.116595458984375,0.002928264351794496,2550,0.39183172583580017,-1.9218351068906485,0.0003,13185.043962097168,0.36539870500564575,,
163840,270,776.14,10,3860.114,605,4229.20703125,0.2,0.009185994,0.095574951171875,0.0015000329631220666,2560,0.3917886018753052,-1.9192644176073372,0.0003,18305.480012130738,0.30947399139404297,,
