time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,58,-213.57605,561,32768,301.0,,,,,,,,,,,
2,129,-132.58716,507,65536,301.0,38.336727142333984,10,-5.661602026969194,-0.011063731696776814,0.008223483,92.7297407835722,0.2,0.1400360107421875,0.00015169382095336914,0.9955024719238281,0.001
3,202,4.125244,486,98304,301.0,46.43819046020508,20,-5.650891052931547,-0.017256663746775303,0.010498881,98.07690025568009,0.2,0.144683837890625,0.265205442905426,0.9918684959411621,0.001
4,274,146.54146,477,131072,301.0,453.7646484375,30,-5.636019317060709,-0.012594728152907918,0.010126884,709.0800670623779,0.2,0.134271240234375,0.18386399745941162,0.9884860515594482,0.001
5,346,105.28668,472,163840,301.0,537.155517578125,40,-5.6226544242352245,-0.006035425296795438,0.008845318,3194.8801874160768,0.2,0.0956756591796875,0.09626775979995728,0.9854412078857422,0.001
6,418,95.51956,469,196608,301.0,346.05157470703125,50,-5.592906271666289,-0.007757953494183312,0.008537836,1416.1373940944673,0.2,0.1027862548828125,0.1498478651046753,0.9740980863571167,0.001
7,490,53.15076,467,229376,301.0,115.88887786865234,60,-5.5480021078139545,-0.005582248108294152,0.007200338,1108.1270184636116,0.2,0.080999755859375,0.1271740198135376,0.9647511839866638,0.001
8,562,4.5345454,465,262144,301.0,1064.309326171875,70,-5.489286041632295,-0.004525741022507646,0.008149283,773.2775028586387,0.2,0.064959716796875,0.2659190893173218,0.948161244392395,0.001
9,635,1.0869077,464,294912,301.0,705.4957275390625,80,-5.440853418782353,-0.002637727845740301,0.00624951,779.8432742476464,0.2,0.0604339599609375,0.48161035776138306,0.9425514936447144,0.001
10,707,-10.105466,463,327680,301.0,136.84530639648438,90,-5.41909726113081,-0.0030104698939794616,0.0065773753,528.1042001247406,0.2,0.0763031005859375,0.6970467269420624,0.9383929371833801,0.001
11,779,46.38333,462,360448,301.0,293.284423828125,100,-5.405835625529289,-0.003935883686608577,0.0072775,560.9227816820145,0.2,0.0811126708984375,0.7454419136047363,0.9305787682533264,0.001
12,851,16.165089,461,393216,301.0,2296.010986328125,110,-5.379569291695953,-0.0014953263184906973,0.009245888,2236.6590914845465,0.2,0.1018096923828125,0.4955000877380371,0.9301211833953857,0.001
13,924,56.822227,460,425984,301.0,126.56864929199219,120,-5.381922918185592,-0.003453015808281634,0.006775987,297.2488381624222,0.2,0.0904296875,0.8554419130086899,0.9260838627815247,0.001
14,996,113.17579,460,458752,301.0,159.7900390625,130,-5.3408981956541535,-0.0025984188259371875,0.0086549865,555.8197969555855,0.2,0.1066497802734375,0.7935392707586288,0.9199029207229614,0.001
15,1068,110.936775,459,491520,301.0,1535.924072265625,140,-5.331560515612364,-0.004003058218677325,0.008318378,567.7319496035576,0.2,0.1062713623046875,0.7893097996711731,0.9119478464126587,0.001
16,1140,146.51102,459,524288,301.0,1887.8670654296875,150,-5.26979677900672,-0.003356505372994434,0.009627104,548.4736002802849,0.2,0.1204559326171875,0.7780527919530869,0.905377984046936,0.001
17,1213,194.45233,459,557056,301.0,119.12184143066406,160,-5.232440278306603,-0.004108934505711659,0.009381749,247.63992729187012,0.2,0.122174072265625,0.860734149813652,0.8924383521080017,0.001
18,1285,248.69957,458,589824,301.0,369.21673583984375,170,-5.195739617943763,-0.0021911655802796305,0.0100726755,787.9183126449585,0.2,0.1260406494140625,0.6485045552253723,0.8909681439399719,0.001
19,1357,259.28705,458,622592,301.0,111.25507354736328,180,-5.188242338970303,0.0006264125378947938,0.01663674,1341.584366285801,0.2,0.1531494140625,0.5056655406951904,0.8831288814544678,0.001
