time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
569,301.0,57,3166.9382,1,32768,,,,,,,,,,,
265,301.0,246,3089.8088,2,65536,6175.4365234375,28440.722204089165,0.582794189453125,0.111213766,630,0.19631922245025635,-4.390821631764993,0.2,0.7273352146148682,0.06016927391895024,0.001
225,301.0,435,3184.9512,3,98304,6214.93994140625,23374.02623413801,0.4779571533203125,0.066844344,640,0.22285747528076172,-4.411569538712501,0.2,0.7319899201393127,0.03491656307526227,0.001
210,301.0,623,3557.492,4,131072,13852.380859375,21277.11321275234,0.4513427734375,0.05901748,650,0.3310081958770752,-4.427774624526501,0.2,0.7336013913154602,0.028657658578413247,0.001
201,301.0,814,3299.393,5,163840,9324.6552734375,24504.462466073037,0.4473724365234375,0.058504097,660,0.30007755756378174,-4.425699871918186,0.2,0.7334423065185547,0.027519142431219733,0.001
195,301.0,1004,3151.4832,6,196608,12133.9775390625,21041.52106962204,0.4336883544921875,0.05706609,670,0.36107802391052246,-4.420109495613724,0.2,0.7308390736579895,0.02463223100162395,0.001
191,301.0,1195,3273.4675,7,229376,4433.46484375,19661.85179616213,0.418048095703125,0.052710846,680,0.38890063762664795,-4.394023509230465,0.2,0.7288800477981567,0.023709462627380162,0.001
189,301.0,1386,3620.4006,8,262144,3165.33740234375,22557.326082515716,0.4047210693359375,0.050796278,690,0.40021562576293945,-4.3913301874883475,0.2,0.7266635298728943,0.023304751182081418,0.001
186,301.0,1577,3424.3826,9,294912,7162.263671875,26433.390704917907,0.4020416259765625,0.046966057,700,0.3557892441749573,-4.401902776025236,0.2,0.7309266924858093,0.022778082501736206,0.001
185,301.0,1769,3458.5906,10,327680,7989.244140625,23813.685983276366,0.41290283203125,0.0481426,710,0.32629233598709106,-4.4183879106771204,0.2,0.7323342561721802,0.021961352117250497,0.001
183,301.0,1960,3492.015,11,360448,5111.95849609375,24601.04390618801,0.4122222900390625,0.05001507,720,0.2675830125808716,-4.420555442338809,0.2,0.7319585084915161,0.022626836247650318,0.001
182,301.0,2152,3506.0142,12,393216,5657.2275390625,25645.28919671774,0.4030059814453125,0.04643385,730,0.26407456398010254,-4.408698058640584,0.2,0.7288467884063721,0.02104387789197517,0.001
181,301.0,2344,3728.6287,13,425984,4898.71875,25905.746731472016,0.386688232421875,0.04396993,740,0.3279469609260559,-4.386107381340116,0.2,0.7256113886833191,0.019722457629143264,0.001
180,301.0,2536,3577.654,14,458752,6686.5048828125,29260.27792158127,0.3836700439453125,0.04610876,750,0.29249387979507446,-4.3819163125008345,0.2,0.7243083119392395,0.020723563115927844,0.001
179,301.0,2733,3626.64,15,491520,7604.7490234375,30257.25636022091,0.39935302734375,0.048180066,760,0.34202027320861816,-4.366662321984768,0.2,0.7219739556312561,0.022798802727447765,0.001
179,301.0,2927,3996.4856,16,524288,6593.53662109375,31253.116490864755,0.39315185546875,0.04816895,770,0.3013828992843628,-4.363871406577528,0.2,0.7224084138870239,0.02260661503682968,0.001
178,301.0,3121,3557.4993,17,557056,7987.14453125,38057.721300315854,0.3884765625,0.046904527,780,0.2825375199317932,-4.357169774128124,0.2,0.7200723886489868,0.02113972402271429,0.001
177,301.0,3313,4011.0002,18,589824,8688.5400390625,35147.730591344836,0.3970947265625,0.04761661,790,0.3108229637145996,-4.345118892379105,0.2,0.7180230021476746,0.023166055837111798,0.001
177,301.0,3506,3676.442,19,622592,12895.6806640625,38268.09924912453,0.382940673828125,0.045211714,800,0.30841195583343506,-4.333415309386328,0.2,0.7174696326255798,0.021725548574625008,0.001
177,301.0,3699,3319.2732,20,655360,9425.5556640625,38918.59644436836,0.39637451171875,0.050186254,810,0.30263030529022217,-4.32514774701558,0.2,0.7139964699745178,0.022757528693944096,0.001
176,301.0,3892,3623.311,21,688128,28554.75390625,38693.40438895226,0.411260986328125,0.054379687,820,0.287057101726532,-4.304851057985798,0.2,0.7106682658195496,0.025098691799951212,0.001
176,301.0,4085,3634.7185,22,720896,11168.2490234375,44979.33978424072,0.4327178955078125,0.054013304,830,0.23390144109725952,-4.3052870616782455,0.2,0.7125924229621887,0.029521928511235272,0.001
