time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,57,-223.87445,574,32768,301.0,,,,,,,,,,,
2,127,-486.9538,513,65536,301.0,51.951866149902344,10,-6.276750919595361,0.31219217149664474,141.04623,104.41811691522598,0.2,0.989422607421875,-0.00023877620697021484,1.1902704238891602,0.01
3,199,-495.69122,491,98304,301.0,19.415435791015625,20,-6.581634959578514,0.22740029402066284,191.95984,41.825297539681195,0.2,0.9785858154296875,1.1920928955078125e-07,1.277148723602295,0.01
4,276,-496.24536,474,131072,301.0,27.766691207885742,30,-7.003156939148903,0.221837444938501,76.02206,82.67330295294524,0.2,0.9823394775390625,0.0,1.4090502262115479,0.01
5,348,-496.5215,469,163840,301.0,61.40389633178711,40,-6.714763818308711,0.22130082465500892,606.5668,133.2211341679096,0.2,0.9875823974609375,0.0,1.3237249851226807,0.01
6,421,-496.71057,466,196608,301.0,84.06190490722656,50,-7.0883150678128,0.2202614958245249,1041.3303,180.52946657240392,0.2,0.99163818359375,0.0,1.4587098360061646,0.01
7,493,-496.6125,464,229376,301.0,81.47453308105469,60,-8.422987853363157,0.20952355199042358,458.50293,195.34691805541516,0.2,0.9932373046875,0.0,2.067711591720581,0.01
8,568,-497.12537,461,262144,301.0,117.44912719726562,70,-9.569178888201714,0.22107503739607637,96.19391,266.9498268306255,0.2,0.9933837890625,0.0,2.869962215423584,0.01
9,640,-497.0498,460,294912,301.0,122.64944458007812,80,-9.727692718058824,0.22061464187827368,44.647064,299.8162615478039,0.2,0.99403076171875,0.0,3.003072738647461,0.01
10,713,-496.70038,459,327680,301.0,130.24464416503906,90,-10.146713355183602,0.22085314314208518,363.69812,320.83103318810464,0.2,0.9941375732421875,0.0,3.2669413089752197,0.01
11,788,-497.0993,457,360448,301.0,142.93927001953125,100,-10.486684104800224,0.2217476492282003,106.77121,348.71333647966384,0.2,0.9971221923828125,0.0,3.414496421813965,0.01
12,860,-496.71808,456,393216,301.0,197.9571075439453,110,-10.708555667102337,0.20844177630533522,181.86328,314.08818727135656,0.2,0.9935577392578125,0.0,3.7083370685577393,0.01
13,933,-496.10733,456,425984,301.0,251.62794494628906,120,-11.243634542822837,0.22118688624104835,152.5357,378.6379642128944,0.2,0.996484375,0.0,4.398399829864502,0.01
