time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,eval/mean_reward,eval/mean_ep_length
209,32768,589.3673469387755,2208.8684,156,1,,,,,,,,,,,,,
199,65536,595.0824742268042,2481.9639,328,2,0.027124064,1860,-2.744714524410665,0.7108347415924072,420.5932922363281,0.0038964082089478326,0.4819721579551697,0.2625091552734375,3987.980397605896,0.2,0.001,,
196,98304,600.96,2709.6653,499,3,0.027895696,1870,-2.7324276614934204,0.6758748888969421,718.4591674804688,0.005060575907100429,0.4795980453491211,0.273394775390625,4835.06377711296,0.2,0.001,,
195,131072,586.15,2500.4417,671,4,0.029476766,1880,-2.7325898410752414,0.7159326076507568,599.9691772460938,0.005021352894073061,0.4815386235713959,0.2913330078125,3872.384285259247,0.2,0.001,,
194,163840,578.59,2458.5364,843,5,0.03203251,1890,-2.7175065299496053,0.7045104205608368,521.0252685546875,0.007395629095117329,0.47836801409721375,0.3148101806640625,4572.288000583649,0.2,0.001,,
193,196608,588.42,2647.2478,1014,6,0.02989307,1900,-2.6911730455234646,0.7114031612873077,629.6268310546875,0.004307421389785304,0.4747789204120636,0.291375732421875,4539.163205671311,0.2,0.001,,
193,229376,593.22,2417.765,1186,7,0.028675647,1910,-2.673095923103392,0.724083662033081,586.6555786132812,0.005336153522694076,0.4727589786052704,0.26402587890625,5029.007193613053,0.2,0.001,,
193,262144,592.54,2176.5823,1357,8,0.028250426,1920,-2.636075366847217,0.6624154150485992,1919.9268798828125,0.003518084063944116,0.46799880266189575,0.26844482421875,3845.765293598175,0.2,0.001,,
192,294912,596.48,2331.3992,1529,9,0.028599242,1930,-2.610339578986168,0.706994354724884,519.6040649414062,0.005046717740333407,0.4660502076148987,0.2785308837890625,3586.600922298431,0.2,0.001,,
192,327680,596.73,2545.6836,1701,10,0.028304256,1940,-2.5968742925673722,0.6659178137779236,603.591552734375,0.006740844513478806,0.4633265733718872,0.281536865234375,4324.129344606399,0.2,0.001,,
192,360448,600.97,2571.9265,1873,11,0.032139063,1950,-2.5712544294074178,0.6874286234378815,877.2911376953125,0.006758949672075687,0.46027910709381104,0.3070220947265625,4102.566850376129,0.2,0.001,,
192,393216,601.0,2642.4316,2045,12,0.032518934,1960,-2.5406994350254535,0.669865220785141,506.7718811035156,0.00610893270318229,0.4572303593158722,0.3013824462890625,4113.351028680801,0.2,0.001,,
191,425984,599.96,2277.2317,2222,13,0.036403924,1970,-2.517124425061047,0.7646403461694717,352.36798095703125,0.007003143540077872,0.4548632502555847,0.315557861328125,3103.7952835083006,0.2,0.001,,
191,458752,590.94,2364.297,2394,14,0.035086557,1980,-2.5133505217731,0.742524117231369,418.74530029296875,0.007853554003304453,0.4553951621055603,0.3237701416015625,3288.7256309986115,0.2,0.001,,
191,491520,594.42,2390.0142,2565,15,0.03104036,1990,-2.502977737039328,0.6831567585468292,576.6680297851562,0.005777838356971187,0.45217928290367126,0.3025360107421875,4447.279426240921,0.2,0.001,,
191,524288,595.02,2464.9412,2737,16,0.029601257,2000,-2.4944174595177175,0.7476396560668945,533.2537231445312,0.005706616475526971,0.45285850763320923,0.275897216796875,3467.9115975141526,0.2,0.001,,
191,557056,592.12,2542.133,2908,17,0.03347955,2010,-2.495893827453256,0.7027018964290619,839.072021484375,0.007510793983601616,0.452101469039917,0.3062774658203125,5331.276706171036,0.2,0.001,,
191,589824,587.48,2893.9897,3080,18,0.031737834,2020,-2.4747697899118064,0.6988518536090851,485.606201171875,0.006217340338298527,0.44936054944992065,0.3013397216796875,4928.813711023331,0.2,0.001,,
191,622592,587.23,2666.1912,3251,19,0.031666942,2030,-2.455119584687054,0.7773775160312653,1947.2357177734375,0.005797846203495283,0.4469161629676819,0.30224609375,4395.510686588287,0.2,0.001,,
