rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/approx_kl,train/n_updates,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
797.030303030303,32768,332,2286.965,1,98,,,,,,,,,,,,,
858.3283582089553,65536,334,2834.5278,2,195,20725.666015625,-1.9473280884325503,0.0001,0.09503167867660522,0.3945729434490204,0.009854497,2480,0.0870574951171875,52441.78706054688,0.2,0.001885804558696691,,
903.9,98304,337,2711.0144,3,291,21298.865234375,-1.9471874736249446,0.0001,0.09177446365356445,0.3945612609386444,0.00706911,2490,0.0577545166015625,50616.2552734375,0.2,0.0005640467767079827,,
920.38,131072,345,2504.172,4,379,18771.55859375,-1.9472669638693332,0.0001,0.10865253210067749,0.3945949971675873,0.0070160856,2500,0.0471710205078125,45321.231506347656,0.2,0.0009864814855973236,,
916.22,163840,351,2217.2876,5,466,19965.9921875,-1.9473899982869625,0.0001,0.17672282457351685,0.39456984400749207,0.0048086443,2510,0.024407958984375,46987.43330078125,0.2,-0.0005857549745996949,,
921.29,196608,354,2392.8184,6,555,18711.162109375,-1.9471288800239563,0.0001,0.2859875559806824,0.39454299211502075,0.004545033,2520,0.0234588623046875,45005.99429931641,0.2,-0.00023561796988360583,,
976.0,229376,355,2955.8684,7,645,18037.49609375,-1.9469256162643434,0.0001,0.25627201795578003,0.3945372402667999,0.008282822,2530,0.060943603515625,46688.24897460938,0.2,9.961878968169912e-05,,
1015.75,262144,356,3566.147,8,735,19251.15625,-1.9468958042562008,0.0001,0.22646403312683105,0.3945288360118866,0.006421613,2540,0.045458984375,45210.515148925784,0.2,0.0002007708855671808,,
1031.91,294912,357,2897.7422,9,823,20485.01171875,-1.9465539395809173,0.0001,0.25879615545272827,0.39446571469306946,0.0049799746,2550,0.0286468505859375,48292.56215820312,0.2,0.0003807613473327365,,
1032.85,327680,357,3053.191,10,916,178839.5,-1.9461643107235431,0.0001,0.1529219150543213,0.39446592330932617,0.0054912823,2560,0.026824951171875,506223.79951171874,0.2,0.004366910888347775,,
1010.54,360448,357,2897.499,11,1008,17476.13671875,-1.9462062492966652,0.0001,0.49427056312561035,0.39446648955345154,0.004733352,2570,0.023284912109375,46506.48862304688,0.2,0.000559799799520988,,
1012.69,393216,356,4502.872,12,1102,19311.125,-1.9458371862769126,0.0001,0.45537322759628296,0.3943832516670227,0.0047237896,2580,0.0274200439453125,48150.99956054687,0.2,0.0008038686130021234,,
1014.67,425984,356,4592.033,13,1194,23231.11328125,-1.9450103856623173,0.0001,0.316389262676239,0.3943101167678833,0.0049582236,2590,0.0238677978515625,47992.50634765625,0.2,-0.00037217024728306567,,
1026.11,458752,357,4700.7583,14,1283,18418.646484375,-1.944646805524826,0.0001,0.33890300989151,0.3943224549293518,0.004640109,2600,0.0199432373046875,46016.38666992188,0.2,0.00011810420546680689,,
