rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/approx_kl,train/n_updates,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
838.5925925925926,32768,352,2130.9106,1,93,,,,,,,,,,,,,
886.1746031746031,65536,340,2853.8474,2,192,11054.79296875,-1.9466829750686885,0.0001,0.08522641658782959,0.3944607675075531,0.009573664,2480,0.083782958984375,41911.80830383301,0.2,0.001817444252083078,,
933.2551020408164,98304,331,3213.5417,3,296,19360.09375,-1.945324537716806,0.0001,0.1324760913848877,0.394317626953125,0.009894875,2490,0.077178955078125,43758.24438781738,0.2,0.001288987576845102,,
989.31,131072,326,4065.952,4,401,14351.642578125,-1.9447150168940426,0.0001,0.18614214658737183,0.3943297266960144,0.007495124,2500,0.060186767578125,39582.24616699219,0.2,0.0008119259684463032,,
1006.09,163840,325,4083.9934,5,503,15006.185546875,-1.9443956844508647,0.0001,0.2439565658569336,0.3942713141441345,0.006649459,2510,0.0542449951171875,36478.785745239256,0.2,0.0011679692641337169,,
992.76,196608,323,4012.6113,6,606,13364.7216796875,-1.9440032297745347,0.0001,0.2653765082359314,0.39425885677337646,0.0062795253,2520,0.0427398681640625,37423.22138671875,0.2,0.000600132810541254,,
1002.15,229376,322,4016.2087,7,711,13346.1455078125,-1.943927164003253,0.0001,0.3107064366340637,0.39425867795944214,0.006054416,2530,0.0379791259765625,38220.561959838866,0.2,-0.0005177727674890775,,
1001.1,262144,321,4246.119,8,816,16110.1015625,-1.9437503611668945,0.0001,0.28294944763183594,0.39422711730003357,0.005496257,2540,0.0369476318359375,37951.296118164064,0.2,0.0005574474689638009,,
1026.98,294912,319,4952.703,9,923,15703.9521484375,-1.9435576060786843,0.0001,0.2789022922515869,0.39422017335891724,0.006457469,2550,0.04688720703125,41219.159985351565,0.2,-0.00017783274306566456,,
1037.42,327680,317,5321.681,10,1031,12768.87109375,-1.9435527045279741,0.0001,0.4177449941635132,0.39421701431274414,0.0068668583,2560,0.0537567138671875,36042.7766418457,0.2,0.0006595066961381235,,
1073.87,360448,315,5966.8755,11,1143,9904.3173828125,-1.9432609802111984,0.0001,0.3885883092880249,0.39415955543518066,0.0063800914,2570,0.0485504150390625,35423.97947692871,0.2,3.146573289996013e-05,,
