time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/loss,train/std,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
72,32768,918.94135,454,378.253164556962,1,,,,,,,,,,,,,
154,65536,1126.0,423,406.92,2,0.001217397527761932,0.007841347,-1.8833895158022642,0.001,13634.8662109375,0.3883630037307739,0.5140151381492615,3100,0.2,32651.466226196288,0.074530029296875,,
239,98304,1220.0,411,421.33,3,0.0012295504591747885,0.010301639,-1.8820436423644424,0.001,15306.7822265625,0.3881162106990814,0.6304443776607513,3110,0.2,25743.972241210937,0.097503662109375,,
322,131072,1442.0,406,429.08,4,0.0022696887405800224,0.00985436,-1.879372750967741,0.001,8414.03125,0.3878009021282196,0.6846761405467987,3120,0.2,20934.624797058106,0.103057861328125,,
404,163840,1343.0,404,425.67,5,0.003069023423267936,0.009933038,-1.876604169793427,0.001,8545.0185546875,0.38760268688201904,0.614032655954361,3130,0.2,20693.975671386717,0.1118072509765625,,
490,196608,1429.0,400,426.56,6,0.0015248833551595453,0.008463529,-1.8756196273490786,0.001,5453.64501953125,0.38766536116600037,0.7252591550350189,3140,0.2,15989.197803497314,0.0923675537109375,,
572,229376,1409.0,400,419.64,7,0.0031682967362030466,0.01266649,-1.8747850907966495,0.001,4395.64013671875,0.3874739408493042,0.6652534306049347,3150,0.2,18335.99312286377,0.147698974609375,,
657,262144,1587.0,398,435.2,8,0.002213377153748297,0.009959109,-1.869622122310102,0.001,5855.685546875,0.38659507036209106,0.7621957510709763,3160,0.2,15094.423041534425,0.1041290283203125,,
739,294912,1298.0,398,425.54,9,0.0035599799698047717,0.01302116,-1.8616624219343065,0.001,4734.32275390625,0.3860265016555786,0.697026789188385,3170,0.2,17013.45598373413,0.1589569091796875,,
823,327680,1570.0,397,442.42,10,0.0024331347280167393,0.011709813,-1.8585108829662205,0.001,3088.3994140625,0.3859112560749054,0.6673237681388855,3180,0.2,15570.457596588134,0.1346771240234375,,
909,360448,1631.0,396,447.07,11,0.003696400585977244,0.012057502,-1.853879552334547,0.001,4474.392578125,0.3851911127567291,0.6413320302963257,3190,0.2,16428.60828552246,0.134637451171875,,
994,393216,1868.0,395,460.93,12,0.0024225348095569645,0.0124490075,-1.849097021110356,0.001,3088.712158203125,0.3849790096282959,0.645234078168869,3200,0.2,13347.208401489257,0.1407318115234375,,
1081,425984,1795.0,394,445.72,13,0.003401922569901217,0.014300045,-1.8450673336163164,0.001,5293.0439453125,0.38445547223091125,0.690575897693634,3210,0.2,16287.100244903564,0.155596923828125,,
