time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/loss,train/value_loss,train/learning_rate,train/std,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/mean_ep_length
32768,1,299.09183673469386,207,157,1284.7751,,,,,,,,,,,,,
65536,2,299.22,148,441,984.7942,-0.000615242010979955,-2.4619757587090136,5671.6142578125,23238.82528977394,1e-05,0.4494610130786896,2470,0.003791684,0.5966814458370209,0.014947509765625,0.2,,
98304,3,301.0,135,725,1118.712,-0.0003338071454152214,-2.461699427757412,8428.322265625,20741.70357904434,1e-05,0.44942253828048706,2480,0.004405169,0.6205757856369019,0.024053955078125,0.2,,
131072,4,299.57,129,1009,1121.0027,-0.0007236725548864342,-2.4607585021993144,1676.0875244140625,20720.143379449844,1e-05,0.4492517411708832,2490,0.003681037,0.649050384759903,0.0139801025390625,0.2,,
163840,5,295.85,126,1294,1127.2732,-0.0005011657901434318,-2.4596327628474683,7184.32763671875,21623.679877209663,1e-05,0.44918450713157654,2500,0.005629965,0.6458160877227783,0.028594970703125,0.2,,
196608,6,300.52,123,1587,1166.7639,-0.0005002172320359932,-2.458813119027764,5446.646484375,25307.54750483036,1e-05,0.4490836560726166,2510,0.0048558284,0.615692526102066,0.0263885498046875,0.2,,
229376,7,294.64,121,1884,1094.272,0.0013984767921442654,-2.4580821527400984,4983.9736328125,23583.837416362763,1e-05,0.44903552532196045,2520,0.0055477098,0.669113278388977,0.0379669189453125,0.2,,
262144,8,295.26,120,2179,1222.0029,-0.000942270291790237,-2.4576115451054648,7126.2080078125,25565.783701753615,1e-05,0.44895389676094055,2530,0.004647796,0.6294583380222321,0.0236419677734375,0.2,,
294912,9,299.18,119,2470,1006.51514,-0.00026227427699723196,-2.4568923855433242,5668.88134765625,24085.124519467354,1e-05,0.4489011764526367,2540,0.0046871193,0.673598974943161,0.0219879150390625,0.2,,
327680,10,297.67,118,2760,1302.2523,-0.001095154244771379,-2.4566875341581182,3814.12744140625,20752.877253472805,1e-05,0.44890478253364563,2550,0.0035466196,0.6984505653381348,0.0144927978515625,0.2,,
