time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/std,train/value_loss,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
332,98,32768,1,298.22,3096.7134,,,,,,,,,,,,,
282,231,65536,2,289.69,2636.5,24432.484375,0.39455312490463257,72648.94313354492,0.2829408645629883,0.0001,0.2,0.005853432134608738,0.017342798,2480,-1.9472376791294663,0.1816864013671875,,
268,365,98304,3,313.46,3309.117,21823.109375,0.39446866512298584,64830.95042800903,0.45729750394821167,0.0001,0.2,0.0011199622665117204,0.009526096,2490,-1.9466946130618452,0.08533935546875,,
262,499,131072,4,332.5,4269.1265,13326.88671875,0.39439308643341064,54129.89405174255,0.5865553319454193,0.0001,0.2,0.0006943749372567253,0.007690462,2500,-1.9458902689162643,0.0693878173828125,,
258,633,163840,5,347.84,4699.1,32766.28125,0.39434003829956055,62203.262015533444,0.5895377993583679,0.0001,0.2,0.00033691983176140636,0.00810585,2510,-1.9452303464524447,0.07020263671875,,
256,767,196608,6,341.93,4367.365,16407.703125,0.39415502548217773,54916.44255447388,0.6786635518074036,0.0001,0.2,-0.00014701901591251954,0.008537174,2520,-1.944010307546705,0.0855010986328125,,
254,900,229376,7,358.74,5062.7656,25806.376953125,0.3940914273262024,59300.452339935306,0.6975548565387726,0.0001,0.2,-0.001074390139137904,0.0075984886,2530,-1.9427390922792256,0.07017822265625,,
253,1034,262144,8,356.87,5757.0,13190.7197265625,0.39388447999954224,52798.86989593506,0.7291189730167389,0.0001,0.2,-4.324615492805606e-05,0.009278303,2540,-1.9413598787039519,0.0933929443359375,,
252,1168,294912,9,363.36,5840.2,20984.982421875,0.39379462599754333,59606.17769317627,0.7254595160484314,0.0001,0.2,-0.0007528741110490955,0.01015105,2550,-1.9397644894663244,0.093243408203125,,
251,1302,327680,10,355.62,6198.9,25123.4609375,0.3937069773674011,54264.454144668576,0.7284607887268066,0.0001,0.2,0.0005909952980346133,0.007758101,2560,-1.9388472616206855,0.068768310546875,,
