time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/clip_fraction,train/approx_kl,train/n_updates,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/std,train/clip_range,train/loss,eval/mean_reward,eval/mean_ep_length
,1600000,,,,,0.0173492431640625,0.0038324073,2950,-1.9385050415992737,51879.56845703125,-0.00041359498136444016,0.5614372193813324,0.0001,0.39372581243515015,0.2,20589.48828125,4080.47509765625,1199.81
5084,1605632,315,1076.98,49,9356.191,,,,,,,,,,,,,
5181,1638400,316,1040.7,50,8957.568,0.0139068603515625,0.0035475378,2960,-1.93846784979105,58076.167749023436,-0.00020292949266149664,0.4724786877632141,0.0001,0.39372891187667847,0.2,21534.904296875,,
5282,1671168,316,1042.17,51,9331.081,0.0302337646484375,0.0050015915,2970,-1.938465367257595,65374.420190429686,0.00014175989999785089,0.4756127595901489,0.0001,0.3937252461910248,0.2,29770.734375,,
5381,1703936,316,1010.2,52,8913.883,0.0240936279296875,0.0045266934,2980,-1.9384655997157096,55239.632055664064,-0.00045520184576162135,0.641300767660141,0.0001,0.39373236894607544,0.2,20186.126953125,,
5474,1736704,317,1010.86,53,9122.566,0.024505615234375,0.005084206,2990,-1.9383928336203098,55716.987060546875,-0.00036808752265642396,0.5165629386901855,0.0001,0.39370298385620117,0.2,23354.796875,,
5572,1769472,317,1063.56,54,9384.326,0.027862548828125,0.004692329,3000,-1.9381765656173229,58492.61037597656,-0.0002582102802989539,0.4777851104736328,0.0001,0.39369767904281616,0.2,25050.283203125,,
5670,1802240,317,1098.15,55,10249.76,0.016986083984375,0.0040198113,3010,-1.9379959732294083,50320.09833984375,-0.00032610596535960213,0.5852510035037994,0.0001,0.39366212487220764,0.2,19831.12890625,,
5766,1835008,318,1169.76,56,10921.395,0.012744140625,0.0035995133,3020,-1.9377340614795684,48121.636962890625,-0.00044488058920251207,0.6349605321884155,0.0001,0.39365145564079285,0.2,21442.666015625,,
5860,1867776,318,1144.04,57,10754.697,0.0162078857421875,0.003448273,3030,-1.9376504480838777,50924.97351074219,-0.0001256548159290105,0.6307011544704437,0.0001,0.39364248514175415,0.2,20795.044921875,,
5955,1900544,319,1134.32,58,10712.401,0.0320159912109375,0.005881892,3040,-1.9374988451600075,56625.25278320313,0.0004576965176966041,0.552264392375946,0.0001,0.39361828565597534,0.2,24953.583984375,,
6052,1933312,319,1112.37,59,10334.494,0.0235015869140625,0.0041529606,3050,-1.9374900110065938,46968.51328125,0.0003635742170445155,0.593261182308197,0.0001,0.39365166425704956,0.2,20249.955078125,,
6151,1966080,319,1144.48,60,10846.523,0.0248046875,0.004990342,3060,-1.9375673197209835,47428.25799560547,-0.0005471100434078835,0.6913598477840424,0.0001,0.393623411655426,0.2,18646.408203125,,
6249,1998848,319,1140.56,61,10856.43,0.0152099609375,0.0039932467,3070,-1.9374175868928432,46550.65170898438,-0.0006072942305763718,0.6718220114707947,0.0001,0.39363348484039307,0.2,17543.078125,,
6344,2031616,320,1127.86,62,10766.487,0.0132965087890625,0.0034559004,3080,-1.9373555786907672,53412.17722167969,4.846881347475574e-06,0.6412613093852997,0.0001,0.393600732088089,0.2,21982.08984375,,
