rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/learning_rate,train/clip_fraction,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,eval/mean_ep_length,eval/mean_reward
974.4814814814815,4387.189,335,97,32768,1,,,,,,,,,,,,,
910.4444444444445,3567.4963,346,189,65536,2,0.0001,0.0470458984375,-1.947440331429243,51580.59780273437,0.0006186471044202335,0.2,20923.486328125,0.06770896911621094,2480,0.007003404,0.39459148049354553,,
906.0505050505051,3587.9749,348,282,98304,3,0.0001,0.03712158203125,-1.947537612915039,50985.93688964844,-7.813137926859781e-05,0.2,22032.91796875,0.11976999044418335,2490,0.0057864254,0.3946075737476349,,
915.98,3348.7566,352,371,131072,4,0.0001,0.0528228759765625,-1.9475110962986946,51855.554443359375,0.0003226155182346702,0.2,24281.279296875,0.09843671321868896,2500,0.007616964,0.3945907652378082,,
957.45,3642.7498,354,462,163840,5,0.0001,0.03797607421875,-1.9472521811723709,44271.93129882812,2.3329827672569082e-05,0.2,17377.470703125,0.26133185625076294,2510,0.0059548984,0.39455413818359375,,
1004.68,3921.7727,354,555,196608,6,0.0001,0.025164794921875,-1.9469549991190434,45370.504296875,-0.00014081184926908463,0.2,18799.431640625,0.25779294967651367,2520,0.004762957,0.39453670382499695,,
1008.96,4187.388,355,644,229376,7,0.0001,0.0351715087890625,-1.9468512818217278,47281.024243164065,0.00035025637189392,0.2,19197.453125,0.3147357702255249,2530,0.0051719667,0.3945392072200775,,
1024.37,4670.661,355,737,262144,8,0.0001,0.0305694580078125,-1.946706861257553,49104.05139160156,-0.00023929482922540045,0.2,19212.86328125,0.321785032749176,2540,0.0057887663,0.3945056200027466,,
1025.81,4854.7246,355,830,294912,9,0.0001,0.0346710205078125,-1.9462799362838268,47773.54938964844,5.562698497669771e-05,0.2,20147.44140625,0.36162078380584717,2550,0.005777903,0.3944500684738159,,
1015.78,4818.8545,354,923,327680,10,0.0001,0.0253570556640625,-1.9458866618573665,49470.059326171875,-0.0005148039723280817,0.2,18494.04296875,0.3282269239425659,2560,0.005705806,0.3944281041622162,,
