rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
636.7272727272727,174.8932,509,1,32,16384,,,,,,,,,,,,,
678.3658536585366,273.88916,357,2,91,32768,-1.9467846784740686,0.14373779296875,0.2,2480,0.22752362489700317,0.013466215,0.0003,0.0027827567369968164,0.39449602365493774,4590.49658203125,19586.17249221802,,
673.072463768116,426.24838,328,3,149,49152,-1.944438769109547,0.113653564453125,0.2,2490,0.119296133518219,0.010434078,0.0003,0.00014523327881761362,0.39413952827453613,4407.22412109375,18630.970153808594,,
651.9684210526316,316.87985,316,4,207,65536,-1.9416506027802825,0.095166015625,0.2,2500,0.14348024129867554,0.009260556,0.0003,0.0005588160260231234,0.3939431309700012,5661.28515625,17828.992992401123,,
681.56,633.23376,308,5,265,81920,-1.939781236462295,0.12264404296875,0.2,2510,0.18187743425369263,0.011271835,0.0003,0.0014846096797555219,0.39376482367515564,6311.8828125,19779.100030517577,,
686.44,948.1348,302,6,324,98304,-1.939843243174255,0.097735595703125,0.2,2520,0.2025347352027893,0.009599479,0.0003,0.0020423949348696625,0.3939914107322693,4407.57763671875,17759.976817321778,,
698.63,1098.1133,298,7,384,114688,-1.9398417327553035,0.10081787109375,0.2,2530,0.19948440790176392,0.009703761,0.0003,-0.00028494290672824717,0.39375078678131104,5468.517578125,21799.69686355591,,
755.6,1867.8939,295,8,444,131072,-1.9383089976385235,0.0825439453125,0.2,2540,0.29339712858200073,0.008162828,0.0003,0.0007438105516484938,0.39366793632507324,6644.34716796875,18717.36198654175,,
801.94,2438.5132,292,9,503,147456,-1.937362883798778,0.09854736328125,0.2,2550,0.258104145526886,0.009867995,0.0003,0.0016791656136774691,0.3935529589653015,3427.31787109375,20214.556128692628,,
823.94,2758.8953,291,10,562,163840,-1.936857108026743,0.09715576171875,0.2,2560,0.30392003059387207,0.009712292,0.0003,0.0005236520530161215,0.39357826113700867,4327.39404296875,18409.01834564209,,
