rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/value_loss,train/loss,train/std,train/clip_fraction,train/learning_rate,train/approx_kl,eval/mean_reward,eval/mean_ep_length
319.8279569892473,934.4086,72,1,449,32768,,,,,,,,,,,,,
324.47,841.0,149,2,439,65536,0.2,0.512450248003006,0.0009923804393110914,-1.9474361814558505,2480,27435.296572875977,11587.31640625,0.3945935070514679,0.0936981201171875,0.0001,0.009149837,,
349.0,931.0,225,3,435,98304,0.2,0.6770851612091064,5.222736854193499e-05,-1.9472132500261068,2490,23796.71989135742,6039.0458984375,0.3945378363132477,0.07047119140625,0.0001,0.008980626,,
311.3,668.0,299,4,436,131072,0.2,0.7173496186733246,0.001326109759429528,-1.9469979789108038,2500,22073.306576538085,7911.875,0.39456501603126526,0.05208740234375,0.0001,0.0069188816,,
335.0,650.0,375,5,436,163840,0.2,0.6873708367347717,-0.0002874225125196972,-1.9470620788633823,2510,23750.696759033202,10515.072265625,0.39453384280204773,0.06033935546875,0.0001,0.007927341,,
341.23,863.0,453,6,433,196608,0.2,0.6489653885364532,0.0002125184881151654,-1.9467735085636377,2520,34562.457739257814,8232.6337890625,0.39451053738594055,0.04857177734375,0.0001,0.006211171,,
315.29,621.0,526,7,436,229376,0.2,0.7712656408548355,-0.00037748881040897684,-1.9465570762753486,2530,15277.19349975586,5023.53955078125,0.39448365569114685,0.0731597900390625,0.0001,0.008245235,,
340.26,797.0,602,8,434,262144,0.2,0.7532978653907776,0.0004245146014000056,-1.9462079994380475,2540,15517.026739501953,4724.93359375,0.3944425880908966,0.0516021728515625,0.0001,0.006345992,,
325.08,807.0,678,9,434,294912,0.2,0.7804378420114517,0.00035243990532762837,-1.9458295330405235,2550,17133.33996734619,4568.58251953125,0.3944132924079895,0.0499359130859375,0.0001,0.0067927507,,
301.08,393.0,749,10,437,327680,0.2,0.774013340473175,0.00031931078156048897,-1.9452668271958828,2560,18681.732028198243,5356.26025390625,0.39432448148727417,0.0387603759765625,0.0001,0.00600351,,
325.48,588.0,822,11,438,360448,0.2,0.7858694642782211,0.00017564396730449517,-1.9446109257638455,2570,14000.45595703125,3839.61962890625,0.39429593086242676,0.083209228515625,0.0001,0.009348624,,
323.4,584.0,896,12,438,393216,0.2,0.771008312702179,-0.0010026376517998869,-1.9444807078689337,2580,13645.321298217774,4673.2666015625,0.3942739963531494,0.042236328125,0.0001,0.006030049,,
315.98,463.0,968,13,440,425984,0.2,0.7425327003002167,0.00026022845959232653,-1.9440886918455362,2590,21647.11837463379,3452.545166015625,0.3942393362522125,0.0532745361328125,0.0001,0.0073953993,,
303.6,241.0,1036,14,442,458752,0.2,0.7912342101335526,-0.0006139450057162321,-1.9438850481063128,2600,10712.466828155517,2751.60791015625,0.394225537776947,0.063427734375,0.0001,0.007769092,,
299.48,86.0,1102,15,445,491520,0.2,0.7843484431505203,-0.0003653691012004856,-1.9440630313009024,2610,7195.248177337647,1138.33251953125,0.3942798972129822,0.0478973388671875,0.0001,0.00575043,,
300.48,83.0,1166,16,449,524288,0.2,0.7306177020072937,-0.0012327225655099027,-1.943754479661584,2620,2822.939120864868,512.2877197265625,0.39412790536880493,0.0522186279296875,0.0001,0.0074078916,,
297.72,48.0,1230,17,452,557056,0.2,0.655614584684372,-0.002521240626447252,-1.9421281065791844,2630,1095.972757101059,515.614501953125,0.39394640922546387,0.0680328369140625,0.0001,0.007652398,,
297.29,90.0,1294,18,455,589824,0.2,0.6809472441673279,-0.002364646775458823,-1.939385225623846,2640,870.7627430915833,129.5619659423828,0.3935595750808716,0.0824127197265625,0.0001,0.007697141,,
298.22,137.0,1359,19,458,622592,0.2,0.8048388510942459,-0.0017998683084442745,-1.9369354583323002,2650,1554.5482971191407,725.9174194335938,0.39359050989151,0.068487548828125,0.0001,0.0071427813,,
299.69,46.0,1423,20,460,655360,0.2,0.8215883672237396,-5.5563457863172515e-06,-1.9361755732446908,2660,2434.774168777466,369.3109130859375,0.3933473825454712,0.0200592041015625,0.0001,0.0048717614,,
296.96,0.0,1486,21,462,688128,0.2,0.6703563928604126,-0.0020286395618313692,-1.9338918756693602,2670,418.96592341661454,23.522480010986328,0.39332476258277893,0.0700164794921875,0.0001,0.006685371,,
297.77,0.0,1549,22,465,720896,0.2,0.5144146084785461,-0.00010503667654120364,-1.9253312554210424,2680,21.99053526818752,4.589568614959717,0.39186951518058777,0.134930419921875,0.0001,0.01166126,,
292.9,0.0,1613,23,467,753664,0.2,0.7052945196628571,0.0011219437157706125,-1.9016652278602124,2690,7.938143533468247,2.0266761779785156,0.3888036608695984,0.1514678955078125,0.0001,0.009936978,,
294.41,0.0,1677,24,468,786432,0.2,0.6206950843334198,0.0004643096264771884,-1.8907529134303331,2700,6.787793648242951,1.838769555091858,0.38931921124458313,0.1396392822265625,0.0001,0.011714921,,
292.91,0.0,1745,25,469,819200,0.2,0.7331156134605408,0.0009059737934876466,-1.8916779149323701,2710,3.428520146384835,1.0430923700332642,0.3887839913368225,0.1537384033203125,0.0001,0.011977872,,
297.63,62.0,1847,26,461,851968,0.2,0.7609088122844696,-0.00015996631445887034,-1.8840657718479634,2720,1.868976485915482,0.5051224231719971,0.38771939277648926,0.1526641845703125,0.0001,0.013464708,,
297.77,0.0,1940,27,455,884736,0.2,0.4840165376663208,0.0063763448008103294,-1.8777109906077385,2730,744.6888893842697,38.82979965209961,0.3876783847808838,0.5119140625,0.0001,0.051248364,,
297.05,12.0,2004,28,457,917504,0.2,0.09942269325256348,-0.0019275952861789846,-1.8769983742386103,2740,7.91254213899374,1.8563135862350464,0.3875780999660492,0.067669677734375,0.0001,0.007655601,,
296.14,0.0,2068,29,459,950272,0.2,0.6598851680755615,-0.0010997197054166464,-1.8757985800504684,2750,126.97500642240047,3.4205899238586426,0.38741952180862427,0.0568756103515625,0.0001,0.003263495,,
296.15,0.0,2133,30,460,983040,0.2,0.13311219215393066,0.0002069768619548995,-1.8672562558203936,2760,2.798587094247341,0.728935718536377,0.38603001832962036,0.1445465087890625,0.0001,0.012383258,,
