time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_fraction,train/n_updates,eval/mean_ep_length,eval/mean_reward
117,1,4928.653,279,909.8076923076923,32768,,,,,,,,,,,,,
267,2,5613.8003,244,934.6065573770492,65536,0.0001,0.07104736566543579,10679.1669921875,34359.36670532227,-1.9469962682574988,0.2,0.011497631,0.0032437979707992783,0.3945419192314148,0.1129974365234375,2480,,
417,3,5896.5303,235,961.4175824175824,98304,0.0001,0.16516274213790894,11104.8447265625,34543.36433448792,-1.9460744290612637,0.2,0.009561035,0.0006266948144002527,0.3943890631198883,0.0948974609375,2490,,
570,4,6007.3975,229,950.96,131072,0.0001,0.22266608476638794,7649.3046875,28732.30855731964,-1.9445163290482015,0.2,0.010092678,0.0029082811648549977,0.3942304253578186,0.099127197265625,2500,,
723,5,6322.061,226,963.61,163840,0.0001,0.2401326298713684,5387.9267578125,30449.71063117981,-1.943701486568898,0.2,0.008106306,0.0006802949285884096,0.39423713088035583,0.07303466796875,2510,,
877,6,6545.9346,223,958.66,196608,0.0001,0.29713404178619385,6982.72998046875,29496.95215950012,-1.9429508587811142,0.2,0.0076059117,0.000972532162859352,0.39406830072402954,0.0663543701171875,2520,,
1033,7,7143.3975,222,994.26,229376,0.0001,0.3161529302597046,11067.7275390625,29008.963888168335,-1.9416238842532039,0.2,0.0077012293,0.0003824133669240837,0.3939703106880188,0.0700897216796875,2530,,
1186,8,7407.5806,221,1000.4,262144,0.0001,0.38929033279418945,8456.361328125,28685.58341293335,-1.9405393561348319,0.2,0.007305216,0.00017916665829034172,0.39388975501060486,0.066162109375,2540,,
1340,9,7611.409,219,1025.92,294912,0.0001,0.3413451910018921,7771.69970703125,28841.213781738283,-1.9396231063641607,0.2,0.0067740353,0.0009240830709813963,0.3937786817550659,0.0573455810546875,2550,,
1495,10,7686.09,219,1015.8,327680,0.0001,0.3522140383720398,5067.55078125,29040.36412277222,-1.9381384000182151,0.2,0.00743349,0.0011761849403228552,0.39359021186828613,0.064044189453125,2560,,
1653,11,8300.066,218,1056.44,360448,0.0001,0.37069517374038696,4928.21728515625,30606.366578292847,-1.937117672013119,0.2,0.007529681,-0.00037846106715733185,0.3935815393924713,0.06834716796875,2570,,
1813,12,8447.853,216,1039.61,393216,0.0001,0.3829009532928467,7633.35107421875,26638.30666179657,-1.9358535586856305,0.2,0.007712482,-0.0007709358232204977,0.3933600187301636,0.075384521484375,2580,,
1977,13,9304.885,215,1083.37,425984,0.0001,0.4255785346031189,8602.9775390625,28703.117754364015,-1.9336391991004347,0.2,0.0063300575,0.00015613075197506987,0.39313817024230957,0.0558746337890625,2590,,
2134,14,9548.31,214,1090.81,458752,0.0001,0.48789113759994507,7658.083984375,26283.665853881837,-1.931589668057859,0.2,0.0061035007,-0.0003594027449707937,0.39297914505004883,0.055609130859375,2600,,
2293,15,9936.449,214,1118.64,491520,0.0001,0.5385288596153259,5796.01318359375,25856.74963531494,-1.9298210371751339,0.2,0.0072354535,-0.0006964093946862704,0.39279547333717346,0.0660614013671875,2610,,
2449,16,10272.77,214,1152.83,524288,0.0001,0.5071341395378113,5204.20703125,24405.132877159118,-1.928237977484241,0.2,0.006607588,0.00025677680750959555,0.3926751911640167,0.055560302734375,2620,,
2608,17,10431.551,213,1152.74,557056,0.0001,0.5780130624771118,6068.2158203125,23680.781457901,-1.9264059105422349,0.2,0.0067876377,-0.0007143739707316854,0.39241549372673035,0.0594085693359375,2630,,
2766,18,10314.446,213,1179.69,589824,0.0001,0.5617867112159729,13269.5791015625,25897.470920944215,-1.9247815992217512,0.2,0.008361673,0.0005988787179376232,0.39238241314888,0.0761138916015625,2640,,
2922,19,9974.593,213,1125.6,622592,0.0001,0.4101030230522156,427860.625,191638.76711769105,-1.9244645487982779,0.2,0.00808549,0.0006468547958320414,0.39235541224479675,0.0774658203125,2650,,
3082,20,10130.287,212,1123.84,655360,0.0001,0.5427939295768738,7699.3125,27680.137283706666,-1.922872638516128,0.2,0.0073058554,0.0016547464972518355,0.3920575678348541,0.0715911865234375,2660,,
3241,21,10593.633,212,1154.49,688128,0.0001,0.6174961030483246,9116.0888671875,24110.767768478392,-1.9203733851667493,0.2,0.006355211,-0.00020059620910615195,0.39185094833374023,0.0586395263671875,2670,,
3401,22,11192.747,211,1185.66,720896,0.0001,0.5669748187065125,264001.8125,157377.24870796205,-1.9190001524053515,0.2,0.0068659796,0.0005458869845824665,0.39181315898895264,0.061822509765625,2680,,
3562,23,11451.347,211,1213.86,753664,0.0001,0.6236139833927155,4778.2138671875,23360.837170028688,-1.9179998987354339,0.2,0.0060533844,-0.0006745899596353411,0.39163559675216675,0.0503814697265625,2690,,
3725,24,11775.301,211,1222.6,786432,0.0001,0.6134487390518188,6988.84619140625,25705.913523483276,-1.9162474755197763,0.2,0.0063173706,-0.0003912843797024834,0.3914977014064789,0.060858154296875,2700,,
3881,25,11740.742,211,1188.68,819200,0.0001,0.712051510810852,6585.0400390625,23445.064768981934,-1.9144873797427864,0.2,0.006368231,-0.00042191461075162805,0.39128774404525757,0.0548797607421875,2710,,
4043,26,11865.406,210,1197.12,851968,0.0001,0.6024749279022217,9980.556640625,27920.476790809633,-1.9125307014677673,0.2,0.0069781234,-0.00010726382529355761,0.39112478494644165,0.0600189208984375,2720,,
4207,27,11825.265,210,1181.93,884736,0.0001,0.5742254555225372,7058.0009765625,26549.73805370331,-1.911039528157562,0.2,0.0065812888,-3.2225630729953994e-05,0.39097264409065247,0.0585662841796875,2730,,
4372,28,11930.63,209,1191.77,917504,0.0001,0.5382517576217651,5188.98095703125,26363.234095573425,-1.9092999849934131,0.2,0.006959145,-0.00021418391888801126,0.3908044695854187,0.0629547119140625,2740,,
4535,29,12729.48,209,1251.23,950272,0.0001,0.6240671873092651,9212.3359375,24535.90712966919,-1.908133632177487,0.2,0.0063603967,0.0007624964390288369,0.3907471299171448,0.0571502685546875,2750,,
4697,30,12879.513,209,1260.99,983040,0.0001,0.6276795268058777,5119.54248046875,23205.568840408327,-1.9071784776169807,0.2,0.005968997,-0.0001658081323512306,0.39062613248825073,0.0511627197265625,2760,,
4857,31,13244.488,209,1320.37,1015808,0.0001,0.6093277335166931,5729.0771484375,26217.97416496277,-1.9056248012464494,0.2,0.00668526,0.0003180660132329649,0.39045411348342896,0.05228271484375,2770,,
5026,32,13880.053,208,1360.23,1048576,0.0001,0.5201531946659088,3642.499755859375,69606.63515377045,-1.903527452936396,0.2,0.00667464,1.4298155156211578e-05,0.3902135193347931,0.0561370849609375,2780,,
5190,33,14109.441,208,1378.7,1081344,0.0001,0.5978787839412689,3943.056884765625,21635.19158973694,-1.9019236015621572,0.2,0.0058449935,0.000353133536009409,0.3901730477809906,0.0508636474609375,2790,,
5357,34,14269.742,207,1399.93,1114112,0.0001,0.6392479836940765,7488.38818359375,22068.354972267152,-1.9013079828582704,0.2,0.007287177,-4.570954952214379e-05,0.3900814354419708,0.0635650634765625,2800,,
5523,35,14826.77,207,1403.25,1146880,0.0001,0.7066735327243805,4096.0087890625,22712.77139930725,-1.8997217178344727,0.2,0.007004624,0.0003135545839995757,0.3898634910583496,0.06497802734375,2810,,
5686,36,14035.449,207,1343.48,1179648,0.0001,0.5673077404499054,8074.08544921875,25694.262188529967,-1.8975077426526696,0.2,0.0065917694,-7.841409651518916e-05,0.3896452784538269,0.0573638916015625,2820,,
5853,37,13988.018,207,1338.52,1212416,0.0001,0.6876963973045349,7195.6650390625,26001.71182785034,-1.895601789932698,0.2,0.0063346177,-0.00017906482480611885,0.3894854485988617,0.0554656982421875,2830,,
