rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/clip_range,train/value_loss,train/entropy_loss,train/approx_kl,train/std,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/loss,train/explained_variance
-245.62093,32768,301.0,59,550,1,,,,,,,,,,,
-163.14981,65536,301.0,131,500,2,0.113134765625,0.2,99.82761800289154,-5.664776025339961,0.00794228,0.9959462881088257,10,-0.011577804300759453,0.0001,41.1612434387207,8.976459503173828e-05
-18.853876,98304,301.0,201,487,3,0.1280914306640625,0.2,89.4326737612486,-5.655724970623851,0.00936914,0.9945387244224548,20,-0.0148278067330466,0.0001,39.9740104675293,0.053433358669281006
144.00053,131072,301.0,271,482,4,0.133905029296875,0.2,117.22503054141998,-5.652595899999142,0.010904001,0.9938472509384155,30,-0.01768502164486563,0.0001,55.22829818725586,0.34935325384140015
208.8402,163840,301.0,344,474,5,0.1096343994140625,0.2,1259.4542173266411,-5.650196852907539,0.0097763175,0.9933927059173584,40,-0.009051395954065811,0.0001,2700.495849609375,0.11003834009170532
137.71451,196608,301.0,414,473,6,0.0442474365234375,0.2,3495.798551738262,-5.648313602432609,0.0052474,0.9929292798042297,50,-0.002627669032835911,0.0001,1895.0186767578125,0.03513211011886597
90.6905,229376,301.0,484,473,7,0.0722930908203125,0.2,1962.8244579076768,-5.644152130559087,0.006321254,0.9911106824874878,60,-0.004375885075569385,0.0001,167.15931701660156,0.039549410343170166
2.7505548,262144,301.0,558,469,8,0.0598052978515625,0.2,1739.2974391937255,-5.635047942399979,0.0067083808,0.9879440665245056,70,-0.003452230617767782,0.0001,158.14266967773438,0.003623485565185547
52.007988,294912,301.0,632,466,9,0.05546875,0.2,694.451339006424,-5.604682625085116,0.005209567,0.980226993560791,80,-0.0014846785418740182,0.0001,213.07720947265625,-0.025995731353759766
28.82062,327680,301.0,706,464,10,0.0472900390625,0.2,1632.9724825143815,-5.589356200024485,0.004009131,0.9776390790939331,90,-0.0014011446710355813,0.0001,239.5952911376953,-1.1920928955078125e-07
-62.96666,360448,301.0,777,463,11,0.05283203125,0.2,1668.3723186016082,-5.574392965435981,0.0044166595,0.9720867276191711,100,-0.0014528331276778771,0.0001,308.8365173339844,-1.1920928955078125e-07
-80.78133,393216,301.0,849,462,12,0.0459442138671875,0.2,1302.9978055477143,-5.561660258471965,0.0055976054,0.9720633625984192,110,-0.0002754748427832965,0.0001,368.1500549316406,-1.1920928955078125e-07
-97.25466,425984,301.0,921,462,13,0.0388275146484375,0.2,961.5592189311981,-5.5518651373684405,0.0044592684,0.9671240448951721,120,-0.00045618667236340115,0.0001,344.5169677734375,0.0
-111.192116,458752,301.0,992,461,14,0.0780426025390625,0.2,909.6210037231446,-5.539270401373505,0.0018457833,0.9660544395446777,130,0.001984685120987706,0.0001,213.7796630859375,1.1920928955078125e-07
-70.16983,491520,301.0,1063,462,15,0.0004913330078125,0.2,535.8137151956558,-5.537381005659699,0.0013439103,0.9660143256187439,140,-0.0005731352578550286,0.0001,221.26661682128906,0.35722798109054565
-66.06964,524288,301.0,1134,462,16,0.0058258056640625,0.2,869.3258232831955,-5.537548007443547,0.0024337324,0.9661774635314941,150,-0.0009475250165451143,0.0001,233.84976196289062,0.4304412603378296
-71.44963,557056,301.0,1204,462,17,0.00660400390625,0.2,1314.7488017082214,-5.538880619034171,0.0029417423,0.9665957689285278,160,-0.0010810160640176037,0.0001,229.7089385986328,0.4168701767921448
17.25149,589824,301.0,1275,462,18,0.02064208984375,0.2,682.0393362164498,-5.537699102982879,0.0044608163,0.9654982089996338,170,-0.0021382586126037495,0.0001,137.21951293945312,0.6134705245494843
2.5697553,622592,301.0,1346,462,19,0.014739990234375,0.2,1241.9659420967103,-5.533145742863416,0.0037496653,0.96453458070755,180,-0.0017515120767711777,0.0001,206.0912628173828,0.5453635156154633
38.56342,655360,301.0,1417,462,20,0.0433868408203125,0.2,621.2539559125901,-5.525909906253219,0.005638117,0.9617043137550354,190,-0.004079109136364422,0.0001,183.16175842285156,0.6997686922550201
150.66823,688128,301.0,1488,462,21,0.054412841796875,0.2,362.2524519205093,-5.5130960702896115,0.005887666,0.9588234424591064,200,-0.005161582457594705,0.0001,168.5542449951172,0.8078467696905136
228.19403,720896,301.0,1559,462,22,0.0474151611328125,0.2,987.8870223760605,-5.502015665918589,0.0057657557,0.9557732939720154,210,-0.0028815831252359202,0.0001,1313.9898681640625,0.605629026889801
205.25943,753664,301.0,1630,462,23,0.0491241455078125,0.2,1786.0625666856765,-5.490908223390579,0.0056290664,0.9548864364624023,220,-0.0017508696044842508,0.0001,1120.21337890625,0.4454469084739685
240.66869,786432,301.0,1701,462,24,0.055316162109375,0.2,943.1481684446335,-5.479006201028824,0.005789411,0.949604332447052,230,-0.0035584947112511146,0.0001,189.45199584960938,0.5787114202976227
264.12708,819200,301.0,1773,461,25,0.085552978515625,0.2,914.6994290232658,-5.4492307972162966,0.0074292263,0.9424090385437012,240,-0.004779145605334633,0.0001,160.3628692626953,0.5639065504074097
268.87823,851968,301.0,1844,461,26,0.0723480224609375,0.2,1183.373374223709,-5.418884098529816,0.0068164263,0.9360355138778687,250,-0.002741642273394973,0.0001,1350.0069580078125,0.44008511304855347
283.7113,884736,301.0,1916,461,27,0.084490966796875,0.2,1479.006270289421,-5.401098209619522,0.008022011,0.9318256378173828,260,-0.003087580355895625,0.0001,224.81605529785156,0.3271552324295044
372.47366,917504,301.0,1987,461,28,0.0801513671875,0.2,1470.5466603279115,-5.387612667679787,0.0077090664,0.9301122426986694,270,-0.0006131291383098869,0.0001,216.46861267089844,0.333191454410553
328.8345,950272,301.0,2059,461,29,0.0813873291015625,0.2,3138.2324452400208,-5.380968517437577,0.006875024,0.9281123876571655,280,0.0008583537000049546,0.0001,2191.62841796875,0.11158478260040283
