time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-211.38387,56,301.0,32768,575,,,,,,,,,,,,,
2,-142.40958,128,301.0,65536,510,86.43645257353782,0.001,0.1235198974609375,-5.672815396636724,36.444515228271484,0.0004375576972961426,0.2,10,0.008446722,-0.011779201268473117,0.9987604022026062,,
3,16.145872,201,301.0,98304,487,99.69010952711105,0.001,0.1339324951171875,-5.663509367033839,47.21171951293945,0.19153785705566406,0.2,20,0.009391376,-0.01613321144695874,0.9945035576820374,,
4,202.98209,274,301.0,131072,477,139.1931663453579,0.001,0.1567626953125,-5.645547198876739,59.601409912109375,0.36773860454559326,0.2,30,0.010587177,-0.019084189738350688,0.991266131401062,,
5,130.48311,347,301.0,163840,471,2583.084486401081,0.001,0.1089141845703125,-5.637438885495067,177.55503845214844,0.052566468715667725,0.2,40,0.008047107,-0.0054968322142030955,0.9900468587875366,,
6,110.86957,420,301.0,196608,467,1911.1405460119247,0.001,0.1182464599609375,-5.621135081723333,174.23960876464844,0.06918913125991821,0.2,50,0.010289966,-0.0066990357879149086,0.9823240041732788,,
7,13.843941,493,301.0,229376,464,2492.6581402540205,0.001,0.070233154296875,-5.584261280670762,506.0842590332031,0.025103747844696045,0.2,60,0.0071522873,-0.0035893108630716598,0.973647952079773,,
8,27.380943,566,301.0,262144,462,583.6369210362434,0.001,0.058197021484375,-5.542081084102392,121.88825225830078,0.21527838706970215,0.2,70,0.0062894556,-0.0037916748882707908,0.9647128582000732,,
9,0.5015779,640,301.0,294912,460,565.3216083884239,0.001,0.03759765625,-5.508545218035579,274.3636169433594,0.438366174697876,0.2,80,0.0046157106,-0.0029344873423724493,0.9545897841453552,,
10,-3.6129816,713,301.0,327680,459,252.06785007715226,0.001,0.0402923583984375,-5.445271564647555,114.10002136230469,0.7184992730617523,0.2,90,0.0055755097,-0.0035690225511643804,0.9416346549987793,,
11,-21.424911,786,301.0,360448,458,891.0546016216279,0.001,0.0631927490234375,-5.4049243934452535,192.66856384277344,0.5978069305419922,0.2,100,0.006639409,-0.0027082767227511796,0.9344482421875,,
12,13.913918,860,301.0,393216,457,314.7380875825882,0.001,0.0720947265625,-5.383506773784757,148.17970275878906,0.839210644364357,0.2,110,0.006669905,-0.0034761603506922255,0.9303039312362671,,
13,30.854145,933,301.0,425984,456,341.5269743800163,0.001,0.084490966796875,-5.370621608197689,174.4140167236328,0.8675810545682907,0.2,120,0.0076875472,-0.002322393411122903,0.9266800284385681,,
14,47.40747,1007,301.0,458752,455,319.1438662290573,0.001,0.079595947265625,-5.361227798461914,131.1674346923828,0.8822870999574661,0.2,130,0.008234817,-0.0018159069817556884,0.9254083633422852,,
15,74.362,1080,301.0,491520,454,309.50921618938446,0.001,0.1217254638671875,-5.32299365401268,145.4337158203125,0.8844946995377541,0.2,140,0.009223232,-0.0019132488591822039,0.9136253595352173,,
16,80.703926,1153,301.0,524288,454,675.1756746172905,0.001,0.1340911865234375,-5.3109221391379835,376.3611145019531,0.7727015614509583,0.2,150,0.008595038,0.0011441122251198976,0.9135481715202332,,
17,99.85072,1227,301.0,557056,453,646.2070529937744,0.001,0.1475341796875,-5.305582447350025,191.29013061523438,0.7923010289669037,0.2,160,0.0113958,0.00019985728722531347,0.9134774208068848,,
18,154.43819,1300,301.0,589824,453,363.9916750192642,0.001,0.1449127197265625,-5.287201598286629,153.4866943359375,0.8638585209846497,0.2,170,0.0114507135,0.0005452265113490284,0.9065118432044983,,
19,165.32751,1374,301.0,622592,453,334.7535292983055,0.001,0.1277618408203125,-5.264360597357154,148.56898498535156,0.862480565905571,0.2,180,0.013442355,-0.0002631760255098925,0.9044936895370483,,
20,190.88803,1447,301.0,655360,452,354.035371530056,0.001,0.1474273681640625,-5.239099374040961,160.15834045410156,0.8455390483140945,0.2,190,0.012930224,0.0017504186766018393,0.8986820578575134,,
21,217.30914,1521,301.0,688128,452,653.0337792038918,0.001,0.17852783203125,-5.209092333167791,152.1592254638672,0.73505899310112,0.2,200,0.013998903,0.00432140602151776,0.8888450264930725,,
22,250.52483,1594,301.0,720896,452,338.84403933286666,0.001,0.176483154296875,-5.1906090576201676,225.1721954345703,0.8041255325078964,0.2,210,0.019829448,0.0026129065270652065,0.8907011151313782,,
23,305.67853,1669,301.0,753664,451,654.8761054039002,0.001,0.208367919921875,-5.167376097291708,146.27731323242188,0.6712540090084076,0.2,220,0.016095392,0.003315911453955778,0.8804111480712891,,
24,273.0584,1744,301.0,786432,450,1785.9727818965912,0.001,0.2284210205078125,-5.155011874437332,283.1507873535156,0.42957645654678345,0.2,230,0.021682769,0.006728696021127689,0.87890625,,
25,171.97449,1820,301.0,819200,450,1452.0355048775673,0.001,0.24012451171875,-5.122386545687914,1072.4324951171875,0.43473315238952637,0.2,240,0.029738925,0.009485085850064934,0.8686089515686035,,
26,103.57697,1894,301.0,851968,449,304.3123804926872,0.001,0.2140960693359375,-5.067928439006209,133.3445587158203,0.7633163332939148,0.2,250,0.019684399,0.004752177292721172,0.866181492805481,,
27,153.52037,1968,301.0,884736,449,310.9912201523781,0.001,0.247589111328125,-5.058709204569459,131.39271545410156,0.7507695853710175,0.2,260,0.016660044,0.0076718623539818506,0.8622315526008606,,
28,348.73022,2042,301.0,917504,449,349.4469561576843,0.001,0.23720703125,-5.048119536042213,150.26541137695312,0.7556091994047165,0.2,270,0.024367558,0.008510088087223266,0.8630776405334473,,
29,336.27817,2116,301.0,950272,449,1228.720652258396,0.001,0.24896240234375,-5.04666578732431,1801.8763427734375,0.39477765560150146,0.2,280,0.021990148,0.013770903852309857,0.8619754314422607,,
30,386.35263,2189,301.0,983040,448,681.5462916374206,0.001,0.237982177734375,-5.053073949739337,661.67236328125,0.5037336945533752,0.2,290,0.023685947,0.011598395108194381,0.8590406179428101,,
31,380.7218,2263,301.0,1015808,448,1593.9345306158066,0.001,0.259228515625,-5.017919487878681,304.93670654296875,0.3045072555541992,0.2,300,0.02851993,0.0122375201093746,0.8575944304466248,,
32,346.2008,2337,301.0,1048576,448,2158.471018242836,0.001,0.2722259521484375,-5.018063214048743,1446.9022216796875,0.0898781418800354,0.2,310,0.028685473,0.011614407716933783,0.8535659909248352,,
33,393.6069,2410,301.0,1081344,448,1869.251281619072,0.001,0.201068115234375,-4.9940345518291,1066.4859619140625,0.14309871196746826,0.2,320,0.021539407,0.00825416900570417,0.8535267114639282,,
34,362.90997,2484,301.0,1114112,448,3128.347975254059,0.001,0.239813232421875,-5.026052270829678,2568.71533203125,0.19371193647384644,0.2,330,0.022921812,0.00868329859467849,0.8564742803573608,,
35,320.26285,2558,301.0,1146880,448,2014.2307833194732,0.001,0.2555816650390625,-4.990694750100374,1588.4296875,0.32516783475875854,0.2,340,0.024072833,0.008973837986286527,0.8470202088356018,,
36,357.63495,2633,301.0,1179648,447,837.2818007469177,0.001,0.2177581787109375,-4.9769201066344975,290.566650390625,0.555317759513855,0.2,350,0.022483544,0.009096909852632961,0.8512073755264282,,
37,335.8465,2707,301.0,1212416,447,1034.9342653036117,0.001,0.214154052734375,-4.988407852500677,267.49884033203125,0.40062540769577026,0.2,360,0.024536518,0.006884701747003419,0.8463191986083984,,
38,355.39966,2781,301.0,1245184,447,2817.9859729528425,0.001,0.207958984375,-4.970184659585357,1466.7894287109375,0.2365918755531311,0.2,370,0.022274777,0.004984009034069458,0.8433528542518616,,
39,458.2056,2854,301.0,1277952,447,2253.2818296432497,0.001,0.1993255615234375,-4.949447378516197,1465.8551025390625,0.20408445596694946,0.2,380,0.015345283,0.004664696099916909,0.8432337641716003,,
40,484.26544,2928,301.0,1310720,447,2774.1633559942247,0.001,0.169873046875,-4.929211549088359,244.27696228027344,0.1240079402923584,0.2,390,0.012591131,0.0049986431136403555,0.8406758308410645,,
