time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/loss,train/value_loss,train/learning_rate,train/std,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/mean_ep_length
950272,29,294.76,148,6380,1257.2197,-0.0004303399847685796,-2.4500040667131544,8373.8798828125,25151.861688995363,1e-05,0.4480710029602051,2740,0.0040803314,0.6763544976711273,0.017645263671875,0.2,,
983040,30,299.01,148,6602,805.48364,-0.0001675811350423828,-2.4491423675324766,11505.3525390625,23530.965281295776,1e-05,0.4480040669441223,2750,0.0028857896,0.7354026436805725,0.0088134765625,0.2,,
1015808,31,293.98,148,6826,1006.1177,-0.0005511807471748398,-2.44878071337007,7078.8935546875,20536.991004657746,1e-05,0.4479943811893463,2760,0.0039043613,0.7097418010234833,0.013922119140625,0.2,,
1048576,32,290.0,148,7049,1301.7625,8.294770007069018e-05,-2.4485975647345186,10426.85546875,23831.568039894104,1e-05,0.4479706883430481,2770,0.005216417,0.7090045511722565,0.02835693359375,0.2,,
1081344,33,297.19,148,7272,1083.1416,-0.0007478163207224498,-2.448373540956527,5768.12744140625,28659.259132766725,1e-05,0.44793856143951416,2780,0.003533123,0.6911950707435608,0.01041259765625,0.2,,
1114112,34,292.53,148,7494,859.72955,-0.00012219146981351514,-2.447970643406734,5829.162109375,24660.96104168892,1e-05,0.447880357503891,2790,0.0037627574,0.6990780830383301,0.017779541015625,0.2,,
1146880,35,292.24,148,7716,1381.3096,-0.0004843964926067201,-2.447677345667034,6291.75439453125,23488.54236650467,1e-05,0.4478690028190613,2800,0.0026175715,0.682221919298172,0.0070343017578125,0.2,,
1179648,36,298.13,148,7941,1148.2521,-0.0009479482423671471,-2.4472465828992425,20043.17578125,27791.202315616607,1e-05,0.447772353887558,2810,0.0032392312,0.6928088665008545,0.00985107421875,0.2,,
1212416,37,295.71,148,8166,1158.7234,-8.222342707995268e-05,-2.4466164117679,4924.5791015625,26391.96272916794,1e-05,0.44772428274154663,2820,0.0034841015,0.6818472445011139,0.0137481689453125,0.2,,
1245184,38,293.31,148,8389,970.5561,-0.0004842319708359355,-2.4461509019136427,7963.62646484375,25696.67604160309,1e-05,0.4476776421070099,2830,0.0023231548,0.7244643270969391,0.004730224609375,0.2,,
1277952,39,283.04,148,8612,1043.9,-0.0002582833080623459,-2.4457198629155754,10075.0791015625,22792.63831744194,1e-05,0.44762200117111206,2840,0.0026292955,0.7148082554340363,0.00653076171875,0.2,,
1310720,40,299.22,148,8835,1143.8456,-0.0002279019360685197,-2.4453563895076513,7862.4296875,27811.99180932045,1e-05,0.4476116895675659,2850,0.0031279083,0.6755633354187012,0.00836181640625,0.2,,
1343488,41,294.12,148,9057,1248.3481,-0.0003122713407947231,-2.4451384032610806,7940.4375,21638.048101186752,1e-05,0.4475645422935486,2860,0.003650237,0.7428039610385895,0.0144073486328125,0.2,,
1376256,42,300.0,148,9279,972.5414,-0.0003154666829459529,-2.444651884632185,12325.7265625,27338.290189838408,1e-05,0.44749775528907776,2870,0.003747547,0.6915454268455505,0.016778564453125,0.2,,
1409024,43,297.08,148,9501,1039.022,-0.00044487126219792115,-2.4442089714109896,7723.4873046875,23148.168659973144,1e-05,0.4474579095840454,2880,0.0029351595,0.7306210994720459,0.0104400634765625,0.2,,
1441792,44,296.67,148,9724,1040.1575,0.00026703128119152095,-2.443943126872182,6199.8212890625,21905.71703057289,1e-05,0.4474430978298187,2890,0.0038485855,0.7524890303611755,0.0189697265625,0.2,,
1474560,45,289.45,148,9947,1190.9401,-0.00032083308296932956,-2.443631071364507,8209.6904296875,23513.45423221588,1e-05,0.4473876357078552,2900,0.00355521,0.7155799567699432,0.0114532470703125,0.2,,
1507328,46,298.88,148,10168,1080.7224,-0.0009279950364771139,-2.443285256670788,7772.8330078125,27322.113083171844,1e-05,0.44736307859420776,2910,0.0036109868,0.7027822434902191,0.01513671875,0.2,,
1540096,47,297.85,148,10393,1085.4679,-0.0005823222503522629,-2.442982370546088,4022.59375,26016.937960481642,1e-05,0.4473242163658142,2920,0.0033744117,0.6890525221824646,0.0103790283203125,0.2,,
1572864,48,295.86,148,10617,1003.46875,6.48499155886384e-06,-2.442636977788061,14179.021484375,23939.71603384018,1e-05,0.44729334115982056,2930,0.0029630456,0.7146543264389038,0.0077239990234375,0.2,,
1600000,,,,,,-0.0006009656716742029,-2.442452683253214,8403.259765625,23930.411808633806,1e-05,0.4472814202308655,2940,0.002932749,0.7198521494865417,0.00819091796875,0.2,1043.3812255859375,275.28
1605632,49,293.91,146,10997,966.6694,,,,,,,,,,,,,
1638400,50,301.0,146,11219,1103.7052,-0.0003359065007771278,-2.442156606959179,17891.18359375,26220.084925460815,1e-05,0.4472278654575348,2950,0.0030897597,0.672825038433075,0.011285400390625,0.2,,
1671168,51,289.53,146,11441,1075.0116,-0.0008181131746027859,-2.4416480929590763,13834.5537109375,21581.883971834184,1e-05,0.44715866446495056,2960,0.0044301646,0.7101824581623077,0.018133544921875,0.2,,
1703936,52,291.42,146,11667,1522.6058,-5.873528593838273e-05,-2.4412165779620407,12298.2236328125,29971.45209341049,1e-05,0.44713836908340454,2970,0.0042929794,0.6385566592216492,0.0200836181640625,0.2,,
1736704,53,297.37,146,11891,1085.7152,-0.0004271386402479038,-2.4410118388943376,4509.52392578125,29580.9792263031,1e-05,0.4470961093902588,2980,0.0034871637,0.6684354245662689,0.0142333984375,0.2,,
1769472,54,292.76,146,12113,948.41284,-0.0004184844091923878,-2.440702287480235,13589.5888671875,21353.621891784667,1e-05,0.4470767080783844,2990,0.0034001144,0.7175942957401276,0.0155792236328125,0.2,,
1802240,55,301.0,146,12335,1119.0665,-2.0782033720934125e-05,-2.440314104547724,7499.48095703125,26480.066093730926,1e-05,0.4470038414001465,3000,0.003946966,0.6900350153446198,0.016619873046875,0.2,,
1835008,56,298.85,146,12558,1073.004,-7.972551059083343e-05,-2.4396617686375976,5765.99658203125,22495.33496232033,1e-05,0.4469316601753235,3010,0.0030752218,0.7227555215358734,0.0120391845703125,0.2,,
1867776,57,293.12,146,12780,990.1672,5.337681313903886e-05,-2.439000730449334,8378.2685546875,23043.83959136009,1e-05,0.44687044620513916,3020,0.0040601753,0.7347953021526337,0.0171661376953125,0.2,,
1900544,58,295.42,146,13002,1166.6157,-0.00013407508798763957,-2.4385628338903187,4216.97314453125,22045.83718338013,1e-05,0.4468322992324829,3030,0.0031916755,0.7558590620756149,0.009765625,0.2,,
1933312,59,298.25,146,13225,1240.1062,-0.00040682611090687716,-2.4383867667522283,3859.1220703125,24816.62238292694,1e-05,0.44681841135025024,3040,0.0041196514,0.7415682971477509,0.0184295654296875,0.2,,
1966080,60,293.39,146,13447,1183.9783,6.751147634531662e-05,-2.438094982970506,21161.02734375,27078.993851184845,1e-05,0.44676342606544495,3050,0.0039014332,0.6880420446395874,0.0172119140625,0.2,,
1998848,61,295.68,146,13670,1173.3248,-0.0002556840915758585,-2.437907486734912,12790.48046875,27416.146630191804,1e-05,0.446778267621994,3060,0.0031127385,0.6580016613006592,0.01103515625,0.2,,
2031616,62,297.14,146,13893,1275.2552,0.0005323740571611779,-2.4379685836378484,8980.4755859375,28863.712446975707,1e-05,0.44677734375,3070,0.003799397,0.6506249010562897,0.01422119140625,0.2,,
