time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/approx_kl,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/std,train/policy_gradient_loss
1,301.0,32768,58,561,-210.80867,,,,,,,,,,,
2,301.0,65536,127,513,-141.63652,-5.67424006909132,0.007986674,0.00011914968490600586,10,48.82224655151367,136.08443863391875,0.2,1e-05,0.07508544921875,0.9987744092941284,-0.01020051915475051
3,301.0,98304,196,500,-6.9309053,-5.6698686763644215,0.0095321555,0.0036283135414123535,20,48.14518737792969,96.56536154747009,0.2,1e-05,0.0954986572265625,0.9980453848838806,-0.011075616622474627
4,301.0,131072,266,492,156.3187,-5.666655589640141,0.009308233,0.005395293235778809,30,60.06731033325195,120.59887549877166,0.2,1e-05,0.1052093505859375,0.9972819685935974,-0.012114946270230575
5,301.0,163840,335,488,239.52748,-5.664763936400414,0.005487988,0.0015240311622619629,40,831.158935546875,1812.325258922577,0.2,1e-05,0.0089569091796875,0.9972378611564636,-0.0015741562024231825
6,301.0,196608,404,486,135.23804,-5.664588156342506,0.005152149,0.000894010066986084,50,2959.76806640625,4026.210457611084,0.2,1e-05,0.0095001220703125,0.9971624612808228,-0.0012078465733793564
7,301.0,229376,473,484,78.56245,-5.664286121726036,0.0055487473,0.0007387399673461914,60,889.263671875,2165.12526140213,0.2,1e-05,0.033587646484375,0.9970855712890625,-0.0022897202034073416
8,301.0,262144,542,483,34.77515,-5.663228882849216,0.0054278327,0.00045883655548095703,70,626.0597534179688,1421.1369079589845,0.2,1e-05,0.0438568115234375,0.9965936541557312,-0.0028587984992554994
9,301.0,294912,611,482,35.480427,-5.661852185428143,0.0039951145,0.0002722740173339844,80,585.313720703125,1198.5059476852416,0.2,1e-05,0.0085174560546875,0.9964345693588257,-0.0006473017319876817
10,301.0,327680,680,481,-49.527138,-5.661219224333763,0.004039605,0.001432180404663086,90,1708.337890625,1544.819545841217,0.2,1e-05,0.0091644287109375,0.9962835311889648,-0.0011276967965386576
11,301.0,360448,750,480,-25.533607,-5.66065399646759,0.00411282,0.012171924114227295,100,483.22705078125,619.6385719299317,0.2,1e-05,0.011578369140625,0.9961336255073547,-0.0015995734160242137
12,301.0,393216,819,479,0.18437149,-5.660123388469219,0.003306356,0.039549946784973145,110,319.63031005859375,787.2753693580628,0.2,1e-05,0.004150390625,0.996062159538269,-0.001287805548417964
13,301.0,425984,888,479,-62.15356,-5.659956419467926,0.00010481749,0.057758331298828125,120,766.3518676757812,1720.781957244873,0.2,1e-05,0.0,0.9960589408874512,-0.00012106311860407004
