time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
16384,489,629.5909090909091,1,2247.3647,33,,,,,,,,,,,,,
32768,368,650.6739130434783,2,2419.5183,88,10540.5693359375,0.2,0.013721881,0.118243408203125,0.0037822085767402315,2480,0.3947036862373352,-1.947947897017002,0.0003,33648.77788085937,0.05835604667663574,,
49152,342,658.3098591549295,3,2233.8372,143,8821.6298828125,0.2,0.008681266,0.064154052734375,0.0017243102760403418,2490,0.39462560415267944,-1.9483572840690613,0.0003,29467.36142578125,0.1381664276123047,,
65536,329,657.1134020618557,4,2043.3407,199,8276.0986328125,0.2,0.009471111,0.081646728515625,0.00013580497543443925,2500,0.3945631682872772,-1.9474061191082002,0.0003,27199.7681640625,0.2100401520729065,,
81920,322,619.84,5,1220.2125,253,9874.9765625,0.2,0.0072993683,0.048779296875,0.00020983493886888026,2510,0.3945644199848175,-1.9470500573515892,0.0003,64554.88664550781,0.2637999653816223,,
98304,318,567.64,6,-429.97974,308,131555.0625,0.2,0.01794817,0.108111572265625,0.00924443733820226,2520,0.3946019411087036,-1.94721971899271,0.0003,350281.65859375,0.28259479999542236,,
114688,315,485.26,7,-2895.544,363,228485.453125,0.2,0.012751393,0.0826171875,0.0030408851598622277,2530,0.39462023973464966,-1.9475301459431649,0.0003,516884.41484375,0.5075104534626007,,
131072,313,512.93,8,-3933.5918,417,305701.0,0.2,0.009963342,0.051837158203125,0.002486499476071913,2540,0.39462387561798096,-1.947621051967144,0.0003,836080.582421875,0.5102835595607758,,
147456,311,527.73,9,-4418.562,472,349710.9375,0.2,0.006235156,0.03675537109375,0.0001909864760818891,2550,0.39461764693260193,-1.9476388171315193,0.0003,907137.634375,0.5887109041213989,,
163840,310,537.5,10,-4349.35,528,278514.65625,0.2,0.006217601,0.036572265625,0.0007993956387508661,2560,0.39462965726852417,-1.947647462785244,0.0003,503716.59453125,0.6865045130252838,,
180224,309,525.45,11,-3866.521,582,292980.03125,0.2,0.00572541,0.0330078125,-0.0006525645876536146,2570,0.3946380317211151,-1.9477487787604333,0.0003,586437.6890625,0.6760056018829346,,
196608,308,510.46,12,-4125.7036,637,251719.984375,0.2,0.004934119,0.02542724609375,-0.00017935502619366163,2580,0.3946298062801361,-1.9477602541446686,0.0003,617812.88125,0.679413765668869,,
212992,308,508.64,13,-3548.1777,691,310316.28125,0.2,0.005741231,0.037896728515625,-2.5020408793352543e-05,2590,0.3946216404438019,-1.9476688668131827,0.0003,630289.4171875,0.6712110638618469,,
229376,307,531.83,14,-3144.9207,747,134033.6875,0.2,0.005185509,0.026702880859375,-0.000640961731551215,2600,0.3946346044540405,-1.9476774975657463,0.0003,348086.18125,0.7311687469482422,,
245760,305,559.84,15,-2219.247,803,239452.484375,0.2,0.0077300565,0.0537109375,-0.0008438949269475415,2610,0.3946399688720703,-1.947782763838768,0.0003,427563.7515625,0.7040824890136719,,
262144,305,551.2,16,-1740.2817,859,129552.109375,0.2,0.0076987585,0.053997802734375,4.29836189141497e-05,2620,0.3946196734905243,-1.9477128133177757,0.0003,381986.041796875,0.7312110960483551,,
278528,304,556.62,17,-1639.033,914,105281.65625,0.2,0.006582885,0.045953369140625,0.0003084942654822953,2630,0.39462539553642273,-1.9475969597697258,0.0003,235844.774609375,0.7273642420768738,,
294912,304,523.29,18,-1357.9268,968,168894.671875,0.2,0.006219151,0.0376708984375,8.236106368713081e-05,2640,0.39462852478027344,-1.9476739421486855,0.0003,397627.021484375,0.6655230820178986,,
311296,304,502.83,19,-2077.1917,1022,127423.65625,0.2,0.0072099743,0.044384765625,0.002642655756790191,2650,0.394615113735199,-1.9476302698254586,0.0003,270820.34765625,0.7276506423950195,,
327680,304,504.81,20,-1919.0984,1077,197646.28125,0.2,0.007952183,0.05318603515625,7.177358929766342e-05,2660,0.3946301341056824,-1.9475946828722954,0.0003,498754.6375,0.6633825302124023,,
344064,303,531.07,21,-1935.093,1131,71451.3828125,0.2,0.007045073,0.053912353515625,-0.00035327371442690493,2670,0.3946119546890259,-1.947645516693592,0.0003,145942.397265625,0.8084422647953033,,
360448,303,558.7,22,-1642.9281,1187,99896.859375,0.2,0.0053773066,0.03056640625,0.0002291400571266422,2680,0.39459696412086487,-1.947437623143196,0.0003,172893.42294921874,0.7665703594684601,,
376832,303,597.64,23,-844.09045,1241,80474.625,0.2,0.0070397845,0.04150390625,-0.0004801258568477351,2690,0.39458727836608887,-1.947310633957386,0.0003,184669.508984375,0.7503519803285599,,
