time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-216.23067,56,301.0,32768,576,,,,,,,,,,,,,
2,-161.73474,223,301.0,65536,293,90.35050651002675,0.001,0.172021484375,-5.663626581151038,38.44884490966797,0.00041228532791137695,0.2,10,0.008207984,-0.006238334795159517,0.9895695447921753,,
3,7.994524,395,301.0,98304,248,113.53831244576722,0.001,0.1734649658203125,-5.599617355922237,43.49228286743164,0.3612416982650757,0.2,20,0.011566468,-0.017292779134197644,0.9760135412216187,,
4,157.5504,567,301.0,131072,230,124.51049869693816,0.001,0.1739013671875,-5.537799933599308,65.94982147216797,0.4810296297073364,0.2,30,0.011642214,-0.017991853640887713,0.9654147624969482,,
5,130.44716,739,301.0,163840,221,2058.867099844664,0.001,0.150018310546875,-5.5013692013919355,130.3686981201172,0.10957539081573486,0.2,40,0.01044802,-0.011402843917858263,0.9551051259040833,,
6,130.4233,913,301.0,196608,215,2188.665880957246,0.001,0.1199981689453125,-5.44088657326065,49.59914016723633,0.06963187456130981,0.2,50,0.008808201,-0.008287825454510766,0.9426229000091553,,
7,112.22105,1090,301.0,229376,210,2153.6345237754285,0.001,0.091339111328125,-5.40415294286795,100.85889434814453,0.030622422695159912,0.2,60,0.0077823186,-0.005242894610580607,0.9383286237716675,,
8,153.73941,1270,301.0,262144,206,1301.4630570679903,0.001,0.099237060546875,-5.380891997739672,117.7273178100586,0.13930046558380127,0.2,70,0.008210456,-0.005835048749463567,0.9284436702728271,,
9,94.6357,1451,301.0,294912,203,2173.3512081429362,0.001,0.1023468017578125,-5.3386071701999755,254.23338317871094,0.2038077712059021,0.2,80,0.009072518,-0.004399040412022259,0.9192951917648315,,
10,33.97402,1633,301.0,327680,200,1337.0571316361427,0.001,0.0974761962890625,-5.328502517612651,110.02373504638672,0.36764198541641235,0.2,90,0.008115819,-0.0022977815590650152,0.915693461894989,,
11,54.813007,1814,301.0,360448,198,731.7789377126843,0.001,0.105450439453125,-5.303053523367271,93.64276123046875,0.5731358528137207,0.2,100,0.0079143625,-0.0035253310505595436,0.9029513001441956,,
12,65.1609,1995,301.0,393216,197,739.1287360139191,0.001,0.12142333984375,-5.2271464637015015,79.28052520751953,0.6139445006847382,0.2,110,0.0099749435,-0.003927483479515104,0.894689679145813,,
13,79.82224,2176,301.0,425984,195,213.76824626475573,0.001,0.1273956298828125,-5.202218589792028,117.61923217773438,0.8476542681455612,0.2,120,0.009904642,-0.0041778840860160925,0.8941544890403748,,
14,165.72969,2360,301.0,458752,194,222.62798021622,0.001,0.140399169921875,-5.190734666818753,116.14246368408203,0.8376663029193878,0.2,130,0.010340834,-0.004325180136436302,0.887679934501648,,
15,186.18134,2541,301.0,491520,193,532.2948782041669,0.001,0.1386260986328125,-5.158365870639682,118.5356216430664,0.6811842322349548,0.2,140,0.010305276,-0.003719097973419139,0.8778364658355713,,
