time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,580,56,-207.30176,,,,,,,,,,,
2,301.0,65536,496,131,-135.70013,0.2,1e-06,0.07562255859375,10,0.008102631,168.01389596164228,0.9998348951339722,-0.010397520594506205,-5.675572021864355,53.65855026245117,-0.00036704540252685547
3,301.0,98304,477,205,-22.13692,0.2,1e-06,0.1030914306640625,20,0.0088587385,103.7539992928505,0.9994156360626221,-0.013071681802375678,-5.6742868181318045,54.52976608276367,-0.0012496709823608398
4,301.0,131072,468,279,169.67702,0.2,1e-06,0.1101806640625,30,0.01005118,117.08029134571552,0.9991968870162964,-0.013821683249625493,-5.673062736727298,68.85181427001953,0.0013346076011657715
5,301.0,163840,462,353,153.94019,0.2,1e-06,0.025140380859375,40,0.007653103,1801.9810786396265,0.9990847110748291,-0.0029217299648735206,-5.672448186948896,339.9864196777344,0.00024110078811645508
6,301.0,196608,459,427,101.10107,0.2,1e-06,0.040673828125,50,0.006677486,2181.8515907943247,0.9989687204360962,-0.004057280660390461,-5.671975016780197,1388.69189453125,0.0005455613136291504
7,301.0,229376,457,501,34.915344,0.2,1e-06,0.04111328125,60,0.0061876755,1644.3051433205605,0.9989100694656372,-0.0035995569704482477,-5.6715402621775866,132.32791137695312,0.00025844573974609375
8,301.0,262144,455,575,43.348286,0.2,1e-06,0.0394073486328125,70,0.005139502,573.7446604788304,0.9986388683319092,-0.004676155375409508,-5.670919494703412,139.7037811279297,0.001597285270690918
9,301.0,294912,454,649,-67.809135,0.2,1e-06,0.022021484375,80,0.00464265,1633.8651260077954,0.9985690712928772,-0.0028424065825674917,-5.670197280682624,1156.2586669921875,0.0010094642639160156
10,301.0,327680,453,723,-105.763535,0.2,1e-06,0.0060760498046875,90,0.003552481,747.827637553215,0.9984481930732727,-0.0010719859916207496,-5.669880227185786,229.81394958496094,0.005101919174194336
11,301.0,360448,452,797,-161.15312,0.2,1e-06,0.0012176513671875,100,0.00224895,609.0740167737007,0.9983896613121033,-0.0005908406637445296,-5.669468971900642,299.9742126464844,0.013362586498260498
12,301.0,393216,451,871,-138.4286,0.2,1e-06,0.0034698486328125,110,0.0032180692,735.8394643306732,0.9981997609138489,-0.0007753247429718613,-5.669019734673202,348.67083740234375,0.021783530712127686
13,301.0,425984,449,947,-150.58017,0.2,1e-06,0.00577392578125,120,0.0033560505,1028.9447926163673,0.9980900287628174,-0.001105383230606094,-5.668379835039377,374.8095397949219,0.02138376235961914
14,301.0,458752,448,1022,-164.97375,0.2,1e-06,0.005206298828125,130,0.0032805796,968.279746055603,0.9981012940406799,-0.0010995993111464486,-5.668177279643714,306.4107666015625,0.03232532739639282
15,301.0,491520,447,1098,-169.6024,0.2,1e-06,0.0054168701171875,140,0.0032375935,988.8900105953217,0.9981228113174438,-0.001056199454842499,-5.668225869163871,375.98529052734375,0.044182002544403076
16,301.0,524288,447,1172,-98.87853,0.2,1e-06,0.0014984130859375,150,0.0026829853,1073.1270276665687,0.998143196105957,-0.0005746186471242253,-5.6682800317183135,425.96392822265625,0.06407773494720459
17,301.0,557056,446,1247,-92.34697,0.2,1e-06,0.0005035400390625,160,0.0021501058,904.0554628014564,0.998084306716919,-0.0005027798259561678,-5.668209105916321,578.534912109375,0.09034359455108643
18,301.0,589824,446,1321,-23.416832,0.2,1e-06,0.001422119140625,170,0.0027162053,558.0901252150536,0.9980900287628174,-0.0006938637711755291,-5.668106380663812,255.3153076171875,0.20470762252807617
19,301.0,622592,446,1395,-80.81601,0.2,1e-06,0.00211181640625,180,0.00311082,1436.966181409359,0.9980635643005371,-0.0008433651632230976,-5.668088104575872,230.23435974121094,0.15129917860031128
20,301.0,655360,445,1470,-55.87812,0.2,1e-06,4.8828125e-05,190,0.0015146028,1444.4110421657563,0.9980040788650513,-0.0003297591400496458,-5.667872216179967,286.9125671386719,0.24360710382461548
21,301.0,688128,445,1544,-42.461136,0.2,1e-06,0.0086883544921875,200,0.0041583944,1085.431857573986,0.9978129267692566,-0.0014037797858009072,-5.667450549826026,394.99334716796875,0.32980120182037354
22,301.0,720896,445,1618,-39.966335,0.2,1e-06,0.0,210,0.0008564883,1752.8930706262588,0.9978047013282776,-0.0002247917003387556,-5.667011491209268,558.3189697265625,0.3117395043373108
23,301.0,753664,444,1694,19.487005,0.2,1e-06,3.35693359375e-05,220,0.0013933161,764.1638583540916,0.9977537393569946,-0.0003551219647306425,-5.666863762401045,245.21458435058594,0.5628703534603119
24,301.0,786432,444,1769,26.666128,0.2,1e-06,9.46044921875e-05,230,0.0015588325,1330.6370289325714,0.9976944923400879,-0.00045107920432201353,-5.666672701202333,199.20127868652344,0.5099252760410309
25,301.0,819200,444,1844,84.76193,0.2,1e-06,0.000262451171875,240,0.0019087738,995.2015245199203,0.9976043701171875,-0.0004551331891434529,-5.666345400735736,151.1922149658203,0.6025621891021729
26,301.0,851968,443,1920,55.66397,0.2,1e-06,0.0,250,0.0006863689,1711.6322118639946,0.9976183176040649,-0.0003099067238565567,-5.66619651094079,1079.6474609375,0.5016317069530487
27,301.0,884736,443,1994,121.87201,0.2,1e-06,0.000616455078125,260,0.002332373,1579.0883279442787,0.9976235032081604,-0.0008923932464767858,-5.666227970458567,205.45465087890625,0.5547282099723816
28,301.0,917504,443,2069,147.6242,0.2,1e-06,1.52587890625e-05,270,0.001248339,1042.8092376351356,0.9976068139076233,-0.0004022592985393203,-5.666207345761359,3948.015625,0.6514151692390442
29,301.0,950272,443,2143,167.27309,0.2,1e-06,0.0002838134765625,280,0.0020045603,1495.739157807827,0.997658371925354,-0.0008181991933270183,-5.666272682882846,284.59454345703125,0.5568644106388092
30,301.0,983040,443,2218,130.6889,0.2,1e-06,6.103515625e-06,290,0.0010294853,1345.7174374580384,0.9975805282592773,-0.00035330059906755194,-5.666164994053543,205.2074737548828,0.594023585319519
31,301.0,1015808,443,2292,160.34506,0.2,1e-06,0.0040802001953125,300,0.0036211945,475.17829475402834,0.9975205659866333,-0.0013038355317576134,-5.665956423431635,222.71058654785156,0.7831163853406906
