rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/approx_kl,train/n_updates,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
823.7878787878788,32768,326,1587.5114,1,100,,,,,,,,,,,,,
832.5522388059702,65536,307,1950.7855,2,213,16904.306640625,-1.9465568312443793,0.0001,0.07428407669067383,0.3944370448589325,0.012343845,2480,0.1195068359375,39390.036186981204,0.2,0.0022271277666732203,,
878.81,98304,302,2637.4768,3,324,9586.0400390625,-1.945392584055662,0.0001,0.07989341020584106,0.3943389058113098,0.0076932865,2490,0.064508056640625,36535.846201324464,0.2,0.0006056150243239245,,
923.35,131072,299,3297.143,4,437,9995.45703125,-1.9439454812556505,0.0001,0.27217572927474976,0.39415058493614197,0.007412453,2500,0.066937255859375,31125.361354064942,0.2,-0.00042659792725316945,,
950.1,163840,298,3397.3523,5,548,9464.357421875,-1.94225992532447,0.0001,0.2741333246231079,0.39401376247406006,0.0075340196,2510,0.0618316650390625,36339.161558532716,0.2,0.001878660565489554,,
1000.39,196608,297,3936.407,6,661,9549.3857421875,-1.9410994476638734,0.0001,0.3061143159866333,0.3939022123813629,0.0077566262,2520,0.06539306640625,31818.181866455077,0.2,0.0025018353870109424,,
987.11,229376,296,4183.274,7,772,14892.5751953125,-1.9395478216931223,0.0001,0.2740408182144165,0.3937242031097412,0.0074012075,2530,0.056414794921875,34475.575828552246,0.2,0.00022717400406691013,,
1013.22,262144,296,4558.3184,8,884,8152.58447265625,-1.9382777365855872,0.0001,0.24637627601623535,0.3936665654182434,0.0068202736,2540,0.0544921875,33842.78560943603,0.2,0.001116571723468951,,
1011.7,294912,295,4657.5073,9,997,12111.23046875,-1.9372329118661582,0.0001,0.259732186794281,0.393513560295105,0.0063065635,2550,0.051922607421875,34636.13998794556,0.2,0.0009326259485533228,,
1037.79,327680,295,5028.0186,10,1107,12346.9375,-1.936172980349511,0.0001,0.32691389322280884,0.39344602823257446,0.0066361697,2560,0.0545379638671875,34591.875624084474,0.2,0.00039462981458200376,,
1044.85,360448,296,5069.892,11,1216,8672.376953125,-1.9349832199513912,0.0001,0.36852139234542847,0.39329397678375244,0.0066735586,2570,0.0563720703125,30496.31215286255,0.2,0.0006117860157246469,,
1043.38,393216,296,5212.0586,12,1324,7892.8984375,-1.9335794913582505,0.0001,0.37696224451065063,0.3931864798069,0.006031798,2580,0.05150146484375,29883.20090255737,0.2,-0.00023139278800954344,,
1058.51,425984,296,5350.467,13,1434,9790.8310546875,-1.9325288875959814,0.0001,0.3562389612197876,0.39309436082839966,0.0065803574,2590,0.0524322509765625,30422.463566589355,0.2,0.0009038810818310594,,
1056.92,458752,297,5470.305,14,1540,13652.958984375,-1.93187553351745,0.0001,0.4819612503051758,0.3930484354496002,0.006200917,2600,0.0463348388671875,29743.279627227785,0.2,-5.6070410209940745e-06,,
1084.16,491520,297,5883.665,15,1653,8099.68994140625,-1.9311520074494184,0.0001,0.4238448739051819,0.392962247133255,0.006643807,2610,0.0556610107421875,27559.732717132567,0.2,-0.00048756939577287994,,
1113.71,524288,297,6171.495,16,1764,15738.1220703125,-1.930345378164202,0.0001,0.43828439712524414,0.39289170503616333,0.0059093786,2620,0.0470428466796875,29645.565692138673,0.2,0.00019965768842666876,,
1107.87,557056,297,6347.8213,17,1874,10052.8984375,-1.9293468807823957,0.0001,0.49237680435180664,0.39277705550193787,0.0070253955,2630,0.06019287109375,29053.630186462404,0.2,0.00016214074530580548,,
1115.71,589824,297,6991.672,18,1982,14202.515625,-1.9287218120880425,0.0001,0.5863353312015533,0.3927726745605469,0.005885266,2640,0.0465087890625,27799.789147949217,0.2,0.00043016497420467203,,
1074.08,622592,297,6847.8745,19,2089,9855.0009765625,-1.9279975791461765,0.0001,0.5438904762268066,0.39263051748275757,0.0058460357,2650,0.0439117431640625,30022.78694458008,0.2,0.0005752565666625742,,
1084.61,655360,297,7265.5264,20,2200,8917.2294921875,-1.9269913274794817,0.0001,0.5203790664672852,0.39257723093032837,0.005671325,2660,0.041015625,30228.62741165161,0.2,-0.0002437070055748336,,
1096.11,688128,297,7476.9263,21,2312,9547.3486328125,-1.9261695168912412,0.0001,0.5415762364864349,0.3924647867679596,0.0056208195,2670,0.0441192626953125,29577.04282913208,0.2,-0.0004764240289659938,,
1090.73,720896,297,7732.248,22,2420,9092.671875,-1.925444222893566,0.0001,0.5734549462795258,0.39243176579475403,0.005723006,2680,0.0362579345703125,28657.949140167235,0.2,0.0006696122340144939,,
1077.74,753664,297,7851.786,23,2533,9324.7587890625,-1.9252573482692241,0.0001,0.5530897080898285,0.3924133777618408,0.005730247,2690,0.0466888427734375,32459.89832611084,0.2,0.00016247338098764885,,
1093.48,786432,297,8149.842,24,2647,6954.80029296875,-1.92442990494892,0.0001,0.5820539891719818,0.3922649621963501,0.006047584,2700,0.0449462890625,29083.325396728516,0.2,-0.00029449410903907846,,
1116.33,819200,297,8486.909,25,2757,7412.97900390625,-1.9237775765359402,0.0001,0.6237798929214478,0.3922945559024811,0.0057196347,2710,0.0405731201171875,29461.419548797607,0.2,-0.0004710606057415134,,
1147.05,851968,297,8878.453,26,2864,7950.5517578125,-1.9240319208241998,0.0001,0.547247588634491,0.3923119902610779,0.0058123115,2720,0.041265869140625,29594.850222015382,0.2,8.887387630238664e-05,,
1133.55,884736,297,8831.828,27,2973,9519.529296875,-1.9233419745229186,0.0001,0.5682788789272308,0.3921492099761963,0.0057134163,2730,0.0464385986328125,29025.506101989748,0.2,0.0014586514529582929,,
1133.74,917504,297,9127.13,28,3083,7348.81298828125,-1.922320659365505,0.0001,0.5487429201602936,0.392120897769928,0.004796113,2740,0.029833984375,29648.690251159667,0.2,1.9546312159945956e-05,,
1117.2,950272,297,9116.131,29,3192,9514.11328125,-1.9215397216379642,0.0001,0.6130810678005219,0.39197149872779846,0.0058350693,2750,0.0453125,30475.85821533203,0.2,-4.752016320708208e-05,,
1136.36,983040,297,9619.004,30,3304,9739.8447265625,-1.9204687585122884,0.0001,0.5890827178955078,0.3919215798377991,0.006534443,2760,0.0545013427734375,32467.553199005128,0.2,0.0006036453774868278,,
1133.01,1015808,297,8535.415,31,3417,16474.720703125,-1.9199257493019104,0.0001,0.6380782127380371,0.3918618857860565,0.006837962,2770,0.0580718994140625,37763.305490875246,0.2,1.0526338883209973e-06,,
1170.0,1048576,296,7177.913,32,3531,107242.71875,-1.9195590490475296,0.0001,0.4265824556350708,0.39183998107910156,0.005514946,2780,0.0418212890625,267958.4684463501,0.2,0.0014864874499835423,,
1199.19,1081344,296,7013.7725,33,3645,78185.03125,-1.9192053492181003,0.0001,0.5469983816146851,0.3918219804763794,0.006392501,2790,0.0490814208984375,481486.8609283447,0.2,0.0007320584627450444,,
1206.43,1114112,296,7045.522,34,3757,122337.1640625,-1.9188726301304997,0.0001,0.7816243767738342,0.3917716443538666,0.006307435,2800,0.0497589111328125,129069.73223190308,0.2,-0.0007290781006304315,,
1244.25,1146880,296,6741.392,35,3866,490070.25,-1.9182373597286642,0.0001,0.5566732883453369,0.39170217514038086,0.007373152,2810,0.058148193359375,666100.3361953736,0.2,0.00022132925460027764,,
1245.77,1179648,296,8398.264,36,3982,8371.3271484375,-1.9175458081066608,0.0001,0.5581748783588409,0.39164525270462036,0.0062421453,2820,0.046649169921875,178896.741771698,0.2,0.00018518028318794676,,
1298.14,1212416,296,10396.441,37,4095,12014.681640625,-1.9171782962046564,0.0001,0.8420270681381226,0.3916374444961548,0.0061948206,2830,0.0495208740234375,31987.790077209473,0.2,0.0007667776455491549,,
1235.98,1245184,296,10993.246,38,4204,11149.0849609375,-1.9163628445006906,0.0001,0.6705625057220459,0.3914422392845154,0.0063457005,2840,0.059423828125,28469.197117614745,0.2,0.00026469142321730035,,
1269.1,1277952,295,10212.2295,39,4318,9446.4775390625,-1.9148325850255787,0.0001,0.5873281061649323,0.3913584351539612,0.0060901837,2850,0.0435302734375,37394.62499771118,0.2,-5.263814546196954e-05,,
1182.67,1310720,295,9766.851,40,4431,39932.12109375,-1.914397032186389,0.0001,0.6709676384925842,0.39137762784957886,0.006446683,2860,0.058685302734375,229674.87985687255,0.2,0.0003087741390118026,,
1141.89,1343488,295,9148.974,41,4542,8424.3076171875,-1.9139980841428041,0.0001,0.5595482885837555,0.3912721574306488,0.0061093247,2870,0.049456787109375,38543.58326568604,0.2,-0.0002959742878374527,,
1125.36,1376256,295,9796.6045,42,4654,15169.2568359375,-1.913255364447832,0.0001,0.7337231338024139,0.39123111963272095,0.005884843,2880,0.039996337890625,56113.97325134277,0.2,0.0005720582339563407,,
1139.03,1409024,295,8958.968,43,4775,12809.0283203125,-1.91255742860958,0.0001,0.5468990504741669,0.39113789796829224,0.006602418,2890,0.0503814697265625,34632.38948135376,0.2,-7.52568397729192e-05,,
1174.15,1441792,294,9632.747,44,4897,115864.734375,-1.9118942282162608,0.0001,0.5827096700668335,0.39111876487731934,0.0053002033,2900,0.037603759765625,305116.2705780029,0.2,0.000498133486507868,,
1203.1,1474560,293,9975.483,45,5020,10740.8349609375,-1.9114111396484077,0.0001,0.7701378762722015,0.39103513956069946,0.0060774693,2910,0.04176025390625,35030.78797912598,0.2,-0.0008359741825188394,,
1147.29,1507328,293,10675.278,46,5134,13133.5947265625,-1.9110258772037922,0.0001,0.748162180185318,0.39104729890823364,0.005707075,2920,0.038616943359375,32396.813117980957,0.2,-0.00022289141725195805,,
