time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/std,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
1,684,16384,872.146,460.5625,23,,,,,,,,,,,,,
2,456,32768,1315.4481,500.57377049180326,71,0.2,0.003979085342143663,-0.029757142066955566,2480,7766.9638671875,0.0003,-1.9470432609319688,0.145263671875,0.3945186734199524,0.014319257,23978.125219726564,,
3,409,49152,1493.3707,515.3076923076923,120,0.2,0.0011269653376075439,0.11403536796569824,2490,5331.54150390625,0.0003,-1.9462517954409122,0.103118896484375,0.3944374918937683,0.011008756,23238.478393554688,,
4,388,65536,1875.0043,547.77,168,0.2,0.0015531882228970062,0.25502127408981323,2500,7641.14453125,0.0003,-1.9453004837036132,0.08056640625,0.3943147659301758,0.009251511,22530.619775390624,,
5,375,81920,2084.2861,564.15,217,0.2,0.0008021416666451842,0.3187938928604126,2510,3826.58251953125,0.0003,-1.943769359588623,0.06990966796875,0.3941289782524109,0.008651322,19030.33148803711,,
6,369,98304,2445.0696,597.31,266,0.2,-8.673283300595359e-05,0.32989734411239624,2520,4949.37353515625,0.0003,-1.9424945659935475,0.068939208984375,0.39410340785980225,0.007005603,19588.222875976564,,
7,363,114688,2536.2725,602.82,315,0.2,0.00044764027225028256,0.36348259449005127,2530,5304.6513671875,0.0003,-1.942116443812847,0.069073486328125,0.39402157068252563,0.008362397,21897.65482788086,,
8,357,131072,2757.8127,625.73,366,0.2,0.00042066881178470794,0.3952510356903076,2540,3919.67822265625,0.0003,-1.9408019378781318,0.058953857421875,0.39384108781814575,0.0063783103,18267.241616821288,,
9,353,147456,2971.4307,649.4,416,0.2,-0.00019130084401695058,0.29470497369766235,2550,3653.599853515625,0.0003,-1.9387455582618713,0.05677490234375,0.39363542199134827,0.0068815555,19965.987658691407,,
10,351,163840,2997.01,654.1,466,0.2,0.00013614642011816613,0.35302937030792236,2560,4713.31396484375,0.0003,-1.9367603413760661,0.04539794921875,0.39344680309295654,0.0070639374,21519.5383972168,,
