time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
306,1,417792,3648.059,26,738.89,,,,,,,,,,,
242,2,425984,3443.253,67,700.79,2980,1052.99951171875,0.2,0.38577643036842346,-1.8584556996822357,9986.140879058838,0.21792858839035034,0.1067138671875,0.0096489005,0.0003,0.0005352032108930871
222,3,434176,3625.0696,110,704.13,2990,3672.0380859375,0.2,0.3855286240577698,-1.8557584078982472,16021.88980140686,0.44632846117019653,0.0804931640625,0.007619906,0.0003,-0.0016103879253932974
215,4,442368,3886.6953,152,735.01,3000,1989.5506591796875,0.2,0.38534557819366455,-1.8534931169822813,15228.289135742187,0.444063663482666,0.10880126953125,0.0098103415,0.0003,-0.0007278713812411298
211,5,450560,4013.6392,193,752.84,3010,3001.97412109375,0.2,0.3850928246974945,-1.8513207299634815,13746.003084564209,0.5741892755031586,0.096484375,0.008728698,0.0003,-0.0009116758243180812
207,6,458752,4187.3657,236,778.12,3020,2120.2109375,0.2,0.38521021604537964,-1.8503146916627884,12655.65291481018,0.4322415590286255,0.08280029296875,0.0078464495,0.0003,-0.001953541282273363
206,7,466944,4252.7163,277,789.26,3030,2083.749755859375,0.2,0.3853032886981964,-1.8513498404994606,13374.07272720337,0.4972073435783386,0.0986083984375,0.009361265,0.0003,-0.000394933475763537
204,8,475136,4381.6846,320,801.62,3040,4018.168212890625,0.2,0.38501203060150146,-1.850408186390996,15642.352671432494,0.2962135076522827,0.0740966796875,0.007668496,0.0003,0.00032370456465287135
204,9,483328,4113.841,360,769.87,3050,1481.2109375,0.2,0.3849636912345886,-1.8486358713358642,11454.802107810974,0.5881108939647675,0.108642578125,0.009351678,0.0003,0.00048587123746983706
203,10,491520,4205.5547,403,794.28,3060,6739.03515625,0.2,0.38502904772758484,-1.8485601415857673,18725.899165725707,0.3425474762916565,0.07510986328125,0.007894324,0.0003,-0.0010799923235026653
202,11,499712,3943.7534,444,760.51,3070,5239.60546875,0.2,0.38475915789604187,-1.8478392034769058,13907.48334197998,0.5499095022678375,0.1045166015625,0.009934043,0.0003,0.00026905150298262015
200,12,507904,3975.9443,489,796.71,3080,4624.078125,0.2,0.38468116521835327,-1.8457599453628064,14008.939891433716,0.5483828485012054,0.07281494140625,0.0075791385,0.0003,-0.0013000387622014386
200,13,516096,3727.444,532,770.03,3090,2685.845947265625,0.2,0.38430482149124146,-1.8441351247951387,11632.346702957153,0.743815541267395,0.12633056640625,0.012351228,0.0003,-0.0012012347990093986
200,14,524288,3434.3809,573,745.82,3100,4228.86083984375,0.2,0.38420572876930237,-1.8410923672839998,15135.601713180542,0.4350494146347046,0.08157958984375,0.008695934,0.0003,-0.0021640448012476554
198,15,532480,3459.6025,617,758.59,3110,2442.190185546875,0.2,0.3841699957847595,-1.840514747798443,14437.898963928223,0.5105356872081757,0.0792236328125,0.008000048,0.0003,-0.00039837941440055145
198,16,540672,3416.915,659,750.7,3120,3540.70361328125,0.2,0.38399121165275574,-1.8393949000164866,12173.114755630493,0.5728999376296997,0.0941650390625,0.009595759,0.0003,-0.0005245579768597963
198,17,548864,3447.6052,702,719.19,3130,1793.1070556640625,0.2,0.38391923904418945,-1.837799758091569,16707.905545425416,0.4644553065299988,0.073779296875,0.007435551,0.0003,-0.0007281917856744258
198,18,557056,3494.9326,743,717.35,3140,3343.153076171875,0.2,0.3841221034526825,-1.838453490845859,16137.154246902466,0.5270689725875854,0.0785888671875,0.0085741915,0.0003,-0.00022107746044639499
198,19,565248,3441.9126,784,698.02,3150,4712.26123046875,0.2,0.38403499126434326,-1.8392691168934108,13191.247441864014,0.5646289885044098,0.0730224609375,0.0074243955,0.0003,-0.00011971869535045698
198,20,573440,3576.7825,825,673.99,3160,6255.3291015625,0.2,0.38392049074172974,-1.838225227035582,17948.38726348877,0.34655654430389404,0.063720703125,0.007020744,0.0003,-0.00020993757098040078
198,21,581632,3728.8748,868,689.52,3170,3090.123779296875,0.2,0.3837931752204895,-1.836874026991427,13211.071635818482,0.49956727027893066,0.09346923828125,0.00963632,0.0003,-0.0004354222044639755
197,22,589824,3969.5325,912,703.7,3180,2239.098876953125,0.2,0.38387471437454224,-1.8363228866830468,11981.095381927491,0.5709720551967621,0.08714599609375,0.008122109,0.0003,-0.0008766247334278887
197,23,598016,4083.8462,955,690.08,3190,11880.6669921875,0.2,0.38373807072639465,-1.836092689819634,18772.541372680666,0.5275797545909882,0.1001220703125,0.009742074,0.0003,3.478775652183685e-05
196,24,606208,4258.883,1000,699.17,3200,7800.64599609375,0.2,0.38346901535987854,-1.8338334495201707,23147.316425323486,0.4677361845970154,0.0836181640625,0.007999163,0.0003,0.00017131395361502655
195,25,614400,4530.1724,1047,738.81,3210,3928.838134765625,0.2,0.3833664059638977,-1.832008351944387,15092.344418716431,0.5878212451934814,0.10975341796875,0.009627441,0.0003,-0.0020330987423221813
