rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-221.5271,301.0,1,32768,58,563,,,,,,,,,,,
-144.10109,301.0,2,65536,266,245,0.0980560302734375,0.2,10,111.93765601944179,66.49314880371094,0.008389947,0.00017571449279785156,-0.011462899586024377,0.9997968673706055,1e-06,-5.675483365030959
-7.009081,301.0,3,98304,473,207,0.113330078125,0.2,20,102.64312503747642,65.94278717041016,0.008712478,0.017392218112945557,-0.013168628494463519,0.9995265007019043,1e-06,-5.674483321607113
128.39874,301.0,4,131072,679,192,0.1229400634765625,0.2,30,392.8307324234396,48.27798843383789,0.009665971,0.00905543565750122,-0.013879573373458243,0.9988634586334229,1e-06,-5.6726322858128695
145.2827,301.0,5,163840,885,184,0.113812255859375,0.2,40,1225.0058159131556,42.933189392089844,0.0091571,0.00414884090423584,-0.011201910119439162,0.998257040977478,1e-06,-5.670139734679833
111.270096,301.0,6,196608,1093,179,0.0771942138671875,0.2,50,2425.8199592221526,103.08365631103516,0.007129411,0.0023100972175598145,-0.00657982748821837,0.9977271556854248,1e-06,-5.667826464213431
38.81294,301.0,7,229376,1302,176,0.0547027587890625,0.2,60,1918.0795639276505,98.2057113647461,0.0056869006,0.0007594823837280273,-0.004986903307684543,0.9971093535423279,1e-06,-5.665479986742139
-37.813625,301.0,8,262144,1509,173,0.0336578369140625,0.2,70,1171.6914721235632,214.57809448242188,0.0045388327,-0.0025670528411865234,-0.0034859224638125854,0.9965922236442566,1e-06,-5.663293110160157
-57.20455,301.0,9,294912,1715,171,0.02158203125,0.2,80,951.8913895756007,199.91539001464844,0.0042953957,0.0006881356239318848,-0.0025116129493085284,0.9964445233345032,1e-06,-5.661920655053109
-68.12015,301.0,10,327680,1922,170,0.0124664306640625,0.2,90,714.2392114952206,135.43023681640625,0.0035865386,0.020253896713256836,-0.0014831942197133686,0.9962987899780273,1e-06,-5.661338694440201
-69.89489,301.0,11,360448,2129,169,0.005010986328125,0.2,100,623.6971271023154,141.98828125,0.0031478503,0.11785238981246948,-0.0010628377819216438,0.9963058233261108,1e-06,-5.661008967738598
-82.12631,301.0,12,393216,2336,168,0.0112030029296875,0.2,110,360.91824532300234,175.62425231933594,0.0036612954,0.44588702917099,-0.0016107486104601776,0.9963576793670654,1e-06,-5.661178683303296
-42.19221,301.0,13,425984,2544,167,0.0033050537109375,0.2,120,940.1812860652805,167.85748291015625,0.003117456,0.4843403100967407,-0.0008072455314163563,0.996251106262207,1e-06,-5.661039648391307
63.538597,301.0,14,458752,2752,166,0.00654296875,0.2,130,353.51070065572856,178.7565460205078,0.003875508,0.7738256007432938,-0.0012488396590470074,0.9964486360549927,1e-06,-5.661235309252516
74.58374,301.0,15,491520,2959,166,0.0164031982421875,0.2,140,1194.2510657787323,105.77881622314453,0.004578312,0.5471562147140503,-0.0018798654058173269,0.9962334632873535,1e-06,-5.661255568312481
104.51029,301.0,16,524288,3167,165,0.011553955078125,0.2,150,1178.1362816877663,124.85803985595703,0.0042117117,0.5357611179351807,-0.001868901944078516,0.9963569045066833,1e-06,-5.6610274179372935
121.95637,301.0,17,557056,3375,165,0.0045135498046875,0.2,160,1159.126456578821,137.72361755371094,0.0034569632,0.3863247036933899,-0.0009699356258693115,0.9963003993034363,1e-06,-5.661055215029046
87.16792,301.0,18,589824,3581,164,0.012908935546875,0.2,170,871.3043985255063,118.78463745117188,0.0040595783,0.42299580574035645,-0.0018146798323982693,0.9961903095245361,1e-06,-5.660786857549101
90.36582,301.0,19,622592,3791,164,0.016632080078125,0.2,180,888.6266909062863,164.64358520507812,0.0043234215,0.48157018423080444,-0.0023484076446607105,0.9960405230522156,1e-06,-5.660280472924933
69.85407,301.0,20,655360,3999,163,0.003704833984375,0.2,190,633.1013228423893,105.9718017578125,0.0030850659,0.5940528512001038,-0.0008921651046193801,0.9958896040916443,1e-06,-5.659623538563028
89.94894,301.0,21,688128,4207,163,0.0023956298828125,0.2,200,654.3807719312608,138.9365997314453,0.0029699858,0.6756880879402161,-0.0009024967649338578,0.9958186149597168,1e-06,-5.659213808178902
107.41156,301.0,22,720896,4416,163,0.00604248046875,0.2,210,352.8718090109527,193.36953735351562,0.0036707483,0.742622971534729,-0.0012797143245620647,0.9955618381500244,1e-06,-5.658514855895191
157.18208,301.0,23,753664,4624,162,0.007025146484375,0.2,220,356.1999559365213,154.91552734375,0.003587151,0.7716772854328156,-0.001345882288097755,0.9956275224685669,1e-06,-5.658119495725259
161.40205,301.0,24,786432,4831,162,0.007525634765625,0.2,230,931.7752057664096,203.89671325683594,0.003594716,0.5349468290805817,-0.0016011210811029742,0.9953868389129639,1e-06,-5.657843658607453
166.2237,301.0,25,819200,5038,162,0.0020721435546875,0.2,240,991.8252179831267,156.2625274658203,0.002898974,0.5340467095375061,-0.0007882672613845898,0.9951792359352112,1e-06,-5.65686851372011
189.0359,301.0,26,851968,5246,162,0.0036468505859375,0.2,250,1272.1362763136626,165.7198944091797,0.0032698947,0.4570508599281311,-0.0009917946831023983,0.995140552520752,1e-06,-5.656466502975673
170.75693,301.0,27,884736,5454,162,8.85009765625e-05,0.2,260,1525.997469882667,11075.1884765625,0.0016228331,0.44807320833206177,-0.0003374815638437667,0.995176374912262,1e-06,-5.656314539071173
290.66467,301.0,28,917504,5662,162,0.0179931640625,0.2,270,940.1591649785638,227.91574096679688,0.0046248995,0.553756594657898,-0.0026353676207236275,0.9949471950531006,1e-06,-5.656080760899931
262.23822,301.0,29,950272,5871,161,0.0013519287109375,0.2,280,2667.1300395563244,152.2508087158203,0.0027458393,0.3357832431793213,-0.0006384622764926462,0.9948758482933044,1e-06,-5.655348067125305
281.09982,301.0,30,983040,6079,161,0.0031524658203125,0.2,290,1237.8557098060846,187.79010009765625,0.0030620745,0.4889596700668335,-0.0010562700114803646,0.9947483539581299,1e-06,-5.6549426053650675
203.78984,301.0,31,1015808,6287,161,0.009906005859375,0.2,300,2428.4167690500617,343.8979797363281,0.0041046273,0.2875092029571533,-0.0014779393345293102,0.9946587085723877,1e-06,-5.6545521131716665
