time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-216.80171,56,301.0,32768,579,,,,,,,,,,,,,
2,-134.31297,133,301.0,65536,491,87.72012321054936,0.001,0.1386627197265625,-5.656044663116336,36.350738525390625,0.0001099705696105957,0.2,10,0.008824257,-0.012227474112660276,0.9949419498443604,,
3,-14.956677,211,301.0,98304,464,103.32960027307271,0.001,0.165704345703125,-5.634399411827326,49.44852066040039,0.3228660821914673,0.2,20,0.011685575,-0.017221237455305526,0.987198531627655,,
4,147.46909,289,301.0,131072,452,163.17499721348287,0.001,0.1867767333984375,-5.584638754464686,67.79048156738281,0.4761005640029907,0.2,30,0.011896251,-0.020660442972075543,0.9766978621482849,,
5,142.36064,368,301.0,163840,444,1816.4866093873977,0.001,0.1661773681640625,-5.522093011811376,997.7728881835938,0.1364363431930542,0.2,40,0.011851531,-0.010860396076213873,0.9623698592185974,,
6,116.84226,447,301.0,196608,439,2950.3924528956413,0.001,0.1394134521484375,-5.467536132223904,189.92637634277344,0.08149361610412598,0.2,50,0.010359921,-0.006788983832439044,0.9556334018707275,,
7,61.00697,525,301.0,229376,436,1951.6522021770477,0.001,0.1260467529296875,-5.449439449235797,214.86402893066406,0.02833014726638794,0.2,60,0.008802861,-0.0047074427245661354,0.9434564113616943,,
8,41.774364,604,301.0,262144,433,1151.6465939462184,0.001,0.1111663818359375,-5.387722510285675,236.41172790527344,0.02119547128677368,0.2,70,0.007971132,-0.005444309953463744,0.9311359524726868,,
9,48.423203,683,301.0,294912,431,224.24520337581635,0.001,0.07608642578125,-5.351349561475217,112.98162841796875,0.275306761264801,0.2,80,0.0071317623,-0.005772633073183897,0.917797327041626,,
10,50.432213,762,301.0,327680,429,533.9427477002143,0.001,0.06866455078125,-5.302735942229629,102.98931884765625,0.44738948345184326,0.2,90,0.0068441825,-0.004348942138767598,0.9061975479125977,,
