time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_fraction,train/n_updates,eval/mean_ep_length,eval/mean_reward
117,1,4798.4277,279,915.5769230769231,32768,,,,,,,,,,,,,
236,2,5217.3574,277,920.327868852459,65536,0.0001,0.10510814189910889,16621.509765625,44734.914331054686,-1.947065358608961,0.2,0.008181894,0.0015858052349358332,0.3945317268371582,0.0740753173828125,2480,,
359,3,4920.472,273,903.4040404040404,98304,0.0001,0.247025728225708,21017.001953125,44907.42265014649,-1.9466544002294541,0.2,0.0063705454,0.0005297341842378956,0.3945060968399048,0.0438385009765625,2490,,
484,4,4541.8228,270,881.89,131072,0.0001,0.23168426752090454,16475.265625,44831.33682861328,-1.9465384922921658,0.2,0.0076336865,0.00011893248884007335,0.39450785517692566,0.051214599609375,2500,,
604,5,4707.7173,270,877.44,163840,0.0001,0.3163747191429138,14534.7607421875,42292.517260742185,-1.946110289171338,0.2,0.006123896,-0.00036189027159707623,0.39441820979118347,0.0479827880859375,2510,,
727,6,5548.96,270,914.33,196608,0.0001,0.2686583399772644,17834.96875,41796.419958496095,-1.9454227037727834,0.2,0.006421727,-0.0005625982055789791,0.3943713307380676,0.0467803955078125,2520,,
849,7,6127.8213,270,931.41,229376,0.0001,0.35043978691101074,16168.583984375,45100.29252929687,-1.9450457599014044,0.2,0.0049650697,0.0004834079009015113,0.39434710144996643,0.023944091796875,2530,,
971,8,6815.2046,269,980.08,262144,0.0001,0.42962491512298584,15666.00390625,42192.15476074219,-1.9446314848959445,0.2,0.0077456785,7.987232693267288e-05,0.3942822813987732,0.057373046875,2540,,
1100,9,7210.713,268,1007.44,294912,0.0001,0.3789063096046448,18303.970703125,40643.47384643555,-1.944058521464467,0.2,0.0055211578,-4.2649356873880603e-05,0.39423248171806335,0.0315093994140625,2550,,
1230,10,7623.7573,266,1039.92,327680,0.0001,0.45174074172973633,15648.861328125,40153.26850585938,-1.943466915935278,0.2,0.007553512,0.0006304886333964532,0.3941683769226074,0.056793212890625,2560,,
1360,11,8274.044,264,1063.77,360448,0.0001,0.5406144261360168,12332.779296875,38107.7190246582,-1.9429886490106583,0.2,0.0060984557,0.00019395783419895452,0.39413392543792725,0.0386993408203125,2570,,
1489,12,8324.111,263,1055.59,393216,0.0001,0.4325302839279175,16518.568359375,40370.08202514648,-1.9427939347922802,0.2,0.0054246923,-0.0004324751258536708,0.39413514733314514,0.035894775390625,2580,,
1613,13,8807.954,263,1070.77,425984,0.0001,0.394681453704834,16355.8720703125,44177.98686523437,-1.942688937857747,0.2,0.0061678067,-0.0003364936004800256,0.3941124677658081,0.0426544189453125,2590,,
1738,14,8578.239,263,1050.23,458752,0.0001,0.4920485019683838,13958.0703125,37738.47131347656,-1.942322263866663,0.2,0.00482473,-0.0008426886433881009,0.39405715465545654,0.030218505859375,2600,,
1867,15,8743.829,263,1066.44,491520,0.0001,0.5134515166282654,15156.4873046875,38673.11091308594,-1.9415822882205247,0.2,0.005323824,-0.0004874621125054546,0.39396753907203674,0.033941650390625,2610,,
1997,16,8984.699,262,1071.13,524288,0.0001,0.5478259027004242,14060.7314453125,36825.78026733398,-1.9411595672369004,0.2,0.006214141,-0.00014377448496816214,0.39398449659347534,0.0438720703125,2620,,
2122,17,9252.322,262,1090.45,557056,0.0001,0.5388942956924438,13180.6376953125,37320.65174560547,-1.941136684268713,0.2,0.005914544,0.0008493479192111409,0.3939485251903534,0.040008544921875,2630,,
2255,18,9983.709,261,1139.6,589824,0.0001,0.5721618831157684,14089.3671875,37988.08138427734,-1.9408652111887932,0.2,0.0051564793,-0.00012375950755085796,0.3939369320869446,0.0315765380859375,2640,,
2387,19,10391.012,260,1163.52,622592,0.0001,0.6132376492023468,12551.3447265625,35840.50244750977,-1.9406356818974018,0.2,0.0048787836,-0.00016418336253991582,0.39388909935951233,0.0227783203125,2650,,
2518,20,10327.206,260,1177.23,655360,0.0001,0.6312328279018402,14215.5751953125,37069.115478515625,-1.9400263462215661,0.2,0.00656547,0.00018681770125112963,0.3938189744949341,0.048175048828125,2660,,
