time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,train/n_updates,train/clip_range,train/clip_fraction,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/entropy_loss,train/loss,eval/mean_ep_length,eval/mean_reward
3431,20,655360,190,599.9,1233.9148,0.6139270067214966,1420,0.2,0.2553680419921875,0.001,0.025125664,0.0024087389841952246,3015.29137711525,0.5409150719642639,-3.717203127592802,636.5740966796875,,
3603,21,688128,190,599.3,1367.3286,0.6124883890151978,1430,0.2,0.2837310791015625,0.001,0.028351087,0.003058557722852129,3775.9508356571196,0.4920341372489929,-3.6985075026750565,1317.1839599609375,,
3775,22,720896,190,598.99,1245.0499,0.6103174686431885,1440,0.2,0.2686798095703125,0.001,0.025448296,0.0021426119260468113,3193.564234924316,0.4038270115852356,-3.682673130184412,1102.2998046875,,
3948,23,753664,190,595.05,1077.3436,0.6060643792152405,1450,0.2,0.2628326416015625,0.001,0.025634851,0.00208462460368537,3122.337266111374,0.4193562865257263,-3.6619300624355673,539.7431640625,,
4121,24,786432,190,593.76,1214.3706,0.6035400629043579,1460,0.2,0.2527374267578125,0.001,0.02422252,0.0014316854615572083,2808.62587287426,0.42236757278442383,-3.6373572375625374,347.8897705078125,,
4293,25,819200,190,590.99,1271.2982,0.5993984341621399,1470,0.2,0.27235107421875,0.001,0.026520487,0.0021431950943224367,3399.6420934200287,0.5330915749073029,-3.618239371292293,677.5645141601562,,
4465,26,851968,190,593.94,1201.4418,0.5960774421691895,1480,0.2,0.2458587646484375,0.001,0.023619577,0.0019235084122556146,3537.358461475372,0.511350154876709,-3.597420900128782,816.86865234375,,
4637,27,884736,190,600.79,1165.0416,0.5910828113555908,1490,0.2,0.2636688232421875,0.001,0.025019284,0.003024964039104816,2969.428625011444,0.5782613158226013,-3.5647626016288996,396.9202880859375,,
4809,28,917504,190,601.0,1476.4805,0.5859897136688232,1500,0.2,0.273602294921875,0.001,0.02870015,0.0019671245146128057,3449.9006338596346,0.5492261052131653,-3.530985735729337,358.79693603515625,,
4982,29,950272,190,600.76,1463.175,0.5794353485107422,1510,0.2,0.2923309326171875,0.001,0.029482484,0.002850784596921585,3344.060261154175,0.6234757006168365,-3.4899897750467064,399.800048828125,,
5154,30,983040,190,600.76,1429.9766,0.5777859091758728,1520,0.2,0.267681884765625,0.001,0.025929522,0.0016761352199864631,2861.436149096489,0.6093296408653259,-3.4615249587222934,468.98199462890625,,
5326,31,1015808,190,601.0,1508.1232,0.573655366897583,1530,0.2,0.274420166015625,0.001,0.028398681,0.0031379393469251225,3422.0763145923615,0.5861342549324036,-3.4439212383702396,585.2838134765625,,
5498,32,1048576,190,601.0,1500.9103,0.5721305012702942,1540,0.2,0.2613983154296875,0.001,0.026708426,0.0030081270321716145,2845.306513905525,0.5999883413314819,-3.426209537126124,419.139404296875,,
5670,33,1081344,190,601.0,1553.0103,0.567115068435669,1550,0.2,0.2857421875,0.001,0.028652187,0.0035092903332042623,3451.4859572410583,0.5768897831439972,-3.401109381020069,420.9839172363281,,
5844,34,1114112,190,600.61,1421.8949,0.562138557434082,1560,0.2,0.2739349365234375,0.001,0.026898447,0.002285635459520563,3310.819142103195,0.5930493175983429,-3.366757317073643,571.6985473632812,,
6016,35,1146880,190,597.13,1658.4325,0.5610685348510742,1570,0.2,0.26041259765625,0.001,0.025021534,0.0020197594072669744,2889.5489017009736,0.6326997578144073,-3.347622377425432,400.30462646484375,,
6188,36,1179648,190,594.24,1889.1094,0.5579633712768555,1580,0.2,0.2797027587890625,0.001,0.028018972,0.00146460002169988,3491.6841143608094,0.5971983969211578,-3.3362065294757484,726.1061401367188,,
6360,37,1212416,190,591.8,1793.2499,0.5572195649147034,1590,0.2,0.2802581787109375,0.001,0.026156783,0.002527774504960689,4185.447695493698,0.6187727153301239,-3.3236369758844377,1824.8570556640625,,
6534,38,1245184,190,591.32,1883.4258,0.5526429414749146,1600,0.2,0.27547607421875,0.001,0.027098253,0.0024517599384580534,3886.8838349342345,0.6840733289718628,-3.298545021004975,982.2705688476562,,
6706,39,1277952,190,590.73,1954.1704,0.5517222881317139,1610,0.2,0.259051513671875,0.001,0.024812128,0.0019526313362803194,3700.477877140045,0.6338219344615936,-3.280896713025868,515.9851684570312,,
6881,40,1310720,190,594.58,1992.1434,0.5509805679321289,1620,0.2,0.2628997802734375,0.001,0.0248985,0.0038040439982978567,4048.9615856647492,0.5560082793235779,-3.2785735631361606,556.8162841796875,,
7055,41,1343488,190,584.95,1812.1328,0.5458124279975891,1630,0.2,0.2511688232421875,0.001,0.025073333,0.0021724684163928034,3669.3720730304717,0.5878909230232239,-3.2480256164446475,837.1220092773438,,
7228,42,1376256,190,584.14,1640.3197,0.5425004959106445,1640,0.2,0.2527557373046875,0.001,0.024062075,0.0009661803814196901,3467.1138512611387,0.6160236895084381,-3.224142709933221,711.408447265625,,
7400,43,1409024,190,595.32,1686.9753,0.5375350713729858,1650,0.2,0.278369140625,0.001,0.027000744,0.0037444877489178907,3320.7774433135987,0.6561039388179779,-3.188162549585104,639.308349609375,,
7572,44,1441792,190,596.07,1594.6566,0.5312120914459229,1660,0.2,0.2666229248046875,0.001,0.026335418,0.0024785019343653404,3124.4813105106355,0.6393294036388397,-3.1462893003597854,597.0322875976562,,
7745,45,1474560,190,596.07,1816.6676,0.5293338298797607,1670,0.2,0.28541259765625,0.001,0.027831227,0.00337819184833279,3216.323011660576,0.6560553014278412,-3.1206209959462283,421.2637023925781,,
7918,46,1507328,190,595.33,1941.2657,0.5244121551513672,1680,0.2,0.292108154296875,0.001,0.02857095,0.004838807570968129,3709.6236283302305,0.6598045229911804,-3.09149736110121,615.6829223632812,,
8090,47,1540096,190,580.69,1747.7354,0.5197173357009888,1690,0.2,0.28209228515625,0.001,0.030528815,0.004031307650802773,4624.5727020740505,0.6509700417518616,-3.057027137093246,500.1658935546875,,
8262,48,1572864,190,588.02,1954.6558,0.5179270505905151,1700,0.2,0.29351806640625,0.001,0.030484261,0.0050385983688101986,4142.785641098022,0.618322342634201,-3.0372958716005085,645.1619262695312,,
,,1600000,,,,0.5158647894859314,1710,0.2,0.3061370849609375,0.001,0.030405357,0.0053403478785185145,4150.258956384659,0.6677453517913818,-3.0230092223733664,540.5762939453125,539.13,3113.459716796875
8723,49,1605632,184,587.46,2316.1213,,,,,,,,,,,,,
8896,50,1638400,184,590.52,2247.9475,0.5129217505455017,1720,0.2,0.283465576171875,0.001,0.028862163,0.004392219266264874,5357.1456683635715,0.6097663342952728,-3.0047563686966896,915.8477783203125,,
9069,51,1671168,184,595.79,2264.9338,0.5109683275222778,1730,0.2,0.2828369140625,0.001,0.029798353,0.0041609183002037755,3630.827729511261,0.6347221732139587,-2.981100970879197,597.2761840820312,,
9241,52,1703936,184,584.96,2243.8586,0.5084555745124817,1740,0.2,0.2913787841796875,0.001,0.03028978,0.006582934537073015,4543.405546236038,0.6726319193840027,-2.96080882307142,606.1237182617188,,
9414,53,1736704,184,586.17,2055.158,0.5051745176315308,1750,0.2,0.282666015625,0.001,0.02946122,0.003840638927704276,3341.6838047027586,0.7156559824943542,-2.939670305326581,491.88848876953125,,
9590,54,1769472,184,593.63,2095.862,0.5038155317306519,1760,0.2,0.2964569091796875,0.001,0.03075907,0.006235687674325164,4868.910685825348,0.6495228707790375,-2.9265228159725667,737.4761962890625,,
9764,55,1802240,184,595.89,2321.3792,0.5014632344245911,1770,0.2,0.2955413818359375,0.001,0.030572947,0.005541054303375858,3224.9981747627257,0.6899648904800415,-2.9091841135174037,2041.9921875,,
9937,56,1835008,184,592.12,2392.3872,0.49834543466567993,1780,0.2,0.29005126953125,0.001,0.03180179,0.004968967252898438,4800.532131242752,0.653362900018692,-2.88588442299515,624.406494140625,,
10110,57,1867776,184,586.98,2298.172,0.49553579092025757,1790,0.2,0.3017822265625,0.001,0.03253031,0.006055502474100649,3392.8488805294037,0.6784243285655975,-2.862936104461551,394.77996826171875,,
10283,58,1900544,184,591.74,2525.402,0.4943300485610962,1800,0.2,0.308843994140625,0.001,0.032795664,0.004662381283969808,3171.7663741111755,0.7355866432189941,-2.848937240988016,434.9139709472656,,
10456,59,1933312,184,597.39,2436.7888,0.49123361706733704,1810,0.2,0.2886383056640625,0.001,0.02859221,0.00465372903372554,4767.598833084106,0.7116577625274658,-2.825702303647995,1129.130126953125,,
10629,60,1966080,184,595.13,2113.2266,0.4890536367893219,1820,0.2,0.2970855712890625,0.001,0.029807746,0.005888221535769844,2917.3395013570785,0.7668065577745438,-2.806777613051236,369.5542907714844,,
10802,61,1998848,185,591.99,2164.7234,0.4870103895664215,1830,0.2,0.3018096923828125,0.001,0.031404078,0.005180364146599459,3835.485625076294,0.7568300664424896,-2.787777289934456,437.5373840332031,,
10975,62,2031616,185,596.42,2201.072,0.48475420475006104,1840,0.2,0.3015869140625,0.001,0.029328156,0.005806413332538796,4259.910083389283,0.725287139415741,-2.77188078481704,450.43304443359375,,
