time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/loss,train/std,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
77,32768,1240.7367,420,409.6478873239437,1,,,,,,,,,,,,,
156,65536,1220.8556,419,412.95,2,0.0002838977950887056,0.006048429,-1.8831425562500954,0.001,12729.4228515625,0.3882712721824646,0.6080068945884705,3100,0.2,40847.547607421875,0.0658905029296875,,
234,98304,1113.8131,419,405.08,3,0.0001878567854873836,0.006511064,-1.8824583388864995,0.001,8791.546875,0.3882541060447693,0.629714846611023,3110,0.2,26764.012841796874,0.0606109619140625,,
314,131072,1185.0,416,408.96,4,-0.0006631631462369114,0.006206841,-1.8822759509086608,0.001,6816.2822265625,0.38825684785842896,0.6388875246047974,3120,0.2,24859.726809692384,0.048321533203125,,
393,163840,1082.0,416,405.12,5,0.0012186787904283846,0.005860972,-1.881073073297739,0.001,7517.6826171875,0.3879874050617218,0.6190364062786102,3130,0.2,21826.764932250975,0.0549102783203125,,
472,196608,1458.0,416,421.0,6,0.0004620837466063676,0.007621093,-1.878173629567027,0.001,5175.76171875,0.3877091705799103,0.6550043225288391,3140,0.2,20037.23890991211,0.077593994140625,,
553,229376,1547.0,414,435.21,7,0.0008274596119008492,0.007380731,-1.8754366911947726,0.001,3952.973876953125,0.3874897360801697,0.6232494413852692,3150,0.2,17573.74337158203,0.08494873046875,,
637,262144,1717.0,411,445.74,8,0.0031602006067259934,0.009459322,-1.8723883047699927,0.001,7741.40966796875,0.38714951276779175,0.6311249136924744,3160,0.2,23284.599514770507,0.1121734619140625,,
717,294912,1478.0,410,436.34,9,0.0018063361134409207,0.00725317,-1.868550046160817,0.001,6305.060546875,0.3867310583591461,0.6585103869438171,3170,0.2,18587.92191467285,0.0768096923828125,,
800,327680,1440.0,409,428.83,10,0.0006376108198310248,0.008055322,-1.8658522013574839,0.001,4734.45751953125,0.38661858439445496,0.7164832949638367,3180,0.2,17863.4371887207,0.0850555419921875,,
883,360448,1702.0,407,441.89,11,0.001534162614188972,0.0070558013,-1.864044089987874,0.001,7319.013671875,0.38641035556793213,0.6794048845767975,3190,0.2,21296.81757507324,0.07899169921875,,
963,393216,1845.0,408,451.98,12,0.0024373206029849825,0.009389022,-1.8627904739230872,0.001,6225.4111328125,0.38641566038131714,0.6949213445186615,3200,0.2,18429.987997436525,0.105401611328125,,
1040,425984,1287.8853,409,419.17,13,0.0010362065539084142,0.007885277,-1.8620603237301112,0.001,5956.6171875,0.3862156867980957,0.6939907670021057,3210,0.2,20338.289624023437,0.081549072265625,,
1127,458752,1885.0,406,454.15,14,0.002568990530198789,0.008713882,-1.8603412810713054,0.001,8002.88525390625,0.3861236572265625,0.7228141129016876,3220,0.2,19621.982818603516,0.0970489501953125,,
1211,491520,2111.0,405,468.88,15,0.0025766822134755786,0.008210957,-1.8589910425245761,0.001,4842.1787109375,0.3859013319015503,0.7322053611278534,3230,0.2,17675.90078125,0.086505126953125,,
1295,524288,2422.474,404,482.6,16,0.0015752902458189056,0.009076178,-1.8565100364387035,0.001,6916.705078125,0.38562843203544617,0.729212075471878,3240,0.2,19404.628842163085,0.0989013671875,,
1378,557056,1852.0,404,454.01,17,0.0022067905258154495,0.009456918,-1.853669549152255,0.001,5482.8046875,0.38535118103027344,0.7428650259971619,3250,0.2,20916.059167480467,0.108123779296875,,
1461,589824,2221.0,403,474.13,18,0.001510726483684266,0.010972556,-1.8522658675909043,0.001,7264.0009765625,0.38537704944610596,0.7202816307544708,3260,0.2,20383.414361572264,0.124200439453125,,
1542,622592,2232.0,403,477.25,19,0.0017543904315971304,0.009328335,-1.8521548330783844,0.001,4404.18603515625,0.38531720638275146,0.7551762610673904,3270,0.2,19662.470529174803,0.0996551513671875,,
1623,655360,2116.9922,403,473.7,20,0.0031188285214739154,0.008154279,-1.8505075350403786,0.001,5340.1123046875,0.38503146171569824,0.7188391387462616,3280,0.2,19231.52738647461,0.08526611328125,,
1705,688128,2128.0,403,471.21,21,0.0011747287953767227,0.008951915,-1.8477894052863122,0.001,4811.5888671875,0.38484203815460205,0.7712702751159668,3290,0.2,17041.172961425782,0.1105438232421875,,
1784,720896,1484.0,403,430.34,22,0.0014847496704533114,0.010000374,-1.845449060201645,0.001,3730.3564453125,0.38456815481185913,0.7243961989879608,3300,0.2,16436.939595031738,0.1024139404296875,,
1861,753664,1580.0,404,436.09,23,0.0019011351929293595,0.0097418595,-1.841596406325698,0.001,5694.509765625,0.384097695350647,0.7263639569282532,3310,0.2,16804.986837768556,0.1060760498046875,,
1943,786432,1776.0,404,447.75,24,0.0022152901783556445,0.009922773,-1.8367456946521998,0.001,3739.6064453125,0.38360363245010376,0.7498636245727539,3320,0.2,14959.29793701172,0.1105316162109375,,
2022,819200,1865.0,404,453.78,25,0.002862242808987503,0.010772619,-1.8325797140598297,0.001,4090.460693359375,0.38332468271255493,0.7254509031772614,3330,0.2,16418.171781921388,0.12750244140625,,
2102,851968,1649.0,405,429.34,26,0.0015382808775029843,0.010432237,-1.829409299045801,0.001,3405.66357421875,0.3829696476459503,0.7112346589565277,3340,0.2,15182.217408752442,0.1126068115234375,,
2182,884736,1601.0,405,426.52,27,0.0007608421990880742,0.011375064,-1.8266044452786445,0.001,3290.535400390625,0.38279858231544495,0.7694707959890366,3350,0.2,14234.756970214843,0.114898681640625,,
2264,917504,1864.0,405,441.72,28,0.001288076844139141,0.010139091,-1.8244897406548262,0.001,3686.3134765625,0.3825891315937042,0.7308632135391235,3360,0.2,15063.440658569336,0.116204833984375,,
2344,950272,2130.0,405,452.32,29,0.0030178205541233185,0.011011238,-1.8217292342334985,0.001,3602.752197265625,0.38225919008255005,0.7120760977268219,3370,0.2,16609.312246704103,0.128118896484375,,
2424,983040,1528.0,405,425.46,30,0.001849239255170687,0.0095741935,-1.817391525581479,0.001,4068.35986328125,0.381827712059021,0.7070569097995758,3380,0.2,16431.854776000975,0.1021881103515625,,
2504,1015808,1667.0,405,420.32,31,0.00235464501856768,0.01098301,-1.813586662709713,0.001,4444.041015625,0.381530225276947,0.6893143653869629,3390,0.2,16112.105055236816,0.108642578125,,
2586,1048576,1664.9994,405,432.09,32,0.0024579794338933426,0.009245271,-1.8116541516035796,0.001,5013.1103515625,0.38147902488708496,0.6378151178359985,3400,0.2,19173.651887512206,0.096337890625,,
2672,1081344,2251.819,404,460.07,33,0.0018608378260978498,0.010557314,-1.8109137129038573,0.001,2491.568115234375,0.3813974857330322,0.7278059124946594,3410,0.2,13414.573623657227,0.1246063232421875,,
2753,1114112,2074.3005,404,441.78,34,0.0028868054308986758,0.01119055,-1.8097878135740757,0.001,2803.96484375,0.3812899589538574,0.717469722032547,3420,0.2,13489.685633850098,0.1281341552734375,,
2838,1146880,1851.0,404,428.04,35,0.0017908144371176604,0.01135212,-1.8079256631433964,0.001,4059.785888671875,0.3810858130455017,0.737332284450531,3430,0.2,14506.7902053833,0.1269012451171875,,
2919,1179648,1468.9906,403,419.21,36,0.0023009022763289975,0.01040712,-1.8064055871218443,0.001,3219.6025390625,0.38098371028900146,0.7487697601318359,3440,0.2,15082.695925903321,0.1146636962890625,,
3003,1212416,1612.7662,403,432.3,37,0.002983137204864761,0.011631108,-1.8034274466335773,0.001,4267.56640625,0.38046127557754517,0.7768913060426712,3450,0.2,15982.846295166015,0.13492431640625,,
3081,1245184,1168.9194,404,407.02,38,0.0015705626661656424,0.009223158,-1.8006555333733558,0.001,4657.76953125,0.38048088550567627,0.7616681754589081,3460,0.2,14752.798463439942,0.101788330078125,,
3161,1277952,1379.9972,404,413.46,39,0.0024151045356120447,0.010216041,-1.800507415086031,0.001,2574.419921875,0.3804016411304474,0.7985150367021561,3470,0.2,13032.822883605957,0.1078704833984375,,
