time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/loss,train/n_updates,train/value_loss,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
329,99,32768,2760.951,867.4444444444445,1,,,,,,,,,,,,,
328,199,65536,2851.102,891.21875,2,0.0978057861328125,14435.716796875,2480,42828.18600463867,0.3944855034351349,0.0001,0.0025312803285487463,0.10104590654373169,0.2,-1.9468745473772286,0.010315677,,
329,297,98304,2968.237,934.2886597938144,3,0.062896728515625,16356.291015625,2490,41423.288970947266,0.3944675922393799,0.0001,0.0009742926420585718,0.16023802757263184,0.2,-1.9463323740288616,0.007821908,,
333,392,131072,3023.1816,937.25,4,0.0573211669921875,17757.12890625,2500,143922.4256866455,0.3945004642009735,0.0001,0.0007965859012983856,0.11788713932037354,0.2,-1.9463521014899015,0.0074208984,,
333,491,163840,3200.4177,961.48,5,0.066485595703125,16486.7421875,2510,37987.0896697998,0.394509881734848,0.0001,0.0017322158921160736,0.22885900735855103,0.2,-1.946657607331872,0.008118432,,
333,590,196608,3031.453,914.0,6,0.04254150390625,13586.7392578125,2520,38525.9286529541,0.394428551197052,0.0001,0.0001325468358118087,0.20834434032440186,0.2,-1.9462949484586716,0.006404427,,
334,684,229376,3129.4788,926.63,7,0.0627105712890625,14406.71484375,2530,37746.700759887695,0.3943992257118225,0.0001,0.0013429109218122902,0.20443803071975708,0.2,-1.9457020262256264,0.007347117,,
333,785,262144,3537.6294,940.97,8,0.0398895263671875,14838.8203125,2540,36835.272799682614,0.3943071961402893,0.0001,5.226273169682827e-05,0.26770758628845215,0.2,-1.9451528336852788,0.006136515,,
333,884,294912,4482.0566,993.34,9,0.0496429443359375,16227.8662109375,2550,37957.11961975098,0.39416763186454773,0.0001,0.00030316868469526526,0.22537124156951904,0.2,-1.9440396651625633,0.0069779227,,
332,985,327680,4910.6504,1029.74,10,0.046856689453125,12566.126953125,2560,36349.14542236328,0.3940599262714386,0.0001,0.00043852916824107526,0.342998206615448,0.2,-1.9427783858031034,0.0063071875,,
331,1088,360448,5102.945,1077.37,11,0.0383392333984375,10883.578125,2570,34463.141268920896,0.394040584564209,0.0001,0.00021951603375782724,0.28595679998397827,0.2,-1.942093419469893,0.0059444997,,
329,1194,393216,5220.365,1076.01,12,0.042755126953125,27754.404296875,2580,66723.38627929687,0.3940226435661316,0.0001,-0.0005942750845861156,0.27327388525009155,0.2,-1.9418584639206529,0.0062503526,,
328,1295,425984,5771.563,1084.97,13,0.0432037353515625,11908.3935546875,2590,39244.26867980957,0.3939964175224304,0.0001,0.0004975867323082639,0.3885505199432373,0.2,-1.9416050596162677,0.005730719,,
327,1402,458752,5694.563,1061.33,14,0.0408782958984375,14612.1396484375,2600,39454.1289642334,0.3939283490180969,0.0001,0.0009410436396137811,0.3636544942855835,0.2,-1.9411251083016396,0.005832144,,
326,1506,491520,5138.5107,1107.28,15,0.054608154296875,9834.6455078125,2610,34116.72686004639,0.39388570189476013,0.0001,0.0010347523384552915,0.5270302295684814,0.2,-1.9405582336708904,0.006891993,,
325,1610,524288,5456.9224,1128.15,16,0.044061279296875,177127.578125,2620,357803.41166381835,0.39382752776145935,0.0001,-0.0005227627585554729,0.2276124358177185,0.2,-1.9400647215545177,0.005933897,,
324,1714,557056,5846.7256,1145.69,17,0.0453643798828125,12506.16796875,2630,33548.192578125,0.39379674196243286,0.0001,0.0007227834681543755,0.4647558331489563,0.2,-1.9395978439599275,0.006014683,,
324,1817,589824,7361.3076,1141.92,18,0.0416259765625,11285.310546875,2640,32847.75906982422,0.3938523232936859,0.0001,0.0006195245887283818,0.48396843671798706,0.2,-1.939706952869892,0.005796874,,
323,1922,622592,7664.8623,1161.39,19,0.04232177734375,12501.0146484375,2650,34345.94502563476,0.3938080072402954,0.0001,-0.0002336626908800099,0.4500467777252197,0.2,-1.939789137803018,0.005523612,,
321,2036,655360,7504.6562,1151.1,20,0.0361328125,9588.9775390625,2660,34613.85690612793,0.39375829696655273,0.0001,0.0003824730923952302,0.5489384829998016,0.2,-1.9393295736983418,0.005553282,,
320,2144,688128,7350.2827,1109.54,21,0.0485076904296875,8574.0361328125,2670,35455.625708007814,0.39370644092559814,0.0001,0.00036940534118912183,0.4563755393028259,0.2,-1.9387479901313782,0.0063446797,,
320,2250,720896,7324.864,1066.01,22,0.0370361328125,12296.9423828125,2680,39977.867825317386,0.3936865031719208,0.0001,-0.0004375353757495759,0.3399209976196289,0.2,-1.938402733206749,0.005602224,,
319,2359,753664,7424.5654,1062.53,23,0.0380340576171875,12358.5400390625,2690,41399.9362121582,0.39365044236183167,0.0001,-0.000309456913601025,0.38714349269866943,0.2,-1.9381205033510924,0.005581701,,
319,2462,786432,7116.998,1076.63,24,0.0327484130859375,10648.935546875,2700,34469.923358154294,0.39359360933303833,0.0001,-0.00013261580716061871,0.4517647624015808,0.2,-1.937616517394781,0.0052488423,,
318,2572,819200,7757.734,1129.5,25,0.0285675048828125,20092.3125,2710,214993.7013092041,0.39356446266174316,0.0001,-0.00048600223417452073,0.594698965549469,0.2,-1.9371458141133189,0.0047693127,,
315,2703,851968,7623.7837,1111.09,26,0.046942138671875,12272.9638671875,2720,38008.38832702637,0.3935167193412781,0.0001,0.00012601493508554996,0.4689849615097046,0.2,-1.9367541555315255,0.0061428705,,
313,2821,884736,7541.2124,1100.45,27,0.029608154296875,10821.9697265625,2730,40638.61184692383,0.3934513330459595,0.0001,-0.00040692871552892027,0.46983563899993896,0.2,-1.9361717451363802,0.005021914,,
312,2939,917504,7521.7393,1061.24,28,0.047418212890625,11062.78515625,2740,40437.99805297852,0.39343205094337463,0.0001,0.0011978327478573193,0.615887850522995,0.2,-1.9357095016166568,0.0062336884,,
310,3061,950272,7814.5083,1092.28,29,0.0363006591796875,13756.57421875,2750,40504.35899963379,0.3934454619884491,0.0001,0.0004256216827343451,0.40288716554641724,0.2,-1.935676913894713,0.0055062305,,
308,3184,983040,8277.996,1144.34,30,0.0326568603515625,10304.451171875,2760,35262.742861938474,0.3934091031551361,0.0001,-5.6628182210261e-05,0.5015346109867096,0.2,-1.9355986351147294,0.004911687,,
307,3305,1015808,8744.557,1177.58,31,0.0345855712890625,9743.853515625,2770,35233.51139831543,0.39336609840393066,0.0001,-0.0002166782673157286,0.5248131155967712,0.2,-1.9351603223010898,0.005609756,,
306,3425,1048576,9186.968,1200.41,32,0.0458770751953125,14572.8466796875,2780,36023.972219848634,0.3933221697807312,0.0001,-0.0008449309880234068,0.5194074511528015,0.2,-1.9347609525546432,0.006190752,,
305,3544,1081344,9529.098,1207.35,33,0.0444488525390625,10051.2578125,2790,35320.49125976562,0.39328473806381226,0.0001,0.0007292059664905537,0.4447404742240906,0.2,-1.9343726087361575,0.005561853,,
304,3658,1114112,9480.492,1191.64,34,0.0427886962890625,10869.150390625,2800,36907.868551635744,0.3932209610939026,0.0001,-3.308421291876584e-05,0.470062792301178,0.2,-1.9338810071349144,0.005607635,,
303,3774,1146880,8995.513,1145.28,35,0.0477508544921875,10574.609375,2810,37543.394528198245,0.39313480257987976,0.0001,-0.0002394571689364966,0.45782941579818726,0.2,-1.9330918008461595,0.0062778955,,
303,3886,1179648,8790.474,1125.26,36,0.0471954345703125,10433.408203125,2820,34364.14488220215,0.39309215545654297,0.0001,0.0011650580334389815,0.43366777896881104,0.2,-1.9324161499738692,0.0064253975,,
302,4001,1212416,8409.655,1076.09,37,0.0333526611328125,9744.0751953125,2830,37120.25931091308,0.3930572271347046,0.0001,-0.00034522446694609246,0.40575462579727173,0.2,-1.9319949995726347,0.0054295594,,
302,4113,1245184,8958.261,1120.73,38,0.0395263671875,14044.6572265625,2840,36878.62688598633,0.3929761052131653,0.0001,0.00035205989152018444,0.4687034487724304,0.2,-1.9314348369836807,0.005708439,,
302,4226,1277952,9004.715,1102.21,39,0.036199951171875,10381.4677734375,2850,36589.10309448242,0.39292657375335693,0.0001,0.00022348067213897593,0.49103665351867676,0.2,-1.9307211434468627,0.0054947175,,
302,4340,1310720,9029.609,1141.03,40,0.0307373046875,11514.509765625,2860,39809.5825592041,0.39289772510528564,0.0001,-0.0007625172835105332,0.449825644493103,0.2,-1.9303101912140845,0.005081254,,
301,4458,1343488,9044.041,1153.83,41,0.032000732421875,10038.1533203125,2870,33677.28183135986,0.3928523659706116,0.0001,-0.0008915507307392545,0.49930185079574585,0.2,-1.9299716465175152,0.0047653206,,
300,4584,1376256,8974.997,1149.08,42,0.0407135009765625,10724.515625,2880,33367.18848571777,0.39280208945274353,0.0001,-0.00034417315873724874,0.5160995125770569,0.2,-1.9295045621693134,0.0058294497,,
299,4710,1409024,9039.935,1150.57,43,0.0318572998046875,11097.8544921875,2890,36192.733755493166,0.3927710950374603,0.0001,0.0008580246489145793,0.4535180926322937,0.2,-1.9291028572246431,0.0052376185,,
