time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/loss,train/value_loss,train/learning_rate,train/std,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/mean_ep_length
753664,23,301.0,199,3785,1141.2976,-0.0005414995472165174,-2.459562310948968,14371.259765625,29564.982299804688,1e-05,0.4492183029651642,2680,0.0013488046,0.6609615385532379,0.0008544921875,0.2,,
786432,24,299.24,199,3950,1200.0101,-0.00015521704585808038,-2.459448925033212,12438.1708984375,26239.246223449707,1e-05,0.4491911232471466,2690,0.0012695829,0.6935369670391083,0.0011566162109375,0.2,,
819200,25,294.04,199,4114,1036.3782,-0.0004778438925313822,-2.4593302883207797,10146.4990234375,27273.9505859375,1e-05,0.44919100403785706,2700,0.0012888238,0.6780465245246887,0.0011993408203125,0.2,,
851968,26,296.98,199,4279,931.0253,-0.000739353640256013,-2.4593457151204348,13184.3525390625,29838.10763244629,1e-05,0.44920027256011963,2710,0.0011654702,0.6539047360420227,0.000811767578125,0.2,,
884736,27,296.36,198,4446,961.60516,-0.00043231266154180047,-2.459318122267723,10639.0498046875,24669.448078918456,1e-05,0.44918254017829895,2720,0.001610869,0.6685997545719147,0.00245361328125,0.2,,
917504,28,296.34,198,4613,836.8256,-0.00011589117184485076,-2.4591407302767037,11352.3681640625,25642.565548706054,1e-05,0.4491611421108246,2730,0.0011567066,0.6744425296783447,0.0007476806640625,0.2,,
950272,29,297.28,198,4780,1087.725,-0.00032622423132124825,-2.4589351821690797,10330.626953125,22466.424156188965,1e-05,0.44913288950920105,2740,0.0022586407,0.7059394717216492,0.0064361572265625,0.2,,
983040,30,301.0,198,4944,998.0507,-0.0005129890929310932,-2.458727480843663,13964.3740234375,26817.44281616211,1e-05,0.4491148293018341,2750,0.0018827671,0.6873525977134705,0.0021881103515625,0.2,,
1015808,31,301.0,198,5108,1046.3752,-0.0003640373137386632,-2.4585096571594476,11402.95703125,25761.88651123047,1e-05,0.4490853548049927,2760,0.0022272079,0.6845881044864655,0.003399658203125,0.2,,
1048576,32,294.37,198,5272,950.81696,-0.00024134294471878093,-2.4584038466215135,9522.88671875,23825.000778198242,1e-05,0.44909462332725525,2770,0.0012420778,0.7306416928768158,0.000604248046875,0.2,,
1081344,33,299.22,198,5436,1000.1464,-0.00035025342540393465,-2.458385858684778,12604.029296875,27064.148483276367,1e-05,0.4490833580493927,2780,0.0009433414,0.6576027870178223,0.0006378173828125,0.2,,
1114112,34,298.59,198,5600,1266.3525,-0.0005683572095222189,-2.4583718538284303,11289.50390625,27004.02799682617,1e-05,0.4490923583507538,2790,0.0015529983,0.6528377532958984,0.0016693115234375,0.2,,
1146880,35,299.31,198,5765,1127.1409,-0.00010072344357467956,-2.4583117470145224,15718.2451171875,29448.58777770996,1e-05,0.449064701795578,2800,0.0012517861,0.66522416472435,0.001226806640625,0.2,,
1179648,36,293.44,198,5929,1015.91235,-5.10024641698692e-05,-2.4581344585865734,12233.759765625,27635.946371459962,1e-05,0.44904786348342896,2810,0.0013891583,0.6686444282531738,0.001141357421875,0.2,,
1212416,37,298.31,198,6094,1438.1167,-0.00017908132358570583,-2.4581428386271,12074.32421875,26831.876678466797,1e-05,0.4490633010864258,2820,0.0016850226,0.659522294998169,0.002093505859375,0.2,,
1245184,38,299.57,198,6258,1053.8656,-0.000450161818844208,-2.458154693990946,13975.265625,31063.198440551758,1e-05,0.4490469694137573,2830,0.0018301855,0.6660930812358856,0.0030120849609375,0.2,,
1277952,39,298.36,198,6422,1117.4673,-0.00013989649260111038,-2.458145471662283,15882.689453125,27055.332623291015,1e-05,0.44906118512153625,2840,0.0011751859,0.6814107894897461,0.0007293701171875,0.2,,
1310720,40,299.45,198,6589,1228.7856,-0.00046789358184469166,-2.4581381879746913,13762.47265625,30275.419665527344,1e-05,0.449044793844223,2850,0.0012224757,0.6555260717868805,0.0004638671875,0.2,,
1343488,41,299.79,198,6755,1259.6539,-0.00048723734653322026,-2.4580660443753004,13015.3388671875,30345.10429992676,1e-05,0.44904303550720215,2860,0.0012490985,0.6578251421451569,0.0011077880859375,0.2,,
1376256,42,295.25,198,6919,1089.6271,-0.0009556008446452325,-2.45810689330101,16774.140625,30241.077725219726,1e-05,0.449052095413208,2870,0.001815606,0.6442985236644745,0.0035919189453125,0.2,,
1409024,43,295.44,198,7084,992.76904,-0.00023924717015688657,-2.458055593073368,14087.697265625,28072.695082092287,1e-05,0.4490354359149933,2880,0.00095406116,0.6789703369140625,0.00064697265625,0.2,,
1441792,44,299.47,198,7248,1252.0735,-0.0008738907116821792,-2.4578271750360727,10385.88671875,26871.393409729004,1e-05,0.44899749755859375,2890,0.0017040945,0.6816022992134094,0.00252685546875,0.2,,
1474560,45,299.03,198,7412,1078.132,-6.225021516002017e-05,-2.457680474221706,14056.72265625,27675.796844482422,1e-05,0.44900617003440857,2900,0.0010641392,0.6661413609981537,0.0006561279296875,0.2,,
1507328,46,301.0,198,7576,1175.6396,-0.00026675314093154155,-2.45766521319747,10325.814453125,24961.081019592286,1e-05,0.44899481534957886,2910,0.0010099559,0.7135448753833771,0.0008148193359375,0.2,,
1540096,47,296.51,198,7740,1180.0404,-0.0004884103083895753,-2.4575443036854265,14351.6337890625,26263.537107849123,1e-05,0.4489762783050537,2920,0.0010361569,0.7019561529159546,0.0003692626953125,0.2,,
1572864,48,297.13,198,7907,1194.2306,-0.00014201260046320385,-2.457350515574217,11977.9970703125,29807.383282470702,1e-05,0.4489501416683197,2930,0.0008483802,0.6478228271007538,0.0004058837890625,0.2,,
1600000,,,,,,-8.49929692776641e-06,-2.4572210896760227,12982.9091796875,26996.86264038086,1e-05,0.44894760847091675,2940,0.0017133052,0.6797702610492706,0.00244140625,0.2,741.8167724609375,262.5
1605632,49,299.65,195,8214,881.012,,,,,,,,,,,,,
1638400,50,301.0,195,8378,1254.0721,-0.00023389464449792287,-2.4570695493370294,9708.56640625,25027.76576538086,1e-05,0.4489172697067261,2950,0.0015075232,0.669647604227066,0.002423095703125,0.2,,
1671168,51,297.56,195,8543,1118.0258,-0.0006519345399738086,-2.456849804148078,10535.3134765625,23730.98981781006,1e-05,0.4488964080810547,2960,0.0014563308,0.7375478446483612,0.00123291015625,0.2,,
1703936,52,293.22,195,8712,991.1157,-0.0005965690798802825,-2.4567712265998125,10731.5029296875,26235.600466918946,1e-05,0.44889718294143677,2970,0.0016238482,0.714511901140213,0.00159912109375,0.2,,
1736704,53,296.29,195,8879,1040.8221,-0.0002556055463173834,-2.456753269582987,11996.056640625,27905.554469299317,1e-05,0.4488929212093353,2980,0.0013851869,0.7014010846614838,0.0016448974609375,0.2,,
1769472,54,298.65,195,9043,1070.7548,-0.00025046553437277905,-2.4565726909786463,13071.3232421875,27762.555700683595,1e-05,0.44885769486427307,2990,0.0019742474,0.6730430126190186,0.004754638671875,0.2,,
1802240,55,296.47,195,9208,1232.607,-0.00035872969892807304,-2.45639749802649,8260.53515625,26452.340158081053,1e-05,0.44885483384132385,3000,0.00091785094,0.7060090899467468,0.00086669921875,0.2,,
1835008,56,298.75,195,9372,1259.246,-0.00035616350432974284,-2.4562657468020914,12608.8701171875,29472.218859863282,1e-05,0.44882190227508545,3010,0.0009741277,0.6900576055049896,0.000323486328125,0.2,,
1867776,57,301.0,195,9537,998.3594,-0.00019812301979982294,-2.456050206720829,12677.41015625,28372.37972717285,1e-05,0.4488086402416229,3020,0.0009094016,0.6967103779315948,0.000372314453125,0.2,,
1900544,58,301.0,195,9701,1045.5769,-2.406612184131518e-05,-2.455930783972144,11825.2958984375,22678.993270874023,1e-05,0.4487929940223694,3030,0.0008683109,0.7159775793552399,0.0004547119140625,0.2,,
1933312,59,298.12,195,9866,1167.5007,-0.00016706616515875793,-2.4557445619255303,12150.03515625,26215.49220123291,1e-05,0.44876521825790405,3040,0.0010943455,0.6680266261100769,0.0004638671875,0.2,,
1966080,60,297.5,195,10031,967.7799,-0.00025717064181662863,-2.4556328769773246,12221.3466796875,27489.032830810545,1e-05,0.4487685561180115,3050,0.00097023265,0.6919645965099335,0.0004180908203125,0.2,,
1998848,61,297.15,196,10197,1014.50995,-0.0003504533001432719,-2.4555228389799595,12508.6171875,26749.065808105468,1e-05,0.4487375319004059,3060,0.0018470816,0.6899932026863098,0.0021759033203125,0.2,,
2031616,62,299.1,196,10363,1239.1965,-0.00021559509141297895,-2.4552985642105343,13322.73046875,28362.623147583006,1e-05,0.44871824979782104,3070,0.0013938625,0.6651978194713593,0.000927734375,0.2,,
